time_s,desired_attitude_w,desired_attitude_x,desired_attitude_y,desired_attitude_z,desired_collective_thrust_n,desired_acceleration_x,desired_acceleration_y,desired_acceleration_z,position_error_x,position_error_y,position_error_z,velocity_error_x,velocity_error_y,velocity_error_z,scheduled_gain_x,scheduled_gain_y,scheduled_gain_z,saturated,status_code,algorithm_id_out
0.1,0.9780416467497631,0.07826399823948468,0.11204287708392684,0.15733937046187038,12.098624731369858,2.949562637823486,-1.4256219416146851,11.646647702908203,1.0,-0.5,0.8,1.2109999999999999,-0.6054999999999999,0.8088000000000001,1.2,1.1600000000000001,1.12,0.0,0.0,2.0
0.11,0.9780101821347558,0.07838072259526149,0.11220324861005301,0.15736256533094878,12.10386535072773,2.9550403783676145,-1.428269516211014,11.650379349181152,1.0,-0.5,0.8,1.212,-0.606,0.8096000000000001,1.2,1.1600000000000001,1.12,0.0,0.0,2.0
0.12,0.977978922693803,0.0784965258908673,0.1123623257548002,0.15738560906482327,12.109067268565706,2.9604782837757107,-1.4308978371582604,11.654081251885863,1.0,-0.5,0.8,1.2129999999999999,-0.6064999999999999,0.8104,1.2,1.1600000000000001,1.12,0.0,0.0,2.0
0.13,0.9779478093806375,0.07861163025776723,0.11252041422490329,0.1574085451888955,12.114241217080615,2.9658869128317837,-1.4335120078686956,11.657761294914398,1.0,-0.5,0.8,1.214,-0.607,0.8112,1.2,1.1600000000000001,1.12,0.0,0.0,2.0
0.14,0.9779167978980587,0.07872620214194889,0.11267774304486847,0.15743140635663197,12.119395248360236,2.971274184623837,-1.4361158559015215,11.661425391185798,1.0,-0.5,0.8,1.2149999999999999,-0.6074999999999999,0.812,1.2,1.1600000000000001,1.12,0.0,0.0,2.0
0.15,0.9778858550181302,0.07884036626299142,0.11283448379095311,0.1574542170619987,12.124535403638465,2.976646038467878,-1.4387122519261413,11.665077975389348,1.0,-0.5,0.8,1.216,-0.608,0.8128000000000001,1.2,1.1600000000000001,1.12,0.0,0.0,2.0
0.16,0.9778549558202725,0.07895421607299492,0.11299076499921715,0.15747699567531645,12.12966621544854,2.9820069288509083,-1.4413033489446059,11.668722373542012,1.0,-0.5,0.8,1.2169999999999999,-0.6084999999999999,0.8136000000000001,1.2,1.1600000000000001,1.12,0.0,0.0,2.0
0.17,0.9778240816183688,0.07906782159341444,0.11314668295918204,0.15749975597123936,12.13479108438862,2.987360196638182,-1.4438907617084547,11.672361080156508,1.0,-0.5,0.8,1.218,-0.609,0.8144,1.2,1.1600000000000001,1.12,0.0,0.0,2.0
0.18,0.9777932184050445,0.07918123528739703,0.11330230980018051,0.15752250827551967,12.13991256180435,2.9927083474786356,-1.4464757012813407,11.675995966117382,1.0,-0.5,0.8,1.2189999999999999,-0.6094999999999999,0.8152,1.2,1.1600000000000001,1.12,0.0,0.0,2.0
0.19,0.9777623556841121,0.07929449646020105,0.11345769954967024,0.15754526032564825,12.14503256187938,2.998053260608977,-1.4490590759610058,11.679628434588036,1.0,-0.5,0.8,1.22,-0.61,0.8160000000000001,1.2,1.1600000000000001,1.12,0.0,0.0,2.0
0.2,0.977731485594352,0.0794076345567087,0.11361289267225484,0.1575680179167475,12.150152520760804,3.0033963454567325,-1.4516415669707543,11.683259537941026,1.0,-0.5,0.8,1.2209999999999999,-0.6104999999999999,0.8168000000000001,1.2,1.1600000000000001,1.12,0.0,0.0,2.0
