time_s,desired_attitude_w,desired_attitude_x,desired_attitude_y,desired_attitude_z,desired_collective_thrust_n,desired_acceleration_x,desired_acceleration_y,desired_acceleration_z,position_error_x,position_error_y,position_error_z,velocity_error_x,velocity_error_y,velocity_error_z,scheduled_gain_x,scheduled_gain_y,scheduled_gain_z,saturated,status_code,algorithm_id_out
0.0,0.9811370062455134,0.06710857713424956,0.09392265886219373,0.15506497993700588,11.722250200197381,2.4044019999999997,-1.2022009999999999,11.4098516,1.0,-0.5,0.8,1.2009999999999998,-0.6004999999999999,0.8008000000000001,1.0,1.0,1.0,0.0,0.0,1.0
0.01,0.981101325298028,0.06726714508446464,0.09413826148435858,0.1550912905850653,11.72908657436921,2.411306,-1.205653,11.4150548,1.0,-0.5,0.8,1.202,-0.601,0.8016000000000001,1.0,1.0,1.0,0.0,0.0,1.0
0.02,0.9810687899110093,0.06741142450938072,0.09433439805888495,0.1551152818101163,11.735280906309972,2.4175869999999997,-1.2087934999999999,11.419759599999999,1.0,-0.5,0.8,1.2029999999999998,-0.6014999999999999,0.8024,1.0,1.0,1.0,0.0,0.0,1.0
0.03,0.9810386100387184,0.06754499608355619,0.0945159456911301,0.15513753616543963,11.740994301991972,2.42340125,-1.211700625,11.424090999999999,1.0,-0.5,0.8,1.204,-0.602,0.8032,1.0,1.0,1.0,0.0,0.0,1.0
0.04,0.9810101920372376,0.06767054054798523,0.09468655454551517,0.1551584913864043,11.746347683101853,2.4288659375,-1.21443296875,11.42814275,1.0,-0.5,0.8,1.2049999999999998,-0.6024999999999999,0.804,1.0,1.0,1.0,0.0,0.0,1.0
0.05,0.9809830899712778,0.06779006543026975,0.09484895737162946,0.1551784762938419,11.751431799628884,2.434068953125,-1.2170344765625,11.4319851625,1.0,-0.5,0.8,1.206,-0.603,0.8048000000000001,1.0,1.0,1.0,0.0,0.0,1.0
0.06,0.9809569689362854,0.06790507441020886,0.09500520056568408,0.15519773783839044,11.756314752262085,2.43907621484375,-1.219538107421875,11.435670971875,1.0,-0.5,0.8,1.2069999999999999,-0.6034999999999999,0.8056000000000001,1.0,1.0,1.0,0.0,0.0,1.0
0.07,0.9809315774563754,0.06801669394353542,0.09515681682334674,0.1552164614529879,11.761047641891624,2.4439371611328125,-1.2219685805664062,11.43923972890625,1.0,-0.5,0.8,1.208,-0.604,0.8064,1.0,1.0,1.0,0.0,0.0,1.0
0.08,0.9809067267263671,0.06812576798852882,0.09530495424178108,0.15523478635895127,11.76566881138411,2.448688870849609,-1.2243444354248045,11.442721096679687,1.0,-0.5,0.8,1.2089999999999999,-0.6044999999999999,0.8072,1.0,1.0,1.0,0.0,0.0,1.0
0.09,0.9808822750087095,0.06823292890328247,0.09545047290872699,0.15525281707112068,11.770207029768153,2.453359153137207,-1.2266795765686036,11.446137322509765,1.0,-0.5,0.8,1.21,-0.605,0.808,1.0,1.0,1.0,0.0,0.0,1.0
0.1,0.980858115909521,0.06833865052652542,0.09559401719611686,0.15527063204272287,11.774683882158879,2.457968864852905,-1.2289844324264525,11.449505091882324,1.0,-0.5,0.8,1.2109999999999999,-0.6054999999999999,0.8088000000000001,1.0,1.0,1.0,0.0,0.0,1.0
0.11,0.9808341695717979,0.06844328792961317,0.09573606988593564,0.15528829015924317,11.779115563340957,2.462533648639679,-1.2312668243198395,11.452836918911743,1.0,-0.5,0.8,1.212,-0.606,0.8096000000000001,1.0,1.0,1.0,0.0,0.0,1.0
0.12,0.9808103760612934,0.0685471071924332,0.09587699270328358,0.1553058356154984,11.783514223698539,2.4670652364797587,-1.2335326182398794,11.456142189183806,1.0,-0.5,0.8,1.2129999999999999,-0.6064999999999999,0.8104,1.0,1.0,1.0,0.0,0.0,1.0
0.13,0.9807866903999237,0.06865030771007562,0.0960170566754781,0.15532330157788413,11.787888979156817,2.4715724273598196,-1.2357862136799098,11.459427941887855,1.0,-0.5,0.8,1.214,-0.607,0.8112,1.0,1.0,1.0,0.0,0.0,1.0
0.14,0.9807630788367414,0.06875303890574913,0.09615646487383743,0.1553407129340752,11.792246668973318,2.476061820519864,-1.238030910259932,11.46269945641589,1.0,-0.5,0.8,1.2149999999999999,-0.6074999999999999,0.812,1.0,1.0,1.0,0.0,0.0,1.0
0.15,0.9807395160483462,0.06885541275369925,0.09629536945103795,0.15535808835738646,11.796592424312879,2.4805383653898985,-1.2402691826949492,11.465960692311919,1.0,-0.5,0.8,1.216,-0.608,0.8128000000000001,1.0,1.0,1.0,0.0,0.0,1.0
0.16,0.9807159830372146,0.06895751316315642,0.09643388440583874,0.15537544185650545,11.800930094841242,2.4850057740424236,-1.2425028870212118,11.469214619233938,1.0,-0.5,0.8,1.2169999999999999,-0.6084999999999999,0.8136000000000001,1.0,1.0,1.0,0.0,0.0,1.0
0.17,0.9806924655540404,0.06905940301044865,0.09657209514718547,0.15539278393883246,11.805262568785777,2.489466830531818,-1.244733415265909,11.472463464425454,1.0,-0.5,0.8,1.218,-0.609,0.8144,1.0,1.0,1.0,0.0,0.0,1.0
0.18,0.9806689529134789,0.069161129408885,0.09671006566050686,0.1554101224837333,11.80959201306405,2.4939236228988633,-1.2469618114494316,11.475708898319091,1.0,-0.5,0.8,1.2189999999999999,-0.6094999999999999,0.8152,1.0,1.0,1.0,0.0,0.0,1.0
0.19,0.9806454371052207,0.06926272765812262,0.09684784387751952,0.15542746339802088,11.81392005344056,2.4983777171741477,-1.2491888585870738,11.478952173739318,1.0,-0.5,0.8,1.22,-0.61,0.8160000000000001,1.0,1.0,1.0,0.0,0.0,1.0
0.2,0.9806219121267628,0.06936422420396683,0.0969854656999873,0.15544481110796315,11.818247909688363,2.5028302878806103,-1.2514151439403052,11.482194230304488,1.0,-0.5,0.8,1.2209999999999999,-0.6104999999999999,0.8168000000000001,1.0,1.0,1.0,0.0,0.0,1.0
