t,phase,uav_a,uav_b,distance_m
9.753,takeoff,2,3,1.4660079899816132
9.787,takeoff,2,3,1.466007989948297
9.821,takeoff,2,3,1.4660079899149805
9.855,takeoff,2,3,1.4660079898816643
9.889,takeoff,2,3,1.466007989848348
9.923,takeoff,2,3,1.4660079898150318
9.957,takeoff,2,3,1.4660079897817153
9.991,takeoff,2,3,1.466007989748399
10.025,takeoff,2,3,1.4660079897150826
10.059,takeoff,2,3,1.4660079896817666
10.093,takeoff,2,3,1.4660079896484501
10.127,takeoff,2,3,1.4660079896151341
10.161,takeoff,2,3,1.4660079895808378
10.2,takeoff,2,3,1.466007989550461
10.235,takeoff,2,3,1.4660079895093057
10.269,takeoff,2,3,1.4660079894759892
10.303,takeoff,2,3,1.4660079894426732
10.337,takeoff,2,3,1.4660079894093567
10.371,takeoff,2,3,1.4660079893760405
10.405,takeoff,2,3,1.466007989342724
10.439,takeoff,2,3,1.466007989309408
10.473,takeoff,2,3,1.4660079892760915
10.507,takeoff,2,3,1.4660079892427753
10.541,takeoff,2,3,1.466007989209459
10.575,takeoff,2,3,1.4660079891761428
10.609,takeoff,2,3,1.4660079891428264
10.644,takeoff,2,3,1.46600798910951
10.678,takeoff,2,3,1.466007989075214
10.712,takeoff,2,3,1.4660079890418976
10.746,takeoff,2,3,1.4660079890085813
10.78,takeoff,2,3,1.4660079889752649
10.814,takeoff,2,3,1.4660079889419488
10.848,takeoff,2,3,1.4660079889086324
10.882,takeoff,2,3,1.4660079888753161
10.916,takeoff,2,3,1.4660079888419997
10.95,takeoff,2,3,1.4660079888086837
10.984,takeoff,2,3,1.4660079887753672
11.018,takeoff,2,3,1.4660079887420507
11.052,takeoff,2,3,1.4660079887087345
11.086,takeoff,2,3,1.4660079886754183
11.12,takeoff,2,3,1.466007988642102
11.154,takeoff,2,3,1.4660079886087856
11.188,takeoff,2,3,1.4660079885754695
11.222,takeoff,2,3,1.466007988542153
11.256,takeoff,2,3,1.4660079885088368
11.29,takeoff,2,3,1.4660079884755204
11.324,takeoff,2,3,1.4660079884422044
11.358,takeoff,2,3,1.466007988408888
11.392,takeoff,2,3,1.4660079883755717
11.426,takeoff,2,3,1.4660079883422552
11.461,takeoff,2,3,1.466007988307959
11.495,takeoff,2,3,1.4660079882746428
11.529,takeoff,2,3,1.4660079882413268
11.564,takeoff,2,3,1.4660079882070305
11.598,takeoff,2,3,1.466007988173714
11.632,takeoff,2,3,1.4660079881403978
11.666,takeoff,2,3,1.4660079881070815
11.7,takeoff,2,3,1.4660079880737653
11.734,takeoff,2,3,1.4660079880404489
11.768,takeoff,2,3,1.4660079880071324
11.802,takeoff,2,3,1.4660079879738164
11.836,takeoff,2,3,1.4660079879405001
11.871,takeoff,2,3,1.4660079879062038
11.906,takeoff,2,3,1.4660079878719077
11.94,takeoff,2,3,1.4660079878385914
11.974,takeoff,2,3,1.466007987805275
12.008,takeoff,2,3,1.466007987771959
12.043,takeoff,2,3,1.4660079877376626
12.077,takeoff,2,3,1.4660079877043464
12.112,takeoff,2,3,1.4660079876700502
12.146,takeoff,2,3,1.4660079876367338
12.18,takeoff,2,3,1.4660079876034173
12.214,takeoff,2,3,1.4660079875701013
12.248,takeoff,2,3,1.4660079875367849
12.283,takeoff,2,3,1.4660079875024887
12.317,takeoff,2,3,1.4660079874691725
12.350999999999999,takeoff,2,3,1.4660079874358563
12.385,takeoff,2,3,1.4660079874025398
12.419,takeoff,2,3,1.4660079873692236
12.453,takeoff,2,3,1.466007987335907
12.487,takeoff,2,3,1.466007987302591
12.521,takeoff,2,3,1.4660079872692746
12.555,takeoff,2,3,1.4660079872359582
12.589,takeoff,2,3,1.466007987202642
12.623,takeoff,2,3,1.4660079871693257
12.657,takeoff,2,3,1.4660079871360094
12.691,takeoff,2,3,1.466007987102693
12.725,takeoff,2,3,1.466007987069377
12.759,takeoff,2,3,1.4660079870360605
12.793,takeoff,2,3,1.4660079870027443
12.827,takeoff,2,3,1.466007986969428
12.861,takeoff,2,3,1.4660079869361118
12.896,takeoff,2,3,1.4660079869018154
12.93,takeoff,2,3,1.4660079868684994
12.964,takeoff,2,3,1.466007986835183
12.998,takeoff,2,3,1.4660079868018667
13.032,takeoff,2,3,1.4660079867685505
13.066,takeoff,2,3,1.4660079867352342
13.1,takeoff,2,3,1.4660079867019178
13.134,takeoff,2,3,1.4660079866686013
13.168,takeoff,2,3,1.4660079866352853
13.202,takeoff,2,3,1.4660079866019688
13.236,takeoff,2,3,1.4660079865686526
13.27,takeoff,2,3,1.4660079865353361
13.304,takeoff,2,3,1.4660079865020201
13.338,takeoff,2,3,1.4660079864687037
13.373,takeoff,2,3,1.4660079864344076
13.407,takeoff,2,3,1.466007986401091
13.441,takeoff,2,3,1.466007986367775
13.475,takeoff,2,3,1.4660079863344586
13.509,takeoff,2,3,1.4660079863011422
13.543,takeoff,2,3,1.466007986267826
13.578,takeoff,2,3,1.4660079862335298
13.612,takeoff,2,3,1.466007986199234
13.646,takeoff,2,3,1.4660079861668973
13.68,takeoff,2,3,1.466007986133581
13.714,takeoff,2,3,1.4660079861002646
13.748,takeoff,2,3,1.4660079860669486
13.782,takeoff,2,3,1.4660079860336321
13.816,takeoff,2,3,1.466007986000316
13.85,takeoff,2,3,1.4660079859669994
13.884,takeoff,2,3,1.4660079859336834
13.918,takeoff,2,3,1.466007985900367
13.952,takeoff,2,3,1.4660079858670505
13.986,takeoff,2,3,1.4660079858337343
14.02,takeoff,2,3,1.4660079858004182
14.054,takeoff,2,3,1.4660079857671018
14.088,takeoff,2,3,1.4660079857337853
14.122,takeoff,2,3,1.466007985700469
14.156,takeoff,2,3,1.4660079856671528
14.19,takeoff,2,3,1.4660079856338366
14.224,takeoff,2,3,1.4660079856005201
14.258,takeoff,2,3,1.466007985567204
14.292,takeoff,2,3,1.4660079855338877
14.326,takeoff,2,3,1.4660079855005714
14.36,takeoff,2,3,1.466007985467255
14.394,takeoff,2,3,1.4660079854339387
14.429,takeoff,2,3,1.4660079853996426
14.463,takeoff,2,3,1.4660079853663261
14.498,takeoff,2,3,1.46600798533301
14.532,takeoff,2,3,1.4660079852991277
14.566,takeoff,2,3,1.4660079852838344
14.6,takeoff,2,3,1.4660079852617491
14.634,takeoff,2,3,1.4660079852345
14.669,takeoff,2,3,1.466007985220882
14.703,takeoff,2,3,1.4660079851951864
14.737,takeoff,2,3,1.4660079851816472
14.772,takeoff,2,3,1.466007985152259
14.806000000000001,takeoff,2,3,1.4660079851351826
14.84,takeoff,2,3,1.4660079851130958
14.874,takeoff,2,3,1.4660079850969743
14.908,takeoff,2,3,1.4660079850745884
14.942,takeoff,2,3,1.4660079850494576
14.975999999999999,takeoff,2,3,1.4660079850329417
15.01,takeoff,2,3,1.4660079850134526
15.044,takeoff,2,3,1.466007984992779
15.078,takeoff,2,3,1.4660079849681604
15.112,takeoff,2,3,1.4660079849490661
15.146,takeoff,2,3,1.4660079849316712
15.18,takeoff,2,3,1.4660079849080432
15.214,takeoff,2,3,1.46600798488797
15.248,takeoff,2,3,1.4660079848681904
15.282,takeoff,2,3,1.4660079848451755
15.316,takeoff,2,3,1.4660079848303569
15.35,takeoff,2,3,1.4660079848050471
15.384,takeoff,2,3,1.4660079847857799
15.418,takeoff,2,3,1.466007984763429
15.452,takeoff,2,3,1.4660079847483334
15.486,takeoff,2,3,1.4660079847236576
15.52,takeoff,2,3,1.4660079847022498
15.554,takeoff,2,3,1.4660079846844722
15.588,takeoff,2,3,1.4660079846597884
15.623,takeoff,2,3,1.4660079846447704
15.657,takeoff,2,3,1.4660079846194365
15.691,takeoff,2,3,1.4660079846012377
15.725,takeoff,2,3,1.466007984576854
15.759,takeoff,2,3,1.4660079845631222
15.793,takeoff,2,3,1.4660079845151557
15.827,takeoff,2,3,1.466007984499183
15.862,takeoff,2,3,1.466007984473938
15.896,takeoff,2,3,1.4660079844388891
15.93,takeoff,2,3,1.466007984409174
15.964,takeoff,2,3,1.4660079843875984
15.998,takeoff,2,3,1.4660079843681344
16.032,takeoff,2,3,1.4660079843273115
16.066,takeoff,2,3,1.4660079843047906
16.1,takeoff,2,3,1.4660079842845182
16.134,takeoff,2,3,1.4660079842641616
16.168,takeoff,2,3,1.46600798423013
16.202,takeoff,2,3,1.4660079842020226
16.236,takeoff,2,3,1.4660079841787477
16.27,takeoff,2,3,1.4660079841590599
16.304,takeoff,2,3,1.4660079841365252
16.338,takeoff,2,3,1.4660079840964948
16.372,takeoff,2,3,1.4660079840805487
16.406,takeoff,2,3,1.4660079840594789
16.44,takeoff,2,3,1.466007984031434
16.474,takeoff,2,3,1.4660079839941458
16.508,takeoff,2,3,1.4660046814049763
16.542,takeoff,2,3,1.4659824236451777
16.576,takeoff,2,3,1.4659072491710132
16.61,takeoff,2,3,1.4657218661940303
16.644,takeoff,2,3,1.4653821287252953
16.678,takeoff,2,3,1.4648623142412907
16.712,takeoff,2,3,1.464154842182233
16.746,takeoff,2,3,1.4632720765256713
16.78,takeoff,2,3,1.4622471012382023
16.814,takeoff,2,3,1.4611314365309187
16.848,takeoff,2,3,1.4599882546336207
16.883,takeoff,2,3,1.4588553415847325
16.917,takeoff,2,3,1.4578695727112048
16.951,takeoff,2,3,1.4570651028126018
16.985,takeoff,2,3,1.456502789963171
17.019,takeoff,2,3,1.456227836205962
17.053,takeoff,2,3,1.4562690826813685
17.087,takeoff,2,3,1.4566381646273052
17.121,takeoff,2,3,1.4573286671637695
17.155,takeoff,2,3,1.458316108705219
17.189,takeoff,2,3,1.45956129691126
17.223,takeoff,2,3,1.461013298503167
17.257,takeoff,2,3,1.462565326917172
17.291,takeoff,2,3,1.464303259673039
17.326,takeoff,2,3,1.4660761147670927
17.36,takeoff,2,3,1.4677814175063941
17.394,takeoff,2,3,1.4694321776985013
17.428,takeoff,2,3,1.4710042941145773
17.462,takeoff,2,3,1.4724885668313006
17.496,takeoff,2,3,1.4738906770650895
17.53,takeoff,2,3,1.4752271163097321
17.564,takeoff,2,3,1.4765283236711728
17.598,takeoff,2,3,1.4778231601456422
17.632,takeoff,2,3,1.4791449649668893
17.666,takeoff,2,3,1.4805681469199787
17.701,takeoff,2,3,1.4820488843601525
17.736,takeoff,2,3,1.483658479779663
17.77,takeoff,2,3,1.4854734682155601
17.804,takeoff,2,3,1.487400988726502
17.838,takeoff,2,3,1.4894905643054828
17.873,takeoff,2,3,1.4918041999875986
17.907,takeoff,2,3,1.4941969012455893
17.942,takeoff,2,3,1.4967936616115864
17.976,takeoff,2,3,1.4994270480369098
18.01,takeoff,2,3,1.5021516164842732
18.044,takeoff,2,3,1.5049514591084474
18.078,takeoff,2,3,1.5078109655828054
18.112,takeoff,2,3,1.5107165050322826
18.146,takeoff,2,3,1.5136575001529335
18.181,takeoff,2,3,1.5167136792623557
18.215,takeoff,2,3,1.5197102579583996
18.249,takeoff,2,3,1.5227317904086897
18.283,takeoff,2,3,1.525871488227149
18.317,takeoff,2,3,1.5288562043601124
18.351,takeoff,2,3,1.5319585755180962
18.385,takeoff,2,3,1.5350943048256398
18.419,takeoff,2,3,1.5382685147997965
18.453,takeoff,2,3,1.5414818751782757
18.487,takeoff,2,3,1.5447349404613517
18.521,takeoff,2,3,1.5480243072490807
18.555,takeoff,2,3,1.5513491562472557
18.589,takeoff,2,3,1.5546982757395986
18.623,takeoff,1,2,1.553023687662691
18.657,takeoff,1,2,1.550295334759038
18.691,takeoff,1,2,1.5476158778993032
18.725,takeoff,1,2,1.54499016408797
18.76,takeoff,1,2,1.5424129215844258
18.794,takeoff,1,2,1.5398152101719902
18.828,takeoff,1,2,1.5373486533970757
18.862,takeoff,1,2,1.5349360880397607
18.896,takeoff,1,2,1.5325826952346742
18.93,takeoff,1,2,1.5302870681392853
18.964,takeoff,1,2,1.5280492953442564
18.998,takeoff,1,2,1.5258673206708724
19.032,takeoff,1,2,1.523729118440053
19.066,takeoff,1,2,1.521626067575083
19.1,takeoff,1,2,1.5195548611075276
19.134,takeoff,1,2,1.5175142911738728
19.168,takeoff,1,2,1.5155054899633194
19.202,takeoff,1,2,1.5135318121775325
19.236,takeoff,1,2,1.5115966956274305
19.27,takeoff,1,2,1.5096980071648562
19.304,takeoff,1,2,1.5078846480743768
19.338,takeoff,1,2,1.5059928544693668
19.373,takeoff,1,2,1.5041383870744933
19.407,takeoff,1,2,1.5023813778967943
19.441,takeoff,1,2,1.5006771208983338
19.476,takeoff,1,2,1.4989846432463996
19.51,takeoff,1,2,1.4974056780764584
19.544,takeoff,1,2,1.4958895143772917
19.578,takeoff,1,2,1.494439491749954
19.612,takeoff,1,2,1.493062316974317
19.647,takeoff,1,2,1.4917181163872757
19.681,takeoff,1,2,1.490483151789893
19.715,takeoff,1,2,1.4893144755241157
19.749,takeoff,1,2,1.4882086742993448
19.783,takeoff,1,2,1.4871577105665403
19.817,takeoff,1,2,1.4861581981820822
19.851,takeoff,1,2,1.4852125127761375
19.885,takeoff,1,2,1.484321746218975
19.919,takeoff,1,2,1.4834861437975262
19.953,takeoff,1,2,1.4826823583661513
19.987,takeoff,1,2,1.48197767510937
20.021,takeoff,1,2,1.4813052937700701
20.055,takeoff,1,2,1.480682507865436
20.089,takeoff,1,2,1.4801091135732662
20.123,takeoff,1,2,1.4795859051330187
20.158,takeoff,1,2,1.4790958597110022
20.192,takeoff,1,2,1.4786514048858914
20.226,takeoff,1,2,1.4782727382477712
20.26,takeoff,1,2,1.4779218996180434
20.295,takeoff,1,2,1.4776024914368877
20.329,takeoff,1,2,1.477335366153734
20.363,takeoff,1,2,1.4771094559276834
20.397,takeoff,1,2,1.476919950836917
20.431,takeoff,1,2,1.4767633129610298
20.465,takeoff,1,2,1.4766383968702226
20.499,takeoff,1,2,1.476549123403055
20.533,takeoff,1,2,1.4764921018970005
20.567,takeoff,1,2,1.476463691735692
20.601,takeoff,1,2,1.4764670820552892
20.636,takeoff,1,2,1.476510216812262
20.67,takeoff,1,2,1.4765999499315179
20.704,takeoff,1,2,1.4767472423191008
20.738,takeoff,1,2,1.4769582708208582
20.772,takeoff,1,2,1.477235326524927
20.806,takeoff,1,2,1.4775742313218803
20.84,takeoff,1,2,1.4779650286048722
20.874,takeoff,1,2,1.4783935329258058
20.908,takeoff,1,2,1.478844754303453
20.942,takeoff,1,2,1.4793016820075071
20.976,takeoff,1,2,1.4797440691188528
21.01,takeoff,1,2,1.4801542095794482
21.045,takeoff,1,2,1.480529141282444
21.079,takeoff,1,2,1.4808390200602246
21.113,takeoff,1,2,1.481091451175331
21.147,takeoff,1,2,1.4812870823809938
21.181,takeoff,1,2,1.4814291069004974
21.215,takeoff,1,2,1.481525438614598
21.249,takeoff,1,2,1.4815851338665444
21.283,takeoff,1,2,1.481615705580333
21.318,takeoff,1,2,1.4816268247324182
21.352,takeoff,1,2,1.4816309085935253
21.386,takeoff,1,2,1.4816366715782
21.42,takeoff,1,2,1.481649108427035
21.454,takeoff,1,2,1.4816744351835016
21.488,takeoff,1,2,1.4817170789063483
21.522,takeoff,1,2,1.481780838537847
21.556,takeoff,1,2,1.4818696048991031
21.59,takeoff,1,2,1.481981072416513
21.624,takeoff,1,2,1.4821104888872771
21.658,takeoff,1,2,1.4822530590409957
21.692,takeoff,1,2,1.4824020509720215
21.726,takeoff,1,2,1.4825505944639108
21.76,takeoff,1,2,1.4826935628173747
21.794,takeoff,1,2,1.482825933784713
21.828,takeoff,1,2,1.482944299558756
21.862,takeoff,1,2,1.4830492566259286
21.896,takeoff,1,2,1.4831306198769587
21.93,takeoff,1,2,1.4831947290889536
21.964,takeoff,1,2,1.4832382863096931
21.998,takeoff,1,2,1.4832581180339812
22.032,takeoff,1,2,1.483259050115815
22.066,takeoff,1,2,1.483244704083937
22.1,takeoff,1,2,1.4832217122789035
22.134,takeoff,1,2,1.4831965654169301
22.168,hover,1,2,1.483174117472549
22.202,hover,2,3,1.482864714621456
22.236,hover,2,3,1.482540044054885
22.27,hover,2,3,1.4822133487054383
22.304,hover,2,3,1.4818604283092447
22.338,hover,2,3,1.4814736625937373
22.372,hover,2,3,1.4810599486235159
22.407,hover,2,3,1.480622472786757
22.442,hover,2,3,1.4801913640662412
22.476,hover,2,3,1.4797969600077385
22.51,hover,2,3,1.4794460780381695
22.545,hover,2,3,1.4791636389793485
22.579,hover,2,3,1.4789545473882428
22.613,hover,2,3,1.478821320356449
22.647,hover,2,3,1.4787578257130523
22.681,hover,2,3,1.4787501542299955
22.715,hover,2,3,1.4787904546582704
22.749,hover,2,3,1.4788745036377662
22.784,hover,2,3,1.4789959893033313
22.818,hover,2,3,1.479137122919225
22.852,hover,2,3,1.4792915516813394
22.886,hover,2,3,1.4794501226189702
22.921,hover,1,2,1.4794560354419437
22.955,hover,1,2,1.4794322781989082
22.989,hover,1,2,1.4794528132921665
23.023,hover,1,2,1.4795058709095115
23.057,hover,1,2,1.479581222668197
23.091,hover,1,2,1.4796689391698385
23.125,hover,2,3,1.4795316316553013
23.159,hover,2,3,1.4792990441372869
23.193,hover,2,3,1.4790129292050533
23.227,hover,2,3,1.4786913951969245
23.261,hover,2,3,1.4783551293579724
23.295,hover,2,3,1.4780212834627997
23.329,hover,2,3,1.4777038126415925
23.363,hover,2,3,1.4774131355613978
23.397,hover,2,3,1.4771563262600238
23.431,hover,2,3,1.4769382875138923
23.465,hover,2,3,1.4767611670672929
23.504,hover,2,3,1.4766221352952633
23.538,hover,2,3,1.4764973478039598
23.572,hover,2,3,1.4764043201020345
23.606,hover,2,3,1.476313442114971
23.64,hover,2,3,1.4762129076719626
23.675,hover,2,3,1.4760889082515765
23.709,hover,2,3,1.4759446001890113
23.743,hover,2,3,1.4757802371366173
23.777,hover,2,3,1.4756099646314544
23.811,hover,2,3,1.475426853662269
23.846,hover,2,3,1.4752487557772198
23.88,hover,2,3,1.4750849378201174
23.914,hover,2,3,1.474933869956657
23.948,hover,2,3,1.4747993594695055
23.982,hover,2,3,1.4746850777446174
24.016,hover,2,3,1.4745920782752162
24.05,hover,2,3,1.474517836396904
24.085,hover,2,3,1.4744561095534714
24.12,hover,2,3,1.4744089840357397
24.154,hover,2,3,1.4743759716277678
24.188,hover,2,3,1.4743610165362064
24.222,hover,2,3,1.4743635945202889
24.256,hover,2,3,1.474381140442464
24.29,hover,2,3,1.474408981013793
24.324,hover,2,3,1.474442388401908
24.358,hover,2,3,1.4744799288910744
24.392,hover,2,3,1.4745252651259844
24.426,hover,2,3,1.4745853215924938
24.46,hover,2,3,1.4746680846993128
24.494,hover,2,3,1.474778578129592
24.528,hover,2,3,1.4749169323025741
24.562,hover,2,3,1.4750816365845105
24.596,hover,2,3,1.4752711412684962
24.63,hover,2,3,1.475482139255369
24.664,hover,2,3,1.475707963765655
24.698,hover,2,3,1.4759394710066274
24.732,hover,2,3,1.4761698690635279
24.766,hover,2,3,1.4763955490049616
24.8,hover,2,3,1.4766149332385476
24.834,hover,2,3,1.4768262972749664
24.868,hover,2,3,1.4770273142723003
24.903,hover,2,3,1.4772191169495104
24.937,hover,2,3,1.4773856523930606
24.971,hover,2,3,1.477527242964129
25.005,hover,2,3,1.477640185396916
25.039,hover,2,3,1.4777210772655742
25.073,hover,2,3,1.4777682152379445
25.107,hover,2,3,1.477786802744683
25.142,hover,2,3,1.4777891816734097
25.176,hover,2,3,1.4777911009208968
25.21,hover,2,3,1.4778047679722655
25.244,hover,2,3,1.4778360350681659
25.278,hover,2,3,1.4778872302899924
25.312,hover,2,3,1.4779607874738097
25.347,hover,2,3,1.4780644793678757
25.381,hover,2,3,1.4781937837194326
25.416,hover,2,3,1.4783525064111132
25.45,hover,2,3,1.4785227356086519
25.484,hover,2,3,1.4787007986120617
25.518,hover,2,3,1.4788813818315658
25.552,hover,1,2,1.4787384600677336
25.586,hover,1,2,1.4785832397096064
25.62,hover,1,2,1.4784230250440973
25.654,hover,1,2,1.4782597461659004
25.688,hover,1,2,1.478096330469614
25.722,hover,1,2,1.4779373825059599
25.756,hover,1,2,1.4777862037686849
25.79,hover,1,2,1.477646384152859
25.824,hover,1,2,1.4775207511053545
25.858,hover,1,2,1.477411596080026
25.892,hover,1,2,1.47731933006789
25.926,hover,1,2,1.4772414618333207
25.96,hover,1,2,1.4771759647206644
25.994,hover,1,2,1.47712206660433
26.028,hover,1,2,1.477079231294562
26.062,hover,1,2,1.4770463921233237
26.096,hover,1,2,1.4770226434053868
26.13,hover,1,2,1.4770069819881635
26.164,hover,1,2,1.4770002463584213
26.198,hover,1,2,1.4770042672288533
26.232,hover,1,2,1.4770228833404062
26.266,hover,1,2,1.4770594619969715
26.3,hover,1,2,1.4771160233747291
26.335,hover,1,2,1.477188780542141
26.369,hover,1,2,1.4772758057467854
26.403,hover,1,2,1.477372484050266
26.437,hover,1,2,1.4774630645019122
26.471,hover,1,2,1.4775490830845055
26.505,hover,2,3,1.4773620077147462
26.54,hover,2,3,1.4770411162409647
26.574,hover,2,3,1.4767261351941536
26.608,hover,2,3,1.4764060463582835
26.642,hover,2,3,1.4760786506162078
26.676,hover,2,3,1.47574130910678
26.71,hover,2,3,1.4753928531915494
26.744,hover,2,3,1.4750343149249026
26.778,hover,2,3,1.474668573365343
26.813,hover,2,3,1.474291771028235
26.847,hover,2,3,1.4739348204393146
26.881,hover,2,3,1.4735984853297155
26.915,hover,2,3,1.4732936332129931
26.949,hover,2,3,1.4730275043990246
26.983,hover,2,3,1.472804023963167
27.017,hover,2,3,1.4726217686466416
27.051,hover,2,3,1.4724744206531282
27.085,hover,2,3,1.4723507143207097
27.119,hover,2,3,1.4722358775401991
27.153,hover,2,3,1.4721286226956356
27.187,hover,2,3,1.4720094062675875
27.221,hover,2,3,1.4718704898497446
27.255,hover,2,3,1.4717014871548877
27.289,hover,2,3,1.471495042583475
27.323,hover,2,3,1.4712508845084227
27.357,hover,2,3,1.470976234230078
27.391,hover,2,3,1.470682807169551
27.425,hover,2,3,1.470377418396689
27.46,hover,2,3,1.4700937514985817
27.494,hover,2,3,1.4698350781817922
27.528,hover,2,3,1.4696116096387164
27.562,hover,2,3,1.4694013051135966
27.596,hover,2,3,1.4692125163277312
27.63,hover,2,3,1.469024056276541
27.664,hover,2,3,1.4688207356869105
27.698,hover,2,3,1.4685915378740453
27.732,hover,2,3,1.4683290947582406
27.767,hover,2,3,1.468019717036877
27.802,hover,2,3,1.467670442629689
27.836,hover,2,3,1.4672964600066445
27.87,hover,2,3,1.4668955456813977
27.904,hover,2,3,1.4664777841315717
27.938,hover,2,3,1.4660537103183706
27.972,hover,2,3,1.4656325171255642
28.006,hover,2,3,1.4652217127748555
28.04,hover,2,3,1.4648169708486005
28.074,hover,2,3,1.4644583610758108
28.108,hover,2,3,1.4641167354905384
28.142,hover,2,3,1.4637927579568848
28.176,hover,2,3,1.4635062093825801
28.21,hover,2,3,1.4632238908268267
28.244,hover,2,3,1.462954656173507
28.278,hover,2,3,1.4627004273246733
28.312,hover,2,3,1.4624585641800185
28.346,hover,2,3,1.4622247140492437
28.38,hover,2,3,1.461989873076985
28.414,hover,2,3,1.4617745209350161
28.448,hover,2,3,1.4615587658270068
28.482,hover,2,3,1.4613497680953018
28.516,hover,2,3,1.461149114980404
28.55,hover,2,3,1.4609597404358776
28.585,hover,2,3,1.4607754475369839
28.619,hover,2,3,1.4606259717075298
28.653,hover,2,3,1.4604979189230836
28.687,hover,2,3,1.4604003950496935
28.721,hover,2,3,1.4603334019261769
28.756,hover,2,3,1.460289391782588
28.79,hover,2,3,1.4602617298932798
28.824,hover,2,3,1.460238598880629
