time,desired_acceleration_x,desired_acceleration_y,desired_acceleration_z,sliding_surface_x,sliding_surface_y,sliding_surface_z,auxiliary_state_x,auxiliary_state_y,auxiliary_state_z,effective_reaching_gain_x,effective_reaching_gain_y,effective_reaching_gain_z
0.0,3.81928,1.93696,13.567899999999998,1.3616,0.32119999999999993,0.8012499999999999,0.008,0.006,0.005,2.2,2.2,2.8
0.01,3.8205600000000004,1.93792,13.569149999999999,1.3632,0.32239999999999996,0.8024999999999999,0.016,0.012,0.01,2.2,2.2,2.8
0.02,3.82184,1.9388800000000002,13.5704,1.3647999999999998,0.32359999999999994,0.80375,0.024,0.018000000000000002,0.015,2.2,2.2,2.8
0.03,3.8231200000000003,1.9398400000000002,13.571649999999998,1.3663999999999998,0.3248,0.8049999999999999,0.032,0.024,0.02,2.2,2.2,2.8
0.04,3.8244000000000002,1.9408,13.572899999999999,1.3679999999999999,0.32599999999999996,0.8062499999999999,0.04,0.03,0.025,2.2,2.2,2.8
0.05,3.82568,1.9417600000000002,13.57415,1.3696,0.32719999999999994,0.8074999999999999,0.048,0.036,0.030000000000000002,2.2,2.2,2.8
0.06,3.82696,1.9427200000000002,13.575399999999998,1.3712,0.32839999999999997,0.80875,0.056,0.041999999999999996,0.035,2.2,2.2,2.8
0.07,3.82824,1.94368,13.576649999999999,1.3727999999999998,0.32959999999999995,0.8099999999999999,0.064,0.047999999999999994,0.04,2.2,2.2,2.8
0.08,3.82952,1.9446400000000001,13.5779,1.3743999999999998,0.3307999999999999,0.8112499999999999,0.07200000000000001,0.05399999999999999,0.045,2.2,2.2,2.8
0.09,3.8308,1.9456000000000002,13.579149999999998,1.376,0.33199999999999996,0.8124999999999999,0.08000000000000002,0.05999999999999999,0.049999999999999996,2.2,2.2,2.8
0.1,3.8320800000000004,1.94656,13.5804,1.3776,0.33319999999999994,0.81375,0.08800000000000002,0.06599999999999999,0.05499999999999999,2.2,2.2,2.8
0.11,3.8333600000000003,1.9475200000000001,13.58165,1.3792,0.3344,0.815,0.09600000000000003,0.072,0.05999999999999999,2.2,2.2,2.8
0.12,3.8346400000000003,1.9484800000000002,13.582899999999999,1.3807999999999998,0.33559999999999995,0.8162499999999999,0.10400000000000004,0.078,0.06499999999999999,2.2,2.2,2.8
0.13,3.83592,1.94944,13.58415,1.3823999999999999,0.33679999999999993,0.8174999999999999,0.11200000000000004,0.084,0.06999999999999999,2.2,2.2,2.8
0.14,3.8372,1.9504000000000001,13.5854,1.384,0.33799999999999997,0.81875,0.12000000000000005,0.09000000000000001,0.075,2.2,2.2,2.8
0.15,3.83848,1.9513600000000002,13.586649999999999,1.3856,0.33919999999999995,0.82,0.12800000000000006,0.09600000000000002,0.08,2.2,2.2,2.8
0.16,3.83976,1.9523200000000003,13.5879,1.3872,0.3404,0.8212499999999999,0.13600000000000007,0.10200000000000002,0.085,2.2,2.2,2.8
0.17,3.84104,1.9532800000000001,13.58915,1.3887999999999998,0.34159999999999996,0.8224999999999999,0.14400000000000007,0.10800000000000003,0.09000000000000001,2.2,2.2,2.8
0.18,3.84232,1.9542400000000002,13.590399999999999,1.3903999999999999,0.34279999999999994,0.82375,0.15200000000000008,0.11400000000000003,0.09500000000000001,2.2,2.2,2.8
0.19,3.8436000000000003,1.9552,13.59165,1.392,0.344,0.825,0.1600000000000001,0.12000000000000004,0.10000000000000002,2.2,2.2,2.8
0.2,3.8448800000000003,1.9561600000000001,13.5929,1.3936,0.34519999999999995,0.8262499999999999,0.1680000000000001,0.12600000000000003,0.10500000000000002,2.2,2.2,2.8
