time,x_ref,y_ref,z_ref,vx_ref,vy_ref,vz_ref,ax_ref,ay_ref,az_ref,jx_ref,jy_ref,jz_ref,yaw_ref
0.0,-7.5,-6.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09638459281609871,0.09467564613496218,0.0,0.0
0.05,-7.499998004451228,-6.749998039833299,1.0,0.00011948406866469326,0.00011736555680893624,0.0,0.0047594706955517195,0.004675082917261795,0.0,0.09399754669177758,0.09233092352348363,0.0,0.7764538580934053
0.1,-7.499984134987293,-6.749984416281844,1.0,0.00047396614366608986,0.0004655624886365492,0.0,0.009400085837758509,0.009233417649145766,0.0,0.09163037068230145,0.09000571871984926,0.0,0.7764538580934054
0.15000000000000002,-7.499946789863354,-6.7499477333054925,1.0,0.0010575282849804996,0.001038777783473753,0.0,0.013922838932362616,0.013675980086044126,0.0,0.08928306478767031,0.08770003172405912,0.0,0.7764538580934054
0.2,-7.499874661989698,-6.749876884294845,1.0,0.0018643022278713444,0.001831247223831072,0.0,0.01832872348510629,0.018003746118349085,0.0,0.08695562900788419,0.08541386253611316,0.0,0.7764538580934054
0.25,-7.499756736447962,-6.749761049631509,1.0,0.0028884693828891586,0.002837255386738641,0.0,0.022618733001731783,0.022217691636452843,0.0,0.08464806334294304,0.08314721115601142,0.0,0.7764538580934054
0.30000000000000004,-7.499582288007374,-6.749589694248378,1.0,0.004124260835871591,0.004051135643746207,0.0,0.026793860987981345,0.02631879253074763,0.0,0.08236036779284692,0.08090007758375387,0.0,0.7764538580934054
0.35000000000000003,-7.4993408786409885,-6.749352565189906,1.0,0.0055659573479434,0.005467270160923125,0.0,0.030855100949597227,0.03030802469162564,0.0,0.08009254235759579,0.07867246181934053,0.0,0.7764538580934054
0.4,-7.499022355041919,-6.749039689172382,1.0,0.007207889355516457,0.007080089898858361,0.0,0.03480344639232167,0.03418636400947908,0.0,0.07784458703718965,0.07646436386277138,0.0,0.7764538580934054
0.45,-7.498616846139581,-6.748641370144197,1.0,0.009044436970289746,0.008884074612660492,0.0,0.03863989082189694,0.03795478637470018,0.0,0.0756165018316285,0.07427578371404643,0.0,0.7764538580934054
0.5,-7.498114760615918,-6.748148186846131,1.0,0.011070029979249368,0.01087375285195771,0.0,0.04236542774406527,0.04161426767768113,0.0,0.07340828674091238,0.07210672137316569,0.0,0.7764538580934054
0.55,-7.4975067844216445,-6.747550990371615,1.0,0.013279147844668531,0.013043701960897809,0.0,0.04598105066456893,0.04516578380881415,0.0,0.07121994176504123,0.06995717684012914,0.0,0.7764538580934054
