index,x,y,z
564,2.3599999999999994,1.1400000000000006,1.0
565,2.5199999999999996,1.1400000000000006,1.0
566,2.6799999999999997,1.3000000000000007,1.0
567,2.84,1.3000000000000007,1.0
568,3.0,1.4600000000000009,1.0
569,3.16,1.4600000000000009,1.0
570,3.3200000000000003,1.4600000000000009,1.0
571,3.4800000000000004,1.620000000000001,1.0
572,3.6400000000000006,1.620000000000001,1.0
573,3.8000000000000007,1.620000000000001,1.0
574,3.960000000000001,1.620000000000001,1.0
575,4.120000000000001,1.620000000000001,1.0
576,4.280000000000001,1.620000000000001,1.0
577,4.4399999999999995,1.620000000000001,1.0
578,4.6,1.620000000000001,1.0
579,4.76,1.620000000000001,1.0
580,4.92,1.620000000000001,1.0
581,5.08,1.620000000000001,1.0
582,5.24,1.620000000000001,1.0
583,5.4,1.620000000000001,1.0
584,5.5600000000000005,1.620000000000001,1.0
585,5.720000000000001,1.620000000000001,1.0
586,5.880000000000001,1.620000000000001,1.0
587,6.040000000000001,1.620000000000001,1.0
588,6.200000000000001,1.620000000000001,1.0
589,6.359999999999999,1.620000000000001,1.0
590,6.52,1.620000000000001,1.0
591,6.68,1.620000000000001,1.0
592,6.84,1.620000000000001,1.0
593,7.0,1.620000000000001,1.0
594,7.16,1.620000000000001,1.0
595,7.32,1.620000000000001,1.0
596,7.48,1.620000000000001,1.0
597,7.640000000000001,1.620000000000001,1.0
598,7.800000000000001,1.620000000000001,1.0
599,7.960000000000001,1.7799999999999994,1.0
600,8.120000000000001,1.9399999999999995,1.0
601,8.280000000000001,2.0999999999999996,1.0
602,8.440000000000001,2.26,1.0
603,8.600000000000001,2.42,1.0
604,8.760000000000002,2.58,1.0
605,8.920000000000002,2.74,1.0
606,9.080000000000002,2.9000000000000004,1.0
607,9.240000000000002,3.0600000000000005,1.0
608,9.400000000000002,3.2200000000000006,1.0
609,9.559999999999999,3.380000000000001,1.0
610,9.719999999999999,3.540000000000001,1.0
611,9.879999999999999,3.700000000000001,1.0
612,10.04,3.8599999999999994,1.0
613,10.2,4.02,1.0
614,10.36,4.18,1.0
615,10.52,4.34,1.0
616,10.68,4.5,1.0
617,10.84,4.66,1.0
618,11.0,4.82,1.0
619,11.16,4.98,1.0
620,11.32,5.140000000000001,1.0
621,11.48,5.300000000000001,1.0
622,11.64,5.300000000000001,1.0
623,11.8,5.460000000000001,1.0
624,11.96,5.460000000000001,1.0
625,12.120000000000001,5.460000000000001,1.0
626,12.280000000000001,5.620000000000001,1.0
627,12.440000000000001,5.620000000000001,1.0
628,12.600000000000001,5.780000000000001,1.0
629,12.760000000000002,5.780000000000001,1.0
630,12.920000000000002,5.9399999999999995,1.0
631,13.080000000000002,5.9399999999999995,1.0
632,13.240000000000002,6.1,1.0
633,13.400000000000002,6.1,1.0
634,13.559999999999999,6.26,1.0
635,13.8,6.3,1.0
636,-5.0,-4.3,1.0
637,-4.84,-4.140000000000001,1.0
638,-4.68,-3.98,1.0
639,-4.52,-3.82,1.0
640,-4.36,-3.66,1.0
641,-4.2,-3.5,1.0
642,-4.04,-3.34,1.0
643,-3.88,-3.1799999999999997,1.0
644,-3.7199999999999998,-3.0199999999999996,1.0
645,-3.5599999999999996,-2.8600000000000003,1.0
646,-3.3999999999999995,-2.7,1.0
647,-3.24,-2.7,1.0
648,-3.08,-2.54,1.0
649,-2.92,-2.38,1.0
650,-2.76,-2.2199999999999998,1.0
651,-2.5999999999999996,-2.0599999999999996,1.0
652,-2.4399999999999995,-1.8999999999999995,1.0
653,-2.2800000000000002,-1.8999999999999995,1.0
654,-2.12,-1.7400000000000002,1.0
655,-1.96,-1.58,1.0
656,-1.7999999999999998,-1.42,1.0
657,-1.6399999999999997,-1.2599999999999998,1.0
658,-1.4799999999999995,-1.0999999999999996,1.0
659,-1.3200000000000003,-0.9399999999999995,1.0
660,-1.1600000000000001,-0.7800000000000002,1.0
661,-1.0,-0.6200000000000001,1.0
662,-0.8399999999999999,-0.45999999999999996,1.0
663,-0.6799999999999997,-0.2999999999999998,1.0
664,-0.5199999999999996,-0.13999999999999968,1.0
665,-0.35999999999999943,-0.13999999999999968,1.0
666,-0.1999999999999993,0.020000000000000462,1.0
667,-0.03999999999999915,0.17999999999999972,1.0
668,0.120000000000001,0.33999999999999986,1.0
669,0.27999999999999936,0.33999999999999986,1.0
670,0.4399999999999995,0.5,1.0
671,0.5999999999999996,0.6600000000000001,1.0
672,0.7599999999999998,0.8200000000000003,1.0
673,0.9199999999999999,0.8200000000000003,1.0
674,1.08,0.8200000000000003,1.0
675,1.2400000000000002,0.8200000000000003,1.0
676,1.4000000000000004,0.8200000000000003,1.0
677,1.5600000000000005,0.8200000000000003,1.0
678,1.7200000000000006,0.8200000000000003,1.0
679,1.8800000000000008,0.8200000000000003,1.0
680,2.040000000000001,0.9800000000000004,1.0
