time,x,y,z,x_ref,y_ref,z_ref,roll,pitch,yaw,u1,u2,u3,u4,controller_mode,safety_active,event_code,return_ref_x,return_ref_y,return_ref_z
0.1,-3.5211144251087905e-17,1.0739763481481602e-16,-5.5131787944541385e-05,0.0,0.0,0.2,-2.381761428682424e-14,-3.0064289164961946e-14,4.68820647836371e-13,7.5636817887357735,-7.563681788732723,7.563681788737787,-7.563681788733454,1.0,0.0,10.0,3.5211144251087905e-17,-1.0739763481481602e-16,0.20005513178794454
0.11,-3.3014735931847556e-17,1.485629037610253e-16,-5.8646554008039206e-05,0.0,0.0,0.22000000000000003,-1.9634000433906463e-14,-3.30355794739261e-14,5.657019653660725e-13,8.030630136010409,-8.030630136006305,8.030630136012139,-8.030630136007431,1.0,0.0,10.0,3.3014735931847556e-17,-1.485629037610253e-16,0.22005864655400806
0.12,-5.1115661396481755e-17,1.9755168201642247e-16,-6.178212891594624e-05,0.0,0.0,0.24,-1.6763445908803174e-14,-3.607047272941498e-14,6.359279648367531e-13,8.467242272105231,-8.4672422721005,8.46724227210684,-8.467242272101867,1.0,0.0,10.0,5.1115661396481755e-17,-1.9755168201642247e-16,0.24006178212891593
0.13,-9.339438961498798e-17,2.5087936206298354e-16,-6.454471338573481e-05,0.0,0.0,0.26,-1.3628497962361214e-14,-3.6855247174782355e-14,7.003087565493884e-13,8.877181119736386,-8.877181119731077,8.877181119737696,-8.877181119732487,1.0,0.0,10.0,9.339438961498798e-17,-2.5087936206298354e-16,0.26006454471338575
0.14,-1.5628604660816547e-16,3.0850267939711857e-16,-6.694098196588613e-05,0.0,0.0,0.28,-1.0172318760438917e-14,-3.631261665604561e-14,7.656928407818776e-13,9.263603697811226,-9.263603697805323,9.263603697812155,-9.263603697806698,1.0,0.0,10.0,1.5628604660816547e-16,-3.0850267939711857e-16,0.28006694098196594
0.15,-2.3493917757163126e-16,3.6977957237424156e-16,-6.897768074544965e-05,0.0,0.0,0.3,-6.586156375866746e-15,-3.50699976455627e-14,8.328908780067877e-13,9.62937013201095,-9.629370132004441,9.62937013201151,-9.629370132005763,1.0,0.0,10.0,2.3493917757163126e-16,-3.6977957237424156e-16,0.3000689776807454
0.16,-3.256180175019727e-16,4.3320783420508344e-16,-7.066148221150913e-05,0.0,0.0,0.32,-5.870687182925671e-15,-3.4112307181213713e-14,8.729834574004108e-13,9.97693579826798,-9.976935798261335,9.976935798268476,-9.976935798262451,1.0,0.0,10.0,3.256180175019727e-16,-4.3320783420508344e-16,0.3200706614822115
0.17,-4.3297299067663244e-16,5.006214207393417e-16,-7.199868379959302e-05,0.0,0.0,0.34,-6.1394054670431696e-15,-3.32048553792245e-14,9.13096601797732e-13,10.308509609289981,-10.30850960928324,10.308509609290509,-10.308509609284128,1.0,0.0,10.0,4.3297299067663244e-16,-5.006214207393417e-16,0.3400719986837996
0.18,-5.573450866289029e-16,5.712803404812463e-16,-7.299504298862438e-05,0.0,0.0,0.36,-7.216263240426375e-15,-3.18966725736932e-14,9.490335849530577e-13,10.628535901749238,-10.62853590174245,10.628535901749812,-10.628535901743069,1.0,0.0,10.0,5.573450866289029e-16,-5.712803404812463e-16,0.3600729950429886
0.19,-6.975101624682743e-16,6.459897557350625e-16,-7.365144729865564e-05,0.0,0.0,0.38,-7.279278247518443e-15,-3.1152260962959334e-14,9.829971498277224e-13,10.938702318971965,-10.93870231896502,10.938702318972553,-10.93870231896556,1.0,0.0,10.0,6.975101624682743e-16,-6.459897557350625e-16,0.38007365144729865
0.2,-8.547278807523022e-16,7.261206384036122e-16,-7.397112081908206e-05,0.0,0.0,0.4,-6.41515544244592e-15,-3.1069250930960695e-14,1.0138606341436598e-12,11.23805216776012,-11.238052167752972,11.238052167760703,-11.238052167753533,1.0,0.0,10.0,8.547278807523022e-16,-7.261206384036122e-16,0.4000739711208191
0.21,-1.0299730867085965e-15,8.142547330758089e-16,-7.395825705325924e-05,0.0,0.0,0.42000000000000004,-4.441021521839232e-15,-3.1917974261469723e-14,1.0378009270319579e-12,11.527931271417543,-11.527931271410143,11.52793127141813,-11.527931271410942,1.0,0.0,10.0,1.0299730867085965e-15,-8.142547330758089e-16,0.4200739582570533
0.22,-1.2348525121064823e-15,9.129876441895706e-16,-7.361626668248017e-05,0.0,0.0,0.44000000000000006,-4.094574977905022e-15,-3.2292016959297715e-14,1.0736250406755269e-12,11.809541216531114,-11.809541216523483,11.809541216531771,-11.809541216524297,1.0,0.0,10.0,1.2348525121064823e-15,-9.129876441895706e-16,0.4400736162666825
0.23,-1.4588569241025995e-15,1.015560008953474e-15,-7.294783515788101e-05,0.0,0.0,0.4600000000000001,-3.5194910648227967e-15,-3.299734477869017e-14,1.1227131918585897e-12,12.083931857901822,-12.08393185789382,12.083931857902552,-12.08393185789469,1.0,0.0,10.0,1.4588569241025995e-15,-1.015560008953474e-15,0.46007294783515795
0.24,-1.7063058586716185e-15,1.1213071479346058e-15,-7.195514173332482e-05,0.0,0.0,0.48,-3.025154420886155e-15,-3.3264502951976e-14,1.18134451116848e-12,12.352087608351246,-12.352087608342787,12.352087608351999,-12.352087608343671,1.0,0.0,10.0,1.7063058586716185e-15,-1.1213071479346058e-15,0.4800719551417333
0.25,-1.9764879420451955e-15,1.2214623303946895e-15,-7.063951666918802e-05,0.0,0.0,0.5,3.3232018278659827e-15,-3.446348094079995e-14,1.252810865247923e-12,12.614743950314315,-12.614743950304874,12.614743950314743,-12.614743950306273,1.0,0.0,10.0,1.9764879420451955e-15,-1.2214623303946895e-15,0.5000706395166692
0.26,-2.266951697599826e-15,1.2914836709429353e-15,-6.900206089691845e-05,0.0,0.0,0.52,2.3685313415070695e-14,-3.4955052113811005e-14,1.337627782337808e-12,12.87270466753898,-12.872704667527493,12.872704667538045,-12.87270466753029,1.0,0.0,10.0,2.266951697599826e-15,-1.2914836709429353e-15,0.5200690020608969
0.27,-2.5829231305665615e-15,1.3371581093306266e-15,-6.704317919170454e-05,0.0,0.0,0.54,4.591171297036207e-14,-3.4130398385963e-14,1.4261382562995687e-12,13.126492907014674,-13.126492907001175,13.126492907012306,-13.126492907005215,1.0,0.0,10.0,2.5829231305665615e-15,-1.3371581093306266e-15,0.5400670431791917
0.28,-2.9276476591203244e-15,1.3514153810840201e-15,-6.47630538892615e-05,0.0,0.0,0.56,6.203662022876244e-14,-3.163844523864443e-14,1.5122266234460237e-12,13.376743355897593,-13.376743355882759,13.376743355894305,-13.376743355887285,1.0,0.0,10.0,2.9276476591203244e-15,-1.3514153810840201e-15,0.5600647630538893
0.29,-3.300705419379989e-15,1.3189941969709358e-15,-6.216127123551741e-05,0.0,0.0,0.58,7.167019336231938e-14,-2.810128095893253e-14,1.5954473139807128e-12,13.623978068480612,-13.62397806846506,13.62397806847694,-13.623978068469452,1.0,0.0,10.0,3.300705419379989e-15,-1.3189941969709358e-15,0.5800621612712354
0.3,-3.603249393926265e-15,1.0792701669763157e-15,-5.9235561562129965e-05,0.0,0.0,0.6,1.0495811355994535e-13,2.562626061331897e-14,1.77500594815552e-12,13.868664426690824,-13.868664426671888,13.868664426680681,-13.868664426673643,1.0,0.0,10.0,3.603249393926265e-15,-1.0792701669763157e-15,0.6000592355615622
0.31,-2.3402014861908113e-15,-1.8114074736839485e-15,-5.596249427877833e-05,0.0,0.0,0.62,7.351728985369557e-13,8.635280134076768e-13,3.6312726349678237e-12,14.11121288275955,-14.111212882677002,14.111212882630074,-14.111212882653078,1.0,0.0,10.0,2.3402014861908113e-15,1.8114074736839485e-15,0.6200559624942787
0.32,1.9522178009506306e-15,-9.033604834551865e-15,-4.3924304682227034e-05,0.0,0.0,0.64,2.189520657526345e-12,2.7658718458802993e-12,7.838146765765596e-12,14.351459646883525,-14.351459646662999,14.351459646501969,-14.351459646588971,1.0,0.0,10.0,-1.9522178009506306e-15,9.033604834551865e-15,0.6400439243046823
0.33,9.732440773935984e-15,-1.963488518938486e-14,1.8136152066543043e-06,0.0,0.0,0.66,3.839351085075233e-12,4.891159505056086e-12,1.2749101712614851e-11,14.588411295317343,-14.588411294957563,14.588411294696591,-14.588411294841599,1.0,0.0,10.0,-9.732440773935984e-15,1.963488518938486e-14,0.6599981863847934
0.34,2.2471559349809976e-14,-3.4140917760613714e-14,0.0001126563280099353,0.0,0.0,0.68,5.356232752645444e-12,6.828977948592302e-12,1.7645898292095807e-11,14.820815673985354,-14.820815673512714,14.820815673189356,-14.820815673370868,1.0,0.0,10.0,-2.2471559349809976e-14,3.4140917760613714e-14,0.6798873436719901
0.35000000000000003,4.248279688309031e-14,-5.4353297769442655e-14,0.0003232805035984758,0.0,0.0,0.7000000000000001,6.6867193317097745e-12,8.525107765752138e-12,2.2536024209488876e-11,15.04725725221609,-15.0472572516556,15.047257251304272,-15.047257251500843,1.0,0.0,10.0,-4.248279688309031e-14,5.4353297769442655e-14,0.6996767194964016
0.36,7.173706694348336e-14,-8.181012021163092e-14,0.0006651302822102608,0.0,0.0,0.72,7.792725862217368e-12,9.941612373346023e-12,2.740622339867324e-11,15.26662656856199,-15.266626567936553,15.266626567587442,-15.266626567778966,1.0,0.0,10.0,-7.173706694348336e-14,8.181012021163092e-14,0.7193348697177897
0.37,1.1216574201820572e-13,-1.1801827528481726e-13,0.0011717376329644334,0.0,0.0,0.74,8.653511020087023e-12,1.1056669548706338e-11,3.2257926143186546e-11,15.477852869399824,-15.477852868729201,15.47785286840772,-15.47785286857636,1.0,0.0,10.0,-1.1216574201820572e-13,1.1801827528481726e-13,0.7388282623670356
0.38,1.6545041651760965e-13,-1.6428221647089994e-13,0.001875614951467086,0.0,0.0,0.76,9.260571066072516e-12,1.1858544530108498e-11,3.709416903561847e-11,15.679986195634658,-15.679986194935376,15.67998619466251,-15.679986194792994,1.0,0.0,10.0,-1.6545041651760965e-13,1.6428221647089994e-13,0.758124385048533
0.39,2.3292066201388756e-13,-2.2162264634337334e-13,0.0028080460143775103,0.0,0.0,0.78,9.621245448364896e-12,1.2349449409756248e-11,4.19239718610286e-11,15.872226114824779,-15.872226114109933,15.872226113902583,-15.872226113982487,2.0,1.0,20.0,-2.3292066201388756e-13,2.2162264634337334e-13,0.7771919539856225
0.4,3.1549650794941805e-13,-2.9073344665125823e-13,0.003998329320080536,0.0,0.0,0.8,9.748954635870034e-12,1.2538003402675275e-11,4.674537277154526e-11,16.053921319147747,-16.05392131842761,16.05392131829917,-16.053921318318693,2.0,1.0,20.0,-3.1549650794941805e-13,2.9073344665125823e-13,0.7960016706799196
0.41000000000000003,4.137826425337289e-13,-3.7206477325553204e-13,0.005474920906644502,0.0,0.0,0.8200000000000001,9.662145075127582e-12,1.2440895103504721e-11,5.1557498181903606e-11,16.22451364708892,-16.224513646371083,16.22451364633152,-16.224513646283338,2.0,1.0,20.0,-4.137826425337289e-13,3.7206477325553204e-13,0.8145250790933556
0.42,5.279834303007643e-13,-4.657639133268178e-13,0.0072650708022546666,0.0,0.0,0.8400000000000001,9.383426997448492e-12,1.2084379062877186e-11,5.6357544904073827e-11,16.38355935343565,-16.38355935272539,16.383559352781287,-16.383559352660324,2.0,1.0,20.0,-5.279834303007643e-13,4.657639133268178e-13,0.8327349291977454
0.43,6.58010487630549e-13,-5.717560819477522e-13,0.009394483182671227,0.0,0.0,0.86,8.935379145238957e-12,1.1501567225747907e-11,6.11482469460927e-11,16.530705968222883,-16.530705967523467,16.53070596767811,-16.53070596748114,2.0,1.0,20.0,-6.58010487630549e-13,5.717560819477522e-13,0.8506055168173288
0.44,8.0332846917472e-13,-6.896223669264181e-13,0.0118864817179533,0.0,0.0,0.8800000000000001,8.341231443318467e-12,1.073348157064367e-11,6.593128955069159e-11,16.66574212513681,-16.66574212445,16.665742124703655,-16.665742124428874,2.0,1.0,20.0,-8.0332846917472e-13,6.896223669264181e-13,0.8681135182820469
0.45,9.632229439255552e-13,-8.188016979298187e-13,0.014763422977582846,0.0,0.0,0.9,7.62450324602107e-12,9.822937055501063e-12,7.070813060732207e-11,16.78851441706774,-16.788514416393934,16.78851441674406,-16.788514416390992,2.0,1.0,20.0,-9.632229439255552e-13,8.188016979298187e-13,0.8852365770224172
0.46,1.1367477682298903e-12,-9.585374091958917e-13,0.018045805176490747,0.0,0.0,0.9200000000000002,6.806039969249679e-12,8.813759824690427e-12,7.549722853865097e-11,16.89895631725468,-16.898956316593118,16.89895631703494,-16.898956316603883,2.0,1.0,20.0,-1.1367477682298903e-12,9.585374091958917e-13,0.9019541948235094
0.47000000000000003,1.322734580482367e-12,-1.1078699017592528e-12,0.021752276205126465,0.0,0.0,0.9400000000000001,5.911418313327923e-12,7.74633671888653e-12,8.02659988758645e-11,16.997093454435397,-16.99709345378451,16.997093454311287,-16.997093453803945,2.0,1.0,20.0,-1.322734580482367e-12,1.1078699017592528e-12,0.9182477237948736
0.48,1.519702293982021e-12,-1.2655497224642254e-12,0.025898592058416613,0.0,0.0,0.96,4.970087102303032e-12,6.656182784025167e-12,8.493822636269173e-11,17.083088071641345,-17.08308807099914,17.083088071602823,-17.0830880710227,2.0,1.0,20.0,-1.519702293982021e-12,1.2655497224642254e-12,0.9341014079415834
0.49,1.726314674801396e-12,-1.430407549862163e-12,0.030499543754465414,0.0,0.0,0.9800000000000001,3.997920247318671e-12,5.574912765337783e-12,8.959382353836196e-11,17.15710669381127,-17.157106693174683,17.15710669384724,-17.15710669319742,2.0,1.0,20.0,-1.726314674801396e-12,1.430407549862163e-12,0.9495004562455347
0.5,1.9410199151826797e-12,-1.6010572022496476e-12,0.03556734034101198,0.0,0.0,1.0,3.018658995728507e-12,4.527034041458084e-12,9.422655424403231e-11,17.219431714648376,-17.219431714013727,17.219431714747326,-17.219431714031618,2.0,1.0,20.0,-1.9410199151826797e-12,1.6010572022496476e-12,0.9644326596589881
0.51,2.162368887592808e-12,-1.7761397485333712e-12,0.04111252980579737,0.0,0.0,1.02,2.0571406624708995e-12,3.527420424856341e-12,9.882487661117368e-11,17.27038571520099,-17.270385714563947,17.270385715351363,-17.27038571457442,2.0,1.0,20.0,-2.162368887592808e-12,1.7761397485333712e-12,0.9788874701942026
0.52,2.388870096243747e-12,-1.954242167116666e-12,0.04714367396229944,0.0,0.0,1.04,1.1341292664210907e-12,2.5876653434113345e-12,1.0340672342760799e-10,17.310357394826664,-17.31035739418229,17.31035739501739,-17.31035739418416,2.0,1.0,20.0,-2.388870096243747e-12,1.954242167116666e-12,0.9928563260377006
0.53,2.6191584435941916e-12,-2.1340290076452687e-12,0.05366754348417861,0.0,0.0,1.06,2.681719352677822e-13,1.7134061922087451e-12,1.079933457238949e-10,17.339773284362664,-17.33977328370556,17.339773284583366,-17.339773283698904,2.0,1.0,20.0,-2.6191584435941916e-12,2.1340290076452687e-12,1.0063324565158214
0.54,2.8519315491651854e-12,-2.3142106345646915e-12,0.060689131538493944,0.0,0.0,1.08,-5.235631940634051e-13,9.059484198875229e-13,1.1259259245271356e-10,17.359103619198642,-17.359103618523147,17.359103619439853,-17.359103618509362,2.0,1.0,20.0,-2.8519315491651854e-12,2.3142106345646915e-12,1.0193108684615062
0.55,3.086045139425035e-12,-2.493647642937067e-12,0.06821177407860514,0.0,0.0,1.1,-1.2269479478937948e-12,1.6400803213292968e-13,1.171931496880777e-10,17.368842122479478,-17.368842121779988,17.36884212273252,-17.368842121761414,2.0,1.0,20.0,-3.086045139425035e-12,2.493647642937067e-12,1.0317882259213949
0.56,3.320450324028709e-12,-2.671306947174471e-12,0.0762371160335382,0.0,0.0,1.12,-1.832898119899151e-12,-5.154467844066486e-13,1.2179059774457818e-10,17.369513678500354,-17.369513677771575,17.36951367875751,-17.369513677751033,2.0,1.0,20.0,-3.320450324028709e-12,2.671306947174471e-12,1.0437628839664619
0.5700000000000001,3.5541027994465507e-12,-2.8462605058457612e-12,0.08476526501005689,0.0,0.0,1.1400000000000001,-2.3393467901342676e-12,-1.1322165578825036e-12,1.2637883690314074e-10,17.36167132704145,-17.361671326278785,17.361671327296197,-17.361671326259003,2.0,1.0,20.0,-3.5541027994465507e-12,2.8462605058457612e-12,1.0552347349899431
0.58,3.786175158079139e-12,-3.0178041518976067e-12,0.09379480531856295,0.0,0.0,1.16,-2.7487175895038097e-12,-1.687072087360979e-12,1.3093552411560856e-10,17.345874865562312,-17.34587486476221,17.345874865809023,-17.345874864745156,2.0,1.0,20.0,-3.786175158079139e-12,3.0178041518976067e-12,1.066205194681437
0.59,4.015824161037101e-12,-3.1852826268432208e-12,0.10332310186877774,0.0,0.0,1.18,-3.064296509962509e-12,-2.181924945498808e-12,1.3546340633053745e-10,17.32270038494487,-17.322700384104397,17.322700385179044,-17.32270038409187,2.0,1.0,20.0,-4.015824161037101e-12,3.1852826268432208e-12,1.0766768981312222
0.6,4.242354814966002e-12,-3.348296173482547e-12,0.11334609196195791,0.0,0.0,1.2,-3.2989086391090167e-12,-2.613116160146684e-12,1.3994939477327883e-10,17.29272629856797,-17.2927262976855,17.29272629878606,-17.292726297677834,2.0,1.0,20.0,-4.242354814966002e-12,3.348296173482547e-12,1.086653908038042
0.61,4.46514076246235e-12,-3.506478582315581e-12,0.12385868901373208,0.0,0.0,1.22,-3.4598260594457547e-12,-2.9831932422080598e-12,1.443826636668948e-10,17.25653290773349,-17.25653290680813,17.25653290793287,-17.2565329068053,2.0,1.0,20.0,-4.46514076246235e-12,3.506478582315581e-12,1.0961413109862679
0.62,4.6836362878387695e-12,-3.6596199214664044e-12,0.13485472759602463,0.0,0.0,1.24,-3.55691265672828e-12,-3.2932549468852017e-12,1.4875611199806496e-10,17.214695129567225,-17.214695128598734,17.21469512974614,-17.21469512860034,2.0,1.0,20.0,-4.6836362878387695e-12,3.6596199214664044e-12,1.1051452724039754
0.63,4.897383362266621e-12,-3.807642239369002e-12,0.14632706919920263,0.0,0.0,1.26,-3.6017420719519186e-12,-3.5437016719703546e-12,1.5306881710310003e-10,17.167778529983693,-17.16777852897238,17.167778530141117,-17.16777852897763,2.0,1.0,20.0,-4.897383362266621e-12,3.807642239369002e-12,1.1136729308007973
0.64,5.1060414691599384e-12,-3.950463005401787e-12,0.15826779327566257,0.0,0.0,1.28,-3.6018131550818206e-12,-3.740726900875159e-12,1.57328199846108e-10,17.116339017005288,-17.116339015951826,17.11633901714094,-17.116339015959813,2.0,1.0,20.0,-5.1060414691599384e-12,3.950463005401787e-12,1.1217322067243374
0.65,5.309332967018523e-12,-4.088159259911802e-12,0.1706682139247283,0.0,0.0,1.3,-3.56346626826339e-12,-3.8896072152239676e-12,1.6154625852980923e-10,17.060910010344504,-17.060910009249415,17.060910010458645,-17.060910009259803,2.0,1.0,20.0,-5.309332967018523e-12,4.088159259911802e-12,1.1293317860752716
0.66,5.507057475013957e-12,-4.220812359467837e-12,0.18351899100437444,0.0,0.0,1.32,-3.4953660134890725e-12,-3.99565627491378e-12,1.6573210671919078e-10,17.002014124040826,-17.00201412290489,17.002014124134256,-17.002014122917245,2.0,1.0,20.0,-5.507057475013957e-12,4.220812359467837e-12,1.1364810089956257
0.67,5.6990984571053136e-12,-4.348544514394761e-12,0.1968102507132269,0.0,0.0,1.34,-3.4037610295339193e-12,-4.066047935403877e-12,1.6990058639064627e-10,16.940149902538852,-16.940149901362883,16.94014990261285,-16.940149901376923,2.0,1.0,20.0,-5.6990984571053136e-12,4.348544514394761e-12,1.143189749286773
0.68,5.8854272059300815e-12,-4.471512623476601e-12,0.21053169685766382,0.0,0.0,1.36,-3.2904596958949303e-12,-4.110819693768078e-12,1.7407555465794728e-10,16.875785299484438,-16.8757852982689,16.875785299540603,-16.87578529828503,2.0,1.0,20.0,-5.8854272059300815e-12,4.471512623476601e-12,1.1494683031423363
0.6900000000000001,6.0659684073359794e-12,-4.5899271848635985e-12,0.22467253330205922,0.0,0.0,1.3800000000000001,-3.1669033499831257e-12,-4.131634594713956e-12,1.7825295008908576e-10,16.809384420089774,-16.809384418835585,16.809384420130037,-16.80938441885369,2.0,1.0,20.0,-6.0659684073359794e-12,4.5899271848635985e-12,1.155327466697941
0.7000000000000001,6.240776437310908e-12,-4.703967079596993e-12,0.23922179773688315,0.0,0.0,1.4000000000000001,-3.0365271895152646e-12,-4.136165210101311e-12,1.8244698518863049e-10,16.74136655009244,-16.74136654880047,16.741366550118904,-16.74136654882055,2.0,1.0,20.0,-6.240776437310908e-12,4.703967079596993e-12,1.160778202263117
0.71,6.4099192907722815e-12,-4.813813678466608e-12,0.2541683140391716,0.0,0.0,1.42,-2.9049845788369316e-12,-4.129199302201493e-12,1.866613225436614e-10,16.672125790407975,-16.672125789079363,16.6721257904229,-16.67212578910105,2.0,1.0,20.0,-6.4099192907722815e-12,4.813813678466608e-12,1.1658316859608284
0.72,6.573434224073133e-12,-4.919715699358768e-12,0.26950054957583885,0.0,0.0,1.44,-2.7766505102311177e-12,-4.113813164525207e-12,1.9091225701504447e-10,16.60204875813253,-16.602048756768074,16.6020487581381,-16.60204875679131,2.0,1.0,20.0,-6.573434224073133e-12,4.919715699358768e-12,1.170499450424161
0.73,6.731399560486371e-12,-5.021859626733217e-12,0.28520706251032407,0.0,0.0,1.46,-2.6567699733580963e-12,-4.091352157273297e-12,1.9520221965551882e-10,16.53147902755647,-16.531479026157136,16.531479027554774,-16.531479026181444,2.0,1.0,20.0,-6.731399560486371e-12,5.021859626733217e-12,1.174792937489676
0.74,6.883888031945355e-12,-5.120414342870827e-12,0.3012764207591591,0.0,0.0,1.48,-2.550596963469561e-12,-4.060902520207673e-12,1.9953074258139504e-10,16.460730944607707,-16.46073094317465,16.460730944600616,-16.460730943199014,2.0,1.0,20.0,-6.883888031945355e-12,5.120414342870827e-12,1.1787235792408408
0.75,7.031007512949575e-12,-5.21555973494965e-12,0.31769707062838826,0.0,0.0,1.5,-2.4600411821343806e-12,-4.024455074889484e-12,2.0390473305887887e-10,16.390101197727123,-16.390101196261355,16.390101197716334,-16.390101196284775,2.0,1.0,20.0,-7.031007512949575e-12,5.21555973494965e-12,1.1823029293716116
0.76,7.172873407103992e-12,-5.307458960096781e-12,0.3344575140416507,0.0,0.0,1.52,-2.385166279908033e-12,-3.984356536827144e-12,2.0833271734133564e-10,16.319861240424572,-16.31986123892684,16.319861240411583,-16.31986123894854,2.0,1.0,20.0,-7.172873407103992e-12,5.307458960096781e-12,1.1855424859583494
0.77,7.309539628192426e-12,-5.396212896463901e-12,0.3515466089247752,0.0,0.0,1.54,-2.327939542240352e-12,-3.936861203662466e-12,2.1281329932674297e-10,16.25024306620165,-16.25024306467266,16.250243066187544,-16.250243064691553,2.0,1.0,20.0,-7.309539628192426e-12,5.396212896463901e-12,1.1884533910752249
0.78,7.441081454123608e-12,-5.481912470248243e-12,0.3689532915552324,0.0,0.0,1.56,-2.2878965367284933e-12,-3.880501049872364e-12,2.1734473321871054e-10,16.181458014641617,-16.181458013081887,16.181458014627125,-16.181458013096947,2.0,1.0,20.0,-7.441081454123608e-12,5.481912470248243e-12,1.1910467084447678
0.79,7.567692173452679e-12,-5.564710888868735e-12,0.38666620726241785,0.0,0.0,1.58,-2.2634732880631914e-12,-3.821762941503072e-12,2.21903788942418e-10,16.113716468456737,-16.11371646686679,16.113716468442625,-16.11371646687744,2.0,1.0,20.0,-7.567692173452679e-12,5.564710888868735e-12,1.1933337927375822
0.8,7.689417088582107e-12,-5.644625537595513e-12,0.40467485153329014,0.0,0.0,1.6,-2.251361126354319e-12,-3.7588088606974656e-12,2.2648266295421596e-10,16.047175689250714,-16.047175687630794,16.0471756892374,-16.047175687636802,2.0,1.0,20.0,-7.689417088582107e-12,5.644625537595513e-12,1.19532514846671
0.81,7.80633905859094e-12,-5.721673785497741e-12,0.4229688400416019,0.0,0.0,1.6200000000000003,-2.2467570416949672e-12,-3.693523794974978e-12,2.3106159809166658e-10,15.981977646263246,-15.981977644613343,15.981977646250987,-15.981977644615123,2.0,1.0,20.0,-7.80633905859094e-12,5.721673785497741e-12,1.1970311599583985
0.8200000000000001,7.9185973794463e-12,-5.795928244029962e-12,0.4415376892835837,0.0,0.0,1.6400000000000001,-2.2497024869686643e-12,-3.6261639638368958e-12,2.356482959996605e-10,15.918255960478513,-15.918255958798568,15.91825596046742,-15.918255958796351,2.0,1.0,20.0,-7.9185973794463e-12,5.795928244029962e-12,1.1984623107164163
