time,x_ref,y_ref,z_ref,vx_ref,vy_ref,vz_ref,ax_ref,ay_ref,az_ref,jx_ref,jy_ref,jz_ref,yaw_ref
0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,4.772185884444444,2.386092942222222,1.193046471111111,0.0
0.02,6.297936187968923e-06,3.1489680939844615e-06,1.500001574484047,0.0009414504079634188,0.0004707252039817094,0.0002353626019908547,0.0934979263498844,0.0467489631749422,0.0233744815874711,4.578051550507191,2.2890257752535956,1.1445128876267978,0.4636476090008061
0.04,4.986650962652649e-05,2.4933254813263246e-05,1.5000124666274066,0.0037142103961223536,0.0018571051980611768,0.0009285525990305884,0.18313985401881555,0.09156992700940778,0.04578496350470389,4.386586016349121,2.1932930081745603,1.0966465040872801,0.4636476090008061
0.06,0.0001665642705830979,8.328213529154895e-05,1.5000416410676458,0.008241693750813574,0.004120846875406787,0.0020604234377033935,0.26897915900237707,0.13448957950118853,0.06724478975059427,4.197789281970232,2.098894640985116,1.049447320492558,0.4636476090008061
0.08,0.0003907287202509607,0.00019536436012548036,1.5000976821800627,0.01444838177828553,0.007224190889142765,0.0036120954445713824,0.3510692172961527,0.17553460864807635,0.08776730432403818,4.011661347370527,2.0058306736852636,1.0029153368426318,0.4636476090008061
0.1,0.000755197661147478,0.000377598830573739,1.500188799415287,0.022259823304698338,0.011129911652349169,0.005564955826174584,0.4294634048957261,0.21473170244786305,0.10736585122393152,3.8282022125500044,1.9141011062750022,0.9570505531375011,0.4636476090008061
0.12,0.001291330547512331,0.0006456652737561655,1.500322832636878,0.03160263467612377,0.015801317338061886,0.007900658669030943,0.5042150977966807,0.25210754889834036,0.12605377444917018,3.6474118775086635,1.8237059387543317,0.9118529693771659,0.4636476090008061
0.14,0.0020290298357057567,0.0010145149178528783,1.5005072574589264,0.04240449975854534,0.02120224987927267,0.010601124939636336,0.5753776719946004,0.2876888359973002,0.1438444179986501,3.4692903422465045,1.7346451711232522,0.8673225855616261,0.4636476090008061
0.16,0.0029967623346067724,0.0014983811673033862,1.5007491905836516,0.05459416993785812,0.02729708496892906,0.01364854248446453,0.6430045034850689,0.32150225174253444,0.16075112587126722,3.29383760676353,1.646918803381765,0.8234594016908825,0.4636476090008061
0.18,0.00422158055601142,0.00211079027800571,1.5010553951390029,0.06810146411986896,0.03405073205993448,0.01702536602996724,0.7071489682636695,0.35357448413183473,0.17678724206591737,3.121053671059737,1.5605268355298685,0.7802634177649342,0.4636476090008061
0.2,0.005729144065030995,0.0028645720325154974,1.5014322860162577,0.08285726873029636,0.04142863436514818,0.02071431718257409,0.7678644423259862,0.3839322211629931,0.19196611058149654,2.950938535135126,1.475469267567563,0.7377346337837815,0.4636476090008061
