time,x_ref,y_ref,z_ref,yaw_ref,wind_force_x_n,wind_force_y_n,wind_force_z_n,acc_residual_raw_x_m_s2,acc_residual_raw_y_m_s2,acc_residual_raw_z_m_s2,disturbance_hat_x_m_s2,disturbance_hat_y_m_s2,disturbance_hat_z_m_s2,disturbance_comp_x_m_s2,disturbance_comp_y_m_s2,disturbance_comp_z_m_s2,acc_residual_after_comp_x_m_s2,acc_residual_after_comp_y_m_s2,acc_residual_after_comp_z_m_s2,controller_mode,disturbance_type
8.81,-1.4662523804961975,1.1966249301397325,2.0,-3.0101123656741553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
8.82,-1.4723583477531952,1.1957670394506874,2.0,-2.993879971187718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
8.83,-1.4784344998039638,1.1948122922852307,2.0,-2.9775759341866492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
8.84,-1.4844807136066325,1.1937607659773608,2.0,-2.961208656073766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
8.85,-1.4904968667255778,1.1926125457001338,2.0,-2.9447867220869925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
8.86,-1.4964828373339047,1.1913677244587642,2.0,-2.9283188754655605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
8.87,-1.5024385042159139,1.1900264030830918,2.0,-2.9118139903571083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
8.88,-1.5083637467695545,1.1885886902194147,2.0,-2.8952810436682412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
8.89,-1.5142584450088659,1.187054702321689,2.0,-2.8787290860768078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
8.9,-1.5201224795664097,1.1854245636420961,2.0,-2.8621672124367907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
8.91,-1.5259557316956889,1.183698406220977,2.0,-2.8456045318159116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
8.92,-1.531758083273546,1.1818763698761392,2.0,-2.829050137411709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
8.93,-1.5375294168025597,1.1799586021915307,2.0,-2.8125130765936204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
8.94,-1.5432696154134224,1.1779452585052856,2.0,-2.796002321316756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
8.95,-1.5489785628673105,1.1758365018971413,2.0,-2.7795267391473115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
8.96,-1.5546561435582331,1.1736325031752297,2.0,-2.7630950651303285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
8.97,-1.5603022425153716,1.1713334408622433,2.0,-2.746715874717766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
8.98,-1.565916745405419,1.1689395011809718,2.0,-2.730397557959098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
8.99,-1.5714995385348822,1.1664508780392202,2.0,-2.71414829513832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
9.0,-1.57705050885239,1.1638677730141036,2.0,-2.697976034020277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
9.01,-1.5825695439509853,1.1611903953357152,2.0,-2.6818884688468643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
9.02,-1.588056532070395,1.1584189618701837,2.0,-2.665893021199714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
9.03,-1.593511362099296,1.1555536971021052,2.0,-2.649996822821257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
9.04,-1.5989339235775688,1.152594833116358,2.0,-2.634206700461118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
9.05,-1.6043241066985288,1.1495426095793073,2.0,-2.61852916278997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
9.06,-1.6096818023111485,1.1463972737193928,2.0,-2.602970389398731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
9.07,-1.6150069019222786,1.1431590803070972,2.0,-2.5875362218777886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
9.08,-1.6202992976988324,1.1398282916343174,2.0,-2.5722321569492954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
9.09,-1.6255588824699765,1.1364051774931148,2.0,-2.5570633416052475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
9.1,-1.6307855497292978,1.1328900151538637,2.0,-2.5420345701860763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
9.11,-1.6359791936369652,1.12928308934279,2.0,-2.527150283318304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
9.12,-1.6411397090218658,1.1255846922189139,2.0,-2.512414568616074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
9.13,-1.6462669913837396,1.1217951233503796,2.0,-2.4978311630397054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
9.14,-1.6513609368952937,1.1179146896901937,2.0,-2.483403456795293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
9.15,-1.6564214424043058,1.1139437055513612,2.0,-2.4691344986523047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
9.16,-1.661448405435711,1.109882492581427,2.0,-2.455027002551339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
9.17,-1.6664417241936822,1.1057313797364194,2.0,-2.4410833553713998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
9.18,-1.6714012975636838,1.10149070325421,2.0,-2.427305625725221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
9.19,-1.6763270251145237,1.0971608066272767,2.0,-2.413695573651929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
9.2,-1.681218807100389,1.0927420405748764,2.0,-2.4002546610787796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
9.21,-1.686076544462862,1.0882347630146438,2.0,-2.3869840629274255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
9.22,-1.690900138832924,1.0836393390335997,2.0,-2.373884678744964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
9.23,-1.6956894925329569,1.078956140858571,2.0,-2.3609571447458477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
9.24,-1.7004445085787105,1.0741855478260507,2.0,-2.3482018461573544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
9.25,-1.7051650906812732,1.0693279463514656,2.0,-2.335618929768296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
9.26,-1.7098511432490169,1.0643837298978804,2.0,-2.3232083165882798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
9.27,-1.7145025713895399,1.059353298944123,2.0,-2.3109697145325256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
9.28,-1.7191192809115796,1.0542370609523508,2.0,-2.298902631055172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
9.29,-1.7237011783269256,1.0490354303350453,2.0,-2.287006385661771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
9.3,-1.7282481708523145,1.043748828421439,2.0,-2.2752801222394625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
9.31,-1.7327601664113,1.0383776834233995,2.0,-2.2637228211508464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
9.32,-1.7372370736361264,1.0329224304007354,2.0,-2.2523333110446924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
9.33,-1.7416788018695772,1.0273835112259566,2.0,-2.2411102803436487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
9.34,-1.7460852611668065,1.0217613745484888,2.0,-2.2300522883755227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
9.35,-1.7504563622971634,1.0160564757583306,2.0,-2.219157776120772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
9.36,-1.754792016746001,1.010269276949162,2.0,-2.2084250765545135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
9.37,-1.7590921367164638,1.0044002468809237,2.0,-2.1978524245665247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
9.38,-1.7633566351312697,0.9984498609418423,2.0,-2.187437966447383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
9.39,-1.7675854256344712,0.9924186011099257,2.0,-2.177179768933216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
9.4,-1.7717784225932054,0.9863069559139226,2.0,-2.1670758278053044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
9.41,-1.7759355410994269,0.9801154203937523,2.0,-2.1571240760442087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
9.42,-1.7800566969716274,0.973844496060408,2.0,-2.1473223915410506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
9.43,-1.7841418067565429,0.9674946908553297,2.0,-2.1376686043711848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
9.44,-1.788190787730839,0.9610665191092684,2.0,-2.128160503637766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
9.45,-1.7922035579027884,0.9545605015006222,2.0,-2.1187958438945502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
9.46,-1.7961800360139348,0.9479771650132564,2.0,-2.109572351158915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
9.47,-1.8001201415407302,0.9413170428938309,2.0,-2.100487728527391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
9.48,-1.8040237946961717,0.9345806746085961,2.0,-2.0915396614069652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
9.49,-1.8078909164314185,0.9277686057996972,2.0,-2.0827258223763256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
9.5,-1.8117214284373864,0.9208813882409848,2.0,-2.074043875691772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
9.51,-1.8155152531463374,0.9139195797933166,2.0,-2.0654914814529026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
9.52,-1.8192723137334528,0.906883744359368,2.0,-2.0570662994434863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
9.53,-1.8229925341183828,0.8997744518379637,2.0,-2.0487659926630264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
9.54,-1.826675838966792,0.8925922780779108,2.0,-2.040588230564461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
9.55,-1.830322153691883,0.8853378048313572,2.0,-2.032530692013368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
9.56,-1.8339314044559072,0.8780116197066693,2.0,-2.0245910679837915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
9.57,-1.8375035181716601,0.8706143161208367,2.0,-2.0167670640055224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
9.58,-1.8410384225039602,0.8631464932514069,2.0,-2.0090564023772997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
9.59,-1.8445360458711169,0.8556087559879464,2.0,-2.0014568241599813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
9.6,-1.8479963174463758,0.8480017148830535,2.0,-1.993966090963307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
9.61,-1.8514191671593554,0.8403259861029004,2.0,-1.9865819865393428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
9.62,-1.8548045256974672,0.8325821913773185,2.0,-1.9793023181952238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
9.63,-1.8581523245073162,0.8247709579494465,2.0,-1.9721249180372926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
9.64,-1.8614624957960892,0.816892918524926,2.0,-1.9650476440581568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
9.65,-1.8647349725329325,0.8089487112206385,2.0,-1.9580683810776698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
9.66,-1.8679696884503036,0.8009389795130336,2.0,-1.9511850415483392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
9.67,-1.8711665780453148,0.7928643721860018,2.0,-1.9443955662350507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
9.68,-1.8743255765810625,0.7847255432783189,2.0,-1.9376979247785364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
9.69,-1.8774466200879336,0.776523152030678,2.0,-1.9310901161514873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
9.7,-1.8805296453649039,0.7682578628322856,2.0,-1.9245701690156702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
9.71,-1.8835745899808165,0.7599303451670474,2.0,-1.9181361419879692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
9.72,-1.8865813922756474,0.7515412735593415,2.0,-1.9117861238227685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
9.73,-1.8895499913617524,0.7430913275193815,2.0,-1.9055182335176453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
9.74,-1.8924803271251014,0.734581191488178,2.0,-1.8993306203489104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
9.75,-1.8953723402264964,0.7260115547820938,2.0,-1.8932214638430973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
9.76,-1.8982259721027699,0.7173831115370177,2.0,-1.8871889736901342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
9.77,-1.9010411649679737,0.708696560652137,2.0,-1.8812313896035042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
9.78,-1.9038178618145498,0.6999526057333206,2.0,-1.875346981132373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
9.79,-1.9065560064144809,0.6911519550361379,2.0,-1.8695340474303181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
9.8,-1.9092555433204328,0.6822953214084835,2.0,-1.8637909169849316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
9.81,-1.911916417866875,0.6733834222328391,2.0,-1.8581159473123054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
9.82,-1.9145385761711895,0.6644169793681651,2.0,-1.8525075246200882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
9.83,-1.917121965134759,0.6553967190914332,2.0,-1.8469640634425342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
9.84,-1.919666532444047,0.6463233720387901,2.0,-1.8414840062507096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
9.85,-1.9221722265716512,0.6371976731463883,2.0,-1.8360658230407862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
9.86,-1.9246389967773516,0.6280203615908485,2.0,-1.8307080109030998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
9.87,-1.9270667931091354,0.618792180729391,2.0,-1.8254090935744665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
9.88,-1.929455566404211,0.6095138780396144,2.0,-1.8201676209760265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
9.89,-1.9318052682899995,0.6001862050589691,2.0,-1.814982168738729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
9.9,-1.9341158511851182,0.590809917323867,2.0,-1.8098513377183414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
9.91,-1.9363872683003431,0.5813857743084841,2.0,-1.8047737535017696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
9.92,-1.9386194736395548,0.5719145393632542,2.0,-1.7997480659062837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
9.93,-1.940812422000671,0.562396979653031,2.0,-1.7947729484731012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
9.94,-1.9429660689765635,0.5528338660949439,2.0,-1.7898470979566634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
9.95,-1.9450803709559539,0.5432259732959641,2.0,-1.7849692338108236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
9.96,-1.9471552851242993,0.5335740794901553,2.0,-1.780138097673018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
9.97,-1.949190769464659,0.5238789664756387,2.0,-1.7753524528474263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
9.98,-1.9511867827585443,0.5141414195512677,2.0,-1.7706110837880038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
9.99,-1.9531432845867542,0.504362227453021,2.0,-1.7659127955821847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NONE
10.0,-1.955060235330194,0.4945421822901079,2.0,-1.7612564134359705,1.0,0.0,0.0,1.0,0.0,0.0,0.09999999999999998,0.0,0.0,0.08499999999999998,0.0,0.0,0.915,0.0,0.0,NORMAL,WIND
10.01,-1.9569375961706765,0.4846820794808195,2.0,-1.7566407821610488,1.0,0.0,0.0,1.0,0.0,0.0,0.18999999999999995,0.0,0.0,0.16149999999999995,0.0,0.0,0.8385,0.0,0.0,NORMAL,WIND
10.02,-1.9587753290917087,0.47478271768809244,2.0,-1.7520647656644952,1.0,0.0,0.0,1.0,0.0,0.0,0.2709999999999999,0.0,0.0,0.23034999999999992,0.0,0.0,0.7696500000000001,0.0,0.0,NORMAL,WIND
10.03,-1.9605733968792614,0.46484489875482127,2.0,-1.7475272464415699,1.0,0.0,0.0,1.0,0.0,0.0,0.3438999999999999,0.0,0.0,0.2923149999999999,0.0,0.0,0.7076850000000001,0.0,0.0,NORMAL,WIND
10.04,-1.962331763122524,0.4548694276389023,2.0,-1.743027125072034,1.0,0.0,0.0,1.0,0.0,0.0,0.4095099999999999,0.0,0.0,0.3480834999999999,0.0,0.0,0.6519165000000001,0.0,0.0,NORMAL,WIND
10.05,-1.9640503922146404,0.4448571123480418,2.0,-1.7385633197203851,1.0,0.0,0.0,1.0,0.0,0.0,0.4685589999999999,0.0,0.0,0.3982751499999999,0.0,0.0,0.6017248500000001,0.0,0.0,WIND_REJECTION,WIND
10.06,-1.9657292493534289,0.43480876387431006,2.0,-1.7341347656403256,1.0,0.0,0.0,1.0,0.0,0.0,0.5217030999999999,0.0,0.0,0.4434476349999999,0.0,0.0,0.5565523650000002,0.0,0.0,WIND_REJECTION,WIND
10.07,-1.967368300542091,0.4247251961284335,2.0,-1.7297404146837438,1.0,0.0,0.0,1.0,0.0,0.0,0.5695327899999998,0.0,0.0,0.4841028714999998,0.0,0.0,0.5158971285000002,0.0,0.0,WIND_REJECTION,WIND
