time,x_ref,y_ref,z_ref,yaw_ref
0.0,0.0,0.0,2.0,0.0
0.01,4.731264316049383e-08,2.3656321580246914e-08,2.0000000047312643,0.4636476090008061
0.02,3.777438403950617e-07,1.8887192019753086e-07,2.000000037774384,0.4636476090008061
0.03,1.272332288e-06,6.36166144e-07,2.000000127233229,0.4636476090008061
0.04,3.0098532630123452e-06,1.5049266315061726e-06,2.0000003009853264,0.4636476090008061
0.05,5.866824691358026e-06,2.933412345679013e-06,2.0000005866824693,0.4636476090008061
0.06,1.0117513216e-05,5.058756608e-06,2.0000010117513214,0.4636476090008061
0.07,1.6033940265086423e-05,8.016970132543212e-06,2.0000016033940264,0.4636476090008061
0.08,2.3885888120098767e-05,1.1942944060049383e-05,2.000002388588812,0.4636476090008061
0.09,3.3940905984000004e-05,1.6970452992000002e-05,2.0000033940905984,0.4636476090008061
0.1,4.6464316049382724e-05,2.3232158024691362e-05,2.000004646431605,0.4636476090008061
0.11,6.171921956661728e-05,3.085960978330864e-05,2.0000061719219566,0.4636476090008061
0.12,7.9966502912e-05,3.9983251456e-05,2.0000079966502913,0.4636476090008061
0.13,0.00010146484365590122,5.073242182795061e-05,2.0000101464843656,0.4636476090008061
0.14,0.00012647071663091363,6.323535831545681e-05,2.0000126470716633,0.4636476090008061
0.15,0.00015523840000000003,7.761920000000002e-05,2.00001552384,0.4636476090008061
0.16,0.00018801998132464195,9.400999066232098e-05,2.0000188019981326,0.4636476090008061
0.17,0.0002250653636329877,0.00011253268181649385,2.0000225065363635,0.4636476090008061
0.18,0.000266622271488,0.000133311135744,2.0000266622271488,0.4636476090008061
0.19,0.0003129362570556049,0.00015646812852780246,2.0000312936257054,0.4636476090008061
0.2,0.00036425070617283954,0.00018212535308641977,2.000036425070617,0.4636476090008061
0.21,0.000420806844416,0.000210403422208,2.0000420806844414,0.4636476090008061
0.22,0.00048284374316879007,0.00024142187158439503,2.000048284374317,0.4636476090008061
0.23,0.0005505983256904693,0.00027529916284523465,2.0000550598325693,0.4636476090008061
0.24,0.000624305373184,0.000312152686592,2.0000624305373185,0.4636476090008061
0.25,0.0007041975308641975,0.00035209876543209874,2.0000704197530865,0.4636476090008061
0.26,0.0007905053140258764,0.0003952526570129382,2.0000790505314026,0.4636476090008061
0.27,0.0008834571141120003,0.00044172855705600013,2.0000883457114114,0.4636476090008061
0.28,0.0009832792047818274,0.0004916396023909137,2.0000983279204783,0.4636476090008061
0.29,0.0010901957479790613,0.0005450978739895306,2.000109019574798,0.4636476090008061
0.3,0.0012044288000000005,0.0006022144000000002,2.00012044288,0.4636476090008061
0.31,0.001326198317561679,0.0006630991587808395,2.0001326198317564,0.4636476090008061
0.32,0.0014557221638700248,0.0007278610819350124,2.000145572216387,0.4636476090008061
0.33,0.0015932161146880006,0.0007966080573440003,2.0001593216114686,0.4636476090008061
0.34,0.0017388938644037535,0.0008694469322018767,2.0001738893864403,0.4636476090008061
0.35,0.0018929670320987654,0.0009464835160493827,2.0001892967032098,0.4636476090008061
0.36,0.002055645167616,0.001027822583808,2.0002055645167616,0.4636476090008061
0.37,0.0022271357576280496,0.0011135678788140248,2.000222713575763,0.4636476090008061
0.38,0.0024076442317052834,0.0012038221158526417,2.0002407644231703,0.4636476090008061
0.39,0.002597373968384001,0.0012986869841920005,2.0002597373968385,0.4636476090008061
0.4,0.0027965263012345682,0.0013982631506172841,2.0002796526301236,0.4636476090008061
0.41,0.0030053005249295805,0.0015026502624647903,2.0003005300524928,0.4636476090008061
0.42,0.003223893901312,0.001611946950656,2.0003223893901314,0.4636476090008061
0.43,0.0034525016654633088,0.0017262508327316544,2.0003452501665464,0.4636476090008061
0.44,0.0036913170317716543,0.0018456585158858271,2.0003691317031773,0.4636476090008061
0.45,0.003940531200000001,0.0019702656000000003,2.00039405312,0.4636476090008061
0.46,0.004200333361354272,0.002100166680677136,2.0004200333361353,0.4636476090008061
0.47,0.004470910704551508,0.002235455352275754,2.000447091070455,0.4636476090008061
0.48,0.0047524484218880005,0.0023762242109440002,2.000475244842189,0.4636476090008061
0.49,0.005045129715307455,0.0025225648576537277,2.000504512971531,0.4636476090008061
0.5,0.005349135802469136,0.002674567901234568,2.000534913580247,0.4636476090008061
0.51,0.005664645922816002,0.002832322961408001,2.0005664645922816,0.4636476090008061
0.52,0.005991837343642863,0.0029959186718214316,2.0005991837343644,0.4636476090008061
0.53,0.006330885366164544,0.003165442683082272,2.0006330885366164,0.4636476090008061
0.54,0.0066819633315840015,0.0033409816657920008,2.0006681963331583,0.4636476090008061
0.55,0.007045242627160494,0.003522621313580247,2.000704524262716,0.4636476090008061
0.56,0.007420892692277731,0.0037104463461388655,2.000742089269228,0.4636476090008061
0.57,0.007809081024512003,0.0039045405122560017,2.0007809081024512,0.4636476090008061
0.58,0.008209973185700343,0.0041049865928501714,2.00082099731857,0.4636476090008061
0.59,0.00862373280800869,0.004311866404004345,2.000862373280801,0.4636476090008061
0.6,0.009050521600000002,0.004525260800000001,2.00090505216,0.4636476090008061
0.61,0.009490499352702417,0.0047452496763512085,2.0009490499352705,0.4636476090008061
0.62,0.009943823945677433,0.004971911972838717,2.000994382394568,0.4636476090008061
0.63,0.010410651353088003,0.005205325676544002,2.001041065135309,0.4636476090008061
0.64,0.010891135649766716,0.005445567824883358,2.001089113564977,0.4636476090008061
0.65,0.011385429017283951,0.0056927145086419755,2.0011385429017285,0.4636476090008061
0.66,0.011893681750016006,0.005946840875008003,2.0011893681750017,0.4636476090008061
