time,eta1,eta2,eta3,eta4,fault_active,controller_mode,desired_thrust,desired_roll_moment,desired_pitch_moment,desired_yaw_moment,no_realloc_motor_1,no_realloc_motor_2,no_realloc_motor_3,no_realloc_motor_4,realloc_motor_1,realloc_motor_2,realloc_motor_3,realloc_motor_4,no_realloc_wrench_error,realloc_wrench_error,no_realloc_torque_error,realloc_torque_error
1.65,1.0,1.0,1.0,1.0,0,NORMAL,1.7625656148591542,-0.02713012562767249,-0.029148951987440216,-0.011999866760587152,0.3434464395429064,0.6188056789628935,0.3378385885435517,0.46247490780980266,0.3434464395429064,0.6188056789628935,0.3378385885435517,0.46247490780980266,2.2425620542765743e-16,2.2425620542765743e-16,3.141717836627692e-17,3.141717836627692e-17
1.66,1.0,1.0,1.0,1.0,0,NORMAL,1.7610199899419734,-0.027609802593837347,-0.02926925593728498,-0.011993346922357899,0.3426152361095215,0.6191982475761457,0.33800564348883355,0.46120086276747263,0.3426152361095215,0.6191982475761457,0.33800564348883355,0.46120086276747263,3.4214094965713573e-17,3.4214094965713573e-17,3.4214094965713573e-17,3.4214094965713573e-17
1.67,1.0,1.0,1.0,1.0,0,NORMAL,1.7594932154117495,-0.028076127704476355,-0.029380500970140597,-0.011977025566010392,0.3418763870051621,0.6194827233955477,0.33825312793387263,0.45988097707716713,0.3418763870051621,0.6194827233955477,0.33825312793387263,0.45988097707716713,2.2482578420535006e-16,2.2482578420535006e-16,3.5253746853879066e-17,3.5253746853879066e-17
1.68,1.0,1.0,1.0,1.0,0,NORMAL,1.7579860296030965,-0.028528875448904117,-0.0294826526553567,-0.011950916030112335,0.3412302310476889,0.6196590411298502,0.3385808499186539,0.4585159075069035,0.3412302310476889,0.6196590411298502,0.3385808499186539,0.4585159075069035,2.246115240728562e-16,2.246115240728562e-16,3.3860451414858995e-17,3.3860451414858995e-17
1.69,1.0,1.0,1.0,1.0,0,NORMAL,1.7564991613776966,-0.028967826882329135,-0.02957567937669956,-0.011915039652584733,0.34067703281506584,0.619727212809059,0.33898855366403696,0.45710636208953476,0.34067703281506584,0.619727212809059,0.33898855366403696,0.45710636208953476,2.3013707539344673e-17,2.3013707539344673e-17,2.3013707539344673e-17,2.3013707539344673e-17
1.7,1.0,1.0,1.0,1.0,0,NORMAL,1.7550333297718297,-0.029392769731733416,-0.029659552342137418,-0.011869425753263541,0.3402169825691001,0.6196873277116408,0.33947591976242236,0.45565309972866636,0.3402169825691001,0.6196873277116408,0.33947591976242236,0.45565309972866636,2.5317455630777294e-17,2.5317455630777294e-17,2.5317455630777294e-17,2.5317455630777294e-17
1.71,1.0,1.0,1.0,1.0,0,NORMAL,1.753589243648652,-0.029803498498525944,-0.029734245592751705,-0.01181411160993815,0.339850196237992,0.6195395522328666,0.34004256542069816,0.45415692975709526,0.339850196237992,0.6195395522328666,0.34004256542069816,0.45415692975709526,2.236179005506753e-16,2.236179005506753e-16,2.6479404645468863e-17,2.6479404645468863e-17
1.72,1.0,1.0,1.0,1.0,0,NORMAL,1.7521676013553986,-0.030199814557919882,-0.02979973601077139,-0.011749142427886244,0.3395767154576469,0.6192841296944174,0.3406880447552816,0.45261871144805277,0.3395767154576469,0.6192841296944174,0.3406880447552816,0.45261871144805277,2.2297102043770984e-16,2.2297102043770984e-16,2.0304417714388973e-17,2.0304417714388973e-17
1.73,1.0,1.0,1.0,1.0,0,NORMAL,1.7507690903856663,-0.030581526254985784,-0.029856003326728,-0.011674571302929962,0.3393965076716422,0.6189213800954355,0.3414118491390248,0.4510393534795638,0.3393965076716422,0.6189213800954355,0.3414118491390248,0.4510393534795638,2.6020852139652106e-17,2.6020852139652106e-17,2.6020852139652106e-17,2.6020852139652106e-17
1.74,1.0,1.0,1.0,1.0,0,NORMAL,1.7493943870469502,-0.030948448997334274,-0.02990303012572908,-0.011590459178043527,0.339309466289701,0.6184516998052438,0.34221340759971547,0.4494198133522899,0.339309466289701,0.6184516998052438,0.34221340759971547,0.4494198133522899,3.788693259787749e-17,3.788693259787749e-17,3.788693259787749e-17,3.788693259787749e-17
1.75,1.0,1.0,1.0,1.0,0,NORMAL,1.7480441561335853,-0.03130040534438319,-0.029940801852848146,-0.011496874793547829,0.3393154109044768,0.6178755611980051,0.34309208726985196,0.4477610967612514,0.3393154109044768,0.6178755611980051,0.34309208726985196,0.4477610967612514,4.9065389333867974e-18,4.9065389333867974e-18,4.9065389333867974e-18,4.9065389333867974e-18
1.76,1.0,1.0,1.0,1.0,0,NORMAL,1.74671905060526,-0.031637225093166375,-0.029969306817629476,-0.011393894630932667,0.33941408756640834,0.6171935122296369,0.34404719388734395,0.4460642569218707,0.33941408756640834,0.6171935122296369,0.34404719388734395,0.4460642569218707,6.70959107919787e-17,6.70959107919787e-17,6.70959107919787e-17,6.70959107919787e-17
1.77,1.0,1.0,1.0,1.0,0,NORMAL,1.7454197112712484,-0.031958745360642214,-0.02998853619770634,-0.011281602850352514,0.3396051691163526,0.6164061759573449,0.3450779723467298,0.4443303938508211,0.3396051691163526,0.6164061759573449,0.3450779723467298,0.4443303938508211,2.2998665257634534e-16,2.2998665257634534e-16,5.991705756259507e-17,5.991705756259507e-17
1.78,1.0,1.0,1.0,1.0,0,NORMAL,1.7441467664805221,-0.03226481066246255,-0.02999848404153155,-0.011160091221846968,0.3398882555756683,0.6155142500021804,0.34618360730047676,0.4425606536021967,0.3398882555756683,0.6155142500021804,0.34618360730047676,0.4425606536021967,4.592924060129499e-17,4.592924060129499e-17,4.592924060129499e-17,4.592924060129499e-17
1.79,1.0,1.0,1.0,1.0,0,NORMAL,1.7429008318178862,-0.0325552729881634,-0.02999914727021949,-0.011029459050341996,0.3402628745933662,0.6145185059550755,0.347363223809877,0.4407562274595675,0.3402628745933662,0.6145185059550755,0.347363223809877,0.4407562274595675,3.4737810535209724e-17,3.4737810535209724e-17,3.4737810535209724e-17,3.4737810535209724e-17
1.8,1.0,1.0,1.0,1.0,0,NORMAL,1.7416825098062871,-0.03282999187274164,-0.029990525678498997,-0.010889813094493401,0.34072848194990085,0.6134197887268511,0.34861588804501925,0.438918351084516,0.34072848194990085,0.6134197887268511,0.34861588804501925,0.438918351084516,2.9895683046506926e-17,2.9895683046506926e-17,2.9895683046506926e-17,2.9895683046506926e-17
1.81,1.0,1.0,1.0,1.0,0,NORMAL,1.740492389615438,-0.03308883446458252,-0.029972621934776962,-0.010741267479438658,0.3412844621171408,0.6122190158427364,0.3499406080332673,0.4370483036222935,0.3412844621171408,0.6122190158427364,0.3499406080332673,0.4370483036222935,2.2394063988593217e-16,2.2394063988593217e-16,2.9079264368403834e-17,2.9079264368403834e-17
1.82,1.0,1.0,1.0,1.0,0,NORMAL,1.7393310467769023,-0.03333167558970558,-0.029945441580312385,-0.010583943603528597,0.3419301288739967,0.6109171766819887,0.35133633445564444,0.43514740676527236,0.3419301288739967,0.6109171766819887,0.35133633445564444,0.43514740676527236,2.2636645860827726e-16,2.2636645860827726e-16,4.4022346672339675e-17,4.4022346672339675e-17
1.83,1.0,1.0,1.0,1.0,0,NORMAL,1.738199042905771,-0.0335583978122977,-0.029908993027501378,-0.01041797003911506,0.3426647259771556,0.6095153316632337,0.3528019614904788,0.4332170237749029,0.3426647259771556,0.6095153316632337,0.3528019614904788,0.4332170237749029,2.949029909160572e-17,2.949029909160572e-17,2.949029909160572e-17,2.949029909160572e-17
1.84,1.0,1.0,1.0,1.0,0,NORMAL,1.7370969254290705,-0.03376889149150394,-0.029863287557273493,-0.010243482427475597,0.34348742788631753,0.6080146113761995,0.3543363277036244,0.431258558462929,0.34348742788631753,0.6080146113761995,0.3543363277036244,0.431258558462929,4.6579828820786206e-17,4.6579828820786206e-17,4.6579828820786206e-17,4.6579828820786206e-17
1.85,1.0,1.0,1.0,1.0,0,NORMAL,1.7360252273210328,-0.03396305483444894,-0.02980833931560025,-0.01006062336796117,0.34439734054329196,0.6064162156605585,0.3559382169845383,0.42927345413264406,0.34439734054329196,0.6064162156605585,0.3559382169845383,0.42927345413264406,2.2215299868541707e-17,2.2215299868541707e-17,2.2215299868541707e-17,2.2215299868541707e-17
1.86,1.0,1.0,1.0,1.0,0,NORMAL,1.7349844668453525,-0.03414079394546307,-0.029744165309116905,-0.009869542301457332,0.3453935022042684,0.6047214126326215,0.3576063595274523,0.42726319248101036,0.3453935022042684,0.6047214126326215,0.3576063595274523,0.42726319248101036,2.2618026913899e-16,2.2618026913899e-16,4.305470440582207e-17,4.305470440582207e-17
1.87,1.0,1.0,1.0,1.0,0,NORMAL,1.7339751473045601,-0.03430202287148949,-0.02967078539985886,-0.009670395388254253,0.34647488432453427,0.602931537660687,0.3593394328568416,0.42522929246249724,0.34647488432453427,0.602931537660687,0.3593394328568416,0.42522929246249724,2.2634651706230995e-16,2.2634651706230995e-16,4.3919690457986394e-17,4.3919690457986394e-17
1.88,1.0,1.0,1.0,1.0,0,NORMAL,1.7329977567966288,-0.03444666364365031,-0.0295882222991143,-0.009463345380425273,0.34764039249486883,0.6010479922898742,0.36113606289635775,0.42317330911552814,0.34764039249486883,0.6010479922898742,0.36113606289635775,0.42317330911552814,4.443059973708341e-17,4.443059973708341e-17,4.443059973708341e-17,4.443059973708341e-17
1.89,1.0,1.0,1.0,1.0,0,NORMAL,1.7320527679789348,-0.03457464631495166,-0.029496501560394996,-0.009248561488818394,0.34888886742880726,0.599072243117313,0.3629948250803536,0.42109683235246104,0.34888886742880726,0.599072243117313,0.3629948250803536,0.42109683235246104,2.2474546059285237e-16,2.2474546059285237e-16,3.4737810535209724e-17,3.4737810535209724e-17
1.9,1.0,1.0,1.0,1.0,0,NORMAL,1.7311406378396845,-0.03468590899410941,-0.029395651571527404,-0.009026219244769334,0.35021908599992385,0.5970058206186055,0.3649142455070962,0.4190014857140589,0.35021908599992385,0.5970058206186055,0.3649142455070962,0.4190014857140589,5.575456304969596e-17,5.575456304969596e-17,5.575456304969596e-17,5.575456304969596e-17
1.91,1.0,1.0,1.0,1.0,0,NORMAL,1.7302618074769194,-0.03478039787547925,-0.02928570354586658,-0.008796500356649225,0.3516297623282465,0.5948503179265093,0.366892802132726,0.41688892508943753,0.3516297623282465,0.5948503179265093,0.366892802132726,0.41688892508943753,2.260005840219381e-16,2.260005840219381e-16,4.21005629646906e-17,4.21005629646906e-17
1.92,1.0,1.0,1.0,1.0,0,NORMAL,1.7294167018852038,-0.03485806726507665,-0.029166691512635526,-0.00855959256136407,0.3531195489148767,0.5926073895628239,0.3689289260049908,0.4147608374025124,0.3531195489148767,0.5926073895628239,0.3689289260049908,0.4147608374025124,4.1957363356048215e-17,4.1957363356048215e-17,4.1957363356048215e-17,4.1957363356048215e-17
1.93,1.0,1.0,1.0,1.0,0,NORMAL,1.7286057297501025,-0.034918879602674036,-0.029038652306393072,-0.008315689470927517,0.3546870378238506,0.5902787501245148,0.3710210025357421,0.412618939265995,0.3546870378238506,0.5902787501245148,0.3710210025357421,0.412618939265995,1.4409695421113136e-17,1.4409695421113136e-17,1.4409695421113136e-17,1.4409695421113136e-17
1.94,1.0,1.0,1.0,1.0,0,NORMAL,1.7278292832505437,-0.034962805479964595,-0.028901625555633473,-0.00806499041423211,0.3563307619102418,0.5878661729251231,0.3731673728111615,0.4104649756040173,0.3563307619102418,0.5878661729251231,0.3731673728111615,0.4104649756040173,2.797157557069881e-17,2.797157557069881e-17,2.797157557069881e-17,2.797157557069881e-17
1.95,1.0,1.0,1.0,1.0,0,NORMAL,1.7270877378691645,-0.034989823654783855,-0.028755653670521276,-0.0078077002741485145,0.35804919609346647,0.5853714885925638,0.3753663349386404,0.4083007182444938,0.35804919609346647,0.5853714885925638,0.3753663349386404,0.4083007182444938,4.71975509383937e-17,4.71975509383937e-17,4.71975509383937e-17,4.71975509383937e-17
1.96,1.0,1.0,1.0,1.0,0,NORMAL,1.7263814522107304,-0.03499992106138224,-0.028600781829765252,-0.007544029320085779,0.35984075867472204,0.5827965836244355,0.37761614542921357,0.40612796448235916,0.35984075867472204,0.5827965836244355,0.37761614542921357,0.40612796448235916,3.2925490278845454e-17,3.2925490278845454e-17,3.2925490278845454e-17,3.2925490278845454e-17
1.97,1.0,1.0,1.0,1.0,0,NORMAL,1.7257107678287187,-0.03499309281674353,-0.028437057966635464,-0.007274193036149384,0.36170381269745155,0.5801433989020064,0.3799150206144182,0.40394853561484256,0.36170381269745155,0.5801433989020064,0.3799150206144182,0.40394853561484256,7.7520986059233e-17,7.7520986059233e-17,7.7520986059233e-17,7.7520986059233e-17
1.98,1.0,1.0,1.0,1.0,0,NORMAL,1.7250760090601447,-0.03496934222294623,-0.02826453275412778,-0.006998411945037729,0.3636366673496961,0.5774139281640644,0.3822611380964141,0.40176427544997,0.3636366673496961,0.5774139281640644,0.3822611380964141,0.40176427544997,2.22722889363685e-16,2.22722889363685e-16,1.7368905267604862e-17,1.7368905267604862e-17
1.99,1.0,1.0,1.0,1.0,0,NORMAL,1.7244774828687162,-0.03492868076556674,-0.028083259589280443,-0.0067169114278207145,0.36563757940716424,0.5746102164418616,0.38465263823018203,0.3995770487895083,0.36563757940716424,0.5746102164418616,0.38465263823018203,0.3995770487895083,8.906837976986813e-17,8.906837976986813e-17,8.906837976986813e-17,8.906837976986813e-17
2.0,1.0,1.0,1.0,1.0,0,NORMAL,1.7239154786963877,-0.03487112810812501,-0.02789329457664754,-0.006429921539747956,0.3677047547158118,0.571734358456403,0.3870876256365828,0.3973887398875902,0.3677047547158118,0.571734358456403,0.3870876256365828,0.3973887398875902,5.93873657494515e-17,5.93873657494515e-17,5.93873657494515e-17,5.93873657494515e-17
2.01,1.0,1.0,1.0,1.0,0,NORMAL,1.7233902683233904,-0.03479671208257548,-0.027694696510934484,-0.006137676822236946,0.36983634971270507,0.5687884969793636,0.3895641707450411,0.39520125088628055,0.36983634971270507,0.5687884969793636,0.3895641707450411,0.39520125088628055,5.3305712492712256e-17,5.3305712492712256e-17,5.3305712492712256e-17,5.3305712492712256e-17
2.02,1.0,1.0,1.0,1.0,0,NORMAL,1.7229021057367992,-0.03470546867584772,-0.027487526858800848,-0.005840416111194962,0.37203047298389885,0.5657748211589475,0.3920803113645846,0.39301650022936824,0.37203047298389885,0.5657748211589475,0.3920803113645846,0.39301650022936824,2.247655441870655e-16,2.247655441870655e-16,3.4867510341210807e-17,3.4867510341210807e-17
2.03,1.0,1.0,1.0,1.0,0,NORMAL,1.7224512270077097,-0.034597442012443545,-0.027271849739836367,-0.005538382341831353,0.3742851868580451,0.5626955648120219,0.39463405428195386,0.39083642105568883,0.3742851868580451,0.5626955648120219,0.39463405428195386,0.39083642105568883,2.2570079093579266e-16,2.2570079093579266e-16,4.046035655711836e-17,4.046035655711836e-17
2.04,1.0,1.0,1.0,1.0,0,NORMAL,1.722037850177074,-0.034472684333098746,-0.0270477319067156,-0.005231822350119568,0.37659850903440656,0.5595530046838959,0.3972233768854709,0.3886629595733005,0.37659850903440656,0.5595530046838959,0.3972233768854709,0.3886629595733005,1.0408340855860843e-17,1.0408340855860843e-17,1.0408340855860843e-17,1.0408340855860843e-17
2.05,1.0,1.0,1.0,1.0,0,NORMAL,1.7216621751502588,-0.03433125596951997,-0.026815242724537915,-0.004920986671071469,0.3789684142439384,0.5563494586771296,0.39984622881333315,0.3864980734158577,0.3789684142439384,0.5563494586771296,0.39984622881333315,0.3864980734158577,6.665154349771346e-17,6.665154349771346e-17,6.665154349771346e-17,6.665154349771346e-17
2.06,1.0,1.0,1.0,1.0,0,NORMAL,1.7213243836003738,-0.034173225315208784,-0.02657445414935872,-0.004606129333988394,0.3813928359420651,0.5530872840507849,0.40250053362498195,0.38434372998254185,0.3813928359420651,0.5530872840507849,0.40250053362498195,0.38434372998254185,3.209238430557093e-17,3.209238430557093e-17,3.209238430557093e-17,3.209238430557093e-17
2.07,1.0,1.0,1.0,1.0,0,NORMAL,1.7210246388804145,-0.03399866879238729,-0.026325440705918912,-0.004287507654856846,0.3838696680317572,0.5497688755915582,0.40518419049416926,0.38220190476292987,0.3838696680317572,0.5497688755915582,0.40518419049416926,0.38220190476292987,2.2548903043875006e-16,2.2548903043875006e-16,3.926189338142412e-17,3.926189338142412e-17
2.08,1.0,1.0,1.0,1.0,0,NORMAL,1.720763085944268,-0.033807670815040894,-0.02606827946457919,-0.003965382026057743,0.3863967666155001,0.5463966637582427,0.40789507592233815,0.38007457964818697,0.3863967666155001,0.5463966637582427,0.40789507592233815,0.38007457964818697,1.4409695421113136e-17,1.4409695421113136e-17,1.4409695421113136e-17,1.4409695421113136e-17
2.09,1.0,1.0,1.0,1.0,0,NORMAL,1.7205398512766128,-0.03360032374809653,-0.02580305001746666,-0.003640015703561902,0.38897195177470695,0.5429731128010067,0.41063104547090107,0.37796374122999804,0.38897195177470695,0.5429731128010067,0.41063104547090107,0.37796374122999804,5.891838318640722e-17,5.891838318640722e-17,5.891838318640722e-17,5.891838318640722e-17
2.1,1.0,1.0,1.0,1.0,0,NORMAL,1.7203550428317536,-0.033376727862755785,-0.025529834453840754,-0.003311674591784946,0.39159300937512626,0.5395007188569749,0.4133899355110014,0.37587137908865104,0.39159300937512626,0.5395007188569749,0.4133899355110014,0.37587137908865104,2.7376909944043914e-17,2.7376909944043914e-17,2.7376909944043914e-17,2.7376909944043914e-17
2.11,1.0,1.0,1.0,1.0,0,NORMAL,1.7202087499814143,-0.033136991288004645,-0.025248717334686446,-0.002980627026278005,0.3942576928967616,0.53598200802363,0.4161695649893121,0.3737994840717105,0.3942576928967616,0.53598200802363,0.4161695649893121,0.3737994840717105,3.624544780353787e-17,3.624544780353787e-17,3.624544780353787e-17,3.624544780353787e-17
2.12,1.0,1.0,1.0,1.0,0,NORMAL,1.7201010434715187,-0.03288122995832321,-0.024959785666542313,-0.0026471435544314008,0.3969637252868112,0.5324195344115656,0.4189677372084249,0.37175004656471694,0.3969637252868112,0.5324195344115656,0.4189677372084249,0.37175004656471694,2.9004789207930727e-17,2.9004789207930727e-17,2.9004789207930727e-17,2.9004789207930727e-17
2.13,1.0,1.0,1.0,1.0,0,NORMAL,1.7200319753879796,-0.032609567557620935,-0.024663128874571876,-0.0023114967143708846,0.39970880083411375,0.5288158781781312,0.42178224162036126,0.3697250547553733,0.39970880083411375,0.5288158781781312,0.42178224162036126,0.3697250547553733,2.249901071788054e-16,2.249901071788054e-16,3.6286936382355203e-17,3.6286936382355203e-17
2.14,1.0,1.0,1.0,1.0,0,NORMAL,1.720001579131509,-0.032322135459424035,-0.02435883877488612,-0.0019739608122267822,0.40249058706357366,0.5251736435435312,0.4246108556317345,0.3677264928926697,0.40249058706357366,0.5251736435435312,0.4246108556317345,0.3677264928926697,2.221635811791082e-16,2.221635811791082e-16,7.269816092100959e-18,7.269816092100959e-18
2.15,1.0,1.0,1.0,1.0,0,NORMAL,1.7200098694014672,-0.032019072663344576,-0.024047009546126298,-0.0016348116979584175,0.40530672664902134,0.5214954567909521,0.4274513464190719,0.3657563395424218,0.40530672664902134,0.5214954567909521,0.4274513464190719,0.3657563395424218,2.282612009149506e-16,2.282612009149506e-16,5.2909066017292616e-17,5.2909066017292616e-17
2.16,1.0,1.0,1.0,1.0,0,NORMAL,1.720056842188753,-0.03170052572786133,-0.023727737700315246,-0.0012943265399166723,0.4081548393429575,0.5177839642522946,0.43030147275280783,0.3638165658406931,0.4081548393429575,0.5177839642522946,0.43030147275280783,0.3638165658406931,5.2530909933508063e-17,5.2530909933508063e-17,5.2530909933508063e-17,5.2530909933508063e-17
2.17,1.0,1.0,1.0,1.0,0,NORMAL,1.7201424747777432,-0.03136664869944556,-0.023401122052986743,-0.0009527835983292722,0.4110325239216101,0.5140418302811134,0.4331589868284403,0.36190913374657935,0.4110325239216101,0.5140418302811134,0.4331589868284403,0.36190913374657935,4.910418548536071e-17,4.910418548536071e-17,4.910418548536071e-17,4.910418548536071e-17
2.18,1.0,1.0,1.0,1.0,0,NORMAL,1.7202667257572777,-0.031017603038065368,-0.02306726369260174,-0.0006104619978935638,0.4139373601437291,0.5102717352143591,0.4360216361033504,0.36003599429583916,0.4139373601437291,0.5102717352143591,0.4360216361033504,0.36003599429583916,5.69156574868949e-17,5.69156574868949e-17,5.69156574868949e-17,5.69156574868949e-17
2.19,1.0,1.0,1.0,1.0,0,NORMAL,1.7204295350406855,-0.030653557539105196,-0.022726265949261276,-0.00026764149966298036,0.4168669107215299,0.5064763733245385,0.43888716513776305,0.358199085856854,0.4168669107215299,0.5064763733245385,0.43888716513776305,0.358199085856854,2.9388879345939406e-17,2.9388879345939406e-17,2.9388879345939406e-17,2.9388879345939406e-17
2.2,1.0,1.0,1.0,1.0,0,NORMAL,1.7206308238948418,-0.03027468825173779,-0.022378234362725458,7.539772758672111e-05,0.4198187233021938,0.5026584507639089,0.44175331743833907,0.3564003323904,0.4198187233021938,0.5026584507639089,0.44175331743833907,0.3564003323904,2.2422514305727963e-16,2.2422514305727963e-16,3.119468228311146e-17,3.119468228311146e-17
2.21,1.0,1.0,1.0,1.0,0,NORMAL,1.7208704949782432,-0.029881178393788475,-0.022023276649748662,0.00041837533632425443,0.42279033245831865,0.498820683502327,0.44461783730287374,0.3546416417147238,0.42279033245831865,0.498820683502327,0.44461783730287374,0.3546416417147238,2.778102787356433e-17,2.778102787356433e-17,2.778102787356433e-17,2.778102787356433e-17
2.22,1.0,1.0,1.0,1.0,0,NORMAL,1.7211484323880801,-0.029473218263132536,-0.021661502670740806,0.0007610110293759182,0.4257792616857198,0.4949657952603781,0.44747847166458565,0.3529249037773966,0.4257792616857198,0.4949657952603781,0.44747847166458565,0.3529249037773966,2.2233071772766395e-16,2.2233071772766395e-16,1.1275702593849246e-17,1.1275702593849246e-17
2.23,1.0,1.0,1.0,1.0,0,NORMAL,1.7214645017162882,-0.029051005145668954,-0.021293024395765407,0.001103024788997215,0.42878302540696067,0.4910965154394208,0.4503329719344703,0.3512519889354364,0.42878302540696067,0.4910965154394208,0.4503329719344703,0.3512519889354364,5.42014343128949e-17,5.42014343128949e-17,5.42014343128949e-17,5.42014343128949e-17
2.24,1.0,1.0,1.0,1.0,0,NORMAL,1.7218185501145447,-0.028614743219914605,-0.02091795586988432,0.001444137105716545,0.4317991309790098,0.4872155770501634,0.453179095840205,0.3496247462451665,0.4317991309790098,0.4872155770501634,0.453179095840205,0.3496247462451665,3.739790339856444e-17,3.739790339856444e-17,3.739790339856444e-17,3.739790339856444e-17
2.25,1.0,1.0,1.0,1.0,0,NORMAL,1.7222104063681858,-0.028164643458265443,-0.020536413177860657,0.0017840692067630788,0.43482508070339876,0.48332571464141816,0.45601460926007875,0.3480450017632901,0.43482508070339876,0.48332571464141816,0.45601460926007875,0.3480450017632901,2.4402980107490374e-17,2.4402980107490374e-17,2.4402980107490374e-17,2.4402980107490374e-17
2.26,1.0,1.0,1.0,1.0,0,NORMAL,1.7226398809790053,-0.02770092352497199,-0.02014851440823013,0.0021225432838928933,0.4378583738372728,0.47942966223064687,0.45883728805044477,0.3465145568606409,0.4378583738372728,0.47942966223064687,0.45883728805044477,0.3465145568606409,3.122803409505904e-17,3.122803409505904e-17,3.122803409505904e-17,3.122803409505904e-17
2.27,1.0,1.0,1.0,1.0,0,NORMAL,1.723106766256892,-0.02722380767087897,-0.0197543796167523,0.0024592827204266833,0.44089650860371393,0.475530151237933,0.4616449198651767,0.3450351865500683,0.44089650860371393,0.475530151237933,0.4616449198651767,0.3450351865500683,5.494070816630873e-17,5.494070816630873e-17,5.494070816630873e-17,5.494070816630873e-17
2.28,1.0,1.0,1.0,1.0,0,NORMAL,1.7236108364202687,-0.026733526624979534,-0.019354130789253087,0.00279401231731368,0.4439369841997278,0.4716299084249984,0.46443530596563465,0.3436086378299078,0.4439369841997278,0.4716299084249984,0.46443530596563465,0.3436086378299078,2.2231718222895405e-16,2.2231718222895405e-16,1.1005586668084919e-17,1.1005586668084919e-17
2.29,1.0,1.0,1.0,1.0,0,NORMAL,1.7241518477052775,-0.026230317482836697,-0.01894789180386968,0.0031264585180371253,0.4469773028002856,0.46773165384088,0.46720626301963863,0.3422366280444733,0.4469773028002856,0.46773165384088,0.46720626301963863,0.3422366280444733,5.2889511216920705e-17,5.2889511216920705e-17,5.2889511216920705e-17,5.2889511216920705e-17
2.3,1.0,1.0,1.0,1.0,0,NORMAL,1.724729538483662,-0.025714423591926182,-0.018535788392710043,0.0034563496321772334,0.45001497155681447,0.46383809877587767,0.4699556248879705,0.34092084326299943,0.45001497155681447,0.46383809877587767,0.4699556248879705,0.34092084326299943,4.654751537338637e-17,4.654751537338637e-17,4.654751537338637e-17,4.654751537338637e-17
2.31,1.0,1.0,1.0,1.0,0,NORMAL,1.725343629389288,-0.02518609443395556,-0.018117948102938312,0.003783416057449254,0.4530475045885418,0.4599519437253753,0.47268124439692316,0.3396629366784478,0.4530475045885418,0.4599519437253753,0.47268124439692316,0.3396629366784478,4.1786676446990356e-17,4.1786676446990356e-17,4.1786676446990356e-17,4.1786676446990356e-17
2.32,1.0,1.0,1.0,1.0,0,NORMAL,1.7259938234532435,-0.024645585504217308,-0.017694500257298778,0.004107390500034848,0.45607242496510336,0.45607587636512625,0.4753809950954324,0.33846452702758145,0.45607242496510336,0.45607587636512625,0.4753809950954324,0.33846452702758145,6.177783598267049e-17,6.177783598267049e-17,6.177783598267049e-17,6.177783598267049e-17
2.33,1.0,1.0,1.0,1.0,0,NORMAL,1.7266798062474482,-0.024093158188033325,-0.01726557591408992,0.004428008193027098,0.45908726667883315,0.4522125695395851,0.47805277299534266,0.3373271970336873,0.45908726667883315,0.4522125695395851,0.47805277299534266,0.3373271970336873,1.7690777709386487e-17,1.7690777709386487e-17,1.7690777709386487e-17,1.7690777709386487e-17
2.34,1.0,1.0,1.0,1.0,0,NORMAL,1.7274012460367107,-0.02352907963435155,-0.016831307826601766,0.00474500711281008,0.46208957660516464,0.4483646792648622,0.4806944982933586,0.33625249187332534,0.46208957660516464,0.4483646792648622,0.4806944982933586,0.33625249187332534,4.7093828699559204e-17,4.7093828699559204e-17,4.7093828699559204e-17,4.7093828699559204e-17
2.35,1.0,1.0,1.0,1.0,0,NORMAL,1.7281577939391508,-0.02295362262655488,-0.016391830402028067,0.005058128193196911,0.4650769164495859,0.4445348427478453,0.4833041170732714,0.3352419176684482,0.4650769164495859,0.4445348427478453,0.4833041170732714,0.3352419176684482,8.182674270850422e-18,8.182674270850422e-18,8.182674270850422e-18,8.182674270850422e-18
2.36,1.0,1.0,1.0,1.0,0,NORMAL,1.7289490840949164,-0.022367065450545745,-0.01594727965986715,0.005367115537150439,0.4680468646795958,0.44072567642304883,0.4858796029870365,0.33429694000523535,0.4680468646795958,0.44072567642304883,0.4858796029870365,0.33429694000523535,7.765673273041129e-17,7.765673273041129e-17,7.765673273041129e-17,7.765673273041129e-17
2.37,1.0,1.0,1.0,1.0,0,NORMAL,1.7297747338431102,-0.021769691760169328,-0.015497793189823314,0.00567171662591427,0.47099701844013814,0.43693977400870404,0.4884189589133214,0.33341898248094665,0.47099701844013814,0.43693977400870404,0.4884189589133214,0.33341898248094665,5.502109714767315e-17,5.502109714767315e-17,5.502109714767315e-17,5.502109714767315e-17
2.38,1.0,1.0,1.0,1.0,0,NORMAL,1.7306343439068408,-0.02116179044004127,-0.015043510109222601,0.005971682525382694,0.47392499545098454,0.43317970458360977,0.4909202185921475,0.33260942528009896,0.47392499545098454,0.43317970458360977,0.4909202185921475,0.33260942528009896,2.259223430920111e-16,2.259223430920111e-16,4.1678514031466424e-17,4.1678514031466424e-17
