index,x,y,z
0,0.0,0.0,1.5
1,0.5,0.0,1.5
2,1.0,0.0,1.5
3,1.5,0.0,1.5
4,2.0,-0.5,1.5
5,2.5,-1.0,1.5
6,3.0,-1.5,1.5
7,3.5,-1.5,1.5
8,4.0,-1.5,1.5
9,4.5,-1.5,1.5
10,5.0,-1.5,1.5
11,5.5,-1.5,1.5
12,6.0,-1.5,1.5
13,6.5,-1.0,2.0
14,7.0,-0.5,2.0
15,7.5,0.0,2.0
16,8.0,0.0,2.0
