time,x,y,z,x_ref,y_ref,z_ref,roll,pitch,yaw,u1,u2,u3,u4,wind_force_x_n,wind_force_y_n,wind_force_z_n
54.89,3.177869856232118,-6.181421754919371,9.984784810743031,3.0729018322888657,-5.989117894860357,10.0,0.007692154402360565,0.004198720957730089,0.0,0.5639132011545405,0.4973323802426324,0.5472679959265635,0.5139775854706093,0.0,0.0,0.0
54.9,3.172191652528441,-6.171695424057184,9.98490225148393,3.0669220473318153,-5.979049830575192,10.0,0.0077058237392796875,0.004210784207865022,0.0,0.5642731077717866,0.4971687372387852,0.5474970151385363,0.5139448298720355,0.0,0.0,0.0
54.91,3.166512335088136,-6.1619578090763465,9.985020915134204,3.0609410516025037,-5.968972324554212,10.0,0.007719419380885384,0.004222851339425286,0.0,0.5646312463942889,0.4970065995673485,0.5477250846875538,0.5139127612740836,0.0,0.0,0.0
54.92,3.160831888374244,-6.1522089053487665,9.985140792082161,3.0549588474621494,-5.958885392711201,10.0,0.007732940505502626,0.00423492163648378,0.0,0.5649876030717463,0.4968459787776142,0.5479521969982133,0.5138813848511472,0.0,0.0,0.0
54.93,3.1551502968425247,-6.142448708452694,9.985261872617835,3.0489754372724183,-5.948789050974783,10.0,0.0077463862991164235,0.004246994382804257,0.0,0.5653421639363693,0.49668688633960983,0.5481783445371794,0.5138507057387997,0.0,0.0,0.0
54.94,3.149467544942584,-6.132677214175176,9.98538414693377,3.0429908233954754,-5.93868331528848,10.0,0.0077597559554678595,0.004259068861884341,0.0,0.565694915203515,0.4965293336434923,0.5484035198135093,0.513820729033498,0.0,0.0,0.0
54.95,3.1437836171190416,-6.122894418514373,9.985507605125813,3.037005008193944,-5.928568201610592,10.0,0.007773048676151255,0.004271144357003909,0.0,0.5660458431723216,0.49637333199894323,0.548627715378977,0.5137914597922878,0.0,0.0,0.0
54.96,3.138098497812667,-6.113100317682001,9.985632237193915,3.031017994030935,-5.918443725914298,10.0,0.007786263670708103,0.00428322015126927,0.0,0.5663949342263357,0.4962188926345715,0.5488509238283946,0.5137629030325125,0.0,0.0,0.0
54.97,3.1324121714615103,-6.103294908105569,9.98575803304295,3.025029783270021,-5.90830990418751,10.0,0.007799400156722385,0.004295295527659579,0.0,0.5667421748341351,0.49606602669731786,0.5490731377999308,0.5137350637315222,0.0,0.0,0.0
54.98,3.1267246225020746,-6.093478186430767,9.98588498248352,3.0190403782752546,-5.898166752432919,10.0,0.007812457359913907,0.0043073697690727995,0.0,0.5670875515499517,0.49591474525186363,0.5492943499754297,0.5137079468263857,0.0,0.0,0.0
54.99,3.1210358353704435,-6.083650149523708,9.986013075232794,3.0130497814111603,-5.888014286667948,10.0,0.007825434514230381,0.004319442158371327,0.0,0.5674310510142856,0.4957650592800441,0.5495145530807253,0.5136815572136044,0.0,0.0,0.0
55.0,3.115345794503436,-6.073810794473219,9.986142300915326,3.007057995042733,-5.877852522924734,10.0,0.007838330861939405,0.004331511978428111,0.0,0.5677726599545163,0.4956169796802666,0.5497337398859539,0.513655899748829,0.0,0.0,0.0
55.01,3.109654484339742,-6.063960118593007,9.986272649063906,3.001065021535428,-5.867681477250072,10.0,0.007851145653717424,0.0043435785121725525,0.0,0.5681123651855121,0.4954705172669308,0.5499519032058668,0.5136309792465761,0.0,0.0,0.0
55.02,3.1039618893210714,-6.05409811942397,9.986404109120409,2.995070863255181,-5.857501165705441,10.0,0.007863878148741144,0.0043556410426356254,0.0,0.5684501536102328,0.4953256827698553,0.5501690359001383,0.5136068004799497,0.0,0.0,0.0
55.03,3.0982679938933133,-6.044224794736306,9.986536670436637,2.989075522568389,-5.847311604366942,10.0,0.007876527614774568,0.004367698852996966,0.0,0.568786012220327,0.49518248683370764,0.5503851308736721,0.5135833681803624,0.0,0.0,0.0
55.04,3.092572782507668,-6.034340142531704,9.9866703222752,2.9830790018419235,-5.837112809325289,10.0,0.007889093328256607,0.004379751226629782,0.0,0.5691199280967296,0.49504094001743776,0.5506001810769067,0.5135606870372608,0.0,0.0,0.0
55.05,3.086876239621793,-6.0244441610454365,9.98680505381037,2.977081303443102,-5.826904796685758,10.0,0.007901574574387133,0.004391797447147639,0.0,0.5694518884102513,0.494901052793717,0.5508141795061178,0.5135387616978505,0.0,0.0,0.0
55.06,3.081178349700953,-6.014536848748543,9.986940854128967,2.971082429739738,-5.816687582568203,10.0,0.00791397064721359,0.004403836798448602,0.0,0.5697818804221629,0.494762835548381,0.5510271192037174,0.5135175967668265,0.0,0.0,0.0
55.07,3.075479097219154,-6.004618204349805,9.98707771223124,2.965082383100084,-5.806461183107005,10.0,0.007926280849712022,0.00441586856476281,0.0,0.5701098914847795,0.49462629857987617,0.5512389932585537,0.513497196806102,0.0,0.0,0.0
55.08,3.069778466660304,-5.994688226797889,9.987215617031758,2.959081165892863,-5.796225614451038,10.0,0.007938504493874027,0.0044278920306976485,0.0,0.5704359090420368,0.4944914520987116,0.5514497948062055,0.5134775663345429,0.0,0.0,0.0
55.09,3.064076442519331,-5.984746915283295,9.987354557360305,2.9530787804872523,-5.785980892763648,10.0,0.007950640900785864,0.004439906481283149,0.0,0.5707599206300643,0.4943583062269149,0.551659517029277,0.5134587098277023,0.0,0.0,0.0
55.1,3.0583730093033665,-5.974794269240438,9.987494521962793,2.9470752292529143,-5.775727034222678,10.0,0.00796268940071041,0.004451911202018088,0.0,0.5710819138777521,0.49422687099749263,0.5518681531576872,0.5134406317175575,0.0,0.0,0.0
55.11,3.0526681515328327,-5.964830288349524,9.987635499502163,2.941070514559945,-5.765464055020346,10.0,0.007974649333167107,0.0044639054789155,0.0,0.5714018765073178,0.4940971563538944,0.5520756964689619,0.5134233363922502,0.0,0.0,0.0
55.12,3.046961853742631,-5.95485497253856,9.987777478559314,2.9350646387789143,-5.755191971363307,10.0,0.007986520047010117,0.004475888598548661,0.0,0.5717197963348637,0.4939691721494826,0.5522821402885184,0.5134068281958278,0.0,0.0,0.0
55.13,3.041254100483262,-5.9448683219852425,9.98792044763402,2.929057604280846,-5.74491079947259,10.0,0.007998300900506088,0.00448785984809664,0.0,0.5720356612709314,0.49384292814700587,0.55248747798995,0.5133911114279872,0.0,0.0,0.0
55.14,3.0355448763219552,-5.934870337118828,9.988064395145862,2.9230494134372274,-5.734620555583554,10.0,0.008009991261410967,0.004499818515389116,0.0,0.5723494593210542,0.49371843401807725,0.55269170299531,0.5133761903438214,0.0,0.0,0.0
55.15,3.029834165843822,-5.924861018622004,9.988209309435172,2.917040068619988,-5.724321255945913,10.0,0.008021590507043649,0.004511763888953357,0.0,0.5726611785863013,0.49359569934265723,0.5528948087753902,0.5133620691535683,0.0,0.0,0.0
55.16,3.0241219536529917,-5.914840367432725,9.988355178763971,2.911029572201527,-5.714012916823645,10.0,0.008033098024363205,0.004523695258058584,0.0,0.572970807263819,0.4934747336085402,0.5530967888499992,0.51334875202236,0.0,0.0,0.0
55.17,3.0184082243737436,-5.904808384745994,9.988501991316923,2.905017926554697,-5.703695554495054,10.0,0.008044513210037607,0.004535611912761865,0.0,0.5732783336473669,0.493355546210848,0.5532976367882372,0.5133362430699777,0.0,0.0,0.0
