time,x_ref,y_ref,z_ref,yaw_ref,eta1,eta2,eta3,eta4,eta_min,controller_mode,fault_type,return_or_land_status,safety_active
9.1290625,1.0302850588774404,-0.04806145566693722,2.0750938646807544,-0.5404195002705842,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
9.1490625,1.0184054197159882,-0.04750728597770632,2.0742279994447603,-0.5404195002705842,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
9.1690625,1.006557970157577,-0.046954617891518356,2.073364480396041,-0.5404195002705842,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
9.1890625,0.994743426272629,-0.046403484812125556,2.0725033597264586,-0.5404195002705842,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
9.2090625,0.9829625041315615,-0.04585392014327995,2.071644689627875,-0.5404195002705842,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
9.2290625,0.971215919804793,-0.045305957288733614,2.0707885222921507,-0.5404195002705842,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
9.2490625,0.9595043893627414,-0.04475962965223859,2.069934909911148,-0.540419500270584,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
9.2690625,0.9478286288758275,-0.04421497063754706,2.069083904676728,-0.5404195002705842,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
9.2890625,0.9361893544144705,-0.04367201364841114,2.068235558780753,-0.5404195002705842,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
9.3090625,0.9245872820490859,-0.04313079208858275,2.0673899244150835,-0.5404195002705842,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
9.3290625,0.9130231278500962,-0.04259133936181417,2.0665470537715818,-0.5404195002705842,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
9.3490625,0.9014976078879166,-0.042053688871857293,2.0657069990421086,-0.5404195002705842,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
9.3690625,0.8900114382329675,-0.04151787402246431,2.0648698124185265,-0.5404195002705842,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
9.3890625,0.8785653349556688,-0.040983928217387354,2.064035546092696,-0.540419500270584,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
9.4090625,0.8671600141264376,-0.040451884860378436,2.0632042522564795,-0.540419500270584,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
9.4290625,0.855796191815693,-0.03992177735518965,2.062375983101738,-0.5404195002705842,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
9.4490625,0.8444745840938546,-0.039393639105573114,2.061550790820333,-0.5404195002705842,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
9.4690625,0.8331959070313402,-0.0388675035152809,2.060728727604127,-0.5404195002705842,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
9.4890625,0.8219608766985681,-0.03834340398806505,2.05990984564498,-0.5404195002705842,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
9.5090625,0.8107702091659581,-0.037821373927677704,2.0590941971347543,-0.540419500270584,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
9.5290625,0.7996246205039301,-0.037301446737871,2.0582818342653115,-0.5404195002705842,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
9.5490625,0.7885248267829003,-0.03678365582239691,2.057472809228513,-0.540419500270584,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
9.5690625,0.7774715440732892,-0.036268034585007616,2.05666717421622,-0.5404195002705842,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
9.5890625,0.766465488445514,-0.035754616429455106,2.055864981420295,-0.5404195002705842,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
9.6090625,0.7555073759699938,-0.035243434759491495,2.0550662830325983,-0.5404195002705842,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
9.6290625,0.7445979227171504,-0.03473452297886902,2.0542711312449926,-0.540419500270584,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
9.6490625,0.7337378447573989,-0.03422791449133958,2.0534795782493385,-0.5404195002705842,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
9.6690625,0.7229278581611583,-0.03372364270065528,2.052691676237498,-0.5404195002705842,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
9.6890625,0.7121686789988496,-0.033221741010568316,2.0519074774013326,-0.5404195002705842,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
9.7090625,0.7014610233408904,-0.03272224282483072,2.0511270339327035,-0.5404195002705842,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
9.7290625,0.6908056072576979,-0.032225181547194504,2.0503503980234723,-0.5404195002705842,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
9.7490625,0.6802031468196925,-0.03173059058141183,2.049577621865501,-0.5404195002705842,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
9.7690625,0.6696543580972941,-0.03123850333123484,2.048808757650651,-0.5404195002705842,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
9.7890625,0.659159957160919,-0.030748953200415503,2.048043857570783,-0.5404195002705842,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
9.8090625,0.6487206600809878,-0.030261973592706,2.04728297381776,-0.5404195002705842,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
9.8290625,0.6383371829279177,-0.029777597911858338,2.0465261585834424,-0.5404195002705842,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
9.8490625,0.6280102417721272,-0.029295859561624588,2.0457734640596916,-0.540419500270584,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
9.8690625,0.6177405526840384,-0.028816791945757002,2.04502494243837,-0.540419500270584,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
9.8890625,0.6075288317340676,-0.028340428468007554,2.0442806459113387,-0.5404195002705842,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
9.9090625,0.597375794992632,-0.027866802532128254,2.043540626670459,-0.5404195002705842,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
9.9290625,0.5872821585301521,-0.02739594754187126,2.042804936907593,-0.5404195002705842,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
9.9490625,0.5772486384170484,-0.02692789690098876,2.0420736288146015,-0.5404195002705842,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
9.9690625,0.5672759507237358,-0.02646268401323264,2.041346754583347,-0.5404195002705842,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
9.9890625,0.5573648115206364,-0.02600034228235516,2.04062436640569,-0.5404195002705842,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
10.0090625,0.5475159368781667,-0.025540905112108287,2.039906516473492,-0.5404195002705842,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
10.0290625,0.5377300428667473,-0.02508440590624421,2.0391932569786158,-0.5404195002705842,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
10.0490625,0.528007845556797,-0.024630878068515,2.0384846401129217,-0.5404195002705842,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
10.0690625,0.5183500610187318,-0.024180355002672627,2.0377807180682717,-0.5404195002705842,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
10.0890625,0.5087574053229721,-0.023732870112469256,2.0370815430365274,-0.5404195002705842,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
10.1090625,0.49923059453993823,-0.023288456801657042,2.03638716720955,-0.5404195002705842,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
10.1290625,0.48977034474004716,-0.022847148473987985,2.0356976427792017,-0.5404195002705842,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
10.1490625,0.4803773719937181,-0.0224089785332142,2.0350130219373432,-0.5404195002705842,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
10.1690625,0.471052392371369,-0.021973980383087732,2.034333356875836,-0.540419500270584,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
10.1890625,0.4617961219434202,-0.021542187427360745,2.033658699786543,-0.5404195002705842,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
10.2090625,0.45260927678028817,-0.02111363306978522,2.032989102861324,-0.540419500270584,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
10.2290625,0.44349257295239514,-0.020688350714113398,2.0323246182920416,-0.5404195002705842,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
10.2490625,0.4344467265301565,-0.020266373764097213,2.031665298270557,-0.5404195002705842,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
10.2690625,0.42547245358399216,-0.019847735623488814,2.0310111949887313,-0.5404195002705842,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
10.2890625,0.416570470184322,-0.019432469696040323,2.030362360638427,-0.5404195002705842,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
10.3090625,0.40774149240156266,-0.019020609385503744,2.0297188474115044,-0.540419500270584,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
10.3290625,0.3989862363061353,-0.01861218809563127,2.0290807074998263,-0.5404195002705842,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
10.3490625,0.3903054179684561,-0.018207239230174865,2.028447993095254,-0.5404195002705842,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
10.3690625,0.3816997534589464,-0.01780579619288674,2.027820756389648,-0.540419500270584,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
10.3890625,0.3731699588480228,-0.017407892387518876,2.027199049574871,-0.5404195002705842,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
10.4090625,0.36471675020610417,-0.017013561217823374,2.0265829248427836,-0.5404195002705842,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
10.4290625,0.35634084360361196,-0.01662283608755244,2.0259724343852477,-0.5404195002705842,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
10.4490625,0.34804295511096095,-0.016235750400457973,2.025367630394125,-0.5404195002705842,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
10.4690625,0.33982380079857355,-0.015852337560292237,2.0247685650612772,-0.5404195002705842,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
10.4890625,0.3316840967368663,-0.01547263097080721,2.0241752905785653,-0.5404195002705842,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
10.5090625,0.32362455899625847,-0.01509666403575501,2.023587859137851,-0.5404195002705842,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
10.5290625,0.31564590364716943,-0.014724470158887741,2.0230063229309962,-0.5404195002705842,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
10.5490625,0.3077488467600157,-0.014356082743957395,2.022430734149862,-0.5404195002705842,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
10.5690625,0.29993410440522,-0.013991535194716239,2.02186114498631,-0.5404195002705842,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
10.5890625,0.2922023926531968,-0.013630860914916164,2.021297607632202,-0.540419500270584,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
10.6090625,0.2845544275743682,-0.013274093308309406,2.0207401742793993,-0.540419500270584,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
10.6290625,0.2769909252391521,-0.01292126577864802,2.020188897119763,-0.5404195002705842,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
10.6490625,0.2695126017179643,-0.01257241172968395,2.0196438283451554,-0.5404195002705842,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
10.6690625,0.2621201730812291,-0.01222756456516954,2.019105020147438,-0.540419500270584,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
10.6890625,0.25481435539935937,-0.011886757688856605,2.0185725247184716,-0.5404195002705842,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
10.7090625,0.2475958647427794,-0.01155002450449749,2.0180463942501183,-0.5404195002705842,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
10.7290625,0.24046541718190217,-0.011217398415844012,2.0175266809342394,-0.5404195002705842,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
10.7490625,0.2334237287871512,-0.01088891282664848,2.0170134369626966,-0.540419500270584,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
10.7690625,0.2264715156289444,-0.010564601140662941,2.016506714527351,-0.5404195002705842,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
10.7890625,0.219609493777699,-0.010244496761639408,2.016006565820065,-0.540419500270584,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
10.8090625,0.21283837930383287,-0.009928633093329932,2.0155130430326995,-0.5404195002705842,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
10.8290625,0.20615888827776677,-0.009617043539486688,2.015026198357116,-0.5404195002705842,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
10.8490625,0.19957173676992132,-0.009309761503861855,2.0145460839851763,-0.5404195002705842,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
10.8690625,0.19307764085071033,-0.009006820390207284,2.0140727521087416,-0.5404195002705842,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
10.8890625,0.18667731659055586,-0.008708253602275217,2.0136062549196736,-0.5404195002705842,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
10.9090625,0.18037148005987721,-0.008414094543817767,2.0131466446098343,-0.5404195002705842,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
10.9290625,0.1741608473290895,-0.008124376618586853,2.0126939733710842,-0.5404195002705842,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
10.9490625,0.16804613446861624,-0.007839133230334782,2.012248293395286,-0.5404195002705842,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
10.9690625,0.16202805754887115,-0.007558397782813405,2.0118096568743,-0.5404195002705842,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
10.9890625,0.15610733264027843,-0.007282203679775063,2.0113781159999884,-0.5404195002705842,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
11.0090625,0.1502846758132525,-0.00701058432497164,2.010953722964213,-0.5404195002705842,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
11.0290625,0.14456080313821335,-0.006743573122155282,2.010536529958835,-0.5404195002705842,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
11.0490625,0.13893643068558167,-0.0064812034750781665,2.010126589175716,-0.5404195002705842,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
11.0690625,0.13341227452577262,-0.0062235087874922095,2.0097239528067172,-0.5404195002705842,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
11.0890625,0.127989050729209,-0.005970522463149688,2.0093286730437008,-0.5404195002705842,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
11.1090625,0.12266747536630658,-0.005722277905802551,2.0089408020785275,-0.5404195002705842,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
11.1290625,0.11744826450748469,-0.00547880851920291,2.0085603921030595,-0.540419500270584,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
11.1490625,0.11233213422316266,-0.0052401477071028785,2.008187495309158,-0.5404195002705842,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
11.1690625,0.10731980058375767,-0.005006328873254471,2.0078221638886844,-0.5404195002705842,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
11.1890625,0.10241197965969115,-0.004777385421409898,2.007464450033501,-0.5404195002705842,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
11.2090625,0.09760938752138099,-0.004553350755321207,2.0071144059354684,-0.540419500270584,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
11.2290625,0.09291274023924372,-0.004334258278740379,2.0067720837864482,-0.5404195002705842,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
11.2490625,0.08832275388370142,-0.004120141395419659,2.0064375357783026,-0.5404195002705842,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
11.2690625,0.08384014452516993,-0.003911033509110995,2.0061108141028927,-0.5404195002705842,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
11.2890625,0.07946562823407063,-0.003706968023566597,2.0057919709520804,-0.5404195002705842,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
11.3090625,0.07519992108081866,-0.003507978342538383,2.0054810585177263,-0.540419500270584,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
11.3290625,0.0710437391358375,-0.0033140978697786608,2.005178128991693,-0.540419500270584,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
11.3490625,0.06699779846954369,-0.0031253600090394122,2.0048832345658414,-0.5404195002705842,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
11.3690625,0.06306281515235301,-0.002941798164072587,2.004596427432033,-0.5404195002705842,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
11.3890625,0.05923950525468969,-0.0027634457386305255,2.00431775978213,-0.540419500270584,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
11.4090625,0.05552858484696952,-0.002590336136465178,2.0040472838079935,-0.540419500270584,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
11.4290625,0.051930769999610424,-0.0024225027613285913,2.0037850517014846,-0.540419500270584,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
11.4490625,0.04844677678303101,-0.0022599790169728455,2.0035311156544653,-0.5404195002705842,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
11.4690625,0.04507732126765477,-0.0021027983071502487,2.003285527858797,-0.5404195002705842,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
11.4890625,0.04182311952389334,-0.001950994035612555,2.003048340506341,-0.5404195002705842,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
11.5090625,0.038684887622170906,-0.0018045996061121046,2.0028196057889596,-0.5404195002705842,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
11.5290625,0.035663341632903994,-0.0016636484224008801,2.0025993758985137,-0.540419500270584,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
11.5490625,0.0327591976265119,-0.001528173888230994,2.002387703026865,-0.5404195002705842,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
11.5690625,0.029973171673413238,-0.0013982094073545258,2.0021846393658747,-0.540419500270584,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
11.5890625,0.027305979844027318,-0.0012737883835235886,2.001990237107405,-0.5404195002705842,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
11.6090625,0.02475833820877135,-0.0011549442204901968,2.001804548443317,-0.5404195002705842,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
11.6290625,0.02233096283806464,-0.001041710322006463,2.001627625565472,-0.5404195002705842,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
11.6490625,0.020024569802329296,-0.0009341200918246302,2.001459520665732,-0.5404195002705842,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
11.6690625,0.01783987517197763,-0.0008322069336964849,2.001300285935958,-0.5404195002705842,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
11.6890625,0.015777595017433158,-0.000736004251374335,2.0011499735680123,-0.5404195002705842,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,degraded_return,1
11.7090625,0.013838445409113075,-0.0006455454486101955,2.0010086357537555,-0.5404195002705842,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,return_hold,1
11.71875,0.012943648068476664,-0.0006038043184760294,2.000943417113695,-0.5404195002705842,1.0,1.0,1.0,1.0,1.0,DISTURBANCE_REJECTION,none,return_hold,1
