time,x_ref,y_ref,z_ref,yaw_ref,task_phase,actual_mass_scale,mass_estimate_scale,mass_phase,acc_residual_raw_z_m_s2,disturbance_hat_z_m_s2,disturbance_comp_z_m_s2,acc_residual_after_comp_z_m_s2,controller_mode,disturbance_type
0.0,0.0,0.0,2.0,0.0,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
0.01,4.731264316049383e-08,2.3656321580246914e-08,2.0000000047312643,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
0.02,3.777438403950617e-07,1.8887192019753086e-07,2.000000037774384,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
0.03,1.272332288e-06,6.36166144e-07,2.000000127233229,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
0.04,3.0098532630123452e-06,1.5049266315061726e-06,2.0000003009853264,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
0.05,5.866824691358026e-06,2.933412345679013e-06,2.0000005866824693,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
0.06,1.0117513216e-05,5.058756608e-06,2.0000010117513214,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
0.07,1.6033940265086423e-05,8.016970132543212e-06,2.0000016033940264,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
0.08,2.3885888120098767e-05,1.1942944060049383e-05,2.000002388588812,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
0.09,3.3940905984000004e-05,1.6970452992000002e-05,2.0000033940905984,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
0.1,4.6464316049382724e-05,2.3232158024691362e-05,2.000004646431605,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
0.11,6.171921956661728e-05,3.085960978330864e-05,2.0000061719219566,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
0.12,7.9966502912e-05,3.9983251456e-05,2.0000079966502913,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
0.13,0.00010146484365590122,5.073242182795061e-05,2.0000101464843656,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
0.14,0.00012647071663091363,6.323535831545681e-05,2.0000126470716633,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
0.15,0.00015523840000000003,7.761920000000002e-05,2.00001552384,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
0.16,0.00018801998132464195,9.400999066232098e-05,2.0000188019981326,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
0.17,0.0002250653636329877,0.00011253268181649385,2.0000225065363635,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
0.18,0.000266622271488,0.000133311135744,2.0000266622271488,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
0.19,0.0003129362570556049,0.00015646812852780246,2.0000312936257054,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
0.2,0.00036425070617283954,0.00018212535308641977,2.000036425070617,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
0.21,0.000420806844416,0.000210403422208,2.0000420806844414,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
0.22,0.00048284374316879007,0.00024142187158439503,2.000048284374317,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
0.23,0.0005505983256904693,0.00027529916284523465,2.0000550598325693,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
0.24,0.000624305373184,0.000312152686592,2.0000624305373185,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
0.25,0.0007041975308641975,0.00035209876543209874,2.0000704197530865,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
0.26,0.0007905053140258764,0.0003952526570129382,2.0000790505314026,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
0.27,0.0008834571141120003,0.00044172855705600013,2.0000883457114114,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
0.28,0.0009832792047818274,0.0004916396023909137,2.0000983279204783,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
0.29,0.0010901957479790613,0.0005450978739895306,2.000109019574798,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
0.3,0.0012044288000000005,0.0006022144000000002,2.00012044288,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
0.31,0.001326198317561679,0.0006630991587808395,2.0001326198317564,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
0.32,0.0014557221638700248,0.0007278610819350124,2.000145572216387,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
0.33,0.0015932161146880006,0.0007966080573440003,2.0001593216114686,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
0.34,0.0017388938644037535,0.0008694469322018767,2.0001738893864403,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
0.35,0.0018929670320987654,0.0009464835160493827,2.0001892967032098,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
0.36,0.002055645167616,0.001027822583808,2.0002055645167616,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
0.37,0.0022271357576280496,0.0011135678788140248,2.000222713575763,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
0.38,0.0024076442317052834,0.0012038221158526417,2.0002407644231703,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
0.39,0.002597373968384001,0.0012986869841920005,2.0002597373968385,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
0.4,0.0027965263012345682,0.0013982631506172841,2.0002796526301236,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
0.41,0.0030053005249295805,0.0015026502624647903,2.0003005300524928,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
0.42,0.003223893901312,0.001611946950656,2.0003223893901314,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
0.43,0.0034525016654633088,0.0017262508327316544,2.0003452501665464,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
0.44,0.0036913170317716543,0.0018456585158858271,2.0003691317031773,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
0.45,0.003940531200000001,0.0019702656000000003,2.00039405312,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
0.46,0.004200333361354272,0.002100166680677136,2.0004200333361353,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
0.47,0.004470910704551508,0.002235455352275754,2.000447091070455,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
0.48,0.0047524484218880005,0.0023762242109440002,2.000475244842189,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
0.49,0.005045129715307455,0.0025225648576537277,2.000504512971531,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
0.5,0.005349135802469136,0.002674567901234568,2.000534913580247,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
0.51,0.005664645922816002,0.002832322961408001,2.0005664645922816,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
0.52,0.005991837343642863,0.0029959186718214316,2.0005991837343644,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
0.53,0.006330885366164544,0.003165442683082272,2.0006330885366164,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
0.54,0.0066819633315840015,0.0033409816657920008,2.0006681963331583,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
0.55,0.007045242627160494,0.003522621313580247,2.000704524262716,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
0.56,0.007420892692277731,0.0037104463461388655,2.000742089269228,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
0.57,0.007809081024512003,0.0039045405122560017,2.0007809081024512,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
0.58,0.008209973185700343,0.0041049865928501714,2.00082099731857,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
0.59,0.00862373280800869,0.004311866404004345,2.000862373280801,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
0.6,0.009050521600000002,0.004525260800000001,2.00090505216,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
0.61,0.009490499352702417,0.0047452496763512085,2.0009490499352705,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
0.62,0.009943823945677433,0.004971911972838717,2.000994382394568,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
0.63,0.010410651353088003,0.005205325676544002,2.001041065135309,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
0.64,0.010891135649766716,0.005445567824883358,2.001089113564977,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
0.65,0.011385429017283951,0.0056927145086419755,2.0011385429017285,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
0.66,0.011893681750016006,0.005946840875008003,2.0011893681750017,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
0.67,0.012416042261213234,0.006208021130606617,2.0012416042261214,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
0.68,0.01295265708906825,0.006476328544534125,2.0012952657089067,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
0.69,0.013503670902784006,0.006751835451392003,2.0013503670902786,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
0.7,0.014069226508641976,0.007034613254320988,2.0014069226508644,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
0.71,0.014649464856070318,0.007324732428035159,2.001464946485607,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
0.72,0.015244525043712001,0.0076222625218560006,2.001524452504371,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
0.73,0.015854544325492933,0.007927272162746466,2.0015854544325493,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
0.74,0.016479658116690173,0.008239829058345086,2.001647965811669,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
0.75,0.017120000000000003,0.008560000000000002,2.001712,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
0.76,0.01777570173160612,0.00888785086580306,2.001777570173161,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
0.77,0.0184468932472478,0.0092234466236239,2.0018446893247246,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
0.78,0.019133702668288007,0.009566851334144004,2.001913370266829,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
0.79,0.019836256307781533,0.009918128153890766,2.0019836256307784,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
0.8,0.02055467867654321,0.010277339338271605,2.0020554678676543,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
0.81,0.021289092489216007,0.010644546244608004,2.0021289092489214,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
0.82,0.022039618670339163,0.011019809335169582,2.0022039618670338,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
0.83,0.0228063763604164,0.0114031881802082,2.0022806376360416,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
0.84,0.023589482921984,0.011794741460992,2.002358948292198,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
0.85,0.02438905394567901,0.012194526972839506,2.002438905394568,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
0.86,0.025205203256307363,0.012602601628153682,2.0025205203256307,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
0.87,0.026038042918912003,0.013019021459456001,2.002603804291891,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
0.88,0.026887683244841087,0.013443841622420544,2.002688768324484,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
0.89,0.027754232797816098,0.013877116398908049,2.0027754232797816,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
0.9,0.028637798400000004,0.014318899200000002,2.00286377984,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
0.91,0.02953848513806539,0.014769242569032694,2.0029538485138065,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
0.92,0.030456396369262617,0.015228198184631309,2.0030456396369263,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
0.93,0.03139163372748801,0.015695816863744005,2.0031391633727487,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
0.94,0.03234429712935191,0.016172148564675956,2.0032344297129354,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
0.95,0.033314484780246914,0.016657242390123457,2.0033314484780247,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
0.96,0.034302293180416,0.017151146590208,2.0034302293180417,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
0.97,0.03530781713102064,0.01765390856551032,2.0035307817131023,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
0.98,0.03633114974020898,0.01816557487010449,2.0036331149740207,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
0.99,0.037372382429183996,0.018686191214591998,2.0037372382429184,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
1.0,0.03843160493827161,0.019215802469135804,2.0038431604938274,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
1.01,0.039508905332988835,0.019754452666494417,2.003950890533299,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
1.02,0.04060437001011201,0.020302185005056005,2.0040604370010113,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
1.03,0.041718083703744795,0.020859041851872397,2.0041718083703746,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
1.04,0.04285012949138646,0.02142506474569323,2.0042850129491385,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
1.05,0.04400058880000001,0.022000294400000005,2.00440005888,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
1.06,0.04516954141208021,0.022584770706040105,2.004516954141208,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
1.07,0.04635706547172187,0.023178532735860936,2.0046357065471723,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
1.08,0.04756323749068801,0.023781618745344006,2.004756323749069,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
1.09,0.04878813235447784,0.02439406617723892,2.0048788132354476,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
1.1,0.050031823328395064,0.025015911664197532,2.0050031823328394,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
1.11,0.051294382063616015,0.025647191031808007,2.0051294382063616,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
1.12,0.0525758786032577,0.02628793930162885,2.0052575878603256,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
1.13,0.05387638138844603,0.026938190694223017,2.0053876381388447,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
1.14,0.055195957264384025,0.027597978632192013,2.0055195957264385,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
1.15,0.05653467148641977,0.028267335743209884,2.005653467148642,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
1.16,0.05789258772611475,0.028946293863057374,2.0057892587726114,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
1.17,0.05926976807731199,0.029634884038655995,2.0059269768077312,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
1.18,0.06066627306220403,0.030333136531102017,2.0060666273062204,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
1.19,0.062082161637401274,0.031041080818700637,2.0062082161637402,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
1.2,0.06351749120000003,0.03175874560000001,2.00635174912,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
1.21,0.06497231759365059,0.032486158796825294,2.006497231759365,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
1.22,0.06644669511462557,0.033223347557312786,2.0066446695114624,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
1.23,0.06794067651788802,0.03397033825894401,2.006794067651789,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
1.24,0.06945431302315931,0.034727156511579656,2.006945431302316,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
1.25,0.07098765432098764,0.03549382716049382,2.0070987654320986,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
1.26,0.07254074857881601,0.036270374289408006,2.0072540748578818,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
1.27,0.07411364244705027,0.03705682122352513,2.007411364244705,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
1.28,0.0757063810651275,0.03785319053256375,2.007570638106513,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
1.29,0.07731900806758403,0.038659504033792015,2.0077319008067582,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
1.3,0.07895156559012347,0.03947578279506173,2.0078951565590124,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
1.31,0.08060409427568514,0.04030204713784257,2.0080604094275687,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
1.32,0.08227663328051203,0.041138316640256016,2.0082276633280514,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
1.33,0.08396922028021887,0.04198461014010944,2.008396922028022,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
1.34,0.08568189147586054,0.04284094573793027,2.008568189147586,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
1.35,0.08741468160000003,0.043707340800000015,2.00874146816,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
1.36,0.08916762392277651,0.044583811961388255,2.0089167623922775,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
1.37,0.09094075025797373,0.04547037512898686,2.0090940750257973,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
1.38,0.09273409096908805,0.046367045484544026,2.0092734090969087,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
1.39,0.09454767497539636,0.04727383748769818,2.0094547674975396,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
1.4,0.0963815297580247,0.04819076487901235,2.0096381529758025,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
1.41,0.098235681366016,0.049117840683008,2.0098235681366017,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
1.42,0.10011015442239839,0.05005507721119919,2.01001101544224,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
1.43,0.1020049721302534,0.0510024860651267,2.010200497213025,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
1.44,0.10392015627878401,0.051960078139392005,2.0103920156278785,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
1.45,0.10585572724938273,0.05292786362469137,2.0105855727249384,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
1.46,0.10781170402169994,0.05390585201084997,2.01078117040217,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
1.47,0.109788104179712,0.054894052089856,2.010978810417971,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
1.48,0.11178494391778922,0.05589247195889461,2.0111784943917788,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
1.49,0.11380223804676423,0.056901119023382116,2.0113802238046765,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
1.5,0.11584000000000001,0.057920000000000006,2.011584,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
1.51,0.11789824183945796,0.05894912091972898,2.011789824183946,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
1.52,0.11997697426176629,0.059988487130883145,2.011997697426177,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
1.53,0.12207620660428803,0.061038103302144014,2.012207620660429,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
1.54,0.12419594685118893,0.06209797342559446,2.012419594685119,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
1.55,0.1263362016395062,0.0631681008197531,2.0126336201639505,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
1.56,0.12849697626521606,0.06424848813260803,2.0128496976265216,0.4636476090008061,OUTBOUND,1.2,1.2,payload_attached,0.0,0.0,0.0,0.0,NORMAL,NONE
