time,x_ref,y_ref,z_ref,yaw_ref,task_phase,actual_mass_scale,mass_estimate_scale,mass_phase,acc_residual_raw_z_m_s2,disturbance_hat_z_m_s2,disturbance_comp_z_m_s2,acc_residual_after_comp_z_m_s2,controller_mode,disturbance_type
18.93,2.9101381444485117,-0.5449309277757441,2.108986185555149,-2.677945044588987,RETURN,1.0,1.0000000215587996,payload_released,1.9619999999999997,1.9619999999999893,1.6350000352486287,0.32699996475137105,MASS_ADAPTATION,MASS_CHANGE
18.94,2.9051624584925744,-0.5474187707537129,2.1094837541507427,-2.677945044588987,RETURN,1.0,1.0000000206964477,payload_released,1.9619999999999997,1.9619999999999902,1.6350000338386839,0.3269999661613159,MASS_ADAPTATION,MASS_CHANGE
18.95,2.9001894678123454,-0.5499052660938273,2.1099810532187657,-2.677945044588987,RETURN,1.0,1.0000000198685899,payload_released,1.9619999999999997,1.961999999999991,1.635000032485137,0.3269999675148627,MASS_ADAPTATION,MASS_CHANGE
18.96,2.8952193134755846,-0.5523903432622077,2.1104780686524416,-2.677945044588987,RETURN,1.0,1.0000000190738463,payload_released,1.9619999999999997,1.961999999999992,1.635000031185732,0.32699996881426774,MASS_ADAPTATION,MASS_CHANGE
18.97,2.890252136428683,-0.5548739317856585,2.110974786357132,-2.677945044588987,RETURN,1.0,1.0000000183108924,payload_released,1.9619999999999997,1.9619999999999926,1.635000029938303,0.3269999700616968,MASS_ADAPTATION,MASS_CHANGE
18.98,2.885288077490606,-0.557355961254697,2.1114711922509395,-2.677945044588987,RETURN,1.0,1.0000000175784567,payload_released,1.9619999999999997,1.9619999999999933,1.635000028740771,0.32699997125922864,MASS_ADAPTATION,MASS_CHANGE
18.99,2.880327277346816,-0.5598363613265921,2.1119672722653187,-2.677945044588987,RETURN,1.0,1.0000000168753185,payload_released,1.9619999999999997,1.961999999999994,1.6350000275911407,0.32699997240885903,MASS_ADAPTATION,MASS_CHANGE
19.0,2.87536987654321,-0.562315061728395,2.112463012345679,-2.677945044588987,RETURN,1.0,1.0000000162003058,payload_released,1.9619999999999997,1.9619999999999944,1.6350000264874953,0.3269999735125044,MASS_ADAPTATION,MASS_CHANGE
19.01,2.870416015480049,-0.5647919922599757,2.1129583984519953,-2.677945044588987,RETURN,1.0,1.0000000155522937,payload_released,1.9619999999999997,1.9619999999999949,1.635000025427996,0.3269999745720038,MASS_ADAPTATION,MASS_CHANGE
19.02,2.865465834405888,-0.5672670827970561,2.113453416559411,-2.677945044588987,RETURN,1.0,1.000000014930202,payload_released,1.9619999999999997,1.9619999999999953,1.6350000244108764,0.3269999755891233,MASS_ADAPTATION,MASS_CHANGE
19.03,2.8605194734115145,-0.5697402632942427,2.1139480526588486,-2.677945044588987,RETURN,1.0,1.000000014332994,payload_released,1.9619999999999997,1.9619999999999957,1.6350000234344415,0.32699997656555824,MASS_ADAPTATION,MASS_CHANGE
19.04,2.855577072423873,-0.5722114637880635,2.1144422927576128,-2.677945044588987,RETURN,1.0,1.0000000137596743,payload_released,1.9619999999999997,1.9619999999999962,1.6350000224970644,0.3269999775029353,MASS_ADAPTATION,MASS_CHANGE
19.05,2.8506387712000003,-0.5746806143999998,2.11493612288,-2.677945044588987,RETURN,1.0,1.0000000132092874,payload_released,1.9619999999999997,1.9619999999999966,1.6350000215971823,0.32699997840281747,MASS_ADAPTATION,MASS_CHANGE
19.06,2.845704709320957,-0.5771476453395216,2.1154295290679044,-2.677945044588987,RETURN,1.0,1.0000000126809159,payload_released,1.9619999999999997,1.961999999999997,1.635000020733295,0.32699997926670465,MASS_ADAPTATION,MASS_CHANGE
19.07,2.840775026185759,-0.5796124869071204,2.1159224973814243,-2.677945044588987,RETURN,1.0,1.0000000121736794,payload_released,1.9619999999999997,1.9619999999999973,1.6350000199039636,0.32699998009603615,MASS_ADAPTATION,MASS_CHANGE
19.08,2.8358498610053116,-0.5820750694973442,2.116415013899469,-2.677945044588987,RETURN,1.0,1.0000000116867322,payload_released,1.9619999999999997,1.9619999999999975,1.6350000191078051,0.3269999808921946,MASS_ADAPTATION,MASS_CHANGE
19.09,2.8309293527963377,-0.5845353236018311,2.1169070647203663,-2.677945044588987,RETURN,1.0,1.0000000112192629,payload_released,1.9619999999999997,1.9619999999999977,1.635000018343493,0.3269999816565068,MASS_ADAPTATION,MASS_CHANGE
19.1,2.8260136403753093,-0.5869931798123453,2.117398635962469,-2.677945044588987,RETURN,1.0,1.0000000107704925,payload_released,1.9619999999999997,1.961999999999998,1.6350000176097537,0.3269999823902461,MASS_ADAPTATION,MASS_CHANGE
19.11,2.821102862352384,-0.5894485688238079,2.117889713764762,-2.677945044588987,RETURN,1.0,1.0000000103396727,payload_released,1.9619999999999997,1.9619999999999982,1.6350000169053636,0.3269999830946362,MASS_ADAPTATION,MASS_CHANGE
19.12,2.816197157125335,-0.5919014214373326,2.1183802842874666,-2.677945044588987,RETURN,1.0,1.0000000099260857,payload_released,1.9619999999999997,1.9619999999999984,1.635000016229149,0.3269999837708508,MASS_ADAPTATION,MASS_CHANGE
19.13,2.81129666287348,-0.59435166856326,2.118870333712652,-2.677945044588987,RETURN,1.0,1.0000000095290424,payload_released,1.9619999999999997,1.9619999999999986,1.6350000155799833,0.32699998442001643,MASS_ADAPTATION,MASS_CHANGE
19.14,2.8064015175516164,-0.5967992412241918,2.1193598482448386,-2.677945044588987,RETURN,1.0,1.0000000091478807,payload_released,1.9619999999999997,1.9619999999999989,1.635000014956784,0.3269999850432157,MASS_ADAPTATION,MASS_CHANGE
19.15,2.8015118588839503,-0.5992440705580249,2.119848814111605,-2.677945044588987,RETURN,1.0,1.0000000087819654,payload_released,1.9619999999999997,1.961999999999999,1.6350000143585128,0.3269999856414869,MASS_ADAPTATION,MASS_CHANGE
19.16,2.7966278243580334,-0.6016860878209833,2.1203372175641966,-2.677945044588987,RETURN,1.0,1.0000000084306868,payload_released,1.9619999999999997,1.9619999999999993,1.6350000137841725,0.32699998621582727,MASS_ADAPTATION,MASS_CHANGE
19.17,2.7917495512186887,-0.6041252243906557,2.1208250448781314,-2.677945044588987,RETURN,1.0,1.0000000080934592,payload_released,1.9619999999999997,1.9619999999999995,1.6350000132328055,0.3269999867671942,MASS_ADAPTATION,MASS_CHANGE
19.18,2.7868771764619438,-0.6065614117690281,2.1213122823538058,-2.677945044588987,RETURN,1.0,1.0000000077697209,payload_released,1.9619999999999997,1.9619999999999995,1.6350000127034934,0.32699998729650637,MASS_ADAPTATION,MASS_CHANGE
19.19,2.7820108368289684,-0.6089945815855158,2.121798916317103,-2.677945044588987,RETURN,1.0,1.0000000074589321,payload_released,1.9619999999999997,1.9619999999999995,1.6350000121953536,0.3269999878046461,MASS_ADAPTATION,MASS_CHANGE
19.2,2.7771506688,-0.6114246655999999,2.12228493312,-2.677945044588987,RETURN,1.0,1.0000000071605748,payload_released,1.9619999999999997,1.9619999999999995,1.6350000117075394,0.32699998829246035,MASS_ADAPTATION,MASS_CHANGE
19.21,2.7722968085882753,-0.6138515957058625,2.1227703191411726,-2.677945044588987,RETURN,1.0,1.000000006874152,payload_released,1.9619999999999997,1.9619999999999995,1.635000011239238,0.32699998876076175,MASS_ADAPTATION,MASS_CHANGE
19.22,2.767449392133967,-0.6162753039330164,2.123255060786603,-2.677945044588987,RETURN,1.0,1.0000000065991859,payload_released,1.9619999999999997,1.9619999999999995,1.6350000107896685,0.32699998921033124,MASS_ADAPTATION,MASS_CHANGE
19.23,2.7626085550981117,-0.6186957224509441,2.1237391444901887,-2.677945044588987,RETURN,1.0,1.0000000063352186,payload_released,1.9619999999999997,1.9619999999999995,1.6350000103580822,0.32699998964191757,MASS_ADAPTATION,MASS_CHANGE
19.24,2.757774432856544,-0.6211127835717279,2.124222556714346,-2.677945044588987,RETURN,1.0,1.0000000060818097,payload_released,1.9619999999999997,1.9619999999999995,1.6350000099437585,0.32699999005624125,MASS_ADAPTATION,MASS_CHANGE
19.25,2.752947160493828,-0.6235264197530861,2.1247052839506173,-2.677945044588987,RETURN,1.0,1.0000000058385372,payload_released,1.9619999999999997,1.9619999999999995,1.635000009546008,0.32699999045399175,MASS_ADAPTATION,MASS_CHANGE
19.26,2.7481268727971844,-0.6259365636014078,2.1251873127202816,-2.677945044588987,RETURN,1.0,1.0000000056049956,payload_released,1.9619999999999997,1.9619999999999995,1.6350000091641674,0.3269999908358323,MASS_ADAPTATION,MASS_CHANGE
19.27,2.7433137042504314,-0.6283431478747843,2.125668629574957,-2.677945044588987,RETURN,1.0,1.0000000053807958,payload_released,1.9619999999999997,1.9619999999999995,1.6350000087976009,0.32699999120239887,MASS_ADAPTATION,MASS_CHANGE
19.28,2.7385077890279095,-0.6307461054860453,2.1261492210972093,-2.677945044588987,RETURN,1.0,1.000000005165564,payload_released,1.9619999999999997,1.9619999999999995,1.6350000084456968,0.3269999915543029,MASS_ADAPTATION,MASS_CHANGE
19.29,2.733709260988416,-0.633145369505792,2.1266290739011584,-2.677945044588987,RETURN,1.0,1.0000000049589413,payload_released,1.9619999999999997,1.9619999999999995,1.6350000081078686,0.32699999189213114,MASS_ADAPTATION,MASS_CHANGE
19.3,2.728918253669135,-0.6355408731654324,2.1271081746330864,-2.677945044588987,RETURN,1.0,1.0000000047605835,payload_released,1.9619999999999997,1.9619999999999995,1.6350000077835538,0.32699999221644593,MASS_ADAPTATION,MASS_CHANGE
19.31,2.724134900279574,-0.6379325498602131,2.127586509972043,-2.677945044588987,RETURN,1.0,1.0000000045701603,payload_released,1.9619999999999997,1.9619999999999995,1.6350000074722117,0.326999992527788,MASS_ADAPTATION,MASS_CHANGE
19.32,2.719359333695488,-0.640320333152256,2.128064066630451,-2.677945044588987,RETURN,1.0,1.0000000043873538,payload_released,1.9619999999999997,1.9619999999999995,1.635000007173323,0.3269999928266767,MASS_ADAPTATION,MASS_CHANGE
19.33,2.7145916864528186,-0.6427041567735907,2.128540831354718,-2.677945044588987,RETURN,1.0,1.0000000042118597,payload_released,1.9619999999999997,1.9619999999999995,1.6350000068863904,0.3269999931136094,MASS_ADAPTATION,MASS_CHANGE
19.34,2.709832090741621,-0.6450839546291894,2.129016790925838,-2.677945044588987,RETURN,1.0,1.0000000040433854,payload_released,1.9619999999999997,1.9619999999999995,1.6350000066109347,0.32699999338906505,MASS_ADAPTATION,MASS_CHANGE
19.35,2.7050806784,-0.6474596608000001,2.12949193216,-2.677945044588987,RETURN,1.0,1.0000000038816501,payload_released,1.9619999999999997,1.9619999999999995,1.6350000063464976,0.3269999936535022,MASS_ADAPTATION,MASS_CHANGE
19.36,2.700337580908038,-0.6498312095459811,2.1299662419091963,-2.677945044588987,RETURN,1.0,1.000000003726384,payload_released,1.9619999999999997,1.9619999999999995,1.6350000060926377,0.326999993907362,MASS_ADAPTATION,MASS_CHANGE
19.37,2.69560292938173,-0.652198535309135,2.1304397070618273,-2.677945044588987,RETURN,1.0,1.0000000035773287,payload_released,1.9619999999999997,1.9619999999999995,1.635000005848932,0.32699999415106773,MASS_ADAPTATION,MASS_CHANGE
19.38,2.690876854566912,-0.6545615727165439,2.130912314543309,-2.677945044588987,RETURN,1.0,1.0000000034342356,payload_released,1.9619999999999997,1.9619999999999995,1.6350000056149747,0.32699999438502503,MASS_ADAPTATION,MASS_CHANGE
19.39,2.686159486833197,-0.6569202565834017,2.1313840513166804,-2.677945044588987,RETURN,1.0,1.0000000032968661,payload_released,1.9619999999999997,1.9619999999999995,1.6350000053903757,0.32699999460962403,MASS_ADAPTATION,MASS_CHANGE
19.4,2.681450956167901,-0.6592745219160493,2.13185490438321,-2.677945044588987,RETURN,1.0,1.0000000031649914,payload_released,1.9619999999999997,1.9619999999999995,1.6350000051747604,0.32699999482523934,MASS_ADAPTATION,MASS_CHANGE
19.41,2.676751392169984,-0.661624303915008,2.132324860783002,-2.677945044588987,RETURN,1.0,1.0000000030383918,payload_released,1.9619999999999997,1.9619999999999995,1.6350000049677702,0.32699999503222954,MASS_ADAPTATION,MASS_CHANGE
19.42,2.672060924043972,-0.6639695379780138,2.132793907595603,-2.677945044588987,RETURN,1.0,1.000000002916856,payload_released,1.9619999999999997,1.9619999999999995,1.6350000047690594,0.32699999523094037,MASS_ADAPTATION,MASS_CHANGE
19.43,2.6673796805938945,-0.6663101597030526,2.133262031940611,-2.677945044588987,RETURN,1.0,1.0000000028001819,payload_released,1.9619999999999997,1.9619999999999995,1.6350000045782969,0.3269999954217029,MASS_ADAPTATION,MASS_CHANGE
19.44,2.6627077902172163,-0.6686461048913919,2.1337292209782786,-2.677945044588987,RETURN,1.0,1.0000000026881746,payload_released,1.9619999999999997,1.9619999999999995,1.6350000043951651,0.3269999956048346,MASS_ADAPTATION,MASS_CHANGE
19.45,2.6580453808987654,-0.6709773095506173,2.1341954619101235,-2.677945044588987,RETURN,1.0,1.0000000025806477,payload_released,1.9619999999999997,1.9619999999999995,1.6350000042193586,0.3269999957806411,MASS_ADAPTATION,MASS_CHANGE
19.46,2.65339258020467,-0.6733037098976651,2.134660741979533,-2.677945044588987,RETURN,1.0,1.0000000024774218,payload_released,1.9619999999999997,1.9619999999999995,1.6350000040505843,0.3269999959494154,MASS_ADAPTATION,MASS_CHANGE
19.47,2.648749515276288,-0.6756252423618561,2.1351250484723714,-2.677945044588987,RETURN,1.0,1.000000002378325,payload_released,1.9619999999999997,1.9619999999999995,1.6350000038885613,0.3269999961114385,MASS_ADAPTATION,MASS_CHANGE
19.48,2.644116312824136,-0.6779418435879321,2.1355883687175865,-2.677945044588987,RETURN,1.0,1.000000002283192,payload_released,1.9619999999999997,1.9619999999999995,1.6350000037330186,0.3269999962669812,MASS_ADAPTATION,MASS_CHANGE
19.49,2.6394930991218284,-0.6802534504390858,2.136050690087817,-2.677945044588987,RETURN,1.0,1.0000000021918645,payload_released,1.9619999999999997,1.9619999999999995,1.635000003583698,0.32699999641630173,MASS_ADAPTATION,MASS_CHANGE
19.5,2.6348800000000008,-0.6825599999999996,2.136512,-2.677945044588987,RETURN,1.0,1.00000000210419,payload_released,1.9619999999999997,1.9619999999999995,1.6350000034403502,0.3269999965596495,MASS_ADAPTATION,MASS_CHANGE
19.51,2.6302771408402457,-0.6848614295798772,2.1369722859159754,-2.677945044588987,RETURN,1.0,1.0000000020200224,payload_released,1.9619999999999997,1.9619999999999995,1.6350000033027363,0.32699999669726343,MASS_ADAPTATION,MASS_CHANGE
19.52,2.6256846465690478,-0.687157676715476,2.1374315353430955,-2.677945044588987,RETURN,1.0,1.0000000019392215,payload_released,1.9619999999999997,1.9619999999999995,1.6350000031706267,0.3269999968293731,MASS_ADAPTATION,MASS_CHANGE
19.53,2.6211026416517123,-0.6894486791741439,2.137889735834829,-2.677945044588987,RETURN,1.0,1.0000000018616526,payload_released,1.9619999999999997,1.9619999999999995,1.6350000030438017,0.3269999969561981,MASS_ADAPTATION,MASS_CHANGE
19.54,2.6165312500862914,-0.6917343749568543,2.138346874991371,-2.677945044588987,RETURN,1.0,1.0000000017871864,payload_released,1.9619999999999997,1.9619999999999995,1.6350000029220495,0.32699999707795024,MASS_ADAPTATION,MASS_CHANGE
19.55,2.6119705953975307,-0.6940147023012345,2.138802940460247,-2.677945044588987,RETURN,1.0,1.000000001715699,payload_released,1.9619999999999997,1.9619999999999995,1.6350000028051674,0.3269999971948323,MASS_ADAPTATION,MASS_CHANGE
19.56,2.6074208006307833,-0.6962895996846085,2.139257919936922,-2.677945044588987,RETURN,1.0,1.000000001647071,payload_released,1.9619999999999997,1.9619999999999995,1.6350000026929605,0.3269999973070392,MASS_ADAPTATION,MASS_CHANGE
19.57,2.6028819883459566,-0.6985590058270217,2.1397118011654044,-2.677945044588987,RETURN,1.0,1.000000001581188,payload_released,1.9619999999999997,1.9619999999999995,1.6350000025852423,0.3269999974147575,MASS_ADAPTATION,MASS_CHANGE
19.58,2.598354280611436,-0.700822859694282,2.1401645719388567,-2.677945044588987,RETURN,1.0,1.0000000015179404,payload_released,1.9619999999999997,1.9619999999999995,1.6350000024818323,0.32699999751816744,MASS_ADAPTATION,MASS_CHANGE
19.59,2.593837798998016,-0.703081100500992,2.1406162201001986,-2.677945044588987,RETURN,1.0,1.0000000014572228,payload_released,1.9619999999999997,1.9619999999999995,1.6350000023825588,0.3269999976174409,MASS_ADAPTATION,MASS_CHANGE
19.6,2.589332664572839,-0.7053336677135804,2.1410667335427163,-2.677945044588987,RETURN,1.0,1.0000000013989339,payload_released,1.9619999999999997,1.9619999999999995,1.6350000022872566,0.32699999771274313,MASS_ADAPTATION,MASS_CHANGE
19.61,2.584838997893322,-0.7075805010533389,2.141516100210668,-2.677945044588987,RETURN,1.0,1.0000000013429764,payload_released,1.9619999999999997,1.9619999999999995,1.635000002195766,0.3269999978042337,MASS_ADAPTATION,MASS_CHANGE
19.62,2.580356919001089,-0.7098215404994555,2.141964308099891,-2.677945044588987,RETURN,1.0,1.0000000012892574,payload_released,1.9619999999999997,1.9619999999999995,1.6350000021079354,0.32699999789206435,MASS_ADAPTATION,MASS_CHANGE
19.63,2.5758865474158994,-0.7120567262920503,2.1424113452584104,-2.677945044588987,RETURN,1.0,1.000000001237687,payload_released,1.9619999999999997,1.9619999999999995,1.635000002023618,0.3269999979763818,MASS_ADAPTATION,MASS_CHANGE
19.64,2.5714280021295917,-0.7142859989352042,2.142857199787041,-2.677945044588987,RETURN,1.0,1.0000000011881796,payload_released,1.9619999999999997,1.9619999999999995,1.6350000019426731,0.3269999980573266,MASS_ADAPTATION,MASS_CHANGE
19.65,2.5669814015999997,-0.7165092992000002,2.14330185984,-2.677945044588987,RETURN,1.0,1.0000000011406525,payload_released,1.9619999999999997,1.9619999999999995,1.6350000018649664,0.32699999813503333,MASS_ADAPTATION,MASS_CHANGE
19.66,2.562546863744897,-0.7187265681275515,2.1437453136255105,-2.677945044588987,RETURN,1.0,1.0000000010950263,payload_released,1.9619999999999997,1.9619999999999995,1.6350000017903676,0.3269999982096321,MASS_ADAPTATION,MASS_CHANGE
19.67,2.5581245059359223,-0.7209377470320388,2.144187549406408,-2.677945044588987,RETURN,1.0,1.0000000010512253,payload_released,1.9619999999999997,1.9619999999999995,1.6350000017187531,0.3269999982812466,MASS_ADAPTATION,MASS_CHANGE
19.68,2.5537144449925115,-0.7231427775037441,2.144628555500749,-2.677945044588987,RETURN,1.0,1.0000000010091763,payload_released,1.9619999999999997,1.9619999999999995,1.635000001650003,0.3269999983499967,MASS_ADAPTATION,MASS_CHANGE
19.69,2.549316797175832,-0.7253416014120838,2.145068320282417,-2.677945044588987,RETURN,1.0,1.0000000009688093,payload_released,1.9619999999999997,1.9619999999999995,1.635000001584003,0.3269999984159968,MASS_ADAPTATION,MASS_CHANGE
19.7,2.5449316781827154,-0.7275341609086423,2.1455068321817286,-2.677945044588987,RETURN,1.0,1.000000000930057,payload_released,1.9619999999999997,1.9619999999999995,1.6350000015206427,0.326999998479357,MASS_ADAPTATION,MASS_CHANGE
19.71,2.5405592031395843,-0.729720398430208,2.145944079686042,-2.677945044588987,RETURN,1.0,1.0000000008928547,payload_released,1.9619999999999997,1.9619999999999995,1.6350000014598172,0.3269999985401826,MASS_ADAPTATION,MASS_CHANGE
19.72,2.5361994865963866,-0.7319002567018067,2.1463800513403615,-2.677945044588987,RETURN,1.0,1.0000000008571406,payload_released,1.9619999999999997,1.9619999999999995,1.6350000014014245,0.3269999985985752,MASS_ADAPTATION,MASS_CHANGE
19.73,2.5318526425205317,-0.7340736787397343,2.146814735747947,-2.677945044588987,RETURN,1.0,1.0000000008228551,payload_released,1.9619999999999997,1.9619999999999995,1.6350000013453678,0.3269999986546319,MASS_ADAPTATION,MASS_CHANGE
19.74,2.527518784290817,-0.7362406078545917,2.1472481215709185,-2.677945044588987,RETURN,1.0,1.000000000789941,payload_released,1.9619999999999997,1.9619999999999995,1.6350000012915533,0.3269999987084464,MASS_ADAPTATION,MASS_CHANGE
19.75,2.5231980246913586,-0.7384009876543207,2.1476801975308644,-2.677945044588987,RETURN,1.0,1.0000000007583434,payload_released,1.9619999999999997,1.9619999999999995,1.635000001239891,0.32699999876010866,MASS_ADAPTATION,MASS_CHANGE
19.76,2.518890475905529,-0.7405547620472355,2.1481109524094473,-2.677945044588987,RETURN,1.0,1.0000000007280097,payload_released,1.9619999999999997,1.9619999999999995,1.6350000011902954,0.3269999988097043,MASS_ADAPTATION,MASS_CHANGE
19.77,2.5145962495098892,-0.7427018752450555,2.148540375049011,-2.677945044588987,RETURN,1.0,1.0000000006988894,payload_released,1.9619999999999997,1.9619999999999995,1.6350000011426837,0.326999998857316,MASS_ADAPTATION,MASS_CHANGE
19.78,2.510315456468107,-0.7448422717659465,2.1489684543531893,-2.677945044588987,RETURN,1.0,1.000000000670934,payload_released,1.9619999999999997,1.9619999999999995,1.6350000010969767,0.326999998903023,MASS_ADAPTATION,MASS_CHANGE
19.79,2.506048207124909,-0.7469758964375454,2.149395179287509,-2.677945044588987,RETURN,1.0,1.0000000006440968,payload_released,1.9619999999999997,1.9619999999999995,1.6350000010530978,0.3269999989469019,MASS_ADAPTATION,MASS_CHANGE
19.8,2.5017946111999985,-0.7491026944000009,2.1498205388800002,-2.677945044588987,RETURN,1.0,1.000000000618333,payload_released,1.9619999999999997,1.9619999999999995,1.6350000010109742,0.32699999898902554,MASS_ADAPTATION,MASS_CHANGE
19.81,2.4975547777819935,-0.7512226111090033,2.1502445222218007,-2.677945044588987,RETURN,1.0,1.0000000005935996,payload_released,1.9619999999999997,1.9619999999999995,1.635000000970535,0.32699999902946475,MASS_ADAPTATION,MASS_CHANGE
19.82,2.4933288153223527,-0.7533355923388236,2.150667118467765,-2.677945044588987,RETURN,1.0,1.0000000005698557,payload_released,1.9619999999999997,1.9619999999999995,1.6350000009317138,0.3269999990682859,MASS_ADAPTATION,MASS_CHANGE
19.83,2.489116831629312,-0.7554415841853439,2.151088316837069,-2.677945044588987,RETURN,1.0,1.0000000005470615,payload_released,1.9619999999999997,1.9619999999999995,1.6350000008944452,0.32699999910555455,MASS_ADAPTATION,MASS_CHANGE
19.84,2.484918933861817,-0.7575405330690914,2.1515081066138184,-2.677945044588987,RETURN,1.0,1.000000000525179,payload_released,1.9619999999999997,1.9619999999999995,1.6350000008586674,0.3269999991413324,MASS_ADAPTATION,MASS_CHANGE
19.85,2.480735228523457,-0.7596323857382713,2.1519264771476543,-2.677945044588987,RETURN,1.0,1.0000000005041718,payload_released,1.9619999999999997,1.9619999999999995,1.6350000008243206,0.3269999991756791,MASS_ADAPTATION,MASS_CHANGE
19.86,2.4765658214563846,-0.7617170892718077,2.152343417854362,-2.677945044588987,RETURN,1.0,1.0000000004840048,payload_released,1.9619999999999997,1.9619999999999995,1.6350000007913477,0.3269999992086521,MASS_ADAPTATION,MASS_CHANGE
19.87,2.4724108178352604,-0.7637945910823698,2.152758918216474,-2.677945044588987,RETURN,1.0,1.0000000004646448,payload_released,1.9619999999999997,1.9619999999999995,1.6350000007596939,0.32699999924030587,MASS_ADAPTATION,MASS_CHANGE
19.88,2.4682703221611844,-0.7658648389194078,2.1531729677838816,-2.677945044588987,RETURN,1.0,1.000000000446059,payload_released,1.9619999999999997,1.9619999999999995,1.635000000729306,0.3269999992706938,MASS_ADAPTATION,MASS_CHANGE
19.89,2.464144438255616,-0.7679277808721922,2.1535855561744386,-2.677945044588987,RETURN,1.0,1.0000000004282166,payload_released,1.9619999999999997,1.9619999999999995,1.6350000007001337,0.326999999299866,MASS_ADAPTATION,MASS_CHANGE
19.9,2.4600332692543203,-0.7699833653728398,2.153996673074568,-2.677945044588987,RETURN,1.0,1.000000000411088,payload_released,1.9619999999999997,1.9619999999999995,1.6350000006721288,0.32699999932787094,MASS_ADAPTATION,MASS_CHANGE
19.91,2.455936917601293,-0.7720315411993535,2.154406308239871,-2.677945044588987,RETURN,1.0,1.0000000003946445,payload_released,1.9619999999999997,1.9619999999999995,1.6350000006452436,0.3269999993547561,MASS_ADAPTATION,MASS_CHANGE
19.92,2.4518554850426875,-0.7740722574786563,2.1548144514957315,-2.677945044588987,RETURN,1.0,1.0000000003788587,payload_released,1.9619999999999997,1.9619999999999995,1.6350000006194336,0.3269999993805661,MASS_ADAPTATION,MASS_CHANGE
19.93,2.4477890726207594,-0.7761054636896203,2.155221092737924,-2.677945044588987,RETURN,1.0,1.0000000003637044,payload_released,1.9619999999999997,1.9619999999999995,1.6350000005946563,0.3269999994053434,MASS_ADAPTATION,MASS_CHANGE
19.94,2.4437377806677825,-0.7781311096661088,2.155626221933222,-2.677945044588987,RETURN,1.0,1.0000000003491563,payload_released,1.9619999999999997,1.9619999999999995,1.6350000005708702,0.3269999994291295,MASS_ADAPTATION,MASS_CHANGE
19.95,2.4397017088,-0.7801491456,2.15602982912,-2.677945044588987,RETURN,1.0,1.00000000033519,payload_released,1.9619999999999997,1.9619999999999995,1.6350000005480356,0.3269999994519641,MASS_ADAPTATION,MASS_CHANGE
19.96,2.4356809559115336,-0.7821595220442331,2.156431904408847,-2.677945044588987,RETURN,1.0,1.0000000003217826,payload_released,1.9619999999999997,1.9619999999999995,1.6350000005261143,0.32699999947388547,MASS_ADAPTATION,MASS_CHANGE
19.97,2.4316756201683374,-0.7841621899158313,2.1568324379831663,-2.677945044588987,RETURN,1.0,1.0000000003089113,payload_released,1.9619999999999997,1.9619999999999995,1.6350000005050696,0.3269999994949302,MASS_ADAPTATION,MASS_CHANGE
19.98,2.427685799002111,-0.7861571004989445,2.157231420099789,-2.677945044588987,RETURN,1.0,1.0000000002965548,payload_released,1.9619999999999997,1.9619999999999995,1.6350000004848668,0.3269999995151329,MASS_ADAPTATION,MASS_CHANGE
19.99,2.423711589104249,-0.7881442054478756,2.157628841089575,-2.677945044588987,RETURN,1.0,1.0000000002846927,payload_released,1.9619999999999997,1.9619999999999995,1.6350000004654721,0.32699999953452763,MASS_ADAPTATION,MASS_CHANGE
20.0,2.4197530864197536,-0.7901234567901232,2.1580246913580248,-2.677945044588987,RETURN,1.0,1.000000000273305,payload_released,1.9619999999999997,1.9619999999999995,1.6350000004468532,0.3269999995531465,MASS_ADAPTATION,MASS_CHANGE
20.01,2.415810386141183,-0.7920948069294085,2.1584189613858817,-2.677945044588987,RETURN,1.0,1.0000000002623728,payload_released,1.9619999999999997,1.9619999999999995,1.635000000428979,0.32699999957102066,MASS_ADAPTATION,MASS_CHANGE
20.02,2.411883582702579,-0.7940582086487106,2.1588116417297423,-2.677945044588987,RETURN,1.0,1.0000000002518779,payload_released,1.9619999999999997,1.9619999999999995,1.63500000041182,0.3269999995881798,MASS_ADAPTATION,MASS_CHANGE
20.03,2.4079727697733904,-0.7960136151133048,2.159202723022661,-2.677945044588987,RETURN,1.0,1.0000000002418026,payload_released,1.9619999999999997,1.9619999999999995,1.6350000003953469,0.32699999960465287,MASS_ADAPTATION,MASS_CHANGE
20.04,2.404078040252416,-0.7979609798737921,2.1595921959747586,-2.677945044588987,RETURN,1.0,1.0000000002321303,payload_released,1.9619999999999997,1.9619999999999995,1.6350000003795326,0.3269999996204671,MASS_ADAPTATION,MASS_CHANGE
20.05,2.400199486261728,-0.799900256869136,2.1599800513738274,-2.677945044588987,RETURN,1.0,1.000000000222845,payload_released,1.9619999999999997,1.9619999999999995,1.6350000003643514,0.3269999996356483,MASS_ADAPTATION,MASS_CHANGE
20.06,2.3963371991406115,-0.8018314004296941,2.160366280085939,-2.677945044588987,RETURN,1.0,1.0000000002139313,payload_released,1.9619999999999997,1.9619999999999995,1.6350000003497773,0.3269999996502224,MASS_ADAPTATION,MASS_CHANGE
20.07,2.3924912694394878,-0.8037543652802561,2.160750873056051,-2.677945044588987,RETURN,1.0,1.000000000205374,payload_released,1.9619999999999997,1.9619999999999995,1.635000000335786,0.32699999966421367,MASS_ADAPTATION,MASS_CHANGE
