time,x_raw_ref,y_raw_ref,z_raw_ref,x_safe_ref,y_safe_ref,z_safe_ref,yaw_ref,raw_obstacle_distance_m,safe_obstacle_distance_m,altitude_filter_active,obstacle_filter_active,velocity_filter_active,safety_active,controller_mode
0.7,0.08102035156250001,0.0,1.1615153330078125,0.07780941916485917,0.0,1.163040525896692,0.0,4.22168560306989,4.22494603192407,0,0,0,0,NORMAL
0.72,0.0874146816,0.0,1.15847802624,0.08405283974770071,0.0,1.1600749011198423,0.0,4.21519394538581,4.218606751366075,0,0,0,0,NORMAL
0.74,0.09409237963749999,0.0,1.1553061196721874,0.09057854067607024,0.0,1.1569751931788665,0.0,4.208416376133205,4.211982542017279,0,0,0,0,NORMAL
0.76,0.10105501880000002,0.0,1.15199886607,0.0973882514566246,0.0,1.1537405805581034,0.0,4.2013515376268,4.205071880144688,0,0,0,0,NORMAL
0.78,0.10830388871249999,0.0,1.1485556528615624,0.10448341567294361,0.0,1.1503703775553518,0.0,4.193998373479582,4.197873545749407,0,0,0,0,NORMAL
0.8,0.11584000000000001,0.0,1.144976,0.11186519548553028,0.0,1.1468640321443733,0.0,4.186356124044261,4.190386618023699,0,0,0,0,NORMAL
0.82,0.1236640887875,0.0,1.1412595578259375,0.11953447613181059,0.0,1.14322112383739,0.0,4.178424321825692,4.182610470779072,0,0,0,0,NORMAL
0.84,0.13177662119999997,0.0,1.13740610493,0.1274918704261337,0.0,1.1394413615475865,0.0,4.170202786864195,4.174544767845297,0,0,0,0,NORMAL
0.86,0.14017779786249998,0.0,1.1334155460153124,0.1357377232597718,0.0,1.1355245814516084,0.0,4.1616916220897435,4.166189458440319,0,0,0,0,NORMAL
0.88,0.1488675584,0.0,1.12928790976,0.1442721161009201,0.0,1.131470744852063,0.0,4.152891208647016,4.157544772511047,0,0,0,0,NORMAL
0.9,0.15784558593750003,0.0,1.1250233466796875,0.15309487149469705,0.0,1.127279936040019,0.0,4.143802201191303,4.148611216044992,0,0,0,0,NORMAL
0.92,0.1671113116,0.0,1.1206221269899999,0.16220555756314398,0.0,1.1229523601575067,0.0,4.134425523155293,4.139389566352809,0,0,0,0,NORMAL
0.94,0.17666391901250003,0.0,1.1160846384690624,0.1716034925052254,0.0,1.1184883410600177,0.0,4.124762361986775,4.129880867321708,0,0,0,0,NORMAL
0.96,0.18650234879999997,0.0,1.11141138432,0.18128774909682888,0.0,1.113888319179006,0.0,4.114814164357278,4.120086424639817,0,0,0,0,NORMAL
0.98,0.19662530308749995,0.0,1.1066029810334375,0.19125715919076508,0.0,1.1091528493843865,0.0,4.104582631341698,4.110007800991519,0,0,0,0,NORMAL
1.0,0.20703125,0.0,1.10166015625,0.2015103182167678,0.0,1.1042825988470353,0.0,4.094069713568956,4.099646811223775,0,0,0,0,NORMAL
1.02,0.2177184281625001,0.0,1.0965837466228123,0.21204558968149378,0.0,1.0992783449012904,0.0,4.083277606343741,4.08900551748354,0,0,0,0,NORMAL
1.04,0.22868485120000004,0.0,1.09137469568,0.22286110966852285,0.0,1.0941409729074516,0.0,4.072208744739365,4.078086224326261,0,0,0,0,NORMAL
1.06,0.2399283122375,0.0,1.0860340516871874,0.233954791338358,0.0,1.0888714741142798,0.0,4.060865798661807,4.066891473795541,0,0,0,0,NORMAL
1.08,0.25144638840000005,0.0,1.08056296551,0.24532432942842536,0.0,1.083470943521498,0.0,4.04925166788497,4.055424040474006,0,0,0,0,NORMAL
1.1,0.2632364453125001,0.0,1.0749626884765624,0.256967204753074,0.0,1.07794057774229,0.0,4.037369477057215,4.043686926505413,0,0,0,0,NORMAL
1.12,0.27529564160000003,0.0,1.06923457024,0.2688806887035759,0.0,1.0722816728658013,0.0,4.0252225706791975,4.031683356588071,0,0,0,0,NORMAL
1.14,0.28762093338750006,0.0,1.0633800566409375,0.2810618477481266,0.0,1.0664956223196398,0.0,4.012814508053084,4.019416772939591,0,0,0,0,NORMAL
1.16,0.3002090787999999,0.0,1.05740068757,0.29350754793184425,0.0,1.060583914732374,0.0,4.0001490582031645,4.006890830233033,0,0,0,0,NORMAL
1.18,0.31305664246250003,0.0,1.0512980948303126,0.3062144593767705,0.0,1.0545481317960341,0.0,3.9872301947679296,3.994109390504486,0,0,0,0,NORMAL
1.2,0.3261599999999999,0.0,1.045074,0.31917906078186964,0.0,1.048389946128612,0.0,3.9740620908636566,3.9810765180321543,0,0,0,0,NORMAL
1.22,0.3395153425375,0.0,1.0387302122946875,0.3323976439230294,0.0,1.042111119136561,0.0,3.960649113919558,3.967796474186961,0,0,0,0,NORMAL
1.24,0.3531186812,0.0,1.03226862643,0.3458663181530603,0.0,1.0357134988772965,0.0,3.9469958204845654,3.9542737122547673,0,0,0,0,NORMAL
1.26,0.36696585161249995,0.0,1.0256912204840625,0.3595810149016961,0.0,1.0291990179216943,0.0,3.9331069510058057,3.940512872230262,0,0,0,0,NORMAL
1.28,0.3810525184000002,0.0,1.01900005376,0.37353749217559373,0.0,1.0225696912165931,0.0,3.9189874245788583,3.9265187755825814,0,0,0,0,NORMAL
1.3,0.3953741796874999,0.0,1.0121972646484374,0.38773133905833274,0.0,1.015827613947292,0.0,3.9046423336698965,3.9122964199927703,0,0,0,0,NORMAL
1.32,0.4099261716,0.0,1.0052850684899999,0.4021579802104165,0.0,1.008974959400052,0.0,3.890076938809799,3.8978509740631773,0,0,0,0,NORMAL
1.34,0.4247036727625001,0.0,0.9982657554378125,0.4168126803692708,0.0,1.0020139768245964,0.0,3.8752966632603996,3.883187771998895,0,0,0,0,NORMAL
1.36,0.4397017088,0.0,0.9911416883199999,0.4316905488492448,0.0,0.9949469892966087,0.0,3.8603070876529855,3.8683123082614013,0,0,0,0,NORMAL
1.38,0.4549151568375002,0.0,0.9839153005021873,0.44678654404161083,0.0,0.9877763915802349,0.0,3.8451139445992744,3.8532302321945644,0,0,0,0,NORMAL
1.4,0.47033875,0.0,0.9765890937499999,0.4620954779145638,0.0,0.9805046479905821,0.0,3.8297231132750293,3.837947342623202,0,0,0,0,NORMAL
1.42,0.4859670819124998,0.0,0.9691656360915626,0.4776120205132222,0.0,0.9731342902562194,0.0,3.814140613976598,3.8224695824244157,0,0,0,0,NORMAL
1.44,0.5017946112,0.0,0.9616475596799999,0.4933307044596278,0.0,0.9656679153816767,0.0,3.7983726026506504,3.806803033071994,0,0,0,0,NORMAL
1.46,0.5178156659875,0.0,0.9540375586559375,0.5092459294527447,0.0,0.9581081835099463,0.0,3.78242536539744,3.7909539091541515,0,0,0,0,NORMAL
1.48,0.5340244484,0.0,0.94633838701,0.5253519667684606,0.0,0.9504578157849812,0.0,3.766305312947963,3.7749285528649916,0,0,0,0,NORMAL
1.5,0.5504150390625,0.0,0.9385528564453125,0.5416429637595862,0.0,0.9427195922141964,0.0,3.7500189751154775,3.758733428470068,0,0,0,0,NORMAL
1.52,0.5669814016000002,0.0,0.9306838342399999,0.5581129483558553,0.0,0.9348963495309688,0.0,3.7335729952218375,3.7423751167465347,0,0,0,0,NORMAL
1.54,0.5837173871375,0.0,0.9227342411096875,0.5747558335639243,0.0,0.926990979057136,0.0,3.7169741244992456,3.725860309398391,0,0,0,0,NORMAL
1.56,0.6006167387999999,0.0,0.91470704907,0.5915654219673734,0.0,0.9190064245654976,0.0,3.700229216468013,3.7091958034474186,0,0,0,0,NORMAL
1.58,0.6176730962125001,0.0,0.9066052792990624,0.6085354102267058,0.0,0.9109456801423148,0.0,3.6833452212910696,3.692388495600484,0,0,0,0,NORMAL
1.6,0.6348800000000001,0.0,0.8984319999999999,0.6256593935793471,0.0,0.9028117880498101,0.0,3.666329180106008,3.6754453765939465,0,0,0,0,NORMAL
1.62,0.6522308962875,0.0,0.8901903242634375,0.6429308703396465,0.0,0.8946078365886679,0.0,3.649188219335532,3.6583735255160135,0,0,0,0,NORMAL
1.64,0.6697191411999999,0.0,0.88188340793,0.6603432463988762,0.0,0.8863369579605337,0.0,3.631929544977315,3.641180104107969,0,0,0,0,NORMAL
1.66,0.6873380053625002,0.0,0.8735144474528124,0.6778898397252318,0.0,0.8780023261305149,0.0,3.6145604368743327,3.6238723510453057,0,0,0,0,NORMAL
1.68,0.7050806783999998,0.0,0.8650866777600001,0.695563884863831,0.0,0.8696071546896802,0.0,3.597088242966884,3.606457576199889,0,0,0,0,NORMAL
1.7,0.7229402734375,0.0,0.8566033701171875,0.7133585374367158,0.0,0.8611546947175599,0.0,3.5795203735275822,3.5889431548844164,0,0,0,0,NORMAL
