probe_id,model_name,reconnect_group,check_model,simulate_model,simulate_data,get_var_times_count,error_6140_present,alias_values_available,verdict
iso22_sensor_display_reconnect,QuadrotorExperiments.FactoryTraceIso22SensorDisplayReconnectSmoke,sensors1_1.PosMea -> navigationDisplay.actual_position plus display actual/reference aliases,pass,failed,false,0,true,false,blocked_first_new_boundary_sensor_position_to_navigation_display_actual_position
