controller_id,climbpath_position_rmse_m,control_energy,terminal_position_error_m
dfbc_basic,0.2760519080261363,837043.1191189915,0.00830026773207186
dfbc_high_order,0.3576972701279664,805166.1187603679,0.003031802154681142
dfbc_high_order_body_rate,0.35747079266089554,828217.0127469591,0.0023754294135566734
dfbc_smooth_robust,1.6336244568153713,837413.1314569412,1.675879351051941
dfbc_smooth_robust_body_rate,1.6370127034475108,838389.4359248454,1.6709584663359194
se_3_basic,0.2765318225908831,837042.5115026662,0.0029811618353429636
