experiment_id,scene_id,controller_id,priority,status,raw_file,metrics_file,duration_s,position_rmse_m,max_position_error_m,steady_state_error_m,settling_time_s,disturbance_peak_error_m,disturbance_recovery_time_s,overshoot_max_pct,control_energy,control_smoothness,saturation_ratio,constraint_violation_count,total_health_score,final_trackability_score,formation_score,baseline_experiment,rmse_improvement_pct,health_score_delta,quality_status,quality_pass,source,evidence_level,notes
robust_rotor1_loss15_wind_gust_example1_awff_sysblock,robust_rotor1_loss15_wind_gust_example1,awff_sysblock,P1-C,done,results/robustness/rotor1_loss15_wind_gust_example1/robust_rotor1_loss15_wind_gust_example1_awff_sysblock/raw/robust_rotor1_loss15_wind_gust_example1_awff_sysblock.csv,results/robustness/rotor1_loss15_wind_gust_example1/robust_rotor1_loss15_wind_gust_example1_awff_sysblock/metrics/robust_rotor1_loss15_wind_gust_example1_awff_sysblock.json,50,0.379238,1.32708,0.265002,,0.432081,13.75,6.62795,41466.3,12020,,65,35.9674,,,robust_wind_gust_example1_awff_sysblock,-19.1731,-19.0343,needs_iteration,False,MWORKS_MCP,real_sysplorer_mcp_sysblock_rotor_loss_wind_gust_boundary,
robust_rotor1_loss15_wind_gust_example1_l1_multi_fault_isolation_sysblock,robust_rotor1_loss15_wind_gust_example1,l1_multi_fault_isolation_sysblock,P1-C,done,results/robustness/rotor1_loss15_wind_gust_example1/robust_rotor1_loss15_wind_gust_example1_l1_multi_fault_isolation_sysblock/raw/robust_rotor1_loss15_wind_gust_example1_l1_multi_fault_isolation_sysblock.csv,results/robustness/rotor1_loss15_wind_gust_example1/robust_rotor1_loss15_wind_gust_example1_l1_multi_fault_isolation_sysblock/metrics/robust_rotor1_loss15_wind_gust_example1_l1_multi_fault_isolation_sysblock.json,50,0.272091,1.25261,0.140242,7.99,0.201618,4.94,4.64442,41485.8,12969,,61,50.9942,,,robust_rotor1_loss15_wind_gust_example1_awff_sysblock,28.2532,15.0268,pass,True,MWORKS_MCP,real_sysplorer_mcp_sysblock_l1_multi_fault_isolation_rotor_loss_wind_gust,
robust_rotor1_loss15_wind_gust_example1_linear_mpc_online_fault_allocation_sysblock,robust_rotor1_loss15_wind_gust_example1,linear_mpc_online_fault_allocation_sysblock,P1-C,done,results/robustness/rotor1_loss15_wind_gust_example1/robust_rotor1_loss15_wind_gust_example1_linear_mpc_online_fault_allocation_sysblock/raw/robust_rotor1_loss15_wind_gust_example1_linear_mpc_online_fault_allocation_sysblock.csv,results/robustness/rotor1_loss15_wind_gust_example1/robust_rotor1_loss15_wind_gust_example1_linear_mpc_online_fault_allocation_sysblock/metrics/robust_rotor1_loss15_wind_gust_example1_linear_mpc_online_fault_allocation_sysblock.json,50,0.261434,1.24668,0.114506,7.93,0.19671,2.62,4.6154,41484,13110.6,,61,51.3177,,,robust_rotor1_loss15_wind_gust_example1_awff_sysblock,31.0632,15.3503,pass,True,MWORKS_MCP,real_sysplorer_mcp_sysblock_linear_mpc_online_fault_allocation_rotor_loss_wind_gust,
robust_rotor2_loss15_wind_gust_example1_awff_sysblock,robust_rotor2_loss15_wind_gust_example1,awff_sysblock,P1-C,done,results/robustness/rotor2_loss15_wind_gust_example1/robust_rotor2_loss15_wind_gust_example1_awff_sysblock/raw/robust_rotor2_loss15_wind_gust_example1_awff_sysblock.csv,results/robustness/rotor2_loss15_wind_gust_example1/robust_rotor2_loss15_wind_gust_example1_awff_sysblock/metrics/robust_rotor2_loss15_wind_gust_example1_awff_sysblock.json,50,0.374681,1.32708,0.309947,,0.36442,,6.64734,41467.5,12073.9,,65,35.8117,,,robust_wind_gust_example1_awff_sysblock,-17.7411,-19.19,needs_iteration,False,MWORKS_MCP,real_sysplorer_mcp_sysblock_rotor_loss_wind_gust_boundary,
robust_rotor2_loss15_wind_gust_example1_l1_multi_fault_isolation_sysblock,robust_rotor2_loss15_wind_gust_example1,l1_multi_fault_isolation_sysblock,P1-C,done,results/robustness/rotor2_loss15_wind_gust_example1/robust_rotor2_loss15_wind_gust_example1_l1_multi_fault_isolation_sysblock/raw/robust_rotor2_loss15_wind_gust_example1_l1_multi_fault_isolation_sysblock.csv,results/robustness/rotor2_loss15_wind_gust_example1/robust_rotor2_loss15_wind_gust_example1_l1_multi_fault_isolation_sysblock/metrics/robust_rotor2_loss15_wind_gust_example1_l1_multi_fault_isolation_sysblock.json,50,0.272847,1.25261,0.146521,7.99,0.172791,4.92,4.71164,41490.7,12928.9,,61,50.9612,,,robust_rotor2_loss15_example1_awff_sysblock,26.06,15.108,pass,True,MWORKS_MCP,real_sysplorer_mcp_sysblock_l1_multi_fault_isolation_rotor_loss_wind_gust,
robust_rotor2_loss15_wind_gust_example1_linear_mpc_online_fault_allocation_sysblock,robust_rotor2_loss15_wind_gust_example1,linear_mpc_online_fault_allocation_sysblock,P1-C,done,results/robustness/rotor2_loss15_wind_gust_example1/robust_rotor2_loss15_wind_gust_example1_linear_mpc_online_fault_allocation_sysblock/raw/robust_rotor2_loss15_wind_gust_example1_linear_mpc_online_fault_allocation_sysblock.csv,results/robustness/rotor2_loss15_wind_gust_example1/robust_rotor2_loss15_wind_gust_example1_linear_mpc_online_fault_allocation_sysblock/metrics/robust_rotor2_loss15_wind_gust_example1_linear_mpc_online_fault_allocation_sysblock.json,50,0.269053,1.24669,0.141488,7.93,0.168518,4.87,4.65472,41492.3,13104.2,,61,51.1402,,,robust_rotor2_loss15_wind_gust_example1_awff_sysblock,28.1913,15.3285,pass,True,MWORKS_MCP,real_sysplorer_mcp_sysblock_linear_mpc_online_fault_allocation_rotor_loss_wind_gust,
robust_rotor3_loss15_wind_gust_example1_awff_sysblock,robust_rotor3_loss15_wind_gust_example1,awff_sysblock,P1-C,done,results/robustness/rotor3_loss15_wind_gust_example1/robust_rotor3_loss15_wind_gust_example1_awff_sysblock/raw/robust_rotor3_loss15_wind_gust_example1_awff_sysblock.csv,results/robustness/rotor3_loss15_wind_gust_example1/robust_rotor3_loss15_wind_gust_example1_awff_sysblock/metrics/robust_rotor3_loss15_wind_gust_example1_awff_sysblock.json,50,0.364125,1.32708,0.309421,,0.252169,,6.64472,41465.3,12021.1,,65,35.8996,,,robust_wind_gust_example1_awff_sysblock,-14.424,-19.1021,needs_iteration,False,MWORKS_MCP,real_sysplorer_mcp_sysblock_rotor_loss_wind_gust_boundary,
robust_rotor3_loss15_wind_gust_example1_l1_multi_fault_isolation_sysblock,robust_rotor3_loss15_wind_gust_example1,l1_multi_fault_isolation_sysblock,P1-C,done,results/robustness/rotor3_loss15_wind_gust_example1/robust_rotor3_loss15_wind_gust_example1_l1_multi_fault_isolation_sysblock/raw/robust_rotor3_loss15_wind_gust_example1_l1_multi_fault_isolation_sysblock.csv,results/robustness/rotor3_loss15_wind_gust_example1/robust_rotor3_loss15_wind_gust_example1_l1_multi_fault_isolation_sysblock/metrics/robust_rotor3_loss15_wind_gust_example1_l1_multi_fault_isolation_sysblock.json,50,0.270655,1.25261,0.144551,7.99,0.10405,4.56,4.61606,41489,12925.4,,61,50.9874,,,robust_rotor3_loss15_example1_awff_sysblock,26.6691,15.1346,pass,True,MWORKS_MCP,real_sysplorer_mcp_sysblock_l1_multi_fault_isolation_rotor_loss_wind_gust,
robust_rotor3_loss15_wind_gust_example1_linear_mpc_online_fault_allocation_sysblock,robust_rotor3_loss15_wind_gust_example1,linear_mpc_online_fault_allocation_sysblock,P1-C,done,results/robustness/rotor3_loss15_wind_gust_example1/robust_rotor3_loss15_wind_gust_example1_linear_mpc_online_fault_allocation_sysblock/raw/robust_rotor3_loss15_wind_gust_example1_linear_mpc_online_fault_allocation_sysblock.csv,results/robustness/rotor3_loss15_wind_gust_example1/robust_rotor3_loss15_wind_gust_example1_linear_mpc_online_fault_allocation_sysblock/metrics/robust_rotor3_loss15_wind_gust_example1_linear_mpc_online_fault_allocation_sysblock.json,50,0.266937,1.24669,0.139616,7.93,0.102648,4.44,4.56025,41489.9,13106.5,,61,51.1654,,,robust_rotor3_loss15_wind_gust_example1_awff_sysblock,26.6909,15.2658,pass,True,MWORKS_MCP,real_sysplorer_mcp_sysblock_linear_mpc_online_fault_allocation_rotor_loss_wind_gust,
robust_rotor4_loss15_wind_gust_example1_awff_sysblock,robust_rotor4_loss15_wind_gust_example1,awff_sysblock,P1-C,done,results/robustness/rotor4_loss15_wind_gust_example1/robust_rotor4_loss15_wind_gust_example1_awff_sysblock/raw/robust_rotor4_loss15_wind_gust_example1_awff_sysblock.csv,results/robustness/rotor4_loss15_wind_gust_example1/robust_rotor4_loss15_wind_gust_example1_awff_sysblock/metrics/robust_rotor4_loss15_wind_gust_example1_awff_sysblock.json,50,0.368973,1.32708,0.264901,,0.256745,,3.0902,41466.5,12073.2,,65,36.0511,,,robust_wind_gust_example1_awff_sysblock,-15.9474,-18.9506,needs_iteration,False,MWORKS_MCP,real_sysplorer_mcp_sysblock_rotor_loss_wind_gust_boundary,
robust_rotor4_loss15_wind_gust_example1_l1_multi_fault_isolation_sysblock,robust_rotor4_loss15_wind_gust_example1,l1_multi_fault_isolation_sysblock,P1-C,done,results/robustness/rotor4_loss15_wind_gust_example1/robust_rotor4_loss15_wind_gust_example1_l1_multi_fault_isolation_sysblock/raw/robust_rotor4_loss15_wind_gust_example1_l1_multi_fault_isolation_sysblock.csv,results/robustness/rotor4_loss15_wind_gust_example1/robust_rotor4_loss15_wind_gust_example1_l1_multi_fault_isolation_sysblock/metrics/robust_rotor4_loss15_wind_gust_example1_l1_multi_fault_isolation_sysblock.json,50,0.272658,1.25261,0.141535,7.99,0.126894,4.58,3.71533,41491.4,12926.7,,61,50.9841,,,robust_rotor4_loss15_example1_awff_sysblock,26.1405,14.9398,pass,True,MWORKS_MCP,real_sysplorer_mcp_sysblock_l1_multi_fault_isolation_rotor_loss_wind_gust,
robust_rotor4_loss15_wind_gust_example1_linear_mpc_online_fault_allocation_sysblock,robust_rotor4_loss15_wind_gust_example1,linear_mpc_online_fault_allocation_sysblock,P1-C,done,results/robustness/rotor4_loss15_wind_gust_example1/robust_rotor4_loss15_wind_gust_example1_linear_mpc_online_fault_allocation_sysblock/raw/robust_rotor4_loss15_wind_gust_example1_linear_mpc_online_fault_allocation_sysblock.csv,results/robustness/rotor4_loss15_wind_gust_example1/robust_rotor4_loss15_wind_gust_example1_linear_mpc_online_fault_allocation_sysblock/metrics/robust_rotor4_loss15_wind_gust_example1_linear_mpc_online_fault_allocation_sysblock.json,50,0.26877,1.24669,0.136807,7.93,0.124022,4.47,3.66711,41493.1,13100.7,,61,51.1626,,,robust_rotor4_loss15_wind_gust_example1_awff_sysblock,27.1572,15.1115,pass,True,MWORKS_MCP,real_sysplorer_mcp_sysblock_linear_mpc_online_fault_allocation_rotor_loss_wind_gust,
official_example1_qp_nmpc_safety_return_land_sysblock,official_example1,nmpc_indi_l1,P1-D,done,results/official/example1_step/official_example1_qp_nmpc_safety_return_land_sysblock/raw/official_example1_qp_nmpc_safety_return_land_sysblock.csv,results/official/example1_step/official_example1_qp_nmpc_safety_return_land_sysblock/metrics/official_example1_qp_nmpc_safety_return_land_sysblock.json,50,0.208361,1.20183,0.00162389,5.72,0.0654975,0,10091.5,39766.9,239298,,106,56.146,,,,,,pass,True,MWORKS_MCP,real_sysplorer_mcp_sysblock_qp_nmpc_safety_return_land,
official_example1_qp_nmpc_safety_sysblock,official_example1,nmpc_indi_l1,P1-D,done,results/official/example1_step/official_example1_qp_nmpc_safety_sysblock/raw/official_example1_qp_nmpc_safety_sysblock.csv,results/official/example1_step/official_example1_qp_nmpc_safety_sysblock/metrics/official_example1_qp_nmpc_safety_sysblock.json,50,0.239803,1.20183,0.0711346,5.72,0.0654975,2.65,4.22351,39800.5,12809.6,,59,55.8911,,,official_example1_linear_mpc_sysblock,-77.6141,-9.77451,pass,True,MWORKS_MCP,real_sysplorer_mcp_sysblock_qp_nmpc_safety_full,
official_example1_helical_figure8_trail_sysblock,official_example1_helical_figure8,linear_mpc_sysblock,visual-review,done,results/official/example1_helical_figure8/official_example1_helical_figure8_trail_sysblock/raw/official_example1_helical_figure8_trail_sysblock.csv,results/official/example1_helical_figure8/official_example1_helical_figure8_trail_sysblock/metrics/official_example1_helical_figure8_trail_sysblock.json,120,0.0188363,0.145611,0.0117482,0,0.0163708,0,68.429,9.55092,95.4145,,0,93.3606,,,,,,pass,True,MWORKS_MCP,real_sysplorer_mcp_native_gui_helical_figure8_trail,
official_example1_planar_figure8_trail_sysblock,official_example1_planar_figure8,linear_mpc_sysblock,visual-review,done,results/official/example1_planar_figure8/official_example1_planar_figure8_trail_sysblock/raw/official_example1_planar_figure8_trail_sysblock.csv,results/official/example1_planar_figure8/official_example1_planar_figure8_trail_sysblock/metrics/official_example1_planar_figure8_trail_sysblock.json,120,0.0188624,0.146032,0.0117482,0,0.0163709,0,68.429,9.5344,95.1303,,0,93.3638,,,,,,pass,True,MWORKS_MCP,real_sysplorer_mcp_native_gui_planar_figure8_trail,
