time,desired_acceleration_x,desired_acceleration_y,desired_acceleration_z,unconstrained_acceleration_x,unconstrained_acceleration_y,unconstrained_acceleration_z,auxiliary_x,auxiliary_y,auxiliary_z,solver_cost,solver_iterations
0.0,1.2,1.2,10.60665,4.539120470127327,1.4180983349657201,2.2256471764117935,1.0,0.7999999999999999,0.6666666666666666,1.3064925,0.0
0.01,2.4,1.7189798237022529,11.406649999999999,4.840001958863859,1.7189798237022529,2.4559320339830077,1.0,0.7999999999999999,0.6666666666666666,1.2429304354902255,0.0
0.02,3.5999999999999996,1.8491060086853839,12.20665,5.140883447600393,1.8491060086853839,2.6862168915542224,1.0,0.7999999999999999,0.6666666666666666,1.2132307902817268,0.0
0.03,4.0,1.8817331422364922,12.30665,5.441764936336925,1.8817331422364922,2.9165017491254366,1.0,0.7999999999999999,0.6666666666666666,1.2097221549760628,0.0
0.04,4.0,1.8899138926665449,12.30665,5.54205876591577,1.8899138926665449,2.9452873563218382,1.0,0.7999999999999999,0.6666666666666666,1.2098435145950353,0.0
0.05,4.0,1.8919650896401918,12.30665,5.54205876591577,1.8919650896401918,2.9452873563218382,1.0,0.7999999999999999,0.6666666666666666,1.209874111057409,0.0
0.06,4.0,1.8924793956394608,12.30665,5.54205876591577,1.8924793956394608,2.9452873563218382,1.0,0.7999999999999999,0.6666666666666666,1.2098817931730705,0.0
0.07,4.0,1.8926083499350659,12.30665,5.54205876591577,1.8926083499350659,2.9452873563218382,1.0,0.7999999999999999,0.6666666666666666,1.209883720006733,0.0
0.08,4.0,1.892640683235433,12.30665,5.54205876591577,1.892640683235433,2.9452873563218382,1.0,0.7999999999999999,0.6666666666666666,1.209884203172148,0.0
0.09,4.0,1.8926487903117248,12.30665,5.54205876591577,1.8926487903117248,2.9452873563218382,1.0,0.7999999999999999,0.6666666666666666,1.2098843243210375,0.0
0.1,4.0,1.8926508230360448,12.30665,5.54205876591577,1.8926508230360448,2.9452873563218382,1.0,0.7999999999999999,0.6666666666666666,1.2098843546974172,0.0
0.11,4.0,1.8926513327103112,12.30665,5.54205876591577,1.8926513327103112,2.9452873563218382,1.0,0.7999999999999999,0.6666666666666666,1.209884362313836,0.0
0.12,4.0,1.8926514605032712,12.30665,5.54205876591577,1.8926514605032712,2.9452873563218382,1.0,0.7999999999999999,0.6666666666666666,1.2098843642235364,0.0
0.13,4.0,1.8926514925453846,12.30665,5.54205876591577,1.8926514925453846,2.9452873563218382,1.0,0.7999999999999999,0.6666666666666666,1.209884364702364,0.0
0.14,4.0,1.8926515005794502,12.30665,5.54205876591577,1.8926515005794502,2.9452873563218382,1.0,0.7999999999999999,0.6666666666666666,1.2098843648224231,0.0
0.15,4.0,1.8926515025938684,12.30665,5.54205876591577,1.8926515025938684,2.9452873563218382,1.0,0.7999999999999999,0.6666666666666666,1.2098843648525257,0.0
0.16,4.0,1.8926515030989526,12.30665,5.54205876591577,1.8926515030989526,2.9452873563218382,1.0,0.7999999999999999,0.6666666666666666,1.2098843648600734,0.0
0.17,4.0,1.8926515032255946,12.30665,5.54205876591577,1.8926515032255946,2.9452873563218382,1.0,0.7999999999999999,0.6666666666666666,1.2098843648619662,0.0
0.18,4.0,1.892651503257348,12.30665,5.54205876591577,1.892651503257348,2.9452873563218382,1.0,0.7999999999999999,0.6666666666666666,1.2098843648624407,0.0
0.19,4.0,1.89265150326531,12.30665,5.54205876591577,1.89265150326531,2.9452873563218382,1.0,0.7999999999999999,0.6666666666666666,1.2098843648625597,0.0
0.2,4.0,1.8926515032673061,12.30665,5.54205876591577,1.8926515032673061,2.9452873563218382,1.0,0.7999999999999999,0.6666666666666666,1.2098843648625897,0.0
