metric,value
generated_at,2026-07-29T10:38:43
raw_file,C:\Users\HP\Desktop\MoSim\Results\control_platform\phase2_full_48_climbpath\g3_repair\t1_official_pid_continuous_command\runs\5s\official_pid\raw\result.csv
scene_id,climb_path_5s
controller_id,official_pid
row_count,2501
duration_s,5.0
sample_rate_hz,500.0
position_rmse_m,0.06675908566065641
x_rmse_m,0.0007715935222115864
y_rmse_m,0.0009956750589101056
z_rmse_m,0.06674720063688369
xy_rmse_m,0.0012596528833192595
max_position_error_m,0.2104902118826092
steady_state_error_m,0.0424206856662683
tail_rmse_m,0.06675908566065641
terminal_position_error_m,0.0015957826751784776
settling_time_s,0.5740000000000001
disturbance_window_start_s,15.0
disturbance_window_end_s,19.0
disturbance_peak_error_m,nan
disturbance_recovery_time_s,nan
overshoot_x_pct,nan
overshoot_y_pct,nan
overshoot_z_pct,0.0
overshoot_max_pct,0.0
roll_rmse_rad,7.016274380496515e-05
pitch_rmse_rad,5.436695364774449e-05
yaw_rmse_rad,2.1887687187972903e-05
max_tilt_rad,0.00027815369907051036
minimum_altitude_m,-4.435369127174206e-17
altitude_violation_count,74
tilt_violation_count,0
constraint_violation_count,74
constraint_violation_rate_hz,14.8
altitude_violation_rate_hz,14.8
tilt_violation_rate_hz,0.0
control_energy,86925.50373936049
control_energy_per_second,17385.100747872097
control_smoothness,27006829.243039288
control_smoothness_per_second,5401365.848607858
control_command_min,-122.02968639974424
control_command_max,122.03582360531746
control_command_normalized,False
saturation_ratio,nan
nan_count,0
valid,True
overshoot_percent_x,nan
overshoot_percent_y,nan
step_response_time_s,nan
step_response_evaluation_end_s,nan
step_response_settling_fraction,nan
disturbance_window_rmse_m,nan
fault_start_s,nan
pre_fault_rmse_m,nan
post_fault_rmse_m,nan
post_fault_peak_error_m,nan
tracking_score,100.0
robustness_score,100.0
safety_score,35.0
energy_score,0.0
smoothness_score,0.0
fault_tolerance_score,35.0
total_health_score,65.5
source,MWORKS_MCP
evidence_level,formal_mworks_t1_rotor_command_harness_regression_v1
metrics_profile,standard_tracking
