time_s,external_boundary_gate_error,external_body_z,external_body_vz,external_body_yaw_rate,external_body_z_delta,external_body_vz_delta,external_body_yaw_rate_delta,external_body_vertical_response_gate,external_body_yaw_response_gate,external_body_state_boundary_gate_error,external_frame_force_z,external_frame_yaw_torque,bridge_total_thrust,bridge_yaw_moment
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.810000000000002,0.0,9.810000000000002,0.0
0.125,0.0,-0.06366476741631512,-1.0638478893237326,-0.10147634283207649,-0.06366476741631512,-1.0638478893237326,-0.10147634283207649,0.0,0.0,0.0,1.7084573211692908,-0.054896306613063585,1.7084573211692908,-0.054896306613063585
0.25,0.0,-0.24021172119186007,-1.5165349951279292,-0.4531353758463619,-0.24021172119186007,-1.5165349951279292,-0.4531353758463619,1.7567467163197894,0.4531353758463619,0.0,12.771836020169136,-0.06826526566283278,12.771836020169136,-0.06826526566283278
