time,x,y,z,x_ref,y_ref,z_ref,roll,pitch,yaw,u1,u2,u3,u4,geofence_breach_active,flight_mode,active_setpoint_source,safety_status,event_code,system_supervisor_keepalive
0.46,0.3788012776619952,0.46161328912346167,-0.00013235751917863622,0.0,0.0,0.9200000000000002,0.7210497622018464,2.8617792446923853,-2.788452555569608,127.53354583199359,-130.15917037669055,100.22835957000912,-98.89603752158149,1.0,6.0,30.0,0.0,64.0,0.031
0.47000000000000003,0.39788914300488964,0.48314695416884673,-0.00013548085875606598,0.0,0.0,0.9400000000000001,-0.5223087409699595,-0.4267536151750365,1.4941459911003856,99.48781256779822,-130.15917037669055,126.04690417272789,-109.80889959820853,1.0,6.0,30.0,0.0,64.0,0.031
0.48,0.4175107018281011,0.5051359561543822,-0.00013968262810789826,0.0,0.0,0.96,1.077353231793184,1.0424095956069859,1.5752874538400445,126.72183958947522,-122.27462819317051,116.97748207690108,-109.3928193855551,1.0,6.0,30.0,0.0,64.0,0.031
0.49,0.4375832088277705,0.5276538561266528,-0.00014267635667529854,0.0,0.0,0.9800000000000001,0.8350948972544361,2.952208527459757,2.8426235679654863,130.15917037669055,-128.60866272503537,107.21636392495245,-96.9563109538542,1.0,6.0,30.0,0.0,64.0,0.031
0.5,0.4581697703835832,0.5506808710761727,-0.00014586654056572847,0.0,0.0,1.0,-0.4743246353993131,-0.34133671717713243,0.8552569001074619,119.25223243754033,-127.97064008055841,130.15917037669055,-94.14127094222974,1.0,6.0,30.0,0.0,64.0,0.031
0.51,0.4792840113416803,0.5742311235492508,-0.00014935316443579624,0.0,0.0,1.02,1.1241331863982182,1.0770780942154785,0.8530523520796615,130.15917037669055,-121.16060003491958,121.77054011003727,-99.7013323428202,1.0,6.0,30.0,0.0,64.0,0.031
0.52,0.5008677643209946,0.5983142280537205,-0.0001523358128498938,0.0,0.0,1.04,0.8360588684240503,3.0298278496004722,2.175238275380189,130.15917037669055,-123.78961775863539,117.15987011020599,-92.12470278071542,1.0,6.0,30.0,0.0,64.0,0.031
0.53,0.52293156277734,0.6228384940819776,-0.0001557427034472951,0.0,0.0,1.06,-0.33818692859339966,-0.3170988057799229,0.2661074351677967,117.95960543163471,-118.74217894405379,130.15917037669055,-100.37337452538432,1.0,6.0,30.0,0.0,64.0,0.031
0.54,0.5455173358240056,0.647847704986322,-0.0001595243677403411,0.0,0.0,1.08,1.403477099498103,1.1737850488637462,-0.02314234420351284,130.15917037669055,-115.66629088589482,118.41993524473014,-109.78610034907264,1.0,6.0,30.0,0.0,64.0,0.031
0.55,0.5685804879843895,0.6733872778807011,-0.0001626510877847123,0.0,0.0,1.1,0.9486789296526278,3.0814292453349386,1.5240736709799267,130.15917037669055,-120.47143886859098,114.18576740808473,-100.28030657226262,1.0,6.0,30.0,0.0,64.0,0.031
0.56,0.5921620007322524,0.6994523059899925,-0.00016572356516031392,0.0,0.0,1.12,-0.31883498985814923,-0.257386956068413,-0.40128814081256586,119.02756945826576,-126.94902421383202,130.15917037669055,-103.22474637112593,1.0,6.0,30.0,0.0,64.0,0.031
0.5700000000000001,0.6162703676085195,0.7260342878705538,-0.00016948685534999856,0.0,0.0,1.1400000000000001,1.5240444817349166,1.1729264806506638,-0.8147329678239081,130.15917037669055,-124.1750235236517,112.62518221251352,-116.09383770671577,1.0,6.0,30.0,0.0,64.0,0.031
0.58,0.6408187664873662,0.7531494361853486,-0.00017221950378693517,0.0,0.0,1.16,0.964636781189225,-3.097469452434012,0.8717527769675565,130.15917037669055,-130.06996477209339,112.15889382246195,-107.56240259478454,1.0,6.0,30.0,0.0,64.0,0.031
0.59,0.6658594640422064,0.7806989394665496,-0.0001758649509179405,0.0,0.0,1.18,-0.19203739263850186,-0.19079875183961728,-0.9951499800955299,105.64398961652134,-129.86700370164382,130.15917037669055,-119.45613255188815,1.0,6.0,30.0,0.0,64.0,0.031
0.6,0.6914117469920825,0.8087624376674358,-0.00017920532431266463,0.0,0.0,1.2,-1.2798560559376007,1.8914816823364933,1.3790318190923545,130.15917037669055,-130.15917037669055,109.15030610845946,-117.83833583668778,1.0,6.0,30.0,0.0,64.0,0.031
0.61,0.7174659929926654,0.8373602920195724,-0.00018243408567548703,0.0,0.0,1.22,1.0562317952762634,-3.0807197391820207,0.2157349556905639,130.15917037669055,-130.15917037669055,101.76573128503327,-123.28731849454462,1.0,6.0,30.0,0.0,64.0,0.031
