t,mode_id,mode,minimum_pair_distance_input_m,formation_rmse_input_m,active_agents,failed_mask,safety_corrections,status_code
17.208,1,leader_follower,1.492219732812492,0.038350813597169624,3.0,0.0,0.0,1.0
17.228,1,leader_follower,1.4922337632326939,0.037142469652870054,3.0,0.0,0.0,1.0
17.248,1,leader_follower,1.4922796008751604,0.03535666245798512,3.0,0.0,0.0,1.0
17.268,1,leader_follower,1.4923038932597037,0.03363737644947626,3.0,0.0,0.0,1.0
17.288,1,leader_follower,1.492333299604544,0.032511384566894896,3.0,0.0,0.0,1.0
17.308,1,leader_follower,1.492395483043579,0.03143855148631568,3.0,0.0,0.0,1.0
17.328,1,leader_follower,1.492433652370969,0.029344473813552194,3.0,0.0,0.0,1.0
17.348,1,leader_follower,1.4925277739099456,0.02887998035110982,3.0,0.0,0.0,1.0
17.368,1,leader_follower,1.4924964302031454,0.027446911659439566,3.0,0.0,0.0,1.0
17.388,1,leader_follower,1.4924579526974686,0.02655587589737329,3.0,0.0,0.0,1.0
17.408,1,leader_follower,1.4920585897357597,0.02480234396472193,3.0,0.0,0.0,1.0
17.428,1,leader_follower,1.4918998445564753,0.024030538068814444,3.0,0.0,0.0,1.0
17.448,1,leader_follower,1.4916817148781514,0.022924734311225402,3.0,0.0,0.0,1.0
17.468,1,leader_follower,1.4915423216195385,0.022271674313730533,3.0,0.0,0.0,1.0
17.488,1,leader_follower,1.4913527759557266,0.021384981754975572,3.0,0.0,0.0,1.0
17.509,1,leader_follower,1.4912388758275217,0.021128630843020493,3.0,0.0,0.0,1.0
17.529,1,leader_follower,1.4911327740568454,0.020269954827843658,3.0,0.0,0.0,1.0
17.548000000000002,1,leader_follower,1.4911367505254698,0.01998249811808704,3.0,0.0,0.0,1.0
17.568,1,leader_follower,1.491144096216209,0.01975078780994503,3.0,0.0,0.0,1.0
17.588,1,leader_follower,1.4912024477999006,0.019632399177425965,3.0,0.0,0.0,1.0
17.608,1,leader_follower,1.4913043098711523,0.019611038406204356,3.0,0.0,0.0,1.0
17.628,1,leader_follower,1.491388456722662,0.01970502275428345,3.0,0.0,0.0,1.0
17.648,1,leader_follower,1.4915982159437422,0.019974173261787492,3.0,0.0,0.0,1.0
17.669,1,leader_follower,1.4919258057785443,0.020367600422098713,3.0,0.0,0.0,1.0
17.688,1,leader_follower,1.492173782465255,0.020605665859859686,3.0,0.0,0.0,1.0
17.708,1,leader_follower,1.492610874479107,0.021042223470480046,3.0,0.0,0.0,1.0
17.728,1,leader_follower,1.493081944202315,0.021420588666578554,3.0,0.0,0.0,1.0
17.748,1,leader_follower,1.4932709832317907,0.02150374977149323,3.0,0.0,0.0,1.0
17.768,1,leader_follower,1.4938013256650853,0.021828163537300535,3.0,0.0,0.0,1.0
17.788,1,leader_follower,1.4943122727681113,0.02213577714604231,3.0,0.0,0.0,1.0
17.808,1,leader_follower,1.4948626058694123,0.022359582782464207,3.0,0.0,0.0,1.0
17.828,1,leader_follower,1.4950038251700404,0.022384950334764488,3.0,0.0,0.0,1.0
17.848,1,leader_follower,1.4949519066406018,0.02255363848060318,3.0,0.0,0.0,1.0
17.868,1,leader_follower,1.4945803697579227,0.02262484188692135,3.0,0.0,0.0,1.0
17.888,1,leader_follower,1.4946703337886944,0.022708658672407303,3.0,0.0,0.0,1.0
17.908,1,leader_follower,1.4944311336327916,0.022733536695834555,3.0,0.0,0.0,1.0
17.928,1,leader_follower,1.494789245439584,0.02283910078037852,3.0,0.0,0.0,1.0
17.948,1,leader_follower,1.4944357722789032,0.022741662919012636,3.0,0.0,0.0,1.0
17.969,1,leader_follower,1.494907043534095,0.022748381390433996,3.0,0.0,0.0,1.0
17.988,1,leader_follower,1.4946699484576311,0.022673393467189527,3.0,0.0,0.0,1.0
