time,x,y,z,x_ref,y_ref,z_ref,roll,pitch,yaw,u1,u2,u3,u4,eta_hat1,eta_hat2,eta_hat3,eta_hat4,fault_index
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
0.002,-8.454975654895366e-14,1.1786713191519548e-13,-1.2984495028127196e-06,0.0,0.0,0.004,-4.2778413941994423e-10,-3.0686299213693756e-10,9.855290527486027e-17,0.22971444052848244,-0.2297144826577143,0.22971451287833253,-0.22971447074909926,1.0,1.0,1.0,1.0,0.0
0.004,-3.486285334895218e-13,4.863943357940864e-13,-2.665415506087654e-06,0.0,0.0,0.008,-1.7653078784723687e-09,-1.2653043689615763e-09,2.2087035363668207e-16,0.45478870581105924,-0.45478887666185847,0.4547889991188158,-0.45478882826801353,1.0,1.0,1.0,1.0,0.0
0.006,-7.682057193866757e-13,1.07969390086878e-12,-4.031040881830206e-06,0.0,0.0,0.012,-3.918611372635631e-09,-2.788105500288973e-09,6.286796417297215e-16,0.6753331416418853,-0.6753335141346122,0.6753337790894756,-0.6753334065967398,1.0,1.0,1.0,1.0,0.0
0.008,-1.2156211073919958e-12,1.7597055035469056e-12,-5.395207378044912e-06,0.0,0.0,0.016,-6.3865855475181966e-09,-4.411915088505695e-09,-1.601853755719649e-16,0.891459383157372,-0.8914599774065287,0.891460387156035,-0.8914597929068805,1.0,1.0,1.0,1.0,0.0
0.01,-1.3892574996114835e-12,2.2002434744348457e-12,-6.757777169387466e-06,0.0,0.0,0.02,-7.985247650907025e-09,-5.0419624255134705e-09,-2.3320129167528226e-15,1.103276385740109,-1.103277105156721,1.103277554894225,-1.1032768354776459,1.0,1.0,1.0,1.0,0.0
0.012,-8.608312210619613e-13,1.9381478056530817e-12,-8.118687736790976e-06,0.0,0.0,0.024,-7.033396082343528e-09,-3.1237188828342178e-09,-2.849507799952654e-15,1.3108904767063616,-1.3108910656561963,1.310891304267916,-1.3108907153181213,1.0,1.0,1.0,1.0,0.0
0.014,8.276447000409575e-13,4.781599476683545e-13,-9.477937988018323e-06,0.0,0.0,0.028000000000000004,-1.7334489636291217e-09,3.004978908514951e-09,6.589354144018145e-16,1.5144053824325672,-1.51440542309694,1.5144050502083177,-1.5144050095439356,1.0,1.0,1.0,1.0,0.0
0.016,4.138793996432528e-12,-2.6799510162367754e-12,-1.0835513936998799e-05,0.0,0.0,0.032,9.72971340205002e-09,1.502257215877213e-08,5.4895805706892375e-15,1.713922279085735,-1.713921197857307,1.7139196696954047,-1.7139207509237546,1.0,1.0,1.0,1.0,0.0
0.018000000000000002,9.58411093043219e-12,-8.08919946304317e-12,-1.2191358466529804e-05,0.0,0.0,0.036000000000000004,2.9361652635269225e-08,3.478371852323434e-08,6.5022477380822664e-15,1.909539870280676,-1.9095369267972788,1.9095335459965466,-1.909536489479852,1.0,1.0,1.0,1.0,0.0
0.02,1.7764636674422008e-11,-1.6399331767517737e-11,-1.3545396592643769e-05,0.0,0.0,0.04,5.951683192990432e-08,6.44659142766671e-08,1.7484647002153318e-15,2.1013544640750874,-2.1013487253141485,2.101342616901888,-2.1013483556628016,1.0,1.0,1.0,1.0,0.0
0.022,2.936744308607621e-11,-2.835296711015615e-11,-1.4897571975077602e-05,0.0,0.0,0.044,1.0288300307208097e-07,1.0655520801271613e-07,-6.916768983946517e-15,2.2894600319782774,-2.289450349172987,2.289440439152896,-2.289450121958284,1.0,1.0,1.0,1.0,0.0
0.024,4.5131412700904614e-11,-4.474852175115153e-11,-1.6247858594531344e-05,0.0,0.0,0.048,1.6234452311914435e-07,1.6372000969815957e-07,-2.0454109552933594e-14,2.473948253862209,-2.473933253834342,2.4739182610856223,-2.4739332611137788,1.0,1.0,1.0,1.0,0.0
0.026000000000000002,6.58187986600323e-11,-6.640937584401268e-11,-1.7596245310456328e-05,0.0,0.0,0.052000000000000005,2.4086785130686246e-07,2.38705448394329e-07,-4.393856914059943e-14,2.654908562734796,-2.6548866506683635,2.6548650894056736,-2.6548870014727277,1.0,1.0,1.0,1.0,0.0
0.028,9.221225559522433e-11,-9.418056845066763e-11,-1.894271553161119e-05,0.0,0.0,0.05600000000000001,3.414863094611728e-07,3.343195678217132e-07,-8.50007025964188e-14,2.832428197753494,-2.8323975611276935,2.8323677444107704,-2.832398381037773,1.0,1.0,1.0,1.0,0.0
0.03,1.251291258420992e-10,-1.2894412691330874e-10,-2.028724066902006e-05,0.0,0.0,0.06,4.673515414900476e-07,4.534812725789017e-07,-1.482308874872833e-13,3.0065922629795154,-3.0065508701284993,3.006510908374747,-3.006552301227859,1.0,1.0,1.0,1.0,0.0
0.032,1.6543378744060012e-10,-1.7163226892034353e-10,-2.162978735135317e-05,0.0,0.0,0.064,6.217762338281315e-07,5.992602809917025e-07,-2.39211402690196e-13,3.1774837844825727,-3.1774293789444363,3.177377174512053,-3.177431580053573,1.0,1.0,1.0,1.0,0.0
0.034,2.1403829530645953e-10,-2.2322792223867985e-10,-2.2970327031221766e-05,0.0,0.0,0.068,8.082299330554005e-07,7.748737854332365e-07,-3.7021539206669455e-13,3.3451837616650524,-3.3451138571158077,3.3450470993861514,-3.3451170039406306,1.0,1.0,1.0,1.0,0.0
0.036000000000000004,2.7189505092511754e-10,-2.8475660670761473e-10,-2.4308839278347824e-05,0.0,0.0,0.07200000000000001,1.0303027902311192e-06,9.836535190679416e-07,-5.668142495345946e-13,3.509771213980961,-3.5096830928363145,3.5095992566418497,-3.5096873777945117,1.0,1.0,1.0,1.0,0.0
0.038,3.399904433037484e-10,-3.5727934830081906e-10,-2.5645308558867363e-05,0.0,0.0,0.076,1.2916722212020358e-06,1.2290155861426431e-06,-8.679701231102559e-13,3.671323226513867,-3.6712139417099743,3.6711102886515694,-3.671219573467735,1.0,1.0,1.0,1.0,0.0
0.04,4.193443668691644e-10,-4.418919231517867e-10,-2.697971966355023e-05,0.0,0.0,0.08,1.5960914072148924e-06,1.514450574258945e-06,-1.3140387895525065e-12,3.829914996491195,-3.8297813741499125,3.8296549546758554,-3.8297885770357185,1.0,1.0,1.0,1.0,0.0
0.042,5.110141317163518e-10,-5.397288139141698e-10,-2.831205584779113e-05,0.0,0.0,0.084,1.9473935750453708e-06,1.8435283608519516e-06,-1.9434868731306046e-12,3.985619880305718,-3.985458521708818,3.985306176491205,-3.9854675351155873,1.0,1.0,1.0,1.0,0.0
0.044,6.160988531601139e-10,-6.519676458547274e-10,-2.9642299987089824e-05,0.0,0.0,0.088,2.3494967550934153e-06,2.219903463434781e-06,-2.806384973946117e-12,4.138509439578488,-4.138316722448725,4.13813508304809,-4.138327800217536,1.0,1.0,1.0,1.0,0.0
0.046,7.357418126883193e-10,-7.798314032066234e-10,-3.0970436607290635e-05,0.0,0.0,0.092,2.8063993613211246e-06,2.647311992810824e-06,-3.9670387080109115e-12,4.288653485238943,-4.28842556526521,4.288211054944788,-4.288438974974615,1.0,1.0,1.0,1.0,0.0
0.048,8.711312096603903e-10,-9.245888772630877e-10,-3.229645264386138e-05,0.0,0.0,0.096,3.3221683811814934e-06,3.1295618501783203e-06,-5.5133509602359056e-12,4.436120119764447,-4.435852933077446,4.435601768416258,-4.43586895518122,1.0,1.0,1.0,1.0,0.0
0.05,1.02350130606728e-09,-1.08755551418672e-09,-3.3620336978788576e-05,0.0,0.0,0.1,3.90092793266225e-06,3.67052334328108e-06,-7.556364193805261e-12,4.5809757783961595,-4.580665044910687,4.580373238133833,-4.580683971726153,1.0,1.0,1.0,1.0,0.0
0.052000000000000005,1.1941348022064728e-09,-1.2700955630965468e-09,-3.49420794889502e-05,0.0,0.0,0.10400000000000001,4.546851223160063e-06,4.274123040876722e-06,-1.0219711230810685e-11,4.723285269628091,-4.722926496877955,4.722589858553336,-4.722948631447979,1.0,1.0,1.0,1.0,0.0
0.054,1.3843666293828442e-09,-1.4736257111415782e-09,-3.6261670539848104e-05,0.0,0.0,0.10800000000000001,5.264156521178602e-06,4.944341435325543e-06,-1.364918411490128e-11,4.863111815102877,-4.862700302155346,4.862314443869206,-4.8627259570097365,1.0,1.0,1.0,1.0,0.0
0.056,1.5955882540765714e-09,-1.6996192350581899e-09,-3.757910112875373e-05,0.0,0.0,0.11200000000000002,6.057103710444032e-06,5.685211231747797e-06,-1.8017258508647747e-11,5.000517088648623,-5.00004793004432,4.999608267001235,-5.000077425860302,1.0,1.0,1.0,1.0,0.0
0.058,1.8292519182526349e-09,-1.9496100538289445e-09,-3.889436321634896e-05,0.0,0.0,0.11600000000000002,6.929989223917035e-06,6.500814220833342e-06,-2.3521988865828572e-11,5.135561254175994,-5.135029344055592,5.134531097748853,-5.135063008201856,1.0,1.0,1.0,1.0,0.0
0.06,2.086874892803823e-09,-2.2251967645929247e-09,-4.0207449826235305e-05,0.0,0.0,0.12,7.887139802628213e-06,7.395277132908051e-06,-3.039465162826004e-11,5.2683030025490085,-5.267703039074925,5.267141240125075,-5.267741204028941,1.0,1.0,1.0,1.0,0.0
0.062,2.3700442552038974e-09,-2.5280471889852436e-09,-4.151835490691663e-05,0.0,0.0,0.124,8.93290628191238e-06,8.372767633424088e-06,-3.890681402630774e-11,5.398799588488178,-5.398126078537629,5.397495569672378,-5.3981690801730675,1.0,1.0,1.0,1.0,0.0
0.064,2.6804226989923713e-09,-2.859903963676664e-09,-4.28270731775895e-05,0.0,0.0,0.128,1.0071658795781942e-05,9.437491790412365e-06,-4.936912918391056e-11,5.527106852488609,-5.5263541165459875,5.525649555645695,-5.526402292286394,1.0,1.0,1.0,1.0,0.0
