controller_id,climbpath_position_rmse_m,control_energy,terminal_position_error_m
explicit_gain_scheduled_mpc,0.2042904972194766,837765.3619834441,0.004321100426104121
ilqr,0.2185471293759734,836667.4813517114,0.006165810860597446
mppi,0.20497592464335546,837653.1531833892,0.004429334159247959
robust_mpc,0.20281091203054682,837983.5858417245,0.0035219236160583243
tube_mpc,0.22660286891945042,837750.6285991645,0.003616617837317414
