t,phase,uav_a,uav_b,distance_m
5.856,init,2,3,1.4660079937797976
5.89,init,2,3,1.4660079937464812
5.925,init,2,3,1.466007993712185
5.959,init,2,3,1.4660079936788688
5.993,init,2,3,1.4660079936455523
6.027,init,2,3,1.4660079936122363
6.061,init,2,3,1.4660079935789199
6.095,init,2,3,1.4660079935456036
6.129,init,2,3,1.4660079935122874
6.163,init,2,3,1.4660079934789711
6.197,init,2,3,1.4660079934456547
6.231,init,2,3,1.4660079934123385
6.265,init,2,3,1.466007993379022
6.299,init,2,3,1.466007993345706
6.333,init,2,3,1.4660079933123895
6.367,init,2,3,1.466007993279073
6.401,init,2,3,1.4660079932457568
6.435,init,2,3,1.4660079932124408
6.469,init,2,3,1.4660079931791243
6.503,init,2,3,1.4660079931458079
6.537,init,2,3,1.4660079931124916
6.571,init,2,3,1.4660079930791754
6.605,init,2,3,1.4660079930458592
6.639,init,2,3,1.4660079930125427
6.673,init,2,3,1.4660079929792265
6.707,init,2,3,1.46600799294591
6.741,takeoff,2,3,1.466007992912594
6.775,takeoff,2,3,1.4660079928792775
6.809,takeoff,2,3,1.4660079928459613
6.843,takeoff,2,3,1.4660079928126448
6.877,takeoff,2,3,1.4660079927793288
6.911,takeoff,2,3,1.4660079927460123
6.946,takeoff,2,3,1.4660079927117162
6.98,takeoff,2,3,1.4660079926784
7.014,takeoff,2,3,1.4660079926450835
7.048,takeoff,2,3,1.4660079926117673
7.082,takeoff,2,3,1.466007992578451
7.116,takeoff,2,3,1.4660079925451348
7.15,takeoff,2,3,1.4660079925118183
7.184,takeoff,2,3,1.466007992478502
7.218,takeoff,2,3,1.4660079924451856
7.252,takeoff,2,3,1.4660079924118696
7.286,takeoff,2,3,1.4660079923785532
7.32,takeoff,2,3,1.4660079923452367
7.355,takeoff,2,3,1.4660079923109408
7.389,takeoff,2,3,1.4660079922776243
7.423,takeoff,2,3,1.4660079922443081
7.457,takeoff,2,3,1.4660079922109919
7.491,takeoff,2,3,1.4660079921776756
7.525,takeoff,2,3,1.4660079921443592
7.559,takeoff,2,3,1.466007992111043
7.593,takeoff,2,3,1.4660079920777265
7.627,takeoff,2,3,1.4660079920444105
7.662,takeoff,2,3,1.4660079920101143
7.696,takeoff,2,3,1.4660079919767979
7.73,takeoff,2,3,1.4660079919434816
7.764,takeoff,2,3,1.4660079919101652
7.798,takeoff,2,3,1.466007991876849
7.832,takeoff,2,3,1.4660079918435327
7.866,takeoff,2,3,1.4660079918102165
7.9,takeoff,2,3,1.4660079917769
7.934,takeoff,2,3,1.4660079917435838
7.968,takeoff,2,3,1.4660079917102675
8.002,takeoff,2,3,1.4660079916769513
8.036,takeoff,2,3,1.4660079916436348
8.07,takeoff,2,3,1.4660079916103184
8.104,takeoff,2,3,1.4660079915770021
8.138,takeoff,2,3,1.4660079915436859
8.172,takeoff,2,3,1.4660079915103696
8.206,takeoff,2,3,1.4660079914770532
8.24,takeoff,2,3,1.466007991443737
8.274000000000001,takeoff,2,3,1.4660079914104207
8.308,takeoff,2,3,1.4660079913771045
8.342,takeoff,2,3,1.466007991343788
8.376,takeoff,2,3,1.4660079913104718
8.41,takeoff,2,3,1.4660079912771555
8.444,takeoff,2,3,1.4660079912438393
8.478,takeoff,2,3,1.4660079912105228
8.513,takeoff,2,3,1.4660079911762267
8.547,takeoff,2,3,1.4660079911429105
8.581,takeoff,2,3,1.4660079911095945
8.615,takeoff,2,3,1.466007991076278
8.649000000000001,takeoff,2,3,1.4660079910429615
8.683,takeoff,2,3,1.4660079910096453
8.717,takeoff,2,3,1.466007990976329
8.751,takeoff,2,3,1.4660079909430128
8.785,takeoff,2,3,1.4660079909096964
8.818999999999999,takeoff,2,3,1.4660079908763801
8.853,takeoff,2,3,1.4660079908430639
8.887,takeoff,2,3,1.4660079908097476
8.921,takeoff,2,3,1.4660079907764312
8.955,takeoff,2,3,1.466007990743115
8.989,takeoff,2,3,1.4660079907107784
9.023,takeoff,2,3,1.4660079906764825
9.057,takeoff,2,3,1.466007990643166
9.091,takeoff,2,3,1.4660079906098495
9.125,takeoff,2,3,1.4660079905765333
9.159,takeoff,2,3,1.4660079905432173
9.193,takeoff,2,3,1.4660079905099008
9.227,takeoff,2,3,1.4660079904765844
9.261,takeoff,2,3,1.4660079904432681
9.295,takeoff,2,3,1.4660079904099519
9.329,takeoff,2,3,1.4660079903766357
9.363,takeoff,2,3,1.4660079903423395
9.397,takeoff,2,3,1.4660079903100032
9.431,takeoff,2,3,1.4660079902766867
9.465,takeoff,2,3,1.4660079902433705
9.499,takeoff,2,3,1.4660079902100542
9.533,takeoff,2,3,1.466007990176738
9.567,takeoff,2,3,1.4660079901434215
9.600999999999999,takeoff,2,3,1.4660079901101053
9.635,takeoff,2,3,1.4660079900758092
9.669,takeoff,2,3,1.4660079900434728
9.703,takeoff,2,3,1.4660079900101564
9.737,takeoff,2,3,1.46600798997684
9.771,takeoff,2,3,1.4660079899435237
9.805,takeoff,2,3,1.4660079899102076
9.839,takeoff,2,3,1.46600798987709
9.873,takeoff,2,3,1.4660079898590894
9.907,takeoff,2,3,1.4660079898400953
9.941,takeoff,2,3,1.466007989811176
9.975,takeoff,2,3,1.4660079897988318
10.009,takeoff,2,3,1.4660079897714244
10.043,takeoff,2,3,1.4660079897601963
10.077,takeoff,2,3,1.4660079897337157
10.111,takeoff,2,3,1.4660079897108877
10.145,takeoff,2,3,1.4660079896951816
10.179,takeoff,2,3,1.4660079896744762
10.213,takeoff,2,3,1.4660079896563958
10.247,takeoff,2,3,1.466007989630086
10.281,takeoff,2,3,1.4660079896134959
10.315,takeoff,2,3,1.466007989595784
10.35,takeoff,2,3,1.466007989572848
10.384,takeoff,2,3,1.4660079895528126
10.418,takeoff,2,3,1.4660079895341744
10.452,takeoff,2,3,1.4660079895116753
10.486,takeoff,2,3,1.4660079894957945
10.52,takeoff,2,3,1.4660079894692133
10.554,takeoff,2,3,1.4660079894609304
10.588,takeoff,2,3,1.466007989431806
10.622,takeoff,2,3,1.466007989415172
10.656,takeoff,2,3,1.4660079893925357
10.69,takeoff,2,3,1.4660079893759135
10.724,takeoff,2,3,1.4660079893578795
10.758,takeoff,2,3,1.4660079893378424
10.792,takeoff,2,3,1.4660079893104572
10.826,takeoff,2,3,1.4660079892998492
10.86,takeoff,2,3,1.4660079892629174
10.895,takeoff,2,3,1.4660079892332099
10.929,takeoff,2,3,1.4660079892086684
10.963,takeoff,2,3,1.4660079891710953
10.997,takeoff,2,3,1.4660079891457372
11.031,takeoff,2,3,1.4660079891136515
11.066,takeoff,2,3,1.4660079890887165
11.1,takeoff,2,3,1.4660079890602515
11.135,takeoff,2,3,1.466007989027619
11.169,takeoff,2,3,1.466007988994784
11.203,takeoff,2,3,1.4660079889648137
11.237,takeoff,2,3,1.4660079889291089
11.271,takeoff,2,3,1.4660079889050002
11.306,takeoff,2,3,1.4660079888649602
11.34,takeoff,2,3,1.466007988842344
11.374,takeoff,2,3,1.466007988802257
11.408,takeoff,2,3,1.466007988778643
11.442,takeoff,2,3,1.4660079887500068
11.475999999999999,takeoff,2,3,1.466007988718922
11.51,takeoff,2,3,1.4660079886819153
11.544,takeoff,2,3,1.466007988651958
11.578,takeoff,2,3,1.466007988621939
11.612,takeoff,2,3,1.4660079885997708
11.646,takeoff,2,3,1.4660079885621216
11.68,takeoff,2,3,1.4660079885331259
11.714,takeoff,2,3,1.4660079884969146
11.748,takeoff,2,3,1.466007988470466
11.782,takeoff,2,3,1.4660079884429396
11.816,takeoff,2,3,1.4660079884106858
11.85,takeoff,2,3,1.4660079883751318
11.884,takeoff,2,3,1.4660079883386519
11.918,takeoff,2,3,1.4660079883089925
11.952,takeoff,2,3,1.4660079882786583
11.986,takeoff,2,3,1.4660079882476575
