t,mode_id,mode,minimum_pair_distance_input_m,formation_rmse_input_m,active_agents,failed_mask,safety_corrections,status_code
17.061,5,formation_tracking,1.4887146637358146,0.01809651196407814,3.0,0.0,0.0,1.0
17.081,5,formation_tracking,1.4885954066378246,0.016809761037868527,3.0,0.0,0.0,1.0
17.1,5,formation_tracking,1.4885253919021664,0.016278671320430885,3.0,0.0,0.0,1.0
17.12,5,formation_tracking,1.488447241273919,0.015833670378175378,3.0,0.0,0.0,1.0
17.14,5,formation_tracking,1.4883765697930622,0.01599052905346231,3.0,0.0,0.0,1.0
17.16,5,formation_tracking,1.4883405239306646,0.015985294269630836,3.0,0.0,0.0,1.0
17.18,5,formation_tracking,1.4883076875234609,0.016317316125098628,3.0,0.0,0.0,1.0
17.2,5,formation_tracking,1.4883174392724012,0.016642244605131376,3.0,0.0,0.0,1.0
17.22,5,formation_tracking,1.4883560461905239,0.017059442627360952,3.0,0.0,0.0,1.0
17.24,5,formation_tracking,1.4884285379807465,0.017699269311616164,3.0,0.0,0.0,1.0
17.26,5,formation_tracking,1.4885198950289864,0.018127408681444655,3.0,0.0,0.0,1.0
17.28,5,formation_tracking,1.488624704866234,0.018952265558997292,3.0,0.0,0.0,1.0
17.3,5,formation_tracking,1.4887929977433088,0.01966987098441989,3.0,0.0,0.0,1.0
17.32,5,formation_tracking,1.4889752488654748,0.02086501587085301,3.0,0.0,0.0,1.0
17.34,5,formation_tracking,1.4892090633955015,0.021738320926580446,3.0,0.0,0.0,1.0
17.36,5,formation_tracking,1.489175041414958,0.023204387289230338,3.0,0.0,0.0,1.0
17.38,5,formation_tracking,1.4890322113370855,0.02412550027397669,3.0,0.0,0.0,1.0
17.4,5,formation_tracking,1.4888630827155294,0.025860450006662036,3.0,0.0,0.0,1.0
17.42,5,formation_tracking,1.4887989740158736,0.026898085361431404,3.0,0.0,0.0,1.0
17.44,5,formation_tracking,1.4887240549181493,0.02855227610194938,3.0,0.0,0.0,1.0
17.46,5,formation_tracking,1.488675495252217,0.029695074252398434,3.0,0.0,0.0,1.0
17.48,5,formation_tracking,1.4886183472844619,0.03146037536280067,3.0,0.0,0.0,1.0
17.5,5,formation_tracking,1.4885872885008349,0.03174343080516252,3.0,0.0,0.0,1.0
17.52,5,formation_tracking,1.4885484871412933,0.03055277024787254,3.0,0.0,0.0,1.0
17.54,5,formation_tracking,1.4885968574948318,0.029077190684799435,3.0,0.0,0.0,1.0
17.561,5,formation_tracking,1.4887426051503119,0.026603194079380145,3.0,0.0,0.0,1.0
17.58,5,formation_tracking,1.4888735270087137,0.025255392580983277,3.0,0.0,0.0,1.0
17.6,5,formation_tracking,1.48905885324427,0.02319050856646204,3.0,0.0,0.0,1.0
17.62,5,formation_tracking,1.489203433113282,0.02207050199472602,3.0,0.0,0.0,1.0
17.64,5,formation_tracking,1.4894488336248974,0.02079674141434398,3.0,0.0,0.0,1.0
17.66,5,formation_tracking,1.4896730490070562,0.01995002629425049,3.0,0.0,0.0,1.0
17.68,5,formation_tracking,1.490087405995284,0.019093845587644646,3.0,0.0,0.0,1.0
17.7,5,formation_tracking,1.4904087551860543,0.01874929261457621,3.0,0.0,0.0,1.0
17.72,5,formation_tracking,1.490934201631776,0.018390110707902554,3.0,0.0,0.0,1.0
17.74,5,formation_tracking,1.4913067786004557,0.018258548916870513,3.0,0.0,0.0,1.0
17.76,5,formation_tracking,1.4919023624516805,0.018195607663694942,3.0,0.0,0.0,1.0
17.78,5,formation_tracking,1.492326072577046,0.01847942160118757,3.0,0.0,0.0,1.0
17.8,5,formation_tracking,1.492659908133094,0.018409537619500104,3.0,0.0,0.0,1.0
17.82,5,formation_tracking,1.492553359535944,0.0185609751703364,3.0,0.0,0.0,1.0
17.84,5,formation_tracking,1.4926724170004897,0.01854589036890837,3.0,0.0,0.0,1.0
17.86,5,formation_tracking,1.4926656658365953,0.018510134783280913,3.0,0.0,0.0,1.0
17.88,5,formation_tracking,1.4928648153639836,0.018406488934758398,3.0,0.0,0.0,1.0
17.9,5,formation_tracking,1.4929253609912672,0.018409609611868657,3.0,0.0,0.0,1.0
17.92,5,formation_tracking,1.4931578639208631,0.018179558754686576,3.0,0.0,0.0,1.0
17.94,5,formation_tracking,1.4932375815832575,0.018029630765271264,3.0,0.0,0.0,1.0
17.96,5,formation_tracking,1.4934934051792879,0.018040432761203446,3.0,0.0,0.0,1.0
17.98,5,formation_tracking,1.493653033556444,0.01786229915320537,3.0,0.0,0.0,1.0
18.0,5,formation_tracking,1.4939379291427837,0.017912952460011306,3.0,0.0,0.0,1.0
18.02,5,formation_tracking,1.494083328535191,0.018071250202013653,3.0,0.0,0.0,1.0
18.04,5,formation_tracking,1.4943700605486756,0.018084296256821696,3.0,0.0,0.0,1.0
18.06,5,formation_tracking,1.494506394230382,0.018334926351694383,3.0,0.0,0.0,1.0
18.08,5,formation_tracking,1.4947406673265207,0.01851432126226511,3.0,0.0,0.0,1.0
18.1,5,formation_tracking,1.4947805422478155,0.01892249031133574,3.0,0.0,0.0,1.0
18.12,5,formation_tracking,1.494997961658109,0.019181654545524916,3.0,0.0,0.0,1.0
18.14,5,formation_tracking,1.4949940921230866,0.0194694071657683,3.0,0.0,0.0,1.0
18.16,5,formation_tracking,1.4951790220874672,0.019760036939701048,3.0,0.0,0.0,1.0
18.18,5,formation_tracking,1.4950643471381635,0.019816628016191398,3.0,0.0,0.0,1.0
18.2,5,formation_tracking,1.4952194194036088,0.019958673306829124,3.0,0.0,0.0,1.0
18.22,5,formation_tracking,1.4950952377525908,0.019900248253112554,3.0,0.0,0.0,1.0
18.24,5,formation_tracking,1.4953171842152646,0.019686941711900413,3.0,0.0,0.0,1.0
18.26,5,formation_tracking,1.4952150892266212,0.01943043976168273,3.0,0.0,0.0,1.0
18.28,5,formation_tracking,1.495322136979007,0.019187417663158658,3.0,0.0,0.0,1.0
18.3,5,formation_tracking,1.495074786072713,0.01871422529963241,3.0,0.0,0.0,1.0
18.32,5,formation_tracking,1.4947974121242675,0.018356912363243303,3.0,0.0,0.0,1.0
18.34,5,formation_tracking,1.4944599142349846,0.01794934984202247,3.0,0.0,0.0,1.0
18.36,5,formation_tracking,1.4944155519025535,0.01752880512106477,3.0,0.0,0.0,1.0
18.38,5,formation_tracking,1.4944767724340893,0.01723741598996083,3.0,0.0,0.0,1.0
18.4,5,formation_tracking,1.4947294638893878,0.017054069365705013,3.0,0.0,0.0,1.0
18.42,5,formation_tracking,1.4946960208394227,0.016915463499581104,3.0,0.0,0.0,1.0
18.44,5,formation_tracking,1.4947810904842,0.01683521587152767,3.0,0.0,0.0,1.0
18.46,5,formation_tracking,1.4947139808464336,0.016956902430375505,3.0,0.0,0.0,1.0
18.48,5,formation_tracking,1.4948985275852795,0.017037223386564965,3.0,0.0,0.0,1.0
18.5,5,formation_tracking,1.4949523979178907,0.017520955291503923,3.0,0.0,0.0,1.0
18.52,5,formation_tracking,1.4952101737718742,0.01759059171687329,3.0,0.0,0.0,1.0
18.54,5,formation_tracking,1.495338813427886,0.017993400289421316,3.0,0.0,0.0,1.0
18.56,5,formation_tracking,1.4955584904882664,0.018295421623212446,3.0,0.0,0.0,1.0
18.58,5,formation_tracking,1.4956967101732588,0.018387602384345548,3.0,0.0,0.0,1.0
18.6,5,formation_tracking,1.4959868421459868,0.018630918205498625,3.0,0.0,0.0,1.0
18.62,5,formation_tracking,1.4962795148784136,0.01871072731000978,3.0,0.0,0.0,1.0
18.64,5,formation_tracking,1.49664091421829,0.018713076753240434,3.0,0.0,0.0,1.0
18.66,5,formation_tracking,1.4969396514468385,0.01840986503281962,3.0,0.0,0.0,1.0
18.68,5,formation_tracking,1.4972434655212064,0.018353431634300307,3.0,0.0,0.0,1.0
18.7,5,formation_tracking,1.497431095950705,0.01810036061308657,3.0,0.0,0.0,1.0
18.72,5,formation_tracking,1.4975809007743812,0.01775735826916214,3.0,0.0,0.0,1.0
18.74,5,formation_tracking,1.4975607440256837,0.017880636563033323,3.0,0.0,0.0,1.0
18.76,5,formation_tracking,1.4977262606505435,0.017506776284545285,3.0,0.0,0.0,1.0
18.78,5,formation_tracking,1.4977639534798541,0.01754145300458825,3.0,0.0,0.0,1.0
18.8,5,formation_tracking,1.4979478933419255,0.01773295791937411,3.0,0.0,0.0,1.0
18.82,5,formation_tracking,1.4978310624677584,0.017762463869084668,3.0,0.0,0.0,1.0
18.84,5,formation_tracking,1.4978887380986488,0.01785206056077538,3.0,0.0,0.0,1.0
18.86,5,formation_tracking,1.4976521459723353,0.018012361343139743,3.0,0.0,0.0,1.0
18.88,5,formation_tracking,1.4976224404709457,0.018000621637813692,3.0,0.0,0.0,1.0
18.9,5,formation_tracking,1.497284814966996,0.01803956438494645,3.0,0.0,0.0,1.0
18.92,5,formation_tracking,1.4972507368749535,0.017957982588577715,3.0,0.0,0.0,1.0
18.94,5,formation_tracking,1.4969773610613042,0.017763615530074845,3.0,0.0,0.0,1.0
18.96,5,formation_tracking,1.4969787458316892,0.017446523804141006,3.0,0.0,0.0,1.0
18.98,5,formation_tracking,1.4968260331549745,0.017299324922507447,3.0,0.0,0.0,1.0
19.0,5,formation_tracking,1.4968279050769506,0.01697901943890088,3.0,0.0,0.0,1.0
19.02,5,formation_tracking,1.4967330686764528,0.01677119725739348,3.0,0.0,0.0,1.0
19.04,5,formation_tracking,1.4966298485964171,0.016803615787204792,3.0,0.0,0.0,1.0
19.06,5,formation_tracking,1.4965597882245494,0.016682610620072324,3.0,0.0,0.0,1.0
19.08,5,formation_tracking,1.4964548788659306,0.016807542892722693,3.0,0.0,0.0,1.0
19.1,5,formation_tracking,1.496584982430237,0.016772506983590944,3.0,0.0,0.0,1.0
19.12,5,formation_tracking,1.4966484304580394,0.016842534294656337,3.0,0.0,0.0,1.0
19.14,5,formation_tracking,1.4969861241392708,0.01695389704187556,3.0,0.0,0.0,1.0
19.16,5,formation_tracking,1.4970697991817516,0.017213246590972286,3.0,0.0,0.0,1.0
19.18,5,formation_tracking,1.4975338077124538,0.017328257525836964,3.0,0.0,0.0,1.0
19.2,5,formation_tracking,1.4976730070865787,0.017502545141314663,3.0,0.0,0.0,1.0
19.22,5,formation_tracking,1.498217958322749,0.01766719082927024,3.0,0.0,0.0,1.0
19.24,5,formation_tracking,1.4983864355116443,0.01758805747465639,3.0,0.0,0.0,1.0
19.26,5,formation_tracking,1.4989769139289046,0.017784113968580508,3.0,0.0,0.0,1.0
19.28,5,formation_tracking,1.4991414909873022,0.01750602031687609,3.0,0.0,0.0,1.0
19.3,5,formation_tracking,1.4996870893205436,0.01739088143104448,3.0,0.0,0.0,1.0
19.32,5,formation_tracking,1.4998194071576851,0.01722562984345867,3.0,0.0,0.0,1.0
19.34,5,formation_tracking,1.5002044529939047,0.01693504203650268,3.0,0.0,0.0,1.0
19.36,5,formation_tracking,1.5003061945137206,0.016773029400670186,3.0,0.0,0.0,1.0
19.38,5,formation_tracking,1.5005716804072895,0.016548600684216628,3.0,0.0,0.0,1.0
19.4,5,formation_tracking,1.5006208846350801,0.01632844901693578,3.0,0.0,0.0,1.0
19.42,5,formation_tracking,1.5006447986991818,0.0163808557720503,3.0,0.0,0.0,1.0
19.44,5,formation_tracking,1.5006095878207566,0.01636429471753198,3.0,0.0,0.0,1.0
19.461,5,formation_tracking,1.5004483457775286,0.016652134691536036,3.0,0.0,0.0,1.0
19.48,5,formation_tracking,1.5003282328909706,0.017041146901459924,3.0,0.0,0.0,1.0
