metric,value
generated_at,2026-05-15T02:36:50
raw_file,results/planning/single_obstacle_astar_awff/sunray150_planning_open_blocks_awff_sysblock/raw/sunray150_planning_open_blocks_awff_sysblock.csv
scene_id,planning_open_blocks
controller_id,awff_sysblock
row_count,1601
duration_s,16.0
sample_rate_hz,100.0
position_rmse_m,629.0370236510255
x_rmse_m,423.70397058533285
y_rmse_m,464.93186465415823
z_rmse_m,0.9400336014198495
max_position_error_m,1454.9474100945329
steady_state_error_m,1024.161715346747
settling_time_s,nan
disturbance_window_start_s,15.0
disturbance_window_end_s,19.0
disturbance_peak_error_m,1454.9474100945329
disturbance_recovery_time_s,nan
overshoot_x_pct,16323.197648425843
overshoot_y_pct,nan
overshoot_z_pct,0.0
overshoot_max_pct,16323.197648425843
roll_rmse_rad,0.8296915924984147
pitch_rmse_rad,1.8089454832987832
yaw_rmse_rad,1.8247538316009526
max_tilt_rad,3.2862053182843485
minimum_altitude_m,-1.0303332392265255e-05
altitude_violation_count,1601
tilt_violation_count,1052
constraint_violation_count,2653
constraint_violation_rate_hz,165.8125
altitude_violation_rate_hz,100.0625
tilt_violation_rate_hz,65.75
control_energy,17279.242535293855
control_energy_per_second,1079.952658455866
control_smoothness,35461070.81811361
control_smoothness_per_second,2216316.9261321006
control_command_min,-20.0
control_command_max,20.0
control_command_normalized,False
saturation_ratio,nan
nan_count,0
valid,True
tracking_score,0.0
robustness_score,0.0
safety_score,0.0
energy_score,0.0
smoothness_score,0.0
fault_tolerance_score,0.0
total_health_score,0.0
source,MWORKS_MCP
evidence_level,real_sysplorer_mcp_sysblock_planning_open_blocks
