time_s,bridge_command_error_abs_sum,bridge_total_thrust,bridge_yaw_moment,bridge_applied_force_z_body,bridge_applied_yaw_torque_body,external_applied_force_z_body,external_applied_yaw_torque_body,external_frame_force_z,external_frame_yaw_torque,external_force_application_error,external_torque_application_error,external_force_matches_adapter_error,external_torque_matches_adapter_error,external_boundary_gate_error,external_test_body_frame_a_f3,external_test_body_frame_a_t3
0.0,0.0,9.810000000000002,0.0,9.810000000000002,0.0,9.810000000000002,0.0,9.810000000000002,0.0,0.0,0.0,0.0,0.0,0.0,9.810000000000002,0.0
0.125,0.0,1.7084573211692908,-0.054896306613063585,1.7084573211692908,-0.054896306613063585,1.7084573211692908,-0.054896306613063585,1.7084573211692908,-0.054896306613063585,0.0,0.0,0.0,0.0,0.0,1.7084573211692908,-0.054896306613063585
0.25,0.0,12.771836020169136,-0.06826526566283278,12.771836020169136,-0.06826526566283278,12.771836020169136,-0.06826526566283278,12.771836020169136,-0.06826526566283278,0.0,0.0,0.0,0.0,0.0,12.771836020169136,-0.06826526566283278
