receive_time_s,stamp_s,sequence,frame_id,planner_id,x_ref,y_ref,z_ref,vx_ref,vy_ref,vz_ref,ax_ref,ay_ref,az_ref,yaw_ref,yaw_rate_ref,trajectory_status
63113.097798318,1780692696.134743452,70,map,ego_position_cmd,0.349945480361177,0.3438225592042452,1.2350419421756804,0.0027798483580896587,0.15747546616252966,0.00802484600214615,-0.07086395977313835,0.0012509317611403465,-0.0017739983226438235,1.5531455794523936,0.45,1
63113.141916392,1780692696.178741217,71,map,ego_position_cmd,0.34999259871112776,0.3522761474977451,1.235470115565166,-0.001024266373985328,0.1574966694200075,0.007929042464466279,-0.07087350123900338,-0.00046091986829339764,-0.0017956746004865302,1.5772996512008832,0.45,1
63113.185531444,1780692696.222715378,72,map,ego_position_cmd,0.3498686543390646,0.3595877375314571,1.2358363212363546,-0.004314481889155716,0.15744089445257908,0.007845237588014324,-0.07084840250366059,-0.0019415168501200725,-0.001814213762590455,1.598193289801202,0.45,1
63113.230095926,1780692696.266797543,72,map,ego_position_cmd,0.3498686543390646,0.3595877375314571,1.2358363212363546,-0.004314481889155716,0.15744089445257908,0.007845237588014324,-0.07084840250366059,-0.0019415168501200725,-0.001814213762590455,1.598193289801202,0.45,1
63113.274230765,1780692696.310827255,73,map,ego_position_cmd,0.3495361044159274,0.36801420855152633,1.2362537785494505,-0.00810639384818687,0.15729124698716734,0.007747529719686458,-0.0707810611442253,-0.0036478772316840915,-0.00183534753906593,1.6222882454992942,0.45,1
63113.318093664,1780692696.354841948,74,map,ego_position_cmd,0.34909240469860786,0.375189144124868,1.236605480860349,-0.011335114856190596,0.15709158211437355,0.007663351928561997,-0.0706912119514681,-0.0051008016852857685,-0.0018531524685551745,1.6428275829024643,0.45,1
63113.361895413,1780692696.398792267,75,map,ego_position_cmd,0.348370932159093,0.3837297142977026,1.2370197685750322,-0.015178371433966185,0.15676691947159185,0.007561930784641581,-0.07054511376221634,-0.0068302671452847834,-0.001874125784111003,1.6673167363504036,0.45,1
63113.405732973,1780692696.442731857,76,map,ego_position_cmd,0.3475326201182291,0.391485876557675,1.2373920291619596,-0.018668644450953797,0.1563896790532031,0.007468631424466433,-0.07037535557394141,-0.00840089000292921,-0.0018929714763242069,1.6896067249519546,0.45,1
63113.450117304,1780692696.486805201,77,map,ego_position_cmd,0.3465098281256139,0.3993045536675623,1.2377635762563592,-0.022187049150403034,0.15592942265652623,0.007373385288265701,-0.07016824019543681,-0.009984172117681366,-0.001911781047978191,1.712136604499756,0.45,1
63113.493753099,1780692696.530738115,78,map,ego_position_cmd,0.3453077785184352,0.4071186317646291,1.238131287854531,-0.025703384294083087,0.15538850033329585,0.007276949730611146,-0.06992482514998315,-0.01156652293233739,-0.0019303964476356328,1.7347256388020469,0.45,1
63113.537620880,1780692696.574708462,79,map,ego_position_cmd,0.3439607727610854,0.4147378313013108,1.2384864461903384,-0.02913202408558987,0.15478234774248845,0.007181672430164345,-0.0696520564841198,-0.013109410838515443,-0.0019483763383858893,1.7568328108496645,0.45,1
63113.581963060,1780692696.618755817,79,map,ego_position_cmd,0.3439607727610854,0.4147378313013108,1.2384864461903384,-0.02913202408558987,0.15478234774248845,0.007181672430164345,-0.0696520564841198,-0.013109410838515443,-0.0019483763383858893,1.7568328108496645,0.45,1
63113.625955973,1780692696.662775278,80,map,ego_position_cmd,0.3423927666965733,0.4225754318889382,1.2388483972775186,-0.03265894435002221,0.154076745013458,0.007082326786904777,-0.06933453525605611,-0.014696524957509994,-0.0019667001121743844,1.779670195651852,0.45,1
63113.669957766,1780692696.706791162,81,map,ego_position_cmd,0.3406764557593221,0.43024682231257916,1.2391994361435659,-0.03611107004066062,0.15330440509169493,0.006983719491080074,-0.06898698229126272,-0.016249981518297284,-0.0019844714547680217,1.8021307828508726,0.45,1
63113.714020768,1780692696.750790596,82,map,ego_position_cmd,0.33877937590548163,0.4379120837035066,1.2395470824146677,-0.03956043766657798,0.15245071915746675,0.006883780305520979,-0.06860282362086004,-0.01780219694996009,-0.0020020710472425556,1.824692768100067,0.45,1
63113.757943584,1780692696.794768095,83,map,ego_position_cmd,0.33672137887440706,0.4454919525872101,1.2398878764515167,-0.04297137866424454,0.1515246204934832,0.006783506757536593,-0.06818607922206744,-0.019337120398910043,-0.002019323745358036,1.8471340480500658,0.45,1
63113.801757432,1780692696.838711500,84,map,ego_position_cmd,0.3344833706752702,0.45305762825579576,1.2402251533005955,-0.046375932715108106,0.1505175168038716,0.006681920588303491,-0.06773288256174222,-0.020869169721798652,-0.0020363983858426504,1.869676663500286,0.45,1
63113.845602874,1780692696.882716656,85,map,ego_position_cmd,0.332086233521593,0.46053838023710125,1.2405558864952821,-0.04974227110669559,0.14943880508471685,0.006579932831967411,-0.06724746228812259,-0.022384021998013016,-0.0020531417538236655,1.892121245101589,0.45,1
63113.889578922,1780692696.926694870,86,map,ego_position_cmd,0.3295094513194506,0.46799797240272645,1.2408830200695806,-0.05309908758122694,0.14827925309375276,0.006476634555713102,-0.06672566389218876,-0.023894589411552127,-0.002069702891022523,1.914670594350173,0.45,1
63113.933926422,1780692696.970782280,86,map,ego_position_cmd,0.3295094513194506,0.46799797240272645,1.2408830200695806,-0.05309908758122694,0.14827925309375276,0.006476634555713102,-0.06672566389218876,-0.023894589411552127,-0.002069702891022523,1.914670594350173,0.45,1
63113.977949458,1780692697.014767647,87,map,ego_position_cmd,0.3267784890015176,0.47536275015284646,1.2412034477645832,-0.05641323756878094,0.14705032005068294,0.006373006907909143,-0.06617264402280733,-0.025385956905951426,-0.002085924543082026,1.937113391699677,0.45,1
63114.022151950,1780692697.058828831,88,map,ego_position_cmd,0.3238706026914486,0.48269450897560856,1.2415199826665086,-0.05971252903902385,0.14574177121115187,0.0062681423777901975,-0.06558379704501835,-0.026870638067560734,-0.0021019491224919975,1.959649190550772,0.45,1
63114.065838469,1780692697.102698803,89,map,ego_position_cmd,0.32080654675310766,0.48993984264799695,1.2418304333268766,-0.06297292919159862,0.14436294603889846,0.006162761285664881,-0.06496332571750431,-0.028337818136219387,-0.002117665687173132,1.9821256461003942,0.45,1
63114.109767763,1780692697.146721125,90,map,ego_position_cmd,0.31779771978635485,0.49664449972158325,1.2421156782700755,-0.06599002487471249,0.1430089739038597,0.0060636128438400156,-0.06435403825673687,-0.029695511193620624,-0.002132106212422574,2.0031227208008207,0.45,1
63114.153878125,1780692697.190773010,91,map,ego_position_cmd,0.3141580493668327,0.5042877831133322,1.2424385178444455,-0.06942950240099953,0.14137112221507475,0.005948568549265672,-0.06361700499678365,-0.03124327608044979,-0.0021484499658750602,2.027310840000428,0.45,1
63114.197821678,1780692697.234763622,92,map,ego_position_cmd,0.3106309680968691,0.5112712053008902,1.2427313537155134,-0.07257204238540062,0.1397839356435911,0.005841475850588505,-0.062902771039616,-0.03265741907343028,-0.0021632747818478675,2.049664406401644,0.45,1
63114.241632558,1780692697.278731585,93,map,ego_position_cmd,0.3069274440479011,0.5182127940741206,1.2430204600026098,-0.07569575733335429,0.13811734982155552,0.0057330424794711015,-0.06215280741969999,-0.03406309080000944,-0.002177910787632119,2.072144211749401,0.45,1
63114.285552730,1780692697.322685003,94,map,ego_position_cmd,0.3030688669540736,0.525069305942458,1.243304128223797,-0.07878118767410616,0.13638099012933314,0.005623886044194206,-0.06137144555819992,-0.035451534453347776,-0.0021922714913297312,2.094623767801022,0.45,1
63114.330037732,1780692697.366719007,94,map,ego_position_cmd,0.3030688669540736,0.525069305942458,1.243304128223797,-0.07878118767410616,0.13638099012933314,0.005623886044194206,-0.06137144555819992,-0.035451534453347776,-0.0021922714913297312,2.094623767801022,0.45,1
63114.373881816,1780692697.410766840,95,map,ego_position_cmd,0.2990534609269723,0.5318434148040555,1.243582574122662,-0.081829536661825,0.13457405741713757,0.005513919763893886,-0.06055832583771191,-0.03682329149782126,-0.0022063678149597723,2.117123591399286,0.45,1
63114.417947926,1780692697.454744339,96,map,ego_position_cmd,0.2948818952758173,0.5385329356864256,1.2438558082033133,-0.08483982105889154,0.1326968528741178,0.005403130749480443,-0.059713583793353016,-0.0381779194765012,-0.0022202002902927385,2.1396487297497515,0.45,1
63114.461969894,1780692697.498756886,97,map,ego_position_cmd,0.2909190795404743,0.5445921097046927,1.2441018346599537,-0.08756644936711175,0.13091358579321344,0.005300783111349792,-0.05891111360694605,-0.039404902215200294,-0.002232655379660162,2.1603347928001315,0.45,1
63114.506056539,1780692697.542748451,98,map,ego_position_cmd,0.28606673844108915,0.5516576831109529,1.2443870027272685,-0.0907459573999288,0.12873003229849012,0.005178882185136925,-0.05792851453432056,-0.04083568082996796,-0.002247092013067971,2.1848248930495173,0.45,1
63114.549810767,1780692697.586747885,99,map,ego_position_cmd,0.2815020438601851,0.5579822091010151,1.244640716884165,-0.09359199409545682,0.1266759197370833,0.005067279723967539,-0.0570041638816875,-0.042116397342955574,-0.0022599362922608663,2.207110347899288,0.45,1
63114.593634604,1780692697.630736113,100,map,ego_position_cmd,0.27674888078681564,0.5642663225596708,1.244891389667558,-0.09641984515185185,0.12453699635406705,0.004953900851283283,-0.056041648359330176,-0.04338893031833334,-0.0022726266019201273,2.2296229771498477,0.45,1
63114.637756462,1780692697.674695730,101,map,ego_position_cmd,0.2718517724526514,0.5704463966916942,1.2451365545828788,-0.09920087851126241,0.12233329760369314,0.004839809311283046,-0.05504998392166192,-0.04464039533006809,-0.002285038075758238,2.252152344150818,0.45,1
63114.682170743,1780692697.718806744,101,map,ego_position_cmd,0.2718517724526514,0.5704463966916942,1.2451365545828788,-0.09920087851126241,0.12233329760369314,0.004839809311283046,-0.05504998392166192,-0.04464039533006809,-0.002285038075758238,2.252152344150818,0.45,1
63114.725961076,1780692697.762760162,102,map,ego_position_cmd,0.26682255014956935,0.5765076747743452,1.2453757201743063,-0.10192845364845533,0.12007014756730622,0.004725235808382165,-0.054031566405287806,-0.045867804141804906,-0.0022971458338242566,2.274655819950567,0.45,1
63114.769886802,1780692697.806762695,103,map,ego_position_cmd,0.26166786566958333,0.5824433868190808,1.24560871575615,-0.10459952406858641,0.1177505395513125,0.004610277161750392,-0.05298774279809063,-0.04706978583086389,-0.0023089412351550965,2.2971177693005305,0.45,1
63114.813876051,1780692697.850748301,104,map,ego_position_cmd,0.256357761489414,0.5882870078794408,1.2458369395590594,-0.10722915354574837,0.11536099267023633,0.00449423051816092,-0.05191244670160635,-0.04825311909558677,-0.00232049506517738,2.319677939700705,0.45,1
63114.857898969,1780692697.894778728,105,map,ego_position_cmd,0.2509433009525913,0.5939824987719757,1.2460582898840455,-0.10979212444738909,0.11292448542866611,0.004378166608976838,-0.050816018442899756,-0.049406456001325094,-0.0023317009253798053,2.342131082551714,0.45,1
63114.901937067,1780692697.938780785,106,map,ego_position_cmd,0.24540594501387886,0.5995514418949429,1.246273698248841,-0.11229814885272431,0.11043267525624549,0.0042616262213202956,-0.049694703865310476,-0.050534166983725946,-0.002342605973847579,2.3645697565516457,0.45,1
63114.945718827,1780692697.982765675,107,map,ego_position_cmd,0.239709106248168,0.6050285168009737,1.2464845795015083,-0.11476283256043815,0.1078690978116756,0.004143812658199274,-0.04854109401525403,-0.051643274652197174,-0.00235328183726386,2.387149316549767,0.45,1
63114.989782212,1780692698.026716948,108,map,ego_position_cmd,0.2339001181796243,0.6103665391626922,1.246689190365754,-0.11716494262321153,0.10525505318083095,0.004025673836625147,-0.047364773931373935,-0.052724224180445194,-0.002363640262266296,2.4096902472014334,0.45,1
63115.033842434,1780692698.070726156,108,map,ego_position_cmd,0.2339001181796243,0.6103665391626922,1.246689190365754,-0.11716494262321153,0.10525505318083095,0.004025673836625147,-0.047364773931373935,-0.052724224180445194,-0.002363640262266296,2.4096902472014334,0.45,1
63115.077969670,1780692698.114780664,109,map,ego_position_cmd,0.22800458483368913,0.6155445523726989,1.246886814791912,-0.11949504856771453,0.10260206317516012,0.003907665103052551,-0.046170928428822054,-0.053772771855471545,-0.0023736449988405505,2.432109574351125,0.45,1
63115.121912952,1780692698.158718824,110,map,ego_position_cmd,0.2219679121445378,0.6206108755726472,1.247079373538307,-0.12177489400769126,0.099885560465042,0.00378864583051156,-0.04494850220926891,-0.05479870230346107,-0.0023833932853767996,2.454626991151599,0.45,1
