index,x,y,z
0,-43.0,-26.0,2.2800000000000002
1,-32.2,-24.4,1.6600000000000001
2,-28.2,-20.799999999999997,1.62
3,-23.0,-18.0,1.29
4,-16.2,-18.0,2.16
5,-13.799999999999997,-17.2,2.1
6,-9.0,-14.399999999999999,1.97
7,-6.599999999999994,-11.599999999999998,2.24
8,-6.403460699257717,-9.590195760846736,2.42
9,-5.799999999999997,-9.2,2.4299999999999997
10,3.0,0.8000000000000007,2.5
11,3.0,2.3999999999999986,2.5
12,4.200000000000003,3.6000000000000014,2.5
13,7.800000000000004,4.399999999999999,2.24
14,19.400000000000006,15.200000000000003,2.2
15,22.200000000000003,15.600000000000001,2.27
16,23.799999999999997,15.600000000000001,2.1500000000000004
17,26.200000000000003,16.400000000000006,2.0
18,29.0,18.0,1.83
19,30.60000000000001,18.0,2.0700000000000003
20,35.0,18.400000000000006,2.14
21,37.80000000000001,21.200000000000003,1.9300000000000002
22,37.80000000000001,21.6,1.98
23,37.83464958364952,22.271022443192024,1.79
24,38.60000000000001,22.400000000000006,1.9300000000000002
25,39.396310045459586,22.43483805116186,1.77
26,40.2,23.6,1.9100000000000001
27,43.0,26.0,1.97
