time,x_ref,y_ref,z_ref,vx_ref,vy_ref,vz_ref,ax_ref,ay_ref,az_ref,jx_ref,jy_ref,jz_ref,yaw_ref
0.0,-41.0,-26.0,2.2800000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.2062130058174313,0.037493273784987555,-0.014528643591682667,0.0
0.05,-40.999995727413406,-25.99999922316607,2.279999698976854,0.00025588553030154684,4.6524641873008585e-05,-1.8028298725790812e-05,0.010197875535374485,0.0018541591882499083,-0.000718486685446839,0.2017075246149444,0.03667409538453539,-0.014211211961507453,0.17985349979247853
0.1,-40.99996600689792,-25.999993819435986,2.279997605031444,0.0010160467584122003,0.00018473577425676395,-7.158511252449597e-05,0.02017130336323408,0.0036675097024062007,-0.0014211600096824019,0.1972350975168358,0.035860926821242915,-0.013896109143231621,0.17985349979247853
0.15000000000000002,-40.99988590453964,-25.999979255370842,2.279991961456202,0.0022693026165866888,0.0004126004757430349,-0.00015988268435042594,0.029921936188797706,0.005440352034326863,-0.002108136413301658,0.19279572452310553,0.03505376809511014,-0.01358333513685517,0.17985349979247853
0.2,-40.999731043412204,-25.99995109880222,2.2799810507858607,0.004004554672340686,0.0007281008495164895,-0.00028213907918763945,0.03945142671728427,0.007172986675869876,-0.002779532336899575,0.18838940563375353,0.03425261920613704,-0.013272889942378097,0.17985349979247853
0.25,-40.99947759944497,-25.999905018080902,2.2799631945063505,0.006210787128450813,0.0011292340233546947,-0.0004375781840499439,0.04876142765391269,0.008865714118893227,-0.0034354642210711237,0.18401614084877985,0.03345748015432365,-0.012964773559800406,0.1798534997924785
0.30000000000000004,-40.9991022972913,-25.99983678132569,2.2799367527637053,0.008877066822954636,0.0016140121496281178,-0.0006254297079808952,0.0578535917039019,0.010518834855254905,-0.004076048506411273,0.17967593016818445,0.03266835093966994,-0.012658985989122093,0.1798534997924785
0.35000000000000003,-40.998582406196725,-25.999742255672135,2.2799001240729515,0.011992543229150665,0.0021804624053001235,-0.0008449291820537975,0.06672957157247078,0.012132649376812885,-0.00470140163351499,0.17536877359196737,0.031885231562175924,-0.012355527230343163,0.17985349979247847
0.4,-40.99789573586728,-25.999617406521324,2.2798517450270133,0.015546448455598357,0.0028266269919269777,-0.0010953179593717031,0.07539101996483827,0.013707458175425156,-0.0053116400429772444,0.1710946711201286,0.0311081220218416,-0.012054397283463612,0.1798534997924785
0.45,-40.99702063233767,-25.999458296788667,2.279790090005609,0.019528097246118113,0.003550563135657844,-0.0013758432150674134,0.08383958958622327,0.015243561742949704,-0.005906880175393006,0.1668536227526681,0.030337022318666966,-0.011755596148483443,0.17985349979247853
0.5,-40.99593597383953,-25.999261086152643,2.279713670884149,0.023926886979791288,0.004350343087234786,-0.0016857579463034783,0.09207693314184472,0.016741260571244514,-0.006487238471357245,0.16264562848958591,0.02957193245265203,-0.011459123825402652,0.17985349979247853
0.55,-40.994621166669646,-25.99902203030357,2.2796210367426344,0.028732297670960184,0.005224054121992767,-0.0020243209722721955,0.10010470333692151,0.01820085515216757,-0.007052831371464928,0.15847068833088204,0.028812852423796772,-0.011164980314221242,0.1798534997924785
0.6000000000000001,-40.99305614105822,-25.998737480192403,2.2795107735745566,0.03393389196922802,0.006169798539859648,-0.0023907969341956116,0.10792455287667257,0.019622645977576857,-0.007603775316311027,0.15432880227655646,0.028059782232101215,-0.010873165614939213,0.1798534997924785
0.65,-40.9912213470371,-25.998403881279476,2.2793815039957956,0.03952131515945899,0.007185693665356189,-0.0027844562953255212,0.11553813446631678,0.021006933539330353,-0.008140186746490507,0.15021997032660922,0.02731272187756535,-0.010583679727556564,0.1798534997924785
0.7000000000000001,-40.989097750307984,-25.998017772783268,2.2792318869535175,0.04548429516177824,0.008269871847596052,-0.0032045753409434686,0.12294710081107312,0.022354018329286053,-0.00866218210259834,0.14614419248104024,0.026571671360189168,-0.010296522652073295,0.17985349979247847
0.75,-40.98666682811071,-25.997575786929218,2.2790606174350727,0.05181264253157181,0.009420480460285797,-0.0036504361783607437,0.13015310461616045,0.02366420083930193,-0.00916987782522949,0.14210146873984958,0.02583663067997268,-0.010011694388489409,0.17985349979247853
0.8,-40.983910565091435,-25.997074648198442,2.2788664261768967,0.058496250459486775,0.010635681901724882,-0.00412132673691839,0.13715779858679772,0.02493778156123598,-0.009663390354978936,0.13809179910303723,0.02510759983691589,-0.0097291949368049,0.1798534997924785
0.8500000000000001,-40.98081144917093,-25.996511172576533,2.278648079373407,0.06552509477143108,0.011913653594805665,-0.004616540767987193,0.14396283542820382,0.026175060986946188,-0.010142836132441638,0.13411518357060312,0.024384578831018786,-0.009449024297019772,0.17985349979247847
0.9,-40.977352467412786,-25.995882266802326,2.278404378385901,0.07288923392857362,0.013252587987013401,-0.00513537784496769,0.15056986784559764,0.027376339608290518,-0.01060833159821257,0.13017162214254738,0.023667567662281373,-0.009171182469134025,0.17985349979247847
0.9500000000000001,-40.973517101891616,-25.99518492761666,2.2781341594514553,0.08057880902734428,0.014650692550426251,-0.005677143363290169,0.1569805485441982,0.028541917917126982,-0.011059993192886697,0.12626111481886992,0.022956566330703653,-0.00889566945314766,0.1798534997924785
1.0,-40.969289325561405,-25.994416241011162,2.277836293391826,0.08858404379943387,0.01610618978171527,-0.006241148540414661,0.16319653022922428,0.02967209640531355,-0.011497937357058991,0.12238366159957077,0.022251574836285624,-0.008622485249060674,0.1798534997924785
1.05,-40.96465359812358,-25.993573381477017,2.2775096853223435,0.09689524461179412,0.017617317202144406,-0.006826710415830954,0.1692194656058949,0.030767175564708205,-0.011922280531324422,0.11853926248464991,0.021552593179027284,-0.008351629856873068,0.17985349979247847
1.1,-40.95959486189542,-25.99265361125371,2.277153274360814,0.10550280046663776,0.019182327357570524,-0.007433151851058573,0.1750510073794289,0.03182745588716894,-0.012333139156277956,0.11472791747410735,0.02085962135892864,-0.008083103276584841,0.17985349979247847
1.1500000000000001,-40.954098537678156,-25.99165427957785,2.2767660333364166,0.11439718300143839,0.02079948781844337,-0.0080598015296468,0.1806928082550453,0.03285323786455373,-0.012730629672514563,0.11094962656794309,0.020172659375989683,-0.007816905508195996,0.1798534997924785
1.2000000000000002,-40.948150520625305,-25.990572821931874,2.2763469684986015,0.12356894648893064,0.0224670811798056,-0.008705993957174665,0.18614652093796288,0.033844821988720575,-0.013114868520629213,0.10720438976615715,0.019491707230210417,-0.007553036551706532,0.1798534997924785
1.25,-40.94173717611083,-25.989406759292876,2.2758951192259906,0.13300872783711,0.024183405061292757,-0.009371069461250936,0.19141379813340068,0.03480250875152744,-0.013485972141216869,0.10349220706874951,0.01881676492159085,-0.007291496407116448,0.17985349979247847
1.3,-40.93484533559744,-25.988153697381353,2.275409557735274,0.142707246589233,0.025946772107133313,-0.01005437419151415,0.19649629254657747,0.03572659864483231,-0.01384405697487251,0.09981307847572016,0.018147832450130966,-0.007032285074425743,0.17985349979247853
1.35,-40.92746229250478,-25.98681132590996,2.2748893887901094,0.15265530492381707,0.02775550998614859,-0.010755260119632572,0.2013956568827123,0.036617392160493194,-0.0141892394621911,0.09616700398706912,0.017484909815830774,-0.00677540255363442,0.17985349979247847
