time_s,uav1_tracking_error_m,uav2_tracking_error_m,uav3_tracking_error_m,minimum_pair_distance_m,formation_distance_error_m,clearance_lower_bound_m,uav1_x_m,uav1_y_m,uav1_z_m,uav2_x_m,uav2_y_m,uav2_z_m,uav3_x_m,uav3_y_m,uav3_z_m,uav1_ref_x_m,uav1_ref_y_m,uav1_ref_z_m,uav2_ref_x_m,uav2_ref_y_m,uav2_ref_z_m,uav3_ref_x_m,uav3_ref_y_m,uav3_ref_z_m
11.0,0.13397364324910296,0.0007403734475718045,0.0007403734475858523,2.834148902227981,0.08554196560699652,0.312662746274897,-36.38402014814641,-25.12479871799495,1.6068040787049331,-42.99954663724242,-26.0005850217951,2.2800190932230007,-40.99954663724242,-28.000585021795118,2.1000190932230014,-36.51576367497745,-25.14914157455506,1.606878631045345,-43.0,-26.0,2.28,-41.0,-28.0,2.1
12.0,0.13358466420226545,0.0007401080761856539,0.0007401080761669851,2.8341489022279487,0.08537179259620511,0.31305172532173453,-36.16966503769599,-25.084114381376352,1.576551191919372,-42.99954665498777,-26.000584998579292,2.2800038634887763,-40.99954665498779,-28.000584998579285,2.1000038634887774,-36.30101093810633,-25.108393459979894,1.574642449508076,-43.0,-26.0,2.28,-41.0,-28.0,2.1
13.0,0.07518424753445602,0.00074001831271055,0.0007400183126834518,2.834148902227941,0.04771357873226082,0.37145214198954396,-36.196128298775484,-25.08913155215424,1.573836788285312,-42.99954670157399,-26.000584933866982,2.279999893314006,-40.99954670157401,-28.000584933866964,2.0999998933140067,-36.27001252861127,-25.10251255316448,1.5699974562002554,-43.0,-26.0,2.28,-41.0,-28.0,2.1
14.0,0.05907535139321033,0.0007400101335667214,0.0007400101335424314,2.8341489022279434,0.03821177464534786,0.3875610381307896,-36.24878547202802,-25.09942947184834,1.5702067194598934,-42.99954670634146,-26.000584927009257,2.279999499247803,-40.999546706341484,-28.000584927009243,2.0999994992478035,-36.190819123846744,-25.088450436133996,1.5671636296581077,-43.0,-26.0,2.28,-41.0,-28.0,2.1
15.0,0.17491981752100086,0.0007400252609025522,0.0007400252608826146,2.8341489022279487,0.11274944198018888,0.27171657200299915,-35.99689051417222,-25.05493019610203,1.5545797354462714,-42.999546697490075,-26.000584939445396,2.279999742144606,-40.99954669749009,-28.000584939445382,2.099999742144606,-35.82482529883711,-25.02346209505909,1.5540670464431499,-43.0,-26.0,2.28,-41.0,-28.0,2.1
16.0,0.16986590014318712,0.01062655131152614,0.0007400296795306014,2.8317059641943914,0.10868754006343431,0.27677048938081283,-35.30756486505986,-24.93240181758752,1.529146003855338,-42.9955353849975,-25.99996833251323,2.2792232265837966,-40.99954669492916,-28.00058494310208,2.099999918363786,-35.140453118310326,-24.901940337993707,1.529577733783202,-42.98514579837828,-25.99774521706191,2.2790287006261325,-41.0,-28.0,2.1
17.0,0.07479134617098675,0.04358618275560751,0.0007400272433279631,2.7961472548754385,0.042704942875411156,0.3718450433530132,-34.33784632801972,-24.760086866748114,1.497716044986536,-42.93597004546945,-25.99092708475241,2.2731455434782575,-40.999546696329865,-28.00058494111097,2.0999999855485294,-34.26432551452047,-24.746369189932025,1.498226718312781,-42.89297828091814,-25.98375471450194,2.27300197133568,-41.0,-28.0,2.1
18.0,0.043216679306767265,0.0681887075921179,0.0007400258683277316,2.6877800832112735,0.06269660315685528,0.3801326349178821,-33.3572939675048,-24.585945714021516,1.4665504642000953,-42.743731637154696,-25.96176246988403,2.258693435831721,-40.99954669711529,-28.00058493998026,2.100000001570425,-33.399943587825675,-24.592883683804846,1.4672960056643747,-42.67641676880772,-25.950881914267494,2.258841260011485,-41.0,-28.0,2.1
19.0,0.13847553030392562,0.0730709008571672,0.0007400261387762147,2.515541217273089,0.12505795124645935,0.30816085922007436,-32.60991497063924,-24.4532390922928,1.4431050030942671,-42.38895678421687,-25.907911757536628,2.2349302651638103,-40.999546696960685,-28.000584940202597,2.100000002504872,-32.74636390726603,-24.476829651475967,1.4439085600597126,-42.31681604347332,-25.896296578706792,2.2353273769867164,-41.0,-28.0,2.1
20.0,0.17704824849015013,0.06502858019457253,0.0007400264783019065,2.3447312292066447,0.14257551369256616,0.26958814103384987,-32.24244860098967,-24.38797214230851,1.4319606651508598,-41.883155310938584,-25.831126412228603,2.202225479233774,-40.999546696768185,-28.000584940482966,2.100000001170911,-32.41687581114156,-24.418323514738564,1.4321182839010407,-41.81896618840973,-25.820725815126657,2.2027735403809174,-41.0,-28.0,2.1
21.0,0.1227821306831203,0.050117068379348005,0.0007400264818401364,2.2799980572770933,0.09794548023520422,0.3238542588408797,-32.23668971941781,-24.38693623845337,1.4311497299705112,-41.25553710000364,-25.735854217185434,2.162087080938447,-40.99954669676615,-28.00058494048587,2.1000000003442043,-32.35767869302031,-24.407812014113038,1.4300000029126951,-41.206092431010504,-25.72769508035026,2.1626984214360525,-41.0,-28.0,2.1
