time,x_ref,y_ref,z_ref,vx_ref,vy_ref,vz_ref,ax_ref,ay_ref,az_ref,jx_ref,jy_ref,jz_ref,yaw_ref
0.0,-41.0,-26.0,2.2800000000000002,0.0,0.0,0.0,0.0,0.0,0.0,32.952632540344666,19.77157952420679,-6.261000182665493,0.0
0.05,-40.99934651848116,-25.999607911088695,2.2798758385114217,0.03855695908607392,0.02313417545164434,-0.007325822226354053,1.4904718454341774,0.894283107260506,-0.283189650632494,26.735850379291165,16.04151022757469,-5.079811572065327,0.5404195002705839
0.1,-40.99502944021181,-25.997017664127085,2.279055593640244,0.1440405554982117,0.08642433329892697,-0.02736770554466025,2.6805459481559897,1.6083275688935934,-0.5093037301496387,20.936722831850073,12.56203369911004,-3.977977338051519,0.5404195002705839
0.15000000000000002,-40.984069229366234,-25.990441537619745,2.2769731535795854,0.3019529703678106,0.18117178222068625,-0.05737106436988407,3.591105038846059,2.1546630233076347,-0.6823099573807521,15.555249898021394,9.333149938812834,-2.9554974806240697,0.5404195002705838
0.2,-40.964185137648826,-25.9785110825893,2.2731951761532785,0.4988405213602989,0.29930431281617914,-0.09477969905845689,4.243031848185003,2.545819108911001,-0.8061760511551515,10.59143157780513,6.354858946683077,-2.012371999782978,0.5404195002705838
0.25,-40.93374299746735,-25.960245798480415,2.2674111695187977,0.7222936626751358,0.43337619760508134,-0.13723579590827595,4.657209106853445,2.794325464112066,-0.8848697303021558,6.045267871201277,3.6271607227207667,-1.1486008955282458,0.5404195002705839
0.30000000000000004,-40.89170301510624,-25.935021809063745,2.259423572870186,0.9609469850458121,0.576568191027487,-0.18257992715870452,4.854519545532005,2.912711727319202,-0.9223587136510822,1.9167587782098279,1.150055266925901,-0.36418416785987073,0.5404195002705839
0.35000000000000003,-40.8375675638999,-25.90254053833994,2.249137837140982,1.2044792157398492,0.722687529443909,-0.22885105099057157,4.855845894901302,2.9135075369407804,-0.9226107200312486,-1.7940957011691978,-1.0764574207015158,0.340878183222145,0.5404195002705838
0.4,-40.77132897740603,-25.862797386443617,2.2365525057071456,1.4436132185587984,0.8661679311352787,-0.27428651152617206,4.6820708856419575,2.809242531385174,-0.8895934682719733,-5.08729556693582,-3.0523773401614864,0.9665861577178041,0.5404195002705839
0.45,-40.69341734257887,-25.816050405547323,2.221749295089985,1.6701159938382444,1.0020695963029458,-0.31732203882926685,4.354077248434593,2.6124463490607557,-0.8272746772025743,-7.962840819090026,-4.77770449145401,1.5129397556271034,0.5404195002705838
