case,1,0,1,0,0,0,9.8066499999999994,0,0,9.8066499999999994,0,0,1
case,1,1,0.98113700624551337,0.067108577134249572,0.093922658862193753,0.15506497993700594,11.722250200197381,2.4044019999999997,-1.2022009999999999,11.4098516,0,0,1
case,2,0,1,0,0,0,9.8066499999999994,0,0,9.8066499999999994,0,0,1
case,2,1,0.97840834673680122,0.076891493531950558,0.11015496537797426,0.15706905761722356,12.036673478041248,2.8852823999999995,-1.3945531599999998,11.602235792,0,0,1.2
case,3,0,1,0,0,0,9.8066499999999994,0,0,9.8066499999999994,0,0,1
case,3,1,0.98012461981337418,0.063864539771955484,0.1050320464877266,0.15570908581712595,11.863299987740648,2.6784670134233157,-1.0971361057994253,11.504781328755524,0,0,1.1139846886765674
case,4,0,1,0,0,0,9.8066499999999994,0,0,9.8066499999999994,0,0,1
case,4,1,0.98112121023241106,0.064931794121410952,0.095608230223695481,0.15506159826906418,11.805382354133032,2.4524900399999994,-1.1541129599999997,11.49001168,0,0,1.02
case,5,0,1,0,0,0,9.8066499999999994,0,0,9.8066499999999994,0,0,1
case,5,1,0.98113700624551337,0.067108577134249572,0.093922658862193753,0.15506497993700594,11.722250200197381,2.4044019999999997,-1.2022009999999999,11.4098516,0,0,1
case,6,0,1,0,0,0,9.8066499999999994,0,0,9.8066499999999994,0,0,1
case,6,1,0.97744816617353825,0.081971036925679044,0.11392797389439267,0.15778545025963198,12.086012303321038,3.0044019999999998,-1.5022009999999999,11.609851599999999,0,0,1
lifecycle,10.009316072464891,10.010620290398393,10.009316072464891,1,0,-1,0,-1,0
