time,x,y,z,x_ref,y_ref,z_ref,roll,pitch,yaw,u1,u2,u3,u4,battery_voltage,voltage_margin,battery_low_active,esc_saturation_ratio,flight_mode,active_setpoint_source,safety_status,event_code,system_supervisor_keepalive
0.65,0.6284082631615292,0.7492378679415251,0.0013159983862479781,0.0,0.0,1.3,-0.16184447939796553,-0.2944627024405104,-2.620918916527076,86.25293725303827,-130.15917037669055,130.15917037669055,-130.15917037669055,14.0,0.0,1.0,0.75,6.0,30.0,0.0,61.0,0.031
0.66,0.6434695712838804,0.7656144670804218,0.000921349088549513,0.0,0.0,1.32,-1.4822853351141378,1.999959003826221,-0.011324251429142614,125.39954199332544,-130.15917037669055,99.71861064168158,-130.15917037669055,14.0,0.0,1.0,1.0,6.0,30.0,0.0,61.0,0.031
0.67,0.6574762344007437,0.7828672891299426,0.0011066353956380268,0.0,0.0,1.34,0.9370384866215277,-3.0981501540052823,-1.330043633002603,130.15917037669055,-130.15917037669055,88.92683251605686,-130.15917037669055,14.0,0.0,1.0,0.75,6.0,30.0,0.0,61.0,0.031
0.68,0.6718422980158327,0.7992545172314711,0.0013325775372762198,0.0,0.0,1.36,-0.271041855065098,-0.2661113253786063,3.077019354673144,92.4065220535307,-130.15917037669055,130.15917037669055,-130.15917037669055,14.0,0.0,1.0,0.75,6.0,30.0,0.0,61.0,0.031
0.6900000000000001,0.6869095067278955,0.8156298671513625,0.0009219330151776042,0.0,0.0,1.3800000000000001,1.4644233116025216,1.2501459578334078,2.6924766434195235,130.15917037669055,-130.15917037669055,104.30365880865385,-130.15917037669055,14.0,0.0,1.0,1.0,6.0,30.0,0.0,61.0,0.031
0.7000000000000001,0.7009319651462336,0.8328689429401712,0.001110032145877041,0.0,0.0,1.4000000000000001,1.0714559448101546,3.1121342746354848,-2.030932839560681,130.15917037669055,-130.15917037669055,85.12283768650316,-130.15917037669055,14.0,0.0,1.0,0.75,6.0,30.0,0.0,61.0,0.031
0.71,0.7153458477679697,0.8492229593538885,0.0012779158970998346,0.0,0.0,1.42,-0.2669858400288834,-0.09212042953620449,2.2920950293526596,112.89760167851612,-130.15917037669055,130.15917037669055,-114.4389989004789,14.0,0.0,1.0,1.0,6.0,30.0,0.0,61.0,0.031
0.72,0.7303449981649338,0.8656656446746026,0.0009221114272876154,0.0,0.0,1.44,-1.0996204950225223,1.7646283885718246,-1.8589200627802507,130.15917037669055,-130.15917037669055,116.89493178263469,-108.22322085237235,14.0,0.0,1.0,1.0,6.0,30.0,0.0,61.0,0.031
0.73,0.7442860211806507,0.8828617091667783,0.0011556413144428802,0.0,0.0,1.46,1.2127499306334395,-3.03699524276521,-2.898716971837036,130.15917037669055,-130.15917037669055,85.8280642072376,-130.15917037669055,14.0,0.0,1.0,0.75,6.0,30.0,0.0,61.0,0.031
0.74,0.7587921601711918,0.8991028925014032,0.0011949994343928027,0.0,0.0,1.48,-0.08675258288188907,-0.03803017733747517,1.4545208919444428,110.50419094631778,-130.15917037669055,130.15917037669055,-116.75673388649965,14.0,0.0,1.0,1.0,6.0,30.0,0.0,61.0,0.031
0.75,0.7737459020151147,0.9156025982900362,0.0009212683170728642,0.0,0.0,1.5,-0.7594858331787838,1.9130044301788214,-2.974231116389861,130.15917037669055,-130.15917037669055,115.43959905882623,-109.6785535761808,14.0,0.0,1.0,1.0,6.0,30.0,0.0,61.0,0.031
0.76,0.787642176988816,0.932804060160953,0.0011792284520524394,0.0,0.0,1.52,1.141959867607353,-2.9033200508155494,2.669163474196552,130.15917037669055,-125.28601703610599,107.51180079373009,-117.60635184127696,14.0,0.0,1.0,1.0,6.0,30.0,0.0,61.0,0.031
0.77,0.8021591467931821,0.9490347152096241,0.0012174873440191317,0.0,0.0,1.54,-0.018336869610197294,-0.14878267585768307,0.8391460917744509,106.74886324308747,-118.36928939191955,130.15917037669055,-122.47287307309671,14.0,0.0,1.0,1.0,6.0,30.0,0.0,61.0,0.031
0.78,0.8171540100963713,0.9655150445726282,0.0009207314130538148,0.0,0.0,1.56,-0.995284733744871,1.986278520547039,2.9702654608692116,130.15917037669055,-130.15917037669055,123.47467445577513,-106.65523962610206,14.0,0.0,1.0,1.0,6.0,30.0,0.0,61.0,0.031
0.79,0.8310816485443283,0.9827507217844604,0.0011566942580363494,0.0,0.0,1.58,1.0424200896588143,-2.940691919504081,2.1263268845767915,130.15917037669055,-123.30735828192098,117.87640601616297,-107.24174661884405,14.0,0.0,1.0,1.0,6.0,30.0,0.0,61.0,0.031
0.8,0.8455521212879694,0.9990406356258761,0.0012654984251298732,0.0,0.0,1.6,-0.10389600505777052,-0.20816668283914408,0.3093482702025924,109.35817286670022,-115.75997976830683,130.15917037669055,-119.32465619148172,14.0,0.0,1.0,1.0,6.0,30.0,0.0,61.0,0.031
0.81,0.8605872695754911,1.015486435783917,0.0009210148243108167,0.0,0.0,1.6200000000000003,-1.2369583085417557,1.9225317046115902,2.6555026094785523,130.15917037669055,-123.81161190820032,127.4446437396343,-114.5473248477943,14.0,0.0,1.0,1.0,6.0,30.0,0.0,61.0,0.031
