time_s,x_ref,y_ref,z_ref,yaw_ref,display_actual_x,display_actual_y,display_actual_z,display_reference_x,display_reference_y,display_reference_z,display_bridge_x,display_bridge_y,display_bridge_z
0.0,0.349945480361177,0.343822559204245,1.23504194217568,1.55314557945239,-55.58,-24.48,1.9,0.349945480361177,0.343822559204245,1.23504194217568,-55.58,-24.48,1.9
1.0,0.31861753694312633,0.49481767718910424,1.242037957383867,1.9974016333898024,-55.672801463419404,-24.54030475533482,0.0008882558286242737,0.31861753694312633,0.49481767718910424,1.242037957383867,-55.672801463419404,-24.54030475533482,0.0008882558286242737
2.0,0.22528064041293117,0.6178306433245998,1.2469737036046606,2.4422701702657834,-56.00124773828151,-25.015852176239466,0.001199602098248108,0.22528064041293117,0.6178306433245998,1.2469737036046606,-56.00124773828151,-25.015852176239466,0.001199602098248108
