controller_id,climbpath_position_rmse_m,control_energy,terminal_position_error_m
adaptive_backstepping,2.289471013723613,836031.7731217827,2.421473426786086
backstepping_baseline,1.8004411559773,835910.9756271419,1.852120705583879
feedback_linearization,2.162091102107092,837202.5968545658,2.196260919695625
ndi,0.10351048768735834,837612.0910858306,0.0009085564467018949
passivity_based_control,2.162091102107092,837202.5968545658,2.196260919695625
