time,x,y,z,x_ref,y_ref,z_ref,roll,pitch,yaw,u1,u2,u3,u4,gps_valid,mid360_valid,estimator_quality,estimator_mode,degraded_nav_active,obstacle_avoid_active,flight_mode,active_setpoint_source,safety_status,event_code,system_supervisor_keepalive
0.42,0.39916939831705367,0.4765521455572899,0.0010511354218164604,0.0,0.0,1.0,0.608355933318658,0.7292868760568313,-3.1228368058455014,100.52305068894452,-116.35008939327913,128.90905087275527,-130.15917037669055,0.0,1.0,1.0,2.0,1.0,0.0,6.0,90.0,3.0,30.0,0.031
0.43,0.42465692066768884,0.5047962468048534,0.0009490874114387137,0.0,0.0,1.0,0.5590321781999731,2.6319841612005566,-2.139278693603229,130.15917037669055,-130.15917037669055,88.31546092176436,-116.10302003598855,0.0,1.0,1.0,2.0,1.0,0.0,6.0,90.0,3.0,30.0,0.031
0.44,0.4516151766609976,0.534482959372742,0.0009293715332962212,0.0,0.0,1.0,-0.9365929687238277,-0.48628710413070947,1.8772961882210024,114.92010996856095,-115.48318731278343,99.28692190875063,-130.15917037669055,0.0,1.0,1.0,2.0,1.0,0.0,6.0,90.0,3.0,30.0,0.031
0.45,0.4785015552689656,0.5659935699507559,0.0015692986796288148,0.0,0.0,1.0,0.647027897675206,0.7462741377987411,2.472886955544722,103.21029189835488,-98.27374970329913,128.14575753780372,-122.90236525582691,0.0,1.0,1.0,2.0,1.0,0.0,6.0,90.0,3.0,30.0,0.031
0.46,0.5070165930783593,0.5975724130774184,0.0024965235984910138,0.0,0.0,1.0,0.5843370696241629,2.6674603802064727,-2.8039854704364977,130.14715363785737,-125.87437993162732,86.35583079200237,-99.26532654073424,0.0,1.0,1.0,2.0,1.0,0.0,6.0,90.0,3.0,30.0,0.031
0.47000000000000003,0.5367845727274333,0.6304613144471123,0.0018373318641877233,0.0,0.0,1.0,-0.8295030210264421,-0.5005564669508279,1.2839450229632012,102.189532711385,-106.41283209243932,100.91341592717527,-122.6249923885251,0.0,1.0,1.0,2.0,1.0,0.0,6.0,90.0,3.0,30.0,0.031
0.48,0.5665428070546825,0.664909004027368,0.001338407448366191,0.0,0.0,1.0,0.6767191443703747,0.8164477169874237,1.8106978583606994,96.59354466735888,-92.37474963391146,119.37062258755103,-115.52443098965264,0.0,1.0,1.0,2.0,1.0,0.0,6.0,90.0,3.0,30.0,0.031
0.49,0.597786138846801,0.6995247202904799,0.0009491434102847959,0.0,0.0,1.0,0.6461910533630145,2.7268552218507143,2.794256221417843,130.15917037669055,-109.64917532024495,86.42440673825587,-86.70867376883581,0.0,1.0,1.0,2.0,1.0,0.0,6.0,90.0,3.0,30.0,0.031
0.5,0.630108360410363,0.7353944733014599,0.0009309264338278369,0.0,0.0,1.0,-0.7911712694617202,-0.49095230867536793,0.6400069278978546,109.95350238942157,-82.24211821382481,115.5468702108561,-102.68090654878031,0.0,1.0,1.0,2.0,1.0,0.0,6.0,90.0,3.0,30.0,0.031
0.51,0.6625433396393138,0.7725678547873966,0.0011863456969007154,0.0,0.0,1.0,0.7508024942262431,0.8653968455705743,1.0883695528678234,103.10442348422768,-77.7759971816104,122.10638129283666,-102.03502882622868,0.0,1.0,1.0,2.0,1.0,0.0,6.0,90.0,3.0,30.0,0.031
0.52,0.6961340232806372,0.8100374080619166,0.0011893448166912473,0.0,0.0,1.0,0.6723518292946564,2.803332414226571,2.127577891578305,130.15917037669055,-97.9546967240141,90.74977534297027,-74.23151867909844,0.0,1.0,1.0,2.0,1.0,0.0,6.0,90.0,3.0,30.0,0.031
0.53,0.7305780676669569,0.8486102748685296,0.0009392299318022177,0.0,0.0,1.0,-0.7230445971121541,-0.44440376833162215,0.005063115881680067,105.08984314200353,-75.07346195009583,122.02280232320268,-94.17341919848786,0.0,1.0,1.0,2.0,1.0,0.0,6.0,90.0,3.0,30.0,0.031
0.54,0.7652474500191218,0.888309614809788,0.0010921858475531092,0.0,0.0,1.0,0.7547146140327711,0.9048676158594626,0.394700747213747,101.52437594350548,-77.03293841509763,118.65573059952717,-95.72146124106044,0.0,1.0,1.0,2.0,1.0,0.0,6.0,90.0,3.0,30.0,0.031
0.55,0.8010483732647665,0.9283303459841767,0.000954142885009927,0.0,0.0,1.0,0.6642653751858262,2.813627694537701,1.4302118680463096,130.15917037669055,-96.1652305159441,88.81311844026473,-70.99666179738249,0.0,1.0,1.0,2.0,1.0,0.0,6.0,90.0,3.0,30.0,0.031
0.56,0.8376249649087648,0.9693245433246179,0.0009379747236775188,0.0,0.0,1.0,-0.6696662512032798,-0.4522745745481435,-0.6649734588937123,98.05589187261118,-75.43445918527961,119.03849634355578,-95.02702151964311,0.0,1.0,1.0,2.0,1.0,0.0,6.0,90.0,3.0,30.0,0.031
0.5700000000000001,0.8744851389034355,1.011283401554491,0.0009884050654819549,0.0,0.0,1.0,0.7804630025008812,0.9433144308627895,-0.3173555338227211,97.58647163213024,-79.41256840245802,109.51869069202553,-98.97157805018851,0.0,1.0,1.0,2.0,1.0,0.0,6.0,90.0,3.0,30.0,0.031
0.58,0.9124435573769217,1.0535818272425572,0.0009498728299686452,0.0,0.0,1.0,0.692519297379354,2.789292467100005,0.7074463530739477,128.3804628032535,-98.70651364914315,79.1765112334661,-77.51008898218242,0.0,1.0,1.0,2.0,1.0,0.0,6.0,90.0,3.0,30.0,0.031
0.59,0.9511856191275966,1.0968701588207892,0.0009360876799520857,0.0,0.0,1.0,-0.6921022865156113,-0.4664117644391475,-1.4008904538016052,95.99549481497837,-84.99606758413218,104.2848584546555,-97.09104137274326,0.0,1.0,1.0,2.0,1.0,0.0,6.0,90.0,3.0,30.0,0.031
0.6,0.9902144302318103,1.1411006009182176,0.0009700464045763813,0.0,0.0,1.0,0.8009349797369678,0.915456208299548,-1.0474810281088673,90.64460016812947,-86.60748809582356,98.57201926529046,-105.41045162931539,0.0,1.0,1.0,2.0,1.0,0.0,6.0,90.0,3.0,30.0,0.031
0.61,1.030300665160105,1.1856480549726156,0.0009456384022307503,0.0,0.0,1.0,0.6884539658414908,2.7964969630502727,0.005395263448461676,118.85286495293417,-106.51871180449277,70.34798136044913,-84.62321916022971,0.0,1.0,1.0,2.0,1.0,0.0,6.0,90.0,3.0,30.0,0.031
0.62,1.0711595460906982,1.2311758171035567,0.0009329057955407573,0.0,0.0,1.0,-0.6983228795244749,-0.4584070569974488,-2.1061765879994736,85.65549171885527,-93.18312406460565,95.91558326829247,-104.90958466180041,0.0,1.0,1.0,2.0,1.0,0.0,6.0,90.0,3.0,30.0,0.031
0.63,1.1122882515298071,1.277702111692881,0.0010208200257600317,0.0,0.0,1.0,0.7502693093401306,0.9107278150080036,-1.717792340321993,79.26391506543443,-96.19413403545065,91.12977795198353,-112.58474940602642,0.0,1.0,1.0,2.0,1.0,0.0,6.0,90.0,3.0,30.0,0.031
0.64,1.1545820862053306,1.3245315209422475,0.000951437148105136,0.0,0.0,1.0,0.6705615464951008,2.7541599014831735,-0.7059675754194713,108.94846604497451,-115.67526592809813,61.11509835058815,-93.10825738573638,0.0,1.0,1.0,2.0,1.0,0.0,6.0,90.0,3.0,30.0,0.031
0.65,1.1977116900292484,1.3723567083733035,0.0009366655077884221,0.0,0.0,1.0,-0.7355602655022908,-0.4948194783966397,-2.8302600435794942,84.3756241760156,-96.25130958230633,88.19605236692232,-109.84486382708647,0.0,1.0,1.0,2.0,1.0,0.0,6.0,90.0,3.0,30.0,0.031
0.66,1.2410891466530187,1.421139667821366,0.0009745173820522906,0.0,0.0,1.0,0.8112395959593597,0.8864291483194986,-2.4435613569907697,73.84393700120289,-98.42182059827331,84.76689346860047,-121.58502002865626,0.0,1.0,1.0,2.0,1.0,0.0,6.0,90.0,3.0,30.0,0.031
0.67,1.2854639289596141,1.47023740465634,0.0009477059584681231,0.0,0.0,1.0,0.6942804285914327,2.794235283134676,-1.369059572627239,102.50934013117408,-122.03154282112396,54.30097292230205,-99.8395337932479,0.0,1.0,1.0,2.0,1.0,0.0,6.0,90.0,3.0,30.0,0.031
0.68,1.3306144137205083,1.520275013601967,0.0009343744421551664,0.0,0.0,1.0,-0.7292153494674529,-0.44371941136865345,2.793896709307198,79.99006216462708,-100.16467264076172,89.41943369686871,-109.27145383118771,0.0,1.0,1.0,2.0,1.0,0.0,6.0,90.0,3.0,30.0,0.031
0.6900000000000001,1.3760501260151539,1.571308960976563,0.0009991647028482899,0.0,0.0,1.0,0.7389449036294613,0.8863704912682212,-3.073954033888242,74.39540891504299,-100.11252339239546,90.38675679452561,-114.20386947879982,0.0,1.0,1.0,2.0,1.0,0.0,6.0,90.0,3.0,30.0,0.031
0.7000000000000001,1.4224998988884376,1.6226972837219795,0.0009511199540021176,0.0,0.0,1.0,0.6543459652010983,2.7840341345302955,-2.038984541501927,104.25991762803443,-120.65515847060425,60.361857665848966,-94.1528421960416,0.0,1.0,1.0,2.0,1.0,0.0,6.0,90.0,3.0,30.0,0.031
0.71,1.4696795124500606,1.674979216080134,0.0009369559882848003,0.0,0.0,1.0,-0.6857119143354619,-0.4759972590115332,2.156509793750452,76.87969092088554,-97.33854686115893,93.00669727258301,-112.6051403417265,0.0,1.0,1.0,2.0,1.0,0.0,6.0,90.0,3.0,30.0,0.031
0.72,1.517146628163755,1.72814343389142,0.0009464235266355088,0.0,0.0,1.0,0.8369704791965956,0.9214284815496955,2.499240897736613,92.0761891831533,-81.2618204207247,103.12321939887983,-103.83011011628491,0.0,1.0,1.0,2.0,1.0,0.0,6.0,90.0,3.0,30.0,0.031
0.73,1.5655062003793025,1.7816597490354398,0.0009322586769406358,0.0,0.0,1.0,0.7016516060701189,2.830656235726548,-2.681666631533999,115.30877576282242,-110.29461548350521,67.59372947602274,-87.6092855335568,0.0,1.0,1.0,2.0,1.0,0.0,6.0,90.0,3.0,30.0,0.031
0.74,1.6145235396666708,1.836015266218467,0.0009228397319069038,0.0,0.0,1.0,-0.6229381365977165,-0.4445504694211377,1.5478646021123612,80.72052206345504,-95.07473629958429,98.71465070437364,-106.85904169742969,0.0,1.0,1.0,2.0,1.0,0.0,6.0,90.0,3.0,30.0,0.031
0.75,1.6638846937911629,1.8911996199404648,0.0009216717836665747,0.0,0.0,1.0,0.8664406335341751,0.9725322732554669,1.8307363442148272,96.70815463037599,-82.86227568868101,100.68701567003316,-101.71594989969313,0.0,1.0,1.0,2.0,1.0,0.0,6.0,90.0,3.0,30.0,0.031
0.76,1.7141769491819,1.9467698747043427,0.0009116025877555071,0.0,0.0,1.0,0.753381694153729,2.845227543982362,2.924140433950553,128.08642375496615,-98.42117355830703,75.83728420096053,-80.26993687556455,0.0,1.0,1.0,2.0,1.0,0.0,6.0,90.0,3.0,30.0,0.031
0.77,1.7651430186349057,2.003226167699144,0.0009039744908443357,0.0,0.0,1.0,-0.6027999888127794,-0.4434368827776611,0.8812474231752169,95.78081134756745,-83.38564894057411,111.17600424716468,-92.94640832940081,0.0,1.0,1.0,2.0,1.0,0.0,6.0,90.0,3.0,30.0,0.031
0.78,1.8164643221503554,2.0604593182931596,0.000901062109887893,0.0,0.0,1.0,0.9454114181186604,0.9706500785700238,1.0997439804577627,106.18652211557122,-75.15100608049951,105.98874859359194,-96.66544847119559,0.0,1.0,1.0,2.0,1.0,0.0,6.0,90.0,3.0,30.0,0.031
0.79,1.8685510864022659,2.118116127828846,0.0008923179482998942,0.0,0.0,1.0,0.7872454380014346,2.926565150972526,2.2654849755100788,130.15917037669055,-91.77518157015169,83.11104188697215,-74.04876578866855,0.0,1.0,1.0,2.0,1.0,0.0,6.0,90.0,3.0,30.0,0.031
0.8,1.921235755010102,2.1766029859715412,0.0008850144855176361,0.0,0.0,1.0,-0.5373315596893187,-0.392414564605121,0.2509499133197522,96.13340974973335,-78.41555648792489,123.82659493682269,-87.09512456292633,0.0,1.0,1.0,2.0,1.0,0.0,6.0,90.0,3.0,30.0,0.031
0.81,1.9742754621561955,2.235881142687924,0.0008830437010202019,0.0,0.0,1.0,0.8931819358798251,1.0076201286847306,0.45745572236159976,107.48936176329252,-77.21697809251499,109.29840782360921,-92.23642458513338,0.0,1.0,1.0,2.0,1.0,0.0,6.0,90.0,3.0,30.0,0.031
0.8200000000000001,2.028164981777034,2.2955825114585444,0.0008738852144954706,0.0,0.0,1.0,0.7725405480391684,2.913464333961344,1.5608534045799742,130.15917037669055,-91.29502258211423,85.23602784977564,-73.07834683633034,0.0,1.0,1.0,2.0,1.0,0.0,6.0,90.0,3.0,30.0,0.031
0.8300000000000001,2.082646483296447,2.3561217545202937,0.0008668214577910406,0.0,0.0,1.0,-0.5015095942472497,-0.4255889509816175,-0.42935618680613974,93.66390919086267,-76.620146580229,124.19772059502901,-93.35071693637065,0.0,1.0,1.0,2.0,1.0,0.0,6.0,90.0,3.0,30.0,0.031
0.84,2.1374766324868797,2.417405503395641,0.0008650928011610316,0.0,0.0,1.0,0.9521727825138476,1.0369308429069801,-0.272646416854791,106.3838928719567,-77.73924920404706,103.89635297468314,-100.62996908841455,0.0,1.0,1.0,2.0,1.0,0.0,6.0,90.0,3.0,30.0,0.031
0.85,2.193219845387972,2.4790768796349076,0.0008555979113784183,0.0,0.0,1.0,0.8075397306225963,2.9007729603041477,0.8575073911148411,130.15917037669055,-94.75200721691782,77.88525782336453,-81.65377391243987,0.0,1.0,1.0,2.0,1.0,0.0,6.0,90.0,3.0,30.0,0.031
0.86,2.2495930952430236,2.5416719907459364,0.0008490612324619888,0.0,0.0,1.72,-0.545094036381565,-0.4313407187640056,-1.1604574045499816,130.15917037669055,-130.15917037669055,130.15917037669055,-89.56667773750382,1.0,1.0,1.0,1.0,0.0,0.0,3.0,30.0,0.0,30.0,0.031
0.87,2.3062830841295114,2.6050924260750157,0.000967151438947145,0.0,0.0,1.7399999999999998,0.9440627945183856,1.0059640479421608,-0.9774899281707724,130.15917037669055,-130.15917037669055,128.92423009129175,-96.1939225437153,1.0,1.0,1.0,1.0,0.0,0.0,3.0,30.0,0.0,30.0,0.031
