metric,value
altitude_violation_count,65
altitude_violation_rate_hz,65.0
constraint_violation_count,65
constraint_violation_rate_hz,65.0
control_command_max,18.35340134730197
control_command_min,-17.634687058021534
control_command_normalized,False
control_energy,866.718829547891
control_energy_per_second,866.718829547891
control_smoothness,3146.2803724472883
control_smoothness_per_second,3146.2803724472883
controller_id,awff_sysblock
disturbance_peak_error_m,
disturbance_recovery_time_s,
disturbance_window_end_s,19.0
disturbance_window_start_s,15.0
duration_s,1.0
energy_score,0.0
evidence_level,real_sysplorer_mcp_sysblock_robust_rotor_loss_smoke
fault_tolerance_score,35.0
generated_at,2026-05-10T21:50:46
max_position_error_m,1.3293133598711917
max_tilt_rad,0.03308261194551315
minimum_altitude_m,0.0
nan_count,0
overshoot_max_pct,0.0
overshoot_x_pct,
overshoot_y_pct,
overshoot_z_pct,0.0
pitch_rmse_rad,0.016768487234111184
position_rmse_m,0.9673634038835699
raw_file,results/raw/robust_rotor1_loss15_example1_awff_sysblock_smoke.csv
robustness_score,0.0
roll_rmse_rad,0.01676980243396837
row_count,101
safety_score,35.0
sample_rate_hz,100.0
saturation_ratio,
scene_id,robust_rotor1_loss15_example1_smoke
settling_time_s,
smoothness_score,0.0
source,MWORKS_MCP
steady_state_error_m,0.8661519098685148
tilt_violation_count,0
tilt_violation_rate_hz,0.0
total_health_score,28.618195389817938
tracking_score,60.39398463272646
valid,True
x_rmse_m,0.030696848808585395
y_rmse_m,0.030691639433795284
yaw_rmse_rad,0.0001691339605607315
z_rmse_m,0.9663889909944625
