t,mode_id,mode,minimum_pair_distance_input_m,formation_rmse_input_m,active_agents,failed_mask,safety_corrections,status_code
18.223,3,consensus,1.4985010166672892,0.1801260004385787,3.0,0.0,0.0,1.0
18.242,3,consensus,1.4981765208264088,0.1799967272393313,3.0,0.0,0.0,1.0
18.262,3,consensus,1.4980361398654682,0.17994090479251953,3.0,0.0,0.0,1.0
18.282,3,consensus,1.4976697046069776,0.17976072914146915,3.0,0.0,0.0,1.0
18.302,3,consensus,1.4976105849868462,0.17964972437930032,3.0,0.0,0.0,1.0
18.323,3,consensus,1.4972062082739173,0.17935842632397275,3.0,0.0,0.0,1.0
18.342,3,consensus,1.4971586024172365,0.17919775950627403,3.0,0.0,0.0,1.0
18.362,3,consensus,1.4969886639002403,0.1786188543134263,3.0,0.0,0.0,1.0
18.382,3,consensus,1.4969416807204523,0.1781447410472118,3.0,0.0,0.0,1.0
18.402,3,consensus,1.4967495586725938,0.1769974266381133,3.0,0.0,0.0,1.0
18.422,3,consensus,1.4969162855088525,0.17546188615694297,3.0,0.0,0.0,1.0
18.442,3,consensus,1.4965878137301534,0.17443860370034378,3.0,0.0,0.0,1.0
18.462,3,consensus,1.4965058563164655,0.17152282386474516,3.0,0.0,0.0,1.0
18.482,3,consensus,1.4965304847694216,0.1700435261868247,3.0,0.0,0.0,1.0
18.502,3,consensus,1.4966035354120142,0.16719975689165092,3.0,0.0,0.0,1.0
18.522,3,consensus,1.4967534211389306,0.16394536711256086,3.0,0.0,0.0,1.0
18.542,3,consensus,1.496715827510667,0.16037541655394624,3.0,0.0,0.0,1.0
18.562,3,consensus,1.4974565310586494,0.1563136851029973,3.0,0.0,0.0,1.0
18.582,3,consensus,1.4987027028080409,0.15013734022766928,3.0,0.0,0.0,1.0
18.602,3,consensus,1.4992471435375558,0.1466191715852461,3.0,0.0,0.0,1.0
18.622,3,consensus,1.4996705602555291,0.1428807404241375,3.0,0.0,0.0,1.0
18.642,3,consensus,1.50095455045042,0.13720966133668225,3.0,0.0,0.0,1.0
18.662,3,consensus,1.5022380386592935,0.13354273644845016,3.0,0.0,0.0,1.0
