metric,value
generated_at,2026-05-14T01:36:48
raw_file,results/robustness/rotor3_loss15_wind_gust_example1/robust_rotor3_loss15_wind_gust_example1_awff_sysblock/raw/robust_rotor3_loss15_wind_gust_example1_awff_sysblock.csv
scene_id,robust_rotor3_loss15_wind_gust_example1
controller_id,awff_sysblock
row_count,5001
duration_s,50.0
sample_rate_hz,100.0
position_rmse_m,0.36412496385324566
x_rmse_m,0.20551614245629507
y_rmse_m,0.20611777426329705
z_rmse_m,0.2187820093695
max_position_error_m,1.3270838585653348
steady_state_error_m,0.3094208441710309
settling_time_s,nan
disturbance_window_start_s,15.0
disturbance_window_end_s,19.0
disturbance_peak_error_m,0.25216903306910377
disturbance_recovery_time_s,nan
overshoot_x_pct,3.06747094443379
overshoot_y_pct,6.644721020504676
overshoot_z_pct,1.9622558016342733
overshoot_max_pct,6.644721020504676
roll_rmse_rad,0.025569676282009603
pitch_rmse_rad,0.027133857537422316
yaw_rmse_rad,0.0020968426305899056
max_tilt_rad,0.2290102876988827
minimum_altitude_m,-8.081278785583118e-05
altitude_violation_count,65
tilt_violation_count,0
constraint_violation_count,65
constraint_violation_rate_hz,1.3
altitude_violation_rate_hz,1.3
tilt_violation_rate_hz,0.0
control_energy,41465.325423831455
control_energy_per_second,829.3065084766291
control_smoothness,12021.07073396176
control_smoothness_per_second,240.4214146792352
control_command_min,-19.992658910630706
control_command_max,20.0
control_command_normalized,False
saturation_ratio,nan
nan_count,0
valid,True
tracking_score,84.66525805310224
robustness_score,0.0
safety_score,35.0
energy_score,0.0
smoothness_score,0.0
fault_tolerance_score,35.0
total_health_score,35.899577415930665
source,MWORKS_MCP
evidence_level,real_sysplorer_mcp_sysblock_rotor_loss_wind_gust_boundary
