metric,value
altitude_violation_count,65
altitude_violation_rate_hz,1.3
constraint_violation_count,65
constraint_violation_rate_hz,1.3
control_command_max,22.639175746625288
control_command_min,-20.3332731580913
control_command_normalized,False
control_energy,39925.00349974955
control_energy_per_second,798.500069994991
control_smoothness,111765.78525234647
control_smoothness_per_second,2235.3157050469295
controller_id,pid_baseline
disturbance_peak_error_m,0.08725906048132082
disturbance_recovery_time_s,3.1799999999999997
disturbance_window_end_s,19.0
disturbance_window_start_s,15.0
duration_s,50.0
energy_score,0.0
evidence_level,real_sysplorer_mcp_full_baseline
fault_tolerance_score,35.0
generated_at,2026-05-10T21:50:45
max_position_error_m,1.3694021270177918
max_tilt_rad,0.22572889657324774
minimum_altitude_m,0.0
nan_count,0
overshoot_max_pct,4.975215429738036
overshoot_x_pct,4.889109477404201
overshoot_y_pct,4.975215429738036
overshoot_z_pct,1.6911015790960704
pitch_rmse_rad,0.022954670250819487
position_rmse_m,0.27525274681550055
raw_file,results/raw/official_example1_pid_baseline.csv
robustness_score,60.30769230769231
roll_rmse_rad,0.02299975386482601
row_count,5001
safety_score,35.0
sample_rate_hz,100.0
saturation_ratio,
scene_id,official_example1
settling_time_s,7.16
smoothness_score,0.0
source,MWORKS_MCP
steady_state_error_m,0.1114567617293939
tilt_violation_count,0
tilt_violation_rate_hz,0.0
total_health_score,52.46446855043847
tracking_score,89.62515157838465
valid,True
x_rmse_m,0.1165728471178775
y_rmse_m,0.11685123292878714
yaw_rmse_rad,0.0007744169566996697
z_rmse_m,0.22027400052510135
