time_s,x_ref,y_ref,z_ref,yaw_ref,display_bridge_x,display_bridge_y,display_bridge_z,attitude_bridge_roll,attitude_bridge_pitch,attitude_bridge_yaw,controller_output_1,controller_output_2,controller_output_3,controller_output_4,pre_actuator_command_1,pre_actuator_command_2,pre_actuator_command_3,pre_actuator_command_4,actuator_input_1,actuator_input_2,actuator_input_3,actuator_input_4,actuator_input_error_1,actuator_input_error_2,actuator_input_error_3,actuator_input_error_4,actuator_input_abs_error_sum
0.0,0.349945480361177,0.343822559204245,1.23504194217568,1.55314557945239,-55.58,-24.48,1.9,0.0,0.0,0.0,-20.0,20.0,-20.0,6.213500000000003,-23.0349896423457,23.0349896423457,-23.0349896423457,-29.76529253521537,-23.0349896423457,23.0349896423457,-23.0349896423457,-29.76529253521537,0.0,0.0,0.0,0.0,0.0
1.0,0.31861753694312633,0.49481767718910424,1.242037957383867,1.9974016333898024,-55.22183567711377,-24.017146243274624,0.0007854562747427279,-0.019054373375573922,-0.28591159915797587,2.4843806899469394,5.4013944616308045,-10.937352531771847,20.0,-10.937352531771845,74.24864255419756,-95.45055371559411,130.15917037669055,-95.45055371559411,74.24864255419756,-95.45055371559411,130.15917037669055,-95.45055371559411,0.0,0.0,0.0,0.0,0.0
2.0,0.22528064041293117,0.6178306433245998,1.2469737036046606,2.4422701702657834,-53.531663364868045,-22.07920073068303,0.001117971217668775,-1.450815611471879,2.2181345014113423,0.19376274734096824,15.151068480741293,-20.0,15.151068480741293,-15.151068480741293,111.58847059962386,-130.15917037669055,111.58847059962386,-111.58847059962386,111.58847059962386,-130.15917037669055,111.58847059962386,-111.58847059962386,0.0,0.0,0.0,0.0,0.0
