controller_id,climbpath_position_rmse_m,control_energy,terminal_position_error_m
adaptive_smc,2.0461191600375335,1.1946020094748898e6,2.762559114765275
fuzzy_smc,2.7051715450671203,1.1353673598666075e6,2.842577703555017
integral_smc,2.0516091179139857,974746.6088400864,1.6605705226404683
nonsingular_terminal_smc,1.4528915119346766,945859.5552332702,1.4576099124455983
terminal_smc,2.554592212814691,956378.3259689962,2.7120917380559404
