time_s,actuator_input_1,actuator_input_2,actuator_input_3,actuator_input_4,bridge_command_1,bridge_command_2,bridge_command_3,bridge_command_4,bridge_command_error_abs_sum,bridge_total_thrust,bridge_yaw_moment,bridge_applied_force_z_body,bridge_applied_yaw_torque_body,bridge_force_application_error,bridge_torque_application_error,bridge_hover_weight_balance_error,bridge_motor_order_gate_error,bridge_yaw_direction_gate_error,commanded_total_thrust,commanded_yaw_moment_gate
0.0,-23.0349896423457,23.0349896423457,-23.0349896423457,-29.76529253521537,-23.0349896423457,23.0349896423457,-23.0349896423457,-29.76529253521537,0.0,9.810000000000002,0.0,9.810000000000002,0.0,0.0,0.0,1.7763568394002505e-15,0.0,0.0,2.1181713268219564,-0.01822703737032902
0.125,-23.0349896423457,-31.770534987764545,31.770534987764545,-31.770534987764545,-23.0349896423457,-31.770534987764545,31.770534987764545,-31.770534987764545,0.0,1.7065955021155172,-0.05477139210217884,1.7065955021155172,-0.05477139210217884,0.0,0.0,-8.103404497884483,0.0,0.0,3.0421929339593574,-0.02455611126619102
0.25,42.59016682167076,-111.19256307819137,42.59016682167076,-40.792186841443275,42.59016682167076,-111.19256307819137,42.59016682167076,-40.792186841443275,0.0,12.770141435152444,-0.0707076455900288,12.770141435152444,-0.0707076455900288,0.0,0.0,2.960141435152444,0.0,0.0,15.093059295489272,-0.5334285182106604
