time_s,position_x_m,position_y_m,position_z_m,position_ref_x_m,position_ref_y_m,position_ref_z_m,position_error_norm_m
45.06,12.346682831735437,4.294985812695336,27.475946247827768,10.0,10.0,15.0,13.917734800203554
45.07,12.354288822254802,4.300747214743574,27.479471299718476,10.0,10.0,15.0,13.919819039389276
45.08,12.36189092736942,4.306512473627604,27.482992340489414,10.0,10.0,15.0,13.921904565772078
45.09,12.369489147079,4.312281589347544,27.486509370158274,10.0,10.0,15.0,13.923991374173227
45.1,12.377083481383249,4.318054561903512,27.490022388742787,10.0,10.0,15.0,13.926079459426715
45.11,12.38467393028189,4.3238313912956325,27.493531396260696,10.0,10.0,15.0,13.928168816379227
45.12,12.392260493774652,4.329612077524015,27.497036392729665,10.0,10.0,15.0,13.93025943989006
45.13,12.39984317186125,4.335396620588764,27.500537378167305,10.0,10.0,15.0,13.932351324831146
45.14,12.407421964541408,4.341185020489972,27.504034352591088,10.0,10.0,15.0,13.93444446608696
45.15,12.414996871814886,4.346977277227744,27.507527316018393,10.0,10.0,15.0,13.936538858554567
45.160000000000004,12.422567893681428,4.352773390802168,27.511016268466456,10.0,10.0,15.0,13.938634497143557
45.17,12.43013503014081,4.3585733612133355,27.514501209952375,10.0,10.0,15.0,13.940731376776068
45.18,12.437698281192798,4.364377188461326,27.517982140493057,10.0,10.0,15.0,13.942829492386705
45.19,12.445257646837193,4.370184872546233,27.521459060105247,10.0,10.0,15.0,13.944928838922586
45.2,12.452813127073805,4.375996413468131,27.52493196880549,10.0,10.0,15.0,13.947029411343287
45.21,12.460364721902435,4.381811811227091,27.528400866610145,10.0,10.0,15.0,13.949131204620855
45.22,12.46791243132292,4.387631065823193,27.531865753535328,10.0,10.0,15.0,13.951234213739754
45.230000000000004,12.475456255335109,4.393454177256515,27.535326629596966,10.0,10.0,15.0,13.953338433696898
45.24,12.482996193938847,4.399281145527122,27.53878349481073,10.0,10.0,15.0,13.955443859501594
45.25,12.490532247134007,4.405111970635093,27.542236349192052,10.0,10.0,15.0,13.957550486175556
45.26,12.498064414920464,4.410946652580492,27.5456851927561,10.0,10.0,15.0,13.95965830875286
45.27,12.505592697298127,4.416785191363404,27.54913002551779,10.0,10.0,15.0,13.96176732227997
45.28,12.513117094266867,4.422627586983881,27.552570847491737,10.0,10.0,15.0,13.963877521815672
45.29,12.520637605826616,4.428473839442009,27.556007658692284,10.0,10.0,15.0,13.965988902431102
45.300000000000004,12.528154231977293,4.434323948737863,27.559440459133487,10.0,10.0,15.0,13.968101459209723
45.31,12.535666972718817,4.44017791487151,27.56286924882908,10.0,10.0,15.0,13.970215187247293
45.32,12.543175828051135,4.4460357378430295,27.566294027792484,10.0,10.0,15.0,13.972330081651858
45.33,12.550680797974168,4.451897417652483,27.5697147960368,10.0,10.0,15.0,13.974446137543762
45.34,12.558181882487874,4.457762954299953,27.57313155357478,10.0,10.0,15.0,13.976563350055583
45.35,12.565679081592195,4.463632347785513,27.57654430041885,10.0,10.0,15.0,13.97868171433217
45.36,12.573172395287095,4.469505598109239,27.57995303658108,10.0,10.0,15.0,13.980801225530607
45.37,12.580661823572525,4.475382705271213,27.583357762073184,10.0,10.0,15.0,13.982921878820198
45.38,12.588147366448446,4.481263669271509,27.586758476906486,10.0,10.0,15.0,13.98504366938244
45.39,12.595629023914809,4.487148490110197,27.59015518109196,10.0,10.0,15.0,13.987166592411056
45.4,12.60310679597158,4.493037167787361,27.593547874640187,10.0,10.0,15.0,13.98929064311194
45.410000000000004,12.610580682618728,4.498929702303086,27.596936557561353,10.0,10.0,15.0,13.991415816703146
45.42,12.618050683856202,4.504826093657445,27.600321229865266,10.0,10.0,15.0,13.993542108414916
45.43,12.625516799683966,4.510726341850516,27.603701891561304,10.0,10.0,15.0,13.995669513489613
45.44,12.632979030101994,4.516630446882392,27.607078542658435,10.0,10.0,15.0,13.99779802718173
