time,desired_acceleration_x,desired_acceleration_y,desired_acceleration_z,unconstrained_acceleration_x,unconstrained_acceleration_y,unconstrained_acceleration_z,auxiliary_x,auxiliary_y,auxiliary_z,solver_cost,solver_iterations
0.0,1.2,1.2,10.60665,4.539120470127327,1.41809833496572,2.2256471764117935,1.0,0.7999999999999999,0.6666666666666666,1.3064925,0.0
0.01,2.4,1.7189798237022527,11.406649999999999,4.840001958863859,1.7189798237022527,2.455932033983008,1.0,0.7999999999999999,0.6666666666666666,1.2429304354902253,0.0
0.02,3.5999999999999996,1.8491060086853837,12.20665,5.140883447600392,1.8491060086853837,2.686216891554223,1.0,0.7999999999999999,0.6666666666666666,1.2132307902817268,0.0
0.03,4.0,1.881733142236492,12.30665,5.441764936336925,1.881733142236492,2.9165017491254375,1.0,0.7999999999999999,0.6666666666666666,1.2097221549760626,0.0
0.04,4.0,1.8899138926665444,12.30665,5.54205876591577,1.8899138926665444,2.9452873563218387,1.0,0.7999999999999999,0.6666666666666666,1.2098435145950353,0.0
0.05,4.0,1.8919650896401916,12.30665,5.54205876591577,1.8919650896401916,2.9452873563218387,1.0,0.7999999999999999,0.6666666666666666,1.209874111057409,0.0
0.06,4.0,1.8924793956394605,12.30665,5.54205876591577,1.8924793956394605,2.9452873563218387,1.0,0.7999999999999999,0.6666666666666666,1.2098817931730703,0.0
0.07,4.0,1.8926083499350657,12.30665,5.54205876591577,1.8926083499350657,2.9452873563218387,1.0,0.7999999999999999,0.6666666666666666,1.209883720006733,0.0
0.08,4.0,1.8926406832354328,12.30665,5.54205876591577,1.8926406832354328,2.9452873563218387,1.0,0.7999999999999999,0.6666666666666666,1.209884203172148,0.0
0.09,4.0,1.8926487903117246,12.30665,5.54205876591577,1.8926487903117246,2.9452873563218387,1.0,0.7999999999999999,0.6666666666666666,1.2098843243210375,0.0
0.1,4.0,1.8926508230360446,12.30665,5.54205876591577,1.8926508230360446,2.9452873563218387,1.0,0.7999999999999999,0.6666666666666666,1.2098843546974172,0.0
0.11,4.0,1.892651332710311,12.30665,5.54205876591577,1.892651332710311,2.9452873563218387,1.0,0.7999999999999999,0.6666666666666666,1.2098843623138362,0.0
0.12,4.0,1.892651460503271,12.30665,5.54205876591577,1.892651460503271,2.9452873563218387,1.0,0.7999999999999999,0.6666666666666666,1.2098843642235364,0.0
0.13,4.0,1.8926514925453846,12.30665,5.54205876591577,1.8926514925453846,2.9452873563218387,1.0,0.7999999999999999,0.6666666666666666,1.2098843647023643,0.0
0.14,4.0,1.8926515005794502,12.30665,5.54205876591577,1.8926515005794502,2.9452873563218387,1.0,0.7999999999999999,0.6666666666666666,1.209884364822423,0.0
0.15,4.0,1.892651502593868,12.30665,5.54205876591577,1.892651502593868,2.9452873563218387,1.0,0.7999999999999999,0.6666666666666666,1.2098843648525257,0.0
0.16,4.0,1.8926515030989524,12.30665,5.54205876591577,1.8926515030989524,2.9452873563218387,1.0,0.7999999999999999,0.6666666666666666,1.2098843648600737,0.0
0.17,4.0,1.8926515032255942,12.30665,5.54205876591577,1.8926515032255942,2.9452873563218387,1.0,0.7999999999999999,0.6666666666666666,1.2098843648619662,0.0
0.18,4.0,1.8926515032573477,12.30665,5.54205876591577,1.8926515032573477,2.9452873563218387,1.0,0.7999999999999999,0.6666666666666666,1.2098843648624407,0.0
0.19,4.0,1.8926515032653095,12.30665,5.54205876591577,1.8926515032653095,2.9452873563218387,1.0,0.7999999999999999,0.6666666666666666,1.2098843648625597,0.0
0.2,4.0,1.892651503267306,12.30665,5.54205876591577,1.892651503267306,2.9452873563218387,1.0,0.7999999999999999,0.6666666666666666,1.2098843648625894,0.0
