t,mode_id,mode,minimum_pair_distance_input_m,formation_rmse_input_m,active_agents,failed_mask,safety_corrections,status_code
17.017,6,formation_reconfiguration,1.4885930428711143,0.2443455760071962,3.0,0.0,0.0,1.0
17.037,6,formation_reconfiguration,1.4884551384105003,0.24415710303212576,3.0,0.0,0.0,1.0
17.057,6,formation_reconfiguration,1.488381019310877,0.24393477572262956,3.0,0.0,0.0,1.0
17.077,6,formation_reconfiguration,1.4882695861108064,0.24378098168581322,3.0,0.0,0.0,1.0
17.097,6,formation_reconfiguration,1.4882083328040425,0.24359511100557416,3.0,0.0,0.0,1.0
17.117,6,formation_reconfiguration,1.488141283500059,0.24347878712586402,3.0,0.0,0.0,1.0
17.137,6,formation_reconfiguration,1.4880597854642363,0.2433254135852064,3.0,0.0,0.0,1.0
17.157,6,formation_reconfiguration,1.4879914321838932,0.24322815238171017,3.0,0.0,0.0,1.0
17.177,6,formation_reconfiguration,1.4879063685663119,0.24309177448697733,3.0,0.0,0.0,1.0
17.197,6,formation_reconfiguration,1.4877708556251468,0.24298719682113798,3.0,0.0,0.0,1.0
17.217,6,formation_reconfiguration,1.4876422220309438,0.24284228808679098,3.0,0.0,0.0,1.0
17.237,6,formation_reconfiguration,1.487360213075073,0.2427066864803551,3.0,0.0,0.0,1.0
17.257,6,formation_reconfiguration,1.4870979474935482,0.24253995519394753,3.0,0.0,0.0,1.0
17.277,6,formation_reconfiguration,1.4865126685804755,0.2423483992859858,3.0,0.0,0.0,1.0
17.297,6,formation_reconfiguration,1.4860452168023817,0.24215356524840562,3.0,0.0,0.0,1.0
17.317,6,formation_reconfiguration,1.4851617745267618,0.24187623437372266,3.0,0.0,0.0,1.0
17.337,6,formation_reconfiguration,1.4843568535996585,0.24162149981813943,3.0,0.0,0.0,1.0
17.357,6,formation_reconfiguration,1.482871825775122,0.24122881922189482,3.0,0.0,0.0,1.0
17.377,6,formation_reconfiguration,1.4817937119440037,0.24090941856215498,3.0,0.0,0.0,1.0
17.397,6,formation_reconfiguration,1.479757186417309,0.24040445617452622,3.0,0.0,0.0,1.0
17.417,6,formation_reconfiguration,1.4782972196223592,0.2400204819964642,3.0,0.0,0.0,1.0
17.437,6,formation_reconfiguration,1.4757403383876728,0.23939179218779982,3.0,0.0,0.0,1.0
17.457,6,formation_reconfiguration,1.4737340645762476,0.23893988066793564,3.0,0.0,0.0,1.0
17.477,6,formation_reconfiguration,1.4704716249989076,0.23819092454881904,3.0,0.0,0.0,1.0
17.497,6,formation_reconfiguration,1.468204630093273,0.23767147821555326,3.0,0.0,0.0,1.0
17.517,6,formation_reconfiguration,1.464338151966613,0.2368071322887795,3.0,0.0,0.0,1.0
17.537,6,formation_reconfiguration,1.4616347444473186,0.2362269670116324,3.0,0.0,0.0,1.0
17.557,6,formation_reconfiguration,1.4571755899124488,0.23526053355584997,3.0,0.0,0.0,1.0
17.576999999999998,6,formation_reconfiguration,1.4541135856126446,0.23462396226225368,3.0,0.0,0.0,1.0
17.597,6,formation_reconfiguration,1.4492171753295684,0.23357134703813545,3.0,0.0,0.0,1.0
17.617,6,formation_reconfiguration,1.4458261495240055,0.2328885096289662,3.0,0.0,0.0,1.0
17.637,6,formation_reconfiguration,1.4405008213557091,0.23177786104860787,3.0,0.0,0.0,1.0
17.657,6,formation_reconfiguration,1.436845928194479,0.23105884670135696,3.0,0.0,0.0,1.0
17.677,6,formation_reconfiguration,1.4312791289188374,0.2298807027596683,3.0,0.0,0.0,1.0
17.697,6,formation_reconfiguration,1.4274829609767132,0.2290477984738441,3.0,0.0,0.0,1.0
17.717,6,formation_reconfiguration,1.4217218723091742,0.22774915994051767,3.0,0.0,0.0,1.0
17.737,6,formation_reconfiguration,1.4177432658835445,0.22669663391192968,3.0,0.0,0.0,1.0
17.757,6,formation_reconfiguration,1.4118217991625508,0.22520601407086072,3.0,0.0,0.0,1.0
17.777,6,formation_reconfiguration,1.407738697120315,0.22383039404218846,3.0,0.0,0.0,1.0
17.797,6,formation_reconfiguration,1.4017383305601923,0.22210231505635428,3.0,0.0,0.0,1.0
17.817,6,formation_reconfiguration,1.3975674524767714,0.2203299896731339,3.0,0.0,0.0,1.0
17.837,6,formation_reconfiguration,1.3915790117658224,0.2183353798048298,3.0,0.0,0.0,1.0
17.857,6,formation_reconfiguration,1.3874415319763926,0.21613333195841725,3.0,0.0,0.0,1.0
17.877,6,formation_reconfiguration,1.3815013170736383,0.21384831225474316,3.0,0.0,0.0,1.0
17.897,6,formation_reconfiguration,1.3773930080731631,0.21118919097956185,3.0,0.0,0.0,1.0
17.917,6,formation_reconfiguration,1.3714735830672187,0.20860044838062955,3.0,0.0,0.0,1.0
17.937,6,formation_reconfiguration,1.3673389173265444,0.20550197087935143,3.0,0.0,0.0,1.0
17.957,6,formation_reconfiguration,1.3614132309503009,0.2026422097111474,3.0,0.0,0.0,1.0
17.977,6,formation_reconfiguration,1.357309170577036,0.19919741231392205,3.0,0.0,0.0,1.0
17.997,6,formation_reconfiguration,1.351392957692212,0.19613265943000957,3.0,0.0,0.0,1.0
18.017,6,formation_reconfiguration,1.3472438837135263,0.1924382529303601,3.0,0.0,0.0,1.0
18.037,6,formation_reconfiguration,1.3412512064436024,0.1892299888708039,3.0,0.0,0.0,1.0
18.057,6,formation_reconfiguration,1.3370833491498333,0.18540953539564084,3.0,0.0,0.0,1.0
18.077,6,formation_reconfiguration,1.3309829255357557,0.18213130462271837,3.0,0.0,0.0,1.0
18.097,6,formation_reconfiguration,1.3266806687640087,0.17829900343729607,3.0,0.0,0.0,1.0
18.117,6,formation_reconfiguration,1.3204414724263884,0.17503848050894147,3.0,0.0,0.0,1.0
18.137,6,formation_reconfiguration,1.316080816403651,0.17130722722542574,3.0,0.0,0.0,1.0
18.157,6,formation_reconfiguration,1.3096886984587475,0.1681162145458803,3.0,0.0,0.0,1.0
18.177,6,formation_reconfiguration,1.3051787657584026,0.1645741555516971,3.0,0.0,0.0,1.0
18.197,6,formation_reconfiguration,1.298609760706123,0.16150843272450688,3.0,0.0,0.0,1.0
18.217,6,formation_reconfiguration,1.2940076089034165,0.15820974174462554,3.0,0.0,0.0,1.0
