time,x,y,z,x_ref,y_ref,z_ref,roll,pitch,yaw,u1,u2,u3,u4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0
0.01,-9.4201408397405e-16,-6.179004340309175e-16,1.5571629251033854e-06,0.0,0.0,0.02,-2.610761668604725e-14,3.5819266863481024e-14,1.5007347617019207e-13,1.0268828314239886,-1.0268828314245493,1.026882831422967,-1.0268828314197371
0.02,-1.9932734768982284e-15,-1.3908501994372468e-15,3.1255234950908834e-06,0.0,0.0,0.04,-6.233592902926816e-14,6.481000443701023e-14,-4.1018757223771825e-13,1.953233560817719,-1.9532335608255142,1.9532335608171951,-1.9532335608166875
0.03,-2.987462343385702e-15,-2.09511055735711e-15,4.714705727564158e-06,0.0,0.0,0.06,-8.347676117041658e-14,1.0211683566578815e-13,1.164272694428474e-13,2.7909914034835213,-2.790991403487495,2.79099140348173,-2.790991403475598
0.04,-4.0641581929770124e-15,-2.8929066479393006e-15,6.332182640995512e-06,0.0,0.0,0.08,-1.0671172504867517e-13,1.4342864510564386e-13,1.4295315017750003e-13,3.5506927884410535,-3.5506927884457933,3.5506927884380093,-3.5506927884308612
0.05,-4.925062134265031e-15,-3.559183006975144e-15,7.983116554250875e-06,0.0,0.0,0.1,-1.372977178980948e-13,1.7083823547704888e-13,-1.4049169604194565e-14,4.241636191974014,-4.24163619198141,4.2416361919715,-4.241636191964458
