run,mission,status,blockers,hover_xy_rmse,hover_xy_max,hover_z_rmse,hover_z_max,fig_tsync_rmse_xy,fig_tsync_p95_xy,fig_tsync_max_xy,spiral_rmse_xyz,spiral_p95_xyz,spiral_max_xyz,spiral_rmse_z,spiral_max_z
sunray_ros1_pid_hover_tune_mass067_20260621_025439,takeoff_hover_land,blocked,steady_hover_z_rmse_above_max:0.076;steady_hover_z_error_above_max:0.152;steady_hover_xy_rmse_above_max:0.041;steady_hover_xy_above_max:0.062,0.04105418192772773,0.06180315239010758,0.07624067633393908,0.15249617041881103,,,,,,,,
sunray_ros1_pid_hover_tune_mass067_effective_20260621_025807,takeoff_hover_land,blocked,steady_hover_z_rmse_above_max:0.035;steady_hover_z_error_above_max:0.073;steady_hover_xy_rmse_above_max:0.041;steady_hover_xy_above_max:0.060,0.0414958136866881,0.059797771943526305,0.034862149094576626,0.07262513070784293,,,,,,,,
sunray_ros1_pid_hover_mass067_longsettle_20260621_030054,takeoff_hover_land,blocked,steady_hover_xy_rmse_above_max:0.046;steady_hover_xy_above_max:0.068,0.04597557728066198,0.06818493432383049,0.017189220981894158,0.02995305660385239,,,,,,,,
sunray_ros1_pid_hover_xy_kp3_kv4_kvi01_20260621_031,takeoff_hover_land,blocked,steady_hover_xy_rmse_above_max:0.049;steady_hover_xy_above_max:0.069,0.04853053500204618,0.06884383216015033,0.016169290418773106,0.029140969726443977,,,,,,,,
sunray_ros1_pid_hover_xy_kp4_kv3_kvi03_20260621_032,takeoff_hover_land,blocked,steady_hover_xy_rmse_above_max:0.038;steady_hover_xy_above_max:0.057,0.037900764016551805,0.05734024181807002,0.01730546863611497,0.02954917946772584,,,,,,,,
sunray_ros1_pid_hover_xy_kp5_kv3_kvi03_20260621_033,takeoff_hover_land,blocked,steady_hover_xy_rmse_above_max:0.033;steady_hover_xy_above_max:0.051,0.03324277965765957,0.05134775133336374,0.017504292609045496,0.029786768242676454,,,,,,,,
sunray_ros1_pid_hover_xy_kp6_kv35_kvi03_20260621_034,takeoff_hover_land,blocked,steady_hover_xy_rmse_above_max:0.030,0.02990714635284839,0.04925076408232174,0.015444183194358956,0.03073022195219699,,,,,,,,
sunray_ros1_pid_hover_xy_kp8_kv4_kvi03_20260621_035,takeoff_hover_land,blocked,steady_hover_xy_rmse_above_max:0.028,0.028480220839521255,0.04448581703891676,0.018002800181617432,0.0307524379582933,,,,,,,,
sunray_ros1_pid_hover_xy_kp8_kv4_kvi06_20260621_036,takeoff_hover_land,blocked,steady_hover_xy_rmse_above_max:0.029,0.028599291612352834,0.04607783660827731,0.01835299552895459,0.03192309067864607,,,,,,,,
sunray_ros1_pid_hover_loop200_kp8_kv4_kvi03_20260621_037,takeoff_hover_land,blocked,steady_hover_z_rmse_above_max:0.077;steady_hover_z_error_above_max:0.102;steady_hover_xy_rmse_above_max:0.026,0.025871080714807437,0.041260172032860774,0.07725048377412745,0.1018822755037947,,,,,,,,
sunray_ros1_pid_hover_loop200_kp8_kv4_kvi03_zkvi06_20260621_038,takeoff_hover_land,blocked,steady_hover_xy_rmse_above_max:0.026,0.026063924114777884,0.04160747145799694,0.017734379416813672,0.03063258393631041,,,,,,,,
sunray_ros1_pid_hover_loop200_kp10_kv5_kvi03_zkvi06_20260621_039,takeoff_hover_land,blocked,steady_hover_xy_rmse_above_max:0.029,0.029400829823464553,0.045609149314977775,0.016862108378940827,0.028296572516431473,,,,,,,,
sunray_ros1_pid_hover_home_sync_kp8_kv4_kvi03_zkvi06_20260621_041,takeoff_hover_land,blocked,steady_hover_xy_rmse_above_max:0.027,0.02724462848892237,0.04217101612053259,0.017330606273167116,0.029955386133028616,,,,,,,,
sunray_ros1_pid_hover_home_sync_kp8_kv5_kvi02_zkvi06_20260621_042,takeoff_hover_land,blocked,steady_hover_xy_rmse_above_max:0.029,0.02875092265718173,0.04323528992939494,0.017173629930982794,0.030923623795594102,,,,,,,,
sunray_ros1_pid_hover_home_sync_kp85_kv42_kvi03_zkvi06_20260621_043,takeoff_hover_land,blocked,steady_hover_xy_rmse_above_max:0.026,0.026482268704419016,0.04139808749697684,0.017845218704509617,0.03067452281553118,,,,,,,,
sunray_ros1_pid_hover_home_sync_kp75_kv38_kvi04_zkvi06_20260621_044,takeoff_hover_land,blocked,steady_hover_xy_rmse_above_max:0.027,0.027279022851010123,0.04329358089750454,0.01792904634503868,0.03119945432407656,,,,,,,,
sunray_ros1_pid_hover_home_sync_bias_kp85_kv42_kvi03_zkvi06_20260621_045,takeoff_hover_land,blocked,steady_hover_xy_rmse_above_max:0.020,0.02006338881140862,0.03292713448275251,0.012215267374986538,0.019674997228618984,,,,,,,,
sunray_ros1_pid_hover_home_sync_bias2_kp85_kv42_kvi03_zkvi06_20260621_046,takeoff_hover_land,passed,,0.0188494086394656,0.030673894140610312,0.011877768530193063,0.0207221615780655,,,,,,,,
sunray_ros1_pid_figure8_bias2_kp85_kv42_kvi03_zkvi06_20260621_047,figure8,blocked,steady_hover_z_rmse_above_max:0.371;steady_hover_z_error_above_max:0.554;steady_hover_xy_rmse_above_max:0.021;figure8_rmse_xy_above_max:0.099;figure8_max_xy_error_above_max:0.385;figure8_time_sync_rmse_xy_above_max:0.503;figure8_time_sync_max_xy_error_above_max:1.150,0.02103398217465921,0.028562271431921044,0.37144505146433937,0.5543607516260032,0.5034337579616663,,1.1504355540049607,,,,,
sunray_ros1_pid_figure8_slow_bias2_kp85_kv42_kvi03_zkvi06_20260621_048,figure8,blocked,figure8_rmse_xy_above_max:0.054;figure8_max_xy_error_above_max:0.351;figure8_time_sync_rmse_xy_above_max:0.565;figure8_time_sync_max_xy_error_above_max:1.401,0.018946614486731142,0.03365602941807924,0.011345956870333403,0.018212131021929645,0.5652285027908107,,1.4011831941240658,,,,,
sunray_ros1_pid_figure8_controlled_bias2_kp85_kv42_kvi03_zkvi06_20260621_049,figure8,blocked,steady_hover_xy_rmse_above_max:0.021;figure8_max_xy_error_above_max:0.362,0.021290444815603497,0.03251531074867798,0.01121707154807428,0.019238345160480064,0.1916326827783359,,0.7144991425002427,,,,,
