time_s,desired_acceleration_x,desired_acceleration_y,desired_acceleration_z,desired_attitude_w,desired_attitude_x,desired_attitude_y,desired_attitude_z,observer_position_x,observer_position_y,observer_position_z,observer_velocity_x,observer_velocity_y,observer_velocity_z,reference_model_position_x,reference_model_position_y,reference_model_position_z,reference_model_velocity_x,reference_model_velocity_y,reference_model_velocity_z,adaptive_position_delta_x,adaptive_position_delta_y,adaptive_position_delta_z,adaptive_velocity_delta_x,adaptive_velocity_delta_y,adaptive_velocity_delta_z,fractional_integral_x,fractional_integral_y,fractional_integral_z,fractional_derivative_x,fractional_derivative_y,fractional_derivative_z,normalized_thrust,collective_thrust_n,saturated,status_code
0.0,0.6921540002524694,0.7762530003154621,11.060300001782483,0.9961737239450317,-0.032577481362615054,0.03368471252815897,0.07376963854765453,0.0,0.0,0.0,0.0,0.0,0.0,0.10020000000000001,-0.050100000000000006,0.8001,0.026612000000000004,-0.002565999999999997,0.022049999999999997,1.1539200000000363e-09,-5.707200000000159e-10,1.227499999999862e-09,3.814859520000013e-08,4.242732479999999e-08,1.479137499999996e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.32964827011254527,7.44309034167168,0.0,0.0
0.01,0.6966514828300712,0.7810035208422841,11.052448266949849,0.9961595330035384,-0.03279825823396486,0.033924635307646514,0.07375349606787285,0.0,0.0,0.0,0.0,0.0,0.0,0.10046612,-0.05012566,0.8003205,0.032967031200000003,0.004594808400000005,0.0335515,6.510716916915243e-09,-2.000009853395213e-09,9.006876312498507e-09,1.8716977591248454e-07,2.08432509889663e-07,7.195704776874965e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.3294345383559544,7.438264516944472,0.0,0.0
0.02,0.7010438023267587,0.785646052111773,11.0447038652622,0.9961455418672007,-0.03301452192837329,0.03415947890484607,0.07373758038402989,0.0,0.0,0.0,0.0,0.0,0.0,0.100795790312,-0.050079711916000004,0.8006560149999999,0.03907150402512,0.011489044509840006,0.04452165125,2.0172128757298182e-08,-3.355106607180397e-09,3.2621897637769715e-08,5.145721920689221e-07,5.737446980602382e-07,1.9622700050648452e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.32922369366236187,7.433503878880347,0.0,0.0
0.03,0.7053327198582242,0.7901823397364952,11.037066905805897,0.9961317526189964,-0.03322632981730483,0.03438931228678316,0.07372189384111102,0.0,0.0,0.0,0.0,0.0,0.0,0.10118650535225121,-0.0499648214709016,0.8011012315124999,0.044931713523479716,0.01812321230190639,0.05497717600625,4.721612586862994e-08,-2.560669943955038e-09,8.488078059838076e-08,1.082840331129777e-06,1.2088511539842448e-06,4.096659504575039e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.3290157374127146,7.4288084586595415,0.0,0.0
