time_s,desired_acceleration_x,desired_acceleration_y,desired_acceleration_z,desired_attitude_w,desired_attitude_x,desired_attitude_y,desired_attitude_z,observer_position_x,observer_position_y,observer_position_z,observer_velocity_x,observer_velocity_y,observer_velocity_z,reference_model_position_x,reference_model_position_y,reference_model_position_z,reference_model_velocity_x,reference_model_velocity_y,reference_model_velocity_z,adaptive_position_delta_x,adaptive_position_delta_y,adaptive_position_delta_z,adaptive_velocity_delta_x,adaptive_velocity_delta_y,adaptive_velocity_delta_z,fractional_integral_x,fractional_integral_y,fractional_integral_z,fractional_derivative_x,fractional_derivative_y,fractional_derivative_z,normalized_thrust,collective_thrust_n,saturated,status_code
0.0,1.1135820895522386,1.2282089552238808,10.769336567164178,0.9944924720470851,-0.05268399829548878,0.055189175658308776,0.07185592707240375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32333102260429203,7.3004539374261,0.0,0.0
0.01,1.1135820895522386,1.2282089552238808,10.769336567164178,0.9944924720470851,-0.05268399829548878,0.055189175658308776,0.07185592707240375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32333102260429203,7.3004539374261,0.0,0.0
0.02,1.1135820895522386,1.2282089552238808,10.769336567164178,0.9944924720470851,-0.05268399829548878,0.055189175658308776,0.07185592707240375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32333102260429203,7.3004539374261,0.0,0.0
0.03,1.1135820895522386,1.2282089552238808,10.769336567164178,0.9944924720470851,-0.05268399829548878,0.055189175658308776,0.07185592707240375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32333102260429203,7.3004539374261,0.0,0.0
