time,x,y,z,x_ref,y_ref,z_ref,roll,pitch,yaw,u1,u2,u3,u4,z_ref_rate,yaw_ref
0.0,-41.0,-26.0,1.5,-41.0,-26.0,1.5,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,-41.0,-26.0,1.4997174539633624,-41.0,-26.0,1.5000352143518518,2.5325446013923587e-15,-7.206465401165434e-15,-2.983566023140278e-14,0.01642227219054216,-0.016422272190615147,0.016422272190884313,-0.01642227219128455,0.0020950462962962954,0.0
0.1,-41.0,-26.0,1.4990494647358497,-41.0,-26.0,1.500274637037037,1.3729096844130844e-14,-3.4898437170740965e-14,-1.2450387800809825e-13,0.055789761932028024,-0.05578976193241905,0.05578976193329821,-0.05578976193488827,0.008098518518518517,0.0
0.15000000000000002,-41.0,-26.0,1.4981092055425704,-41.0,-26.0,1.5009033375,1.0588689200795982e-13,-7.086402786284336e-14,-1.189203678408757e-13,0.11399533993173648,-0.11399533992689148,0.11399533992928734,-0.11399533993570068,0.017598750000000003,0.0
0.2,-41.0,-26.0,1.4970870251870392,-41.0,-26.0,1.502086162962963,2.20924618689825e-13,-9.404896987218235e-14,-3.8008066701203396e-14,0.184600382770183,-0.1846003827616938,0.1846003827643848,-0.18460038277321386,0.03019851851851851,0.0
0.25,-41.0,-26.000000000000007,1.496224795361667,-41.0,-26.0,1.503968460648148,2.838137695968788e-13,-9.610177612886197e-14,4.6635288976436314e-14,0.2608031488090929,-0.26080314879910543,0.26080314880146044,-0.2608031488106732,0.04551504629629629,0.0
0.30000000000000004,-41.0,-26.00000000000002,1.4957868505313268,-41.0,-26.0,1.5066768,2.007727635440665e-13,-7.092642937277336e-14,2.1287100164293403e-13,0.33663272051332954,-0.33663272050878024,0.3366327205108248,-0.3366327205121272,0.06318,0.0
0.35000000000000003,-41.0,-26.000000000000043,1.496038117705659,-41.0,-26.0,1.5103196949074074,1.0017324353738071e-13,2.866234806390671e-15,6.73605611270757e-13,0.4074079843159876,-0.4074079843109646,0.4074079843123386,-0.40740798430699543,0.08283949074074075,0.0
0.4,-41.0,-26.000000000000068,1.49722744394904,-41.0,-26.0,1.514988325925926,-2.7792226674525483e-14,3.684916383306668e-14,1.0633656382142358e-12,0.46983112110601843,-0.4698311211021176,0.4698311211088175,-0.46983112109737485,0.10415407407407404,0.0
0.45,-41.000000000000014,-26.00000000000009,1.4995776954244173,-41.0,-26.0,1.5207572625,-2.2997975523052126e-13,-2.8762436487987913e-13,1.0100341639562788e-12,0.521888979156083,-0.5218889791615301,0.5218889791878002,-0.521888979169015,0.12679874999999996,0.0
0.5,-41.000000000000014,-26.00000000000009,1.5032751042582724,-41.0,-26.0,1.5276851851851851,-3.663424761226351e-13,-2.585455436483477e-13,4.892960518813424e-13,0.5626148664864552,-0.5626148664969555,0.5626148665052859,-0.5626148664892328,0.1504629629629629,0.0
0.55,-41.000000000000014,-26.00000000000009,1.5084606499009252,-41.0,-26.0,1.5358156078703704,-1.8423088475543088e-13,-4.5086223934069976e-14,-9.02713281665482e-16,0.5923717221836874,-0.5923717221828207,0.5923717221753563,-0.5923717221772026,0.17485060185185183,0.0
0.6000000000000001,-41.000000000000014,-26.00000000000009,1.5152451703509164,-41.0,-26.0,1.5451776,7.803100616120737e-14,-4.922430967273792e-14,-4.929162891807197e-13,0.6115648438983404,-0.6115648438904624,0.6115648438859063,-0.6115648439013412,0.19968,0.0
0.65,-41.000000000000014,-26.00000000000009,1.5236904713383255,-41.0,-26.0,1.5557865087962963,1.7715347185592554e-13,7.261042052153598e-14,-1.0162464696217702e-12,0.6215250107810284,-0.6215250107792492,0.621525010763919,-0.6215250107804895,0.22468393518518515,0.0
