metric,value
generated_at,2026-05-09T09:58:03
raw_file,results/raw/official_example2_pid_baseline.csv
scene_id,official_example2
controller_id,pid_baseline
row_count,5001
duration_s,50.0
position_rmse_m,0.4871827926383554
x_rmse_m,0.4397486289304121
y_rmse_m,0.1529629035323148
z_rmse_m,0.14342442936854394
max_position_error_m,3.0054221305958224
steady_state_error_m,0.21014865937858998
settling_time_s,6.8
overshoot_x_pct,6.851100046235281
overshoot_y_pct,nan
overshoot_z_pct,0.0
overshoot_max_pct,6.851100046235281
roll_rmse_rad,nan
pitch_rmse_rad,nan
yaw_rmse_rad,nan
max_tilt_rad,nan
minimum_altitude_m,0.0
altitude_violation_count,523
tilt_violation_count,0
constraint_violation_count,523
control_energy,nan
control_smoothness,nan
saturation_ratio,nan
nan_count,0
valid,True
tracking_score,72.04474737605759
robustness_score,63.076923076923066
safety_score,0.0
energy_score,0.0
smoothness_score,0.0
fault_tolerance_score,0.0
total_health_score,37.38265498204804
source,MWORKS_MCP
evidence_level,real_sysplorer_mcp_full_baseline
