metric,value
generated_at,2026-05-09T09:58:03
raw_file,results/raw/official_example1_pid_baseline.csv
scene_id,official_example1
controller_id,pid_baseline
row_count,5001
duration_s,50.0
position_rmse_m,0.27525274681550055
x_rmse_m,0.1165728471178775
y_rmse_m,0.11685123292878714
z_rmse_m,0.22027400052510135
max_position_error_m,1.3694021270177918
steady_state_error_m,0.1114567617293939
settling_time_s,7.16
overshoot_x_pct,4.889109477404201
overshoot_y_pct,4.975215429738036
overshoot_z_pct,1.6911015790960704
overshoot_max_pct,4.975215429738036
roll_rmse_rad,nan
pitch_rmse_rad,nan
yaw_rmse_rad,nan
max_tilt_rad,nan
minimum_altitude_m,0.0
altitude_violation_count,65
tilt_violation_count,0
constraint_violation_count,65
control_energy,nan
control_smoothness,nan
saturation_ratio,nan
nan_count,0
valid,True
tracking_score,89.62515157838465
robustness_score,60.30769230769231
safety_score,0.0
energy_score,0.0
smoothness_score,0.0
fault_tolerance_score,0.0
total_health_score,41.96446855043847
source,MWORKS_MCP
evidence_level,real_sysplorer_mcp_full_baseline
