metric,value
generated_at,2026-05-10T21:02:51
raw_file,results/raw/official_example1_awff_sysblock_20s.csv
scene_id,official_example1_awff_sysblock_20s
controller_id,awff_sysblock
row_count,2001
duration_s,20.0
position_rmse_m,0.33926833440355675
x_rmse_m,2.0016426228979355e-10
y_rmse_m,5.507237463332613e-11
z_rmse_m,0.33926833440355675
max_position_error_m,1.2971645328538624
steady_state_error_m,0.015493692590457265
settling_time_s,5.75
disturbance_window_start_s,15.0
disturbance_window_end_s,19.0
disturbance_peak_error_m,0.07500943421162631
disturbance_recovery_time_s,nan
overshoot_x_pct,nan
overshoot_y_pct,nan
overshoot_z_pct,1.9391750448597733
overshoot_max_pct,1.9391750448597733
roll_rmse_rad,1.0786989656331734e-10
pitch_rmse_rad,2.0401732634736536e-09
yaw_rmse_rad,8.1846771778863e-09
max_tilt_rad,1.4108008922521962e-08
minimum_altitude_m,0.0
altitude_violation_count,64
tilt_violation_count,0
constraint_violation_count,64
control_energy,15864.423667255973
control_smoothness,9394.20905762181
control_command_min,-19.680864770624343
control_command_max,19.680864647168814
control_command_normalized,False
saturation_ratio,nan
nan_count,0
valid,True
tracking_score,88.51975961377514
robustness_score,71.15384615384616
safety_score,35.0
energy_score,0.0
smoothness_score,0.0
fault_tolerance_score,35.0
total_health_score,54.84438942259408
source,MWORKS_MCP
evidence_level,real_sysplorer_mcp_sysblock_closed_loop_20s
