time,x,y,z,x_ref,y_ref,z_ref,roll,pitch,yaw,u1,u2,u3,u4,position_error_norm
0.02,7.536368552186378e-10,-9.72434675641037e-10,0.00010639984307750749,0.0,0.0,0.04,2.426564136251072e-06,1.8805869572056016e-06,-2.284824975648944e-12,116.77877349548281,-116.77662932272963,116.77496758906382,-116.77711176185687,0.03989360015692251
0.022,1.1263221628108364e-09,-1.4533189781324041e-09,0.00017197769216260286,0.0,0.0,0.044,2.9845663963612446e-06,2.3130385452247497e-06,-3.4576676665444503e-12,107.62674010917286,-107.62494524116646,107.62355421863757,-107.6253490866839,0.04382802230783744
0.024,1.645863791248463e-09,-2.1236953420723723e-09,0.0002615150221943196,0.0,0.0,0.048,3.6146593291238786e-06,2.8013603073434144e-06,-5.075633806946264e-12,100.13390561976308,-100.13239649280621,100.13122691955652,-100.1327360465533,0.04773848497780576
0.026000000000000002,2.357096745344659e-09,-3.0414154124755833e-09,0.0003800372205218935,0.0,0.0,0.052000000000000005,4.321809105110951e-06,3.3494009830539657e-06,-7.264354563207861e-12,93.99942857207911,-93.99815319370245,93.99716477557445,-93.99844015399103,0.05161996277947826
0.028,3.306471660811321e-09,-4.266415532658436e-09,0.0005302666398800005,0.0,0.0,0.05600000000000001,5.108578133125432e-06,3.959146411453388e-06,-1.0163429587166383e-11,88.97751286953182,-88.97642869259931,88.9755884555676,-88.97667263254003,0.055469733360120274
0.03,4.541428202127821e-09,-5.8599082274274435e-09,0.0007132538139311968,0.0,0.0,0.06,5.975863158347217e-06,4.631291554514758e-06,-1.3924770801663307e-11,121.52668936982937,-121.52209454725221,121.51853356183888,-121.52312838465932,0.059286746186069265
0.032,6.1169966449410255e-09,-7.892900378930981e-09,0.0009303647929980362,0.0,0.0,0.064,6.924619753137105e-06,5.366576952868588e-06,-1.872059348611014e-11,111.64741756759555,-111.6435631866276,111.64057604308371,-111.64443042429494,0.06306963520700276
0.034,8.116112319233528e-09,-1.047240543202255e-08,0.0011869976495421468,0.0,0.0,0.068,7.958860578681666e-06,6.168112319187599e-06,-2.477127664755009e-11,103.55938116195071,-103.5561315787867,103.5536131532318,-103.55686273663908,0.06681300235045917
0.036000000000000004,1.0626897997128583e-08,-1.3712130343472453e-08,0.0014872389886413126,0.0,0.0,0.07200000000000001,9.081401139886899e-06,7.038079582252122e-06,-3.2319426403724836e-11,96.93766623570394,-96.9349106732628,96.93277511351525,-96.93553067619963,0.07051276101136084
0.038,1.3732516662516542e-08,-1.7719382381293963e-08,0.001832649623657661,0.0,0.0,0.076,1.0292905468240055e-05,7.97699331477539e-06,-4.1616042144139276e-11,91.51713369791,-91.51478162193608,91.51295876399368,-91.51531084021086,0.07416735037634573
0.04,1.751117570925212e-08,-2.259507454137546e-08,0.0022231772448227972,0.0,0.0,0.08,1.1592847372925525e-05,8.984445698836916e-06,-5.292077108597302e-11,122.03582360531746,-122.02790461755941,122.02176741106172,-122.02968639974424,0.07777682275518245
0.042,2.205439874103827e-08,-2.8457302090130756e-08,0.0026594246433294918,0.0,0.0,0.084,1.298096954621246e-05,1.0060237278828549e-05,-6.6510622436882e-11,112.19252867460594,-112.18587869596766,112.18072496992994,-112.18737494949268,0.08134057535667848
0.044,2.7496141879701826e-08,-3.5478912056379064e-08,0.003145666080227151,0.0,0.0,0.088,1.4458423763637177e-05,1.1205260518580582e-05,-8.273512564881047e-11,104.1342208425462,-104.12860471932865,104.1242522299274,-104.1298683540694,0.08485433391978472
0.046,3.3971028894170684e-08,-4.383361303144804e-08,0.003684790603371517,0.0,0.0,0.092,1.6025424829325032e-05,1.2419681754377686e-05,-1.0195911732904654e-10,97.53746540064297,-97.53269152440203,97.52899177533283,-97.53376565249823,0.0883152093966459
0.048,4.159580903579919e-08,-5.367204976764812e-08,0.004277250155231431,0.0,0.0,0.096,1.768095140775258e-05,1.3702709381152224e-05,-1.2456396523043684e-10,92.13743652136236,-92.13334875808425,92.13018074568254,-92.1342685098851,0.0917227498447937
0.05,5.048026589810579e-08,-6.513587914528409e-08,0.004922390191895405,0.0,0.0,0.1,1.9423844407331503e-05,1.5053445085005029e-05,-1.5089074556480398e-10,120.42721279837363,-120.41526464570036,120.4060048533823,-120.41795300869148,0.09507760980814033
0.052000000000000005,6.07481537402067e-08,-7.838478483354082e-08,0.005620129709035013,0.0,0.0,0.10400000000000001,2.1252693294141788e-05,1.647079564889466e-05,-1.8129607929057625e-10,110.99703561014849,-110.98700176526998,110.97922555687768,-110.98925940439209,0.09837987029101498
0.054,7.258279386423424e-08,-9.365531149688393e-08,0.006373676332763533,0.0,0.0,0.10800000000000001,2.3165767811684793e-05,1.7953419901248353e-05,-2.1623778149412926e-10,103.2754361083406,-103.2669563704309,103.2603845911698,-103.26886433171539,0.10162632366730555
0.056,8.615605769776237e-08,-1.1116922987119506e-07,0.007184793790882774,0.0,0.0,0.11200000000000002,2.516094688815852e-05,1.9499673831822687e-05,-2.5621266074401453e-10,96.95549492413677,-96.94827624359041,96.94268178070811,-96.94990046389039,0.1048152062092116
0.058,1.0161283394835003e-07,-1.3111349433805096e-07,0.008053293881749711,0.0,0.0,0.11600000000000002,2.723641100753747e-05,2.1108147237138028e-05,-3.0171335588897927e-10,91.78336034283431,-91.77716475105548,91.77236317945538,-91.77855877387013,0.10794670611837776
0.06,1.1908693853065897e-07,-1.5366077190886572e-07,0.008978120720760865,0.0,0.0,0.12,2.9390562255356953e-05,2.277760172189563e-05,-3.5309627999347476e-10,117.69731181662286,-117.68087548550297,117.6681373875964,-117.68457372488453,0.11102187927940933
0.062,1.3872557249944157e-07,-1.7900100093637947e-07,0.009958710039683311,0.0,0.0,0.124,3.162118993937228e-05,2.4506323942613835e-05,-4.1074472766145324e-10,108.87481826404968,-108.86102907207135,108.85034249657576,-108.86413169472232,0.11404128996054155
0.064,1.607491554153967e-07,-2.0741859580475126e-07,0.010997334722266286,0.0,0.0,0.128,3.3924026257702964e-05,2.6291006086762587e-05,-4.751786788310314e-10,101.65184645174007,-101.64019550855603,101.63116606737717,-101.64281701672942,0.117002665278028
0.066,1.8535444697957556e-07,-2.391674421322086e-07,0.012094933094481486,0.0,0.0,0.132,3.629531691926962e-05,2.812873835920486e-05,-5.470918654723286e-10,95.73981665565032,-95.72989217001677,95.72220072651167,-95.73212521831344,0.11990506690590032
0.068,2.127066129183488e-07,-2.7446065917274484e-07,0.013250963643895917,0.0,0.0,0.136,3.8732934145086975e-05,3.0017871659806147e-05,-6.269756628306218e-10,90.90151488985765,-90.8929839270917,90.88637245816251,-90.89490342709668,0.12274903635659523
0.07,2.429510374391244e-07,-3.1348584172418674e-07,0.014464115927269278,0.0,0.0,0.14,4.123511072300874e-05,3.195703639987864e-05,-7.15137341220027e-10,114.3880987905979,-114.36697087040095,114.3505968447576,-114.37172477744724,0.12553588407335722
0.07200000000000001,2.7624735004367834e-07,-3.5644896588361884e-07,0.015733519120903264,0.0,0.0,0.14400000000000002,4.37991651476414e-05,3.394415436186499e-05,-8.119192036550918e-10,106.2693893246012,-106.25169974354188,106.23799041068246,-106.25568000423448,0.1282664808798895
0.074,3.128369179319048e-07,-4.036614765907222e-07,0.017060687260162747,0.0,0.0,0.148,4.641884721495696e-05,3.5974381350346956e-05,-9.178908215289446e-10,99.62377789754638,-99.60884859474828,99.5972784612321,-99.6122077765229,0.13093931274083315
0.076,3.5292991977580885e-07,-4.553945755621564e-07,0.01844602989641362,0.0,0.0,0.152,4.908953853526631e-05,3.804413788675622e-05,-1.0339726227780284e-09,94.18393534793653,-94.17122123976421,94.16136786881499,-94.17408198948,0.1335539701048291
0.078,3.9669927123930306e-07,-5.118713832135323e-07,0.019888782476949744,0.0,0.0,0.156,5.18090162146947e-05,4.0151701182222096e-05,-1.16053760295744e-09,89.73197798233129,-89.72104056555932,89.71256411965365,-89.7235015489183,0.13611121752459085
0.08,4.442910880163909e-07,-5.73280439373369e-07,0.021387517028294008,0.0,0.0,0.16,5.4575619805881144e-05,4.229578440751732e-05,-1.2977777911282784e-09,110.82081320332574,-110.79502014185934,110.77503071069847,-110.80082379483568,0.13861248297360354
0.082,4.958662531290761e-07,-6.398293388422244e-07,0.022941187066381485,0.0,0.0,0.164,5.738649062610954e-05,4.4474172047112384e-05,-1.4459282659860516e-09,103.44362580571024,-103.42209518052996,103.40540910316159,-103.42693975101268,0.1410588129359412
0.084,5.516720041538681e-07,-7.118371028361738e-07,0.024550738373946213,0.0,0.0,0.168,6.0234005707067204e-05,4.6680956013877526e-05,-1.6056578618760322e-09,97.40508201827501,-97.3869496761011,97.37289724020378,-97.39102960504852,0.14344926162888075
0.08600000000000001,6.11919005282456e-07,-7.895755610506368e-07,0.026216224428325902,0.0,0.0,0.17200000000000001,6.311331447044178e-05,4.8912376910340614e-05,-1.7780764644081653e-09,92.46297415420963,-92.44754883188074,92.43559431375938,-92.45101965875908,0.14578377557509656
0.088,6.767782053553296e-07,-8.732652974860053e-07,0.027936780519353548,0.0,0.0,0.176,6.602222346869765e-05,5.116673479323638e-05,-1.9633535440051745e-09,88.41809942436188,-88.40482908396555,88.3945446585013,-88.40781502156845,0.1480632194847684
0.09,7.463869340449709e-07,-9.63083516459969e-07,0.029710950324872788,0.0,0.0,0.18,6.895939574887956e-05,5.344299356203816e-05,-2.1615081348944757e-09,107.19681661134769,-107.1665719228929,107.14313258664609,-107.17337731286011,0.15028904968006646
0.092,8.208981501186557e-07,-1.0592275892999845e-06,0.031537611837902324,0.0,0.0,0.184,7.192202964040017e-05,5.57389819061809e-05,-2.372614777018292e-09,100.5625598016415,-100.53741386336506,100.51792600474943,-100.54307198078516,0.15246238816798713
0.094,9.005516084239036e-07,-1.1620068837950287e-06,0.03341729278114038,0.0,0.0,0.188,7.490174115626392e-05,5.804820197331812e-05,-2.5975600946616074e-09,95.13229581469093,-95.11118375283874,95.0948221049516,-95.11593420456308,0.1545827072258502
0.096,9.855485756458678e-07,-1.2716811054142285e-06,0.03534982359109308,0.0,0.0,0.192,7.789382117135778e-05,6.036700403918579e-05,-2.837544669768825e-09,90.6887393061945,-90.6708137554431,90.65692161847208,-90.67484720698276,0.1566501764171689
0.098,1.076049465438955e-06,-1.3884572458481952e-06,0.037334304262607865,0.0,0.0,0.196,8.089624258757838e-05,6.269381710549431e-05,-3.0924856672559643e-09,87.05204404119479,-87.03663316647054,87.02468987495473,-87.04010078743825,0.15866569574711603
0.1,1.1721769669690377e-06,-1.5124936197412376e-06,0.03936932278408292,0.0,0.0,0.2,8.390811229269212e-05,6.502794906922238e-05,-3.362190682006414e-09,103.64369917776844,-103.60935476223247,103.58273826937884,-103.61708274364875,0.16063067722731478
0.10200000000000001,1.2740683431051384e-06,-1.6439673470139435e-06,0.041453738141631155,0.0,0.0,0.20400000000000001,8.692688762616887e-05,6.736742937833103e-05,-3.6465359911191446e-09,97.73101685612438,-97.70260402931893,97.68058443928811,-97.7089973248275,0.16254626187167545
0.10400000000000001,1.3819459783043432e-06,-1.7831653837210752e-06,0.04358778255223089,0.0,0.0,0.20800000000000002,8.994395082517222e-05,6.970557904983901e-05,-3.9468239818723285e-09,92.89175476884513,-92.86799566782192,92.8495826520041,-92.87334181176125,0.16441221746324686
0.106,1.4959948554456628e-06,-1.9303264255337663e-06,0.045771155428797575,0.0,0.0,0.21200000000000002,9.295492390206768e-05,7.203900504653739e-05,-4.264182839915729e-09,88.9322106878029,-88.91209448010733,88.8965046556151,-88.9166209220446,0.16622884458914206
0.108,1.6163585470249597e-06,-2.085635735028809e-06,0.04800296374342285,0.0,0.0,0.21600000000000003,9.59580687091586e-05,7.436636033019155e-05,-4.5982717008722295e-09,85.69200294990746,-85.67473347131047,85.66134982075191,-85.67861935808283,0.16799703627729926
0.11,1.7431413928121167e-06,-2.2492279514353926e-06,0.05028187941228003,0.0,0.0,0.22000000000000003,9.895300403604718e-05,7.668734954156715e-05,-4.948665171586047e-09,100.2393658696742,-100.20136514679527,100.17191517063753,-100.20991597996442,0.16971812061157593
0.112,1.8764621779524384e-06,-2.4212563537483582e-06,0.05260679932408754,0.0,0.0,0.22400000000000003,0.00010193756789215496,7.900029717397713e-05,-5.315047175948785e-09,95.01342201574217,-94.98217090532279,94.95795177066097,-94.98920296752833,0.17139320070328695
0.114,2.0165139366466726e-06,-2.60197002812733e-06,0.054977713860842554,0.0,0.0,0.22800000000000004,0.00010490336302279479,8.129869520549248e-05,-5.699355367486493e-09,90.73634266685389,-90.71034106446686,90.69019021160696,-90.71619190044196,0.17302228617047305
0.116,2.1634658477753286e-06,-2.7915872795321626e-06,0.05739428691229715,0.0,0.0,0.23200000000000004,0.00010784639799382106,8.357945022868132e-05,-6.102484898895404e-09,87.2373161466287,-87.21538380937467,87.19838656718963,-87.22031899089163,0.17460571312342207
0.11800000000000001,2.3174394075235667e-06,-2.9902648862030667e-06,0.059855649995367695,0.0,0.0,0.23600000000000004,0.00011076530923260094,8.584150552419218e-05,-6.523847865849057e-09,84.37434261223542,-84.35555622307005,84.3409970346008,-84.35978351021416,0.17614435004525872
0.12,2.478518709251319e-06,-3.198111364044076e-06,0.06236057794152773,0.0,0.0,0.24,0.00011366026022421761,8.808498788947796e-05,-6.962775698318447e-09,97.02790644565289,-96.98674279388132,96.95484172086921,-96.99600549427316,0.1776394221045515
0.122,2.646800762102748e-06,-3.415251895091973e-06,0.06490802395562842,0.0,0.0,0.244,0.00011652955050769766,9.030857952828192e-05,-7.4188451685590556e-09,92.44595357238242,-92.41233637568376,92.38628366293348,-92.4199009812645,0.17909197609649422
0.124,2.822449655132209e-06,-3.6418982181564943e-06,0.06749783835565674,0.0,0.0,0.248,0.00011936530611227974,9.250617801153959e-05,-7.894809824695784e-09,88.69634749935904,-88.66854653170772,88.64700128247318,-88.67480237175685,0.18050216170315042
0.126,3.005610793608767e-06,-3.8782379637906055e-06,0.0701296516679761,0.0,0.0,0.252,0.00012216392412346935,9.467499107083359e-05,-8.391245099815988e-09,85.6287942027057,-85.60545719322755,85.58737142040096,-85.61070855151146,0.18187034839820956
0.128,3.1963905750740843e-06,-4.12440842937229e-06,0.07280268399111794,0.0,0.0,0.256,0.0001249244068291008,9.681424554925286e-05,-8.907317686358695e-09,83.11859873281014,-83.09867542710427,83.08323520177827,-83.1031586291165,0.18319731608319445
0.13,3.3948407585219865e-06,-4.380476409564344e-06,0.07551576536098621,0.0,0.0,0.26,0.0001276475150829937,9.892453122714233e-05,-9.442092271984057e-09,94.02674076440351,-93.98293364942276,93.94898407766283,-93.99279135758701,0.18448423472225536
0.132,3.6010402125342606e-06,-4.646543680332792e-06,0.07826791294919797,0.0,0.0,0.264,0.00013033229162581048,0.00010100510631643379,-9.995215355673651e-09,90.04377264572007,-90.00828125231536,89.9807761842211,-90.01626774256926,0.18573208714383352
0.134,3.815124568983601e-06,-4.922785262466294e-06,0.08105892190001743,0.0,0.0,0.268,0.00013297135401482338,0.00010305024935957606,-1.0570498757279794e-08,86.78483684981494,-86.75569568997781,86.73311190901101,-86.76225323379157,0.18694107820372918
0.136,4.0372036265985875e-06,-5.209342843193601e-06,0.08388835976875071,0.0,0.0,0.272,0.00013556163850923192,0.0001050575859893556,-1.1168081436098277e-08,84.11961516698356,-84.09529420058792,84.0764459550178,-84.10076708635687,0.18811164034670275
0.138,4.267374275626714e-06,-5.506341453733343e-06,0.08675555959407162,0.0,0.0,0.276,0.00013810246761745358,0.00010702659123838136,-1.178687510381928e-08,81.93984588350135,-81.9191636749295,81.90313537556656,-81.92381774908183,0.18924444053414957
0.14,4.50567730583197e-06,-5.8138337358820605e-06,0.08965950369061,0.0,0.0,0.28,0.00014059505243628262,0.000108958203837433,-1.2425685940398716e-08,91.25156278338628,-91.205592212432,91.16996615410201,-91.21593694211995,0.1903404964515085
0.14200000000000002,4.752160161916811e-06,-6.131880918926587e-06,0.09259926935866737,0.0,0.0,0.28400000000000003,0.00014303888977375165,0.00011085203391798542,-1.3084582571390571e-08,87.82026419834946,-87.78335568662831,87.75475250220659,-87.79166123099141,0.1914007307985499
0.14400000000000002,5.0069282804285965e-06,-6.460619062630585e-06,0.09557457419692343,0.0,0.0,0.28800000000000003,0.0001454276062829368,0.00011270314210879004,-1.3768727632714063e-08,85.01320678537569,-84.98315521134361,84.95986597754667,-84.98991776864241,0.19242542597667353
0.146,5.270067697392909e-06,-6.800159193366436e-06,0.09858499657882251,0.0,0.0,0.292,0.0001477585218607785,0.00011450945139602651,-1.4477710542500184e-08,82.71805451695128,-82.69315179291443,82.67385277842205,-82.69875571952257,0.19341500361251673
0.148,5.541653544395147e-06,-7.150598267361542e-06,0.10162992114597816,0.0,0.0,0.296,0.0001500313466756734,0.00011627073727257647,-1.5210116978800846e-08,80.84134920542965,-80.82028446664043,80.8039597803669,-80.82502473621979,0.19437007906455056
0.15,5.8217072854251595e-06,-7.511963990357752e-06,0.10470843825566015,0.0,0.0,0.3,0.00015224775259580503,0.00011798829558055608,-1.5964442415157888e-08,88.69147524694262,-88.64380967873745,88.60687018950168,-88.65453603658887,0.19529156197558864
0.152,6.110257506735367e-06,-7.884293258627049e-06,0.10781971565969102,0.0,0.0,0.304,0.00015440785430559205,0.00011966221531087515,-1.6742000210169705e-08,85.76698396516153,-85.72910099876604,85.69974275986537,-85.73762600514289,0.19618028459389544
0.154,6.407381285040788e-06,-8.267685538952427e-06,0.11096344060136057,0.0,0.0,0.308,0.00015650620936527115,0.00012128827856401167,-1.754967103043481e-08,83.37506799527657,-83.34452054463972,83.32084712046213,-83.35139484998099,0.19703655967627615
0.156,6.713142635202491e-06,-8.662223443778823e-06,0.11413921133200063,0.0,0.0,0.312,0.00015854044407941556,0.00012286464582560307,-1.8386262809673088e-08,81.41982581335763,-81.39472753981636,81.37527706248324,-81.40037561490654,0.19786078897149662
0.158,7.0275943328406485e-06,-9.067975083303639e-06,0.11734645880677078,0.0,0.0,0.316,0.00016051065295411685,0.00012439139047330179,-1.9249922786388464e-08,79.82164412653407,-79.80055417167236,79.78421001118883,-79.80530024493255,0.19865354152449757
0.16,7.350743161107918e-06,-9.484949220612457e-06,0.1205843855815035,0.0,0.0,0.32,0.00016241884646438353,0.00012587007078042716,-2.013874157912062e-08,86.33769240965667,-86.28874879797885,86.25081901083257,-86.29976297431301,0.1994156147795457
0.162,7.682601746468438e-06,-9.913162159038006e-06,0.12385224914167202,0.0,0.0,0.324,0.00016426590605004456,0.00012730136997000843,-2.1057380347504306e-08,83.87721703340212,-83.83875466646712,83.80894753181344,-83.84741025055106,0.20014775125127057
0.164,8.023218824336527e-06,-1.035267679591106e-05,0.1271497151579854,0.0,0.0,0.328,0.0001660474504356053,0.00012868189257149367,-2.201450193750735e-08,81.86557323687022,-81.83489995499762,81.81112911620504,-81.84180274988027,0.2008502852690739
0.166,8.372641271348198e-06,-1.0803553630297942e-05,0.13047641650261096,0.0,0.0,0.332,0.00016776115530829454,0.00013000983737303617,-2.300778461718057e-08,80.22091460947694,-80.19597312184267,80.17664423150046,-80.20158607093735,0.20152358396090278
0.168,8.730905072771292e-06,-1.1265839107651755e-05,0.13383185019232455,0.0,0.0,0.336,0.00016940735011496135,0.00013128545984875342,-2.403473509634755e-08,78.87653688449981,-78.85576304555765,78.83966393263988,-78.86043812338468,0.2021681503100984
0.17,9.097989130537382e-06,-1.1739506014784772e-05,0.13721525716446084,0.0,0.0,0.34,0.0001709887483661818,0.00013251086313956505,-2.509276801087593e-08,84.17500399936506,-84.12515897544878,84.08653076600163,-84.13637622826218,0.20278474337943958
0.17200000000000001,9.473893151827571e-06,-1.2224553985193722e-05,0.14062598444652627,0.0,0.0,0.34400000000000003,0.00017250699984733042,0.00013368732598165693,-2.6179617876676808e-08,82.13886483707685,-82.10017855407429,82.07019800909873,-82.10888473044557,0.203374016141539
0.17400000000000002,9.858657416743642e-06,-1.2721035006734611e-05,0.14406375118433273,0.0,0.0,0.34800000000000003,0.00017395809819439667,0.00013481174356877446,-2.729365700379911e-08,80.4749040494647,-80.44444060510048,80.4208324792379,-80.4512963619464,0.20393624945071345
0.176,1.0252305191928171e-05,-1.3228979113738562e-05,0.1475281931429439,0.0,0.0,0.352,0.0001753399491633013,0.00013588249300927513,-2.8433229171650328e-08,79.11526933068869,-79.09079270922847,79.07182415235292,-79.09630121215741,0.20447180754202984
0.178,1.0654820452414517e-05,-1.3748365639607314e-05,0.1510187509885964,0.0,0.0,0.356,0.00017665352486673398,0.00013690032785348586,-2.9596532983201964e-08,78.00457833020008,-77.98439179301984,77.9687478814997,-77.98893485702419,0.20498124974938023
0.18,1.106619642536443e-05,-1.4279185856630379e-05,0.15453484491208996,0.0,0.0,0.36,0.00017790130100502226,0.00013786716692666185,-3.0781812617690674e-08,82.19365887917927,-82.14317674833646,82.10405493492303,-82.15453760349173,0.20546515588209785
0.182,1.1486447326857854e-05,-1.4821458120972941e-05,0.15807597938661014,0.0,0.0,0.364,0.0001790848354100639,0.0001387842176946937,-3.198753871028868e-08,80.54454912803848,-80.5058956948301,80.47594071401832,-80.5145946849526,0.205924021467137
0.184,1.1915569643236847e-05,-1.537517791073739e-05,0.1616417980679534,0.0,0.0,0.368,0.00018020062076002036,0.00013964876212759015,-3.3212631383857087e-08,79.19755088614423,-79.16754598748803,79.14429330420202,-79.17429874058413,0.20635820284884293
0.186,1.2353566041469513e-05,-1.594034867950163e-05,0.1652319473602954,0.0,0.0,0.372,0.00018124677843976795,0.00014045934445556903,-3.4455999164475174e-08,78.09762169900054,-78.0738501122387,78.05542800051427,-78.07920012500202,0.20676805362318657
0.188,1.2800419905744505e-05,-1.6516948998721815e-05,0.1688459631792671,0.0,0.0,0.376,0.0001822242465697072,0.00014121669188294172,-3.571641137666122e-08,77.19943741316537,-77.1800814976407,77.16508134186441,-77.18443779511499,0.20715403787468378
0.19,1.3256077512584665e-05,-1.7104909556660835e-05,0.17248323563231618,0.0,0.0,0.38,0.00018313642824014026,0.00014192344196069348,-3.6992527302831475e-08,80.37553890221406,-80.32466352806578,80.28523708336272,-80.33611310373153,0.20751676549603004
0.192,1.3720580077383659e-05,-1.7704283549670596e-05,0.17614344096087223,0.0,0.0,0.384,0.00018398439246376734,0.0001425804233137901,-3.8283340773916205e-08,79.07971717676959,-79.04133003936258,79.01158152184058,-79.04996930546812,0.20785656024595997
0.194,1.4193892003079271e-05,-1.831502505624838e-05,0.17982619145868325,0.0,0.0,0.388,0.0001847649954957376,0.00014318519969265357,-3.9588169544176225e-08,78.02204919620952,-77.99272680325706,77.97000311059678,-77.9993261497698,0.20817380983088032
0.196,1.467599759757517e-05,-1.8937113840067715e-05,0.18353114547783245,0.0,0.0,0.392,0.00018547658018731704,0.00014373648696883672,-4.090630661183744e-08,77.15917067389567,-77.1363189499101,77.11860975505566,-77.14146212526177,0.20846885589887007
0.198,1.5166877100879187e-05,-1.957052441569778e-05,0.18725791029651676,0.0,0.0,0.396,0.0001861201025341173,0.00014423502619787475,-4.223690517314026e-08,76.45507746994448,-76.43675840055627,76.42256180552265,-76.4408815211314,0.20874209117189718
0.2,1.566644421602792e-05,-2.0215145438747944e-05,0.19100589063562554,0.0,0.0,0.4,0.00018669970440634938,0.00014468402747401272,-4.3578925707551306e-08,78.70598878689523,-78.65492944512953,78.61536053443284,-78.66642063747655,0.2089941109292262
0.202,1.6174753518594588e-05,-2.0871047346189985e-05,0.1947748700341273,0.0,0.0,0.404,0.00018721616225884948,0.00014508409268963233,-4.493169883552983e-08,77.7327168060873,-77.69479468791432,77.66540662153471,-77.7033295009857,0.20922513163207618
0.20400000000000001,1.669174518183476e-05,-2.153815295072533e-05,0.19856445160451364,0.0,0.0,0.40800000000000003,0.00018766661067810784,0.00014543300130282253,-4.629482438903763e-08,76.93921384288313,-76.91076408069101,76.88871670371583,-76.91716722718596,0.20943555016812335
0.20600000000000002,1.7217388106479393e-05,-2.2216422134857454e-05,0.20237430809199886,0.0,0.0,0.41200000000000003,0.00018804959013349055,0.00014572962233955032,-4.7667861287115945e-08,76.29274091396613,-76.27099205748755,76.25413758750176,-76.27588720525834,0.20962569379233095
0.20800000000000002,1.7751657454479435e-05,-2.290582286063696e-05,0.2062040987091073,0.0,0.0,0.41600000000000004,0.00018836631241648166,0.00014597489509205058,-4.905021644927052e-08,75.76644316317574,-75.74932079803202,75.73605163487352,-75.75317476129524,0.20979590329235714
0.21,1.829448686392645e-05,-2.360626950759584e-05,0.21005336634399643,0.0,0.0,0.42000000000000004,0.00018862067963221183,0.00014617184382536349,-5.0441142218194814e-08,77.17216817387758,-77.12108161782643,77.08149170095993,-77.13257913816477,0.2099466357802201
0.212,1.8845845458828476e-05,-2.4317722246410954e-05,0.21392175698863417,0.0,0.0,0.42400000000000004,0.00018881438268912815,0.00014632177912729373,-5.184008770485766e-08,76.49334725048105,-76.45604025511878,76.42712894687143,-76.4644368233874,0.21007824526413962
0.214,1.9405695737043164e-05,-2.504013269722271e-05,0.21780897001351116,0.0,0.0,0.42800000000000005,0.00018894445967148886,0.00014642240566326904,-5.324688216258782e-08,75.94110836684914,-75.91367029280853,75.89240697896821,-75.91984593416252,0.21019103237381548
